feature,mean_shap,std_shap,t_stat,p_value,p_two,log_or,group
Z51.0,-2.1120678e-07,3.2802298e-05,-0.91058105,0.3625271322739758,0.3181308188848236,-0.6179015320720593,Z
S52.53,-2.222427e-09,1.1933815e-07,-2.633681,0.0084529790756167,1.9722325523607414,0.038757397219598394,S
511,8.990091e-08,3.5969364e-08,353.4649,0.0,27127.50632007067,0.07326868679421719,5
Y99.9,6.0057093e-09,3.4291202e-06,0.24768323,0.8043820531808445,0.22904952286325275,0.06325193569101487,Y
S81.80,4.0610313e-08,2.612713e-06,2.1981616,0.0279490082998994,1.5276844930794096,-0.18262695447271138,S
E86.9,-1.6939557e-08,1.9526149e-06,-1.2268754,0.2198838596894503,0.6635658526052154,0.32822962718704174,E
H55,6.751153e-08,5.945219e-06,1.6059244,0.1083063169552225,0.9753291187468793,0.24850187790522732,H
L97.81,5.2622235e-09,1.244332e-06,0.59806454,0.5498036409375802,0.08428348023837437,-0.14034390753731607,L
H25.12,3.6963485e-07,1.4725216e-05,3.5499828,0.0003861403619884,3.5594282076905275,0.86246982584888,H
H52.20,1.8625722e-06,1.486623e-05,17.718512,0.0,66.98961791840908,2.719149589385556,H
H02,-3.154665e-06,4.298194e-05,-10.379638,0.0,22.090809389431303,-2.8746406188678963,H
N35,-1.750508e-07,4.4676804e-06,-5.541113,3.0434495590370154e-08,7.84946170815148,-0.45627602794288563,N
Z00,-9.84505e-05,0.0009628352,-14.460422,0.0,43.79054131566667,-4.036411727860479,Z
H43.23,-4.2042956e-07,5.4494476e-06,-10.910779,0.0,24.58899476637078,-0.7892782631551909,H
F45.42,-2.6626466e-08,3.4342472e-07,-10.964705,0.0,25.171169440295017,-0.17327020210543043,F
H44.51,-4.6815467e-09,7.013437e-08,-9.440032,0.0,18.488134234549538,0.013825986088450495,H
S33.5X,2.0498437e-06,2.3048184e-05,12.577637,0.0,33.18798474178862,2.621303143710858,S
814,-1.52094e-07,5.9068327e-07,-36.414337,0.0,286.38711191964205,-0.35638701285192914,8
L89.15,-1.8250427e-09,1.44329e-07,-1.7882756,0.0737466874148857,1.0780593018805553,-0.024770299800194462,L
E29.1,-4.832919e-06,6.280378e-05,-10.882751,0.0,24.634720930826383,-2.7188066667541206,E
E53.8,5.4349753e-06,9.702346e-05,7.9220176,2.4424906541753444e-15,12.368747453178392,3.128775831364913,E
K90.9,4.104659e-08,1.6126297e-06,3.5996265,0.0003194447733638,3.546903894428677,0.24451728919495663,K
W57,-2.410612e-10,2.1993924e-06,-0.015500282,0.9876332141852228,0.13001317399620307,0.09512673351179596,W
Z80.0,-3.846583e-07,2.0952286e-05,-2.5963228,0.0094296417759183,2.259401107624516,-0.7742709786009466,Z
I87.2,-4.831842e-07,2.2148455e-05,-3.0852067,0.002036882638595,2.7623584528858682,-0.8313396992981223,I
D29,-4.7221715e-08,9.963895e-07,-6.702358,2.1054935572806244e-11,10.667677778763665,-0.35712144970442095,D
J38,5.2242586e-07,7.722117e-06,9.567607,0.0,18.749978871290818,0.9423624590866324,J
840.9,-2.9231628e-09,2.9435693e-08,-14.044094,0.0,41.664135141052924,0.07312207862172507,8
N21,-4.1643297e-08,8.215364e-07,-7.168583,7.840394999902855e-13,10.318162221666578,-0.22648456979891574,N
C67.4,-2.0932367e-09,1.5287629e-06,-0.19363916,0.8464604004259539,0.27239561635740367,-0.1201108617531292,C
R07.9,-3.0072018e-05,0.00017862346,-23.808886,0.0,121.40623412805516,-3.9757037685052574,R
G60,-1.531478e-06,2.5748446e-05,-8.411525,0.0,14.582363063695622,-2.602341297669883,G
B02.33,-4.359967e-08,2.3595965e-06,-2.6131265,0.0089785226413308,1.9905785881907527,-0.45173859206304523,B
M41.9,2.6911013e-07,7.3580195e-06,5.1723046,2.334541031601134e-07,6.63801819273874,0.6396869857321847,M
H91.13,-1.6462743e-06,4.7691985e-05,-4.881708,1.0598163979747e-06,5.91954868870195,-2.349266128491551,H
N80,-3.3620702e-09,1.2265997e-06,-0.3876314,0.6982929637604696,0.28994563233634024,0.14919755311677557,N
G81.90,-1.1652218e-07,5.4603297e-06,-3.017899,0.0025485406724878,2.5891626633877043,-0.3479702849768128,G
T33.82,-4.5522977e-08,1.7510821e-08,-367.65387,0.0,29349.148664547716,-0.10920976644310236,T
T45.51,-2.5556426e-08,7.796147e-08,-46.359116,0.0,464.89436463021826,-0.07536393878783268,T
Z01.41,-2.20765e-05,0.0012530553,-2.4915807,0.0127256447497914,1.8977294699548575,-3.5008122985965566,Z
M17,-8.4023577e-07,3.0847725e-05,-3.8520598,0.0001174936746983,3.6879303374265087,-2.0699036105895496,M
R92,-1.8901524e-06,5.200567e-05,-5.139976,2.773597158611807e-07,6.751577944175206,-2.243408280074916,R
H40.52,2.239481e-08,4.622874e-06,0.6850943,0.4932923589126694,0.29524616387894864,-0.02226075989359691,H
H92,1.9989824e-07,1.9364654e-05,1.4598702,0.1443414528299886,1.0040860525848696,0.5507194616861689,H
173.9,-2.4528376e-07,2.6538808e-07,-130.70807,0.0,3707.406624405327,-0.5346306356850674,1
M15.9,-2.1254207e-06,5.491012e-05,-5.4740343,4.451930823989869e-08,7.398363758106563,-2.427768356353393,M
S30.1X,-1.35491804e-08,2.1756816e-07,-8.807096,0.0,15.962923955112865,0.1343408396305269,S
H35.03,-1.7427716e-06,2.5767104e-05,-9.565107,0.0,18.77580889098139,-2.721992389461854,H
I74.5,-1.964223e-09,1.6828534e-07,-1.6506672,0.0988222529385114,0.8738595009891998,0.08346465001573614,I
N60,6.413634e-08,2.4261676e-06,3.7385082,0.0001856311893417,3.7857089385821174,0.13610230449712188,N
K59,-2.0214287e-05,0.00040720514,-7.020373,2.283728761653947e-12,9.963931273983317,-3.542568088401733,K
J03,-1.7681637e-08,1.178427e-06,-2.121948,0.0338543637081603,1.4520351180357578,0.0431803079160853,J
Z85.3,-1.9585851e-08,1.8631083e-05,-0.14866865,0.8818166014045694,0.04247965285619904,0.05965866113028518,Z
H57.13,-1.0471221e-08,8.162893e-07,-1.8141292,0.0696728101426782,1.0236691594933842,-0.012541170323997566,H
H7,-1.6998187e-09,1.579275e-07,-1.5221584,0.1279852102740926,0.8137157867294333,-0.20663287294774363,H
E70.0,6.8687875e-08,1.1362802e-05,0.85488886,0.3926229211092198,0.4470870752605623,0.3723261665582762,E
Z87.11,-7.3401e-09,1.6175365e-07,-6.417456,1.4167955697530488e-10,9.863012816338438,0.049167326061482344,Z
C76,-4.542798e-09,2.030969e-07,-3.1632617,0.0015624539306247,2.861953546143194,-0.018737244971685343,C
L74,2.2507494e-09,1.8914239e-08,16.828804,0.0,60.311978925116556,0.03075490343930217,L
H02.36,-1.3169513e-08,8.1145345e-08,-22.952028,0.0,113.19180962470622,-0.1745107845974519,H
F31.63,-7.632753e-08,7.5224802e-06,-1.4349446,0.1513185142027013,0.940608629578286,-0.11776824063565072,F
H26.49,-5.291254e-05,0.00023687369,-31.59052,0.0,215.31351926282335,-3.7415864571498862,H
Z88.8,6.055495e-09,2.2969485e-07,3.7283218,0.0001932907101236,3.8640502237946848,0.1421664019319462,Z
S40.01,-4.8158444e-07,1.2646336e-05,-5.3854594,7.307515592636095e-08,7.291671666760345,-1.285870528454141,S
I49.01,2.528177e-09,3.5159553e-07,1.016902,0.3092123678618428,0.34966772050712425,0.36760049861909566,I
I44.1,-2.6400661e-08,2.0284162e-06,-1.8406564,0.0656867323930678,1.2131924314865172,-0.4272287490635889,I
M01.X6,5.6291405e-08,8.7436905e-07,9.10463,0.0,16.919904418355866,0.19897560638129236,M
I27,-1.0964363e-07,4.9302625e-06,-3.1450558,0.00166298322705,2.8285424961254955,-0.08233180441337262,I
K83.5,-1.3112302e-07,5.2123974e-06,-3.557594,0.0003751328116183,3.4105659677514644,-0.29588354892049806,K
Z68.43,-2.1676883e-06,5.6899073e-05,-5.38774,7.21554846982997e-08,7.279105196585436,-2.542023183084782,Z
R31.29,2.145096e-08,1.4028411e-06,2.1624858,0.0305925632181804,1.293680633799353,0.11030952215744534,R
N83.20,2.2830805e-07,4.5128218e-06,7.1546445,8.677503160470225e-13,10.122568263842751,0.49052388948784437,N
I99,-1.2368513e-07,1.8582136e-06,-9.41319,0.0,17.99195476909263,-0.13597252458160336,I
L25.2,-1.05644716e-07,2.003828e-06,-7.4559383,9.281464485866309e-14,10.971616897518789,-0.17770336933579495,L
H31.00,1.5569796e-07,4.9562486e-06,4.442678,8.932277697937252e-06,4.819180393483081,0.35372757915123687,H
T3,3.1927436e-09,2.8546579e-06,0.15817031,0.874324193284006,0.188772595423973,0.25716076129848925,T
C85.80,-8.9390376e-08,1.0744152e-06,-11.7661295,0.0,28.92226155078382,-0.1941941006053916,C
V72,1.1665701e-05,1.08389295e-05,152.2087,0.0,5028.7016892138445,3.4806697683775765,V
Z79.84,1.2514832e-08,1.079488e-06,1.6395406,0.101116460447399,1.0308389346353317,-0.20070497588650404,Z
M20.21,-3.709595e-07,1.1418009e-05,-4.5946355,4.36152589866623e-06,5.4028991602159095,-0.8517950856311748,M
J44,-8.5638065e-05,0.0004909867,-24.666761,0.0,130.63156505952415,-4.001093275628141,J
G24.02,-7.436027e-08,3.303668e-08,-318.3168,0.0,21999.824361435112,-0.1300575066459121,G
R31.1,-3.824691e-07,3.1061077e-06,-17.413853,0.0,64.57672797715063,-0.746976571377792,R
F02.80,-1.4673643e-06,8.605423e-05,-2.4114637,0.0158975838815054,1.919660578696684,-2.729689195264124,F
M76.62,-9.741688e-09,2.7714725e-06,-0.49709415,0.6191281212046524,0.1495265508990312,0.04106271435235066,M
K91,1.2899667e-07,5.983809e-06,3.0487077,0.0023012819009438,2.7146588708365007,0.3863253283547149,K
K2,-1.2454998e-06,2.3068587e-05,-7.635503,2.3536728122053322e-14,11.771803920986859,-2.253783139936523,K
B0,1.705506e-08,9.600897e-07,2.5122128,0.0120054808036089,1.9493059424030752,0.07004319042395799,B
H35.04,1.0379619e-08,1.1521148e-06,1.2740916,0.2026457599111752,0.6697744161499141,0.11534454276794383,H
R97.2,-3.1883292e-06,1.1771311e-05,-38.304813,0.0,316.8952344981851,-2.8680053530514353,R
S80.00,-1.8426858e-06,1.0651397e-05,-24.465818,0.0,128.25911078251812,-2.3324063305031633,S
S42.03,-2.4581852e-09,4.9595858e-08,-7.0094543,2.468691917556498e-12,9.781815738858153,-0.09229784075031067,S
Y9,-2.2801268e-08,2.1074493e-06,-1.5300897,0.126010334779856,0.6692272648051427,-0.24390186154037358,Y
Z43.6,-3.626131e-09,3.88082e-08,-13.214021,0.0,36.65603845542353,0.26437929510865427,Z
K81.9,-3.0377527e-09,7.255319e-08,-5.9212155,3.2479452460876246e-09,8.36049208595695,-0.17365027315178316,K
I26,2.3500738e-07,4.0538816e-06,8.19833,2.220446049250313e-16,13.415252807800206,0.5846469117919224,I
Z82.49,-4.364461e-06,8.557171e-05,-7.212991,5.668798763736049e-13,10.388220794582876,-2.7914406843689297,Z
C78.01,5.0918125e-08,5.9681447e-06,1.2065576,0.2276168237663394,0.6038748732876412,-0.10270003911428242,C
G44.02,-8.932333e-08,4.5031975e-06,-2.8051682,0.0050338874151556,2.3638390446579,-0.18292795210812227,G
Q87,-4.4273925e-08,4.5886804e-06,-1.3645053,0.1724239430370506,0.8858265575364567,-0.13233189461156936,Q
N95.8,-1.0318451e-07,1.7818037e-06,-8.189732,2.220446049250313e-16,13.581644341026994,-0.3004866264936392,N
L20.89,-1.3086798e-06,1.747866e-05,-10.588642,0.0,23.33701994357973,-2.3449721929999034,L
B18.2,4.821569e-09,7.0957566e-07,0.9609586,0.3365846022699563,0.4659831409504267,0.08995848474453452,B
S12.00,-2.2858138e-09,1.2384251e-08,-26.102741,0.0,146.3767330309364,0.09941201145898308,S
173.1,-1.1139927e-07,9.4803156e-08,-166.17839,0.0,5994.3448278753785,-0.034349858210865614,1
N05.9,-5.9316037e-09,1.5673929e-07,-5.351916,8.79862318559077e-08,7.09359546703207,-0.11371564478770341,N
R36.1,-3.579804e-07,5.8821355e-05,-0.86067504,0.3894273634371599,0.125140344777239,-0.7909041718591293,R
F33.9,-5.14439e-07,5.051745e-05,-1.4401492,0.1498408488726152,0.7012577979455071,-1.3735882055347162,F
A20,-4.385907e-08,1.2132308e-08,-511.24728,0.0,56753.98236654176,-0.03097628297684804,A
R10.11,3.4217044e-06,6.645443e-05,7.281713,3.419486915845482e-13,10.777818972364601,2.7233855598306285,R
R80.9,8.083377e-09,1.7434253e-06,0.65569896,0.5120253840914266,0.3630725557753177,-0.055984403445573205,R
G00,4.1511264e-08,3.3824824e-07,17.35583,0.0,64.01353439068306,0.11502847380091477,G
N30,7.392419e-08,5.034238e-06,2.0766716,0.0378446173654449,1.641575571820349,0.36204118287612375,N
G57,1.0164835e-06,1.929808e-05,7.449055,9.769962616701379e-14,11.177223898725257,1.9892723218059034,G
F32.1,5.1907193e-08,4.9153026e-05,0.14934555,0.881282482868281,0.08051625859617204,-0.0071561285955139275,F
E11.65,-4.376608e-06,0.00018311744,-3.3800485,0.0007261154858908,3.1122744402096134,-2.702885618587171,E
X5,4.2746132e-10,5.956503e-07,0.10148934,0.9191630345586712,0.015738602554899898,-0.22241861195492432,other
H17,-1.8751757e-08,3.7378828e-07,-7.0946555,1.340039190722564e-12,10.201767240828236,0.05864280269773902,H
I78.1,-3.2887364e-08,1.0027913e-05,-0.46380296,0.642793967804403,0.406877517220665,0.07491961470263907,I
R10.12,5.9256365e-07,1.5908008e-05,5.26786,1.394525119824408e-07,6.879579235516483,1.4696183439203865,R
C78,-3.1594528e-08,8.8352135e-07,-5.057196,4.292258262150739e-07,6.1159831951954455,-0.09634365490825937,C
59,-2.6762092e-07,3.3138843e-07,-114.20831,0.0,2830.0097360575382,-0.26089271178434975,5
H90.5,-2.5233969e-05,0.0001333058,-26.770193,0.0,154.2690867444299,-3.6381958071996947,H
K13.29,-9.532868e-09,2.7832348e-07,-4.843828,1.2831385434175502e-06,5.950440912135591,-0.051208483189292296,K
K46,1.9421531e-08,2.1883757e-06,1.2550949,0.209458982397412,0.8387655748633024,-0.2509173891380198,K
T22,1.1737763e-08,5.5179885e-06,0.30082887,0.7635481165674001,0.16386263246909835,0.12349338195706104,T
S22,-1.7712387e-06,2.885928e-05,-8.679737,0.0,15.112103835563428,-2.8405263782755767,S
K31.89,-1.7532221e-08,4.0112374e-07,-6.181211,6.484288661567915e-10,9.330534059275847,-0.018411068000156603,K
K57.30,-6.9444814e-06,6.71717e-05,-14.62071,0.0,45.16715629722374,-3.2115702998695177,K
I48.92,5.163435e-07,5.85099e-06,12.480281,0.0,32.74184351365173,1.135198503767051,I
A0,1.4433421e-07,2.3451728e-06,8.703811,0.0,15.483370480758747,-0.04839726838911684,A
A04,-6.27565e-07,6.002477e-05,-1.4785745,0.1392698174885069,0.9432624789117651,-1.4092407456582365,A
N39.44,-6.3331163e-09,1.0790588e-06,-0.8300176,0.4065387255830375,0.5740392377680291,-0.3339626332592892,N
E74,-3.0978724e-09,1.2328789e-07,-3.5535145,0.0003809957537959,3.4158657942370803,-0.26551778736161613,E
M16.7,1.7786364e-07,5.9854256e-06,4.202494,2.6513552802365226e-05,4.541027349738141,0.5900387528111837,M
79,-1.9029123e-06,1.5997032e-06,-168.22649,0.0,6143.14280979759,-2.453541284782354,7
M65,6.0024618e-06,0.00010848753,7.8246436,5.3290705182007506e-15,12.289550059340714,3.2544690694842324,M
R94.09,-6.6373795e-09,1.1250941e-07,-8.343011,0.0,13.847096769000796,-0.048804797680868886,R
F5,1.2537389e-07,2.3421642e-06,7.5701547,3.8857805861880485e-14,11.38916173309298,0.053879138166331386,F
N25,6.222629e-09,2.8859288e-06,0.30493224,0.7604209361295418,0.3835207212397065,0.1117848993639725,N
C90,-1.0023404e-08,2.5354117e-07,-5.5909004,2.2884456996052904e-08,7.557868113672249,-0.024765306664761396,C
S49.91,1.5079323e-10,6.3722354e-07,0.033466093,0.973303238328212,0.20983032154065004,0.06801853370180048,S
K62.0,6.1156773e-09,5.871791e-08,14.729533,0.0,45.82611695681771,-0.24565683660394258,K
