code,log_or,p_two,group
I74.5,6.589409013053913,3.7009364055877505,I
J84.84,6.708959670306669,3.7411970267858474,J
K65.0,7.4936826257878035,5.961128419030009,K
I82.81,6.932983231619174,5.643334418294324,I
D89.89,4.5901133167571375,2.724534596147349,D
R63.1,3.9797643443290402,2.391134722011309,R
H44.52,9.569526905559199,7.588694133978414,H
M13.13,6.094765078047095,4.194193868518441,M
E83.00,5.616461664841164,4.422578876158529,E
H71.13,5.487229262782409,4.126772145697094,H
R56.01,7.038282507947736,5.434228343098375,R
M00.25,4.727641074827616,1.6375284403353572,M
E08.29,6.376084453636227,4.487935723109499,E
M99.13,-2.321514324164192,0.7075010761473253,M
H53.41,7.740687778814418,6.726441547941022,H
S76.02,4.408871964386337,1.650303722449446,S
L95,5.926104458684932,4.049082008017599,L
M35,5.431104120581968,3.624388659287964,M
M90.81,3.970594475123242,1.7414874557922004,M
Q15,5.1677037020307495,3.283828380107737,Q
M24.9,5.525628651143103,3.9528428147225187,M
M72.4,2.4850597926340114,1.3037858464097973,M
D41.00,7.789241603526628,6.1600655183244735,D
G60.8,10.252616867839489,8.369902445533723,G
J68.0,4.084045730914907,2.2377106996793787,J
S31,6.208736856530394,4.761678800569849,S
C90.02,7.2793134746416746,3.370667493193639,C
Q07.00,3.520885068857724,1.6792223839819305,Q
S89.90,7.376707216079682,5.56533661002636,S
E00,5.68942451262903,3.9583582044474226,E
T79.8X,7.429346585615134,6.1095345366689555,T
J33.9,4.3139858101012605,2.6488698070946595,J
D69.59,7.685145342873755,6.422346488608673,D
I25.2,8.988132531954648,8.287092363211404,I
Q82.2,2.7272856741742397,0.7104801064139425,Q
M12.56,4.366446823859284,3.0466368925841323,M
M24.11,3.9824655827738518,2.1241377717584253,M
I82.42,6.091552018050966,3.1779989421587653,I
H02.53,6.935226668740636,5.536779907953465,H
H10.43,4.549769524066568,2.7045675765699704,H
K51.00,4.796199542531459,3.34709909749376,K
R47.82,5.740893340036562,3.9814568371627788,R
C67.6,8.583127901800834,6.5610234023310445,C
H34.9,8.886699540660793,7.92505039557593,H
S21.91,5.088646284366527,2.2245976379138233,S
C62.12,0.19211935085374318,0.14550122225553025,C
H18.40,6.683659646170734,5.455366380256872,H
M11.19,6.268531381059353,3.4862984213651838,M
T62.91,5.458143048603987,4.02632385843661,T
I31.4,7.367835070709596,3.2413129526494453,I
S72.01,6.381824225113196,2.8742978127191448,S
S63.50,6.809971315213473,5.113150592812777,S
M40.47,0.172377606069588,-0.003290622917229371,M
F12.99,3.776096329338827,1.3826026663458886,F
D73.0,-0.005224628909155172,0.2009074638454807,D
C69.01,4.377918450514838,1.9448514310178286,C
K25.2,6.424961755764435,2.95082022334949,K
H21.52,9.665698773483086,5.832754297302064,H
H21.30,4.6627459054316525,2.4965752111721558,H
M71.22,5.6614451312170475,3.815049022151868,M
H70.13,5.800462168452222,2.7184727837360194,H
S42.32,7.913375702417912,5.352822190185864,S
T19.9X,7.754121399570303,3.9436954380509044,T
M67.21,0.09732879038891995,0.14039873484773985,M
D31.62,6.21844278767364,3.817056052154834,D
M71.50,4.605855362068168,2.607753075342499,M
K14.9,5.202476548204468,3.5061608541244853,K
Q61,6.428521260531708,4.445427124446368,Q
H50.55,8.367276642786832,5.642033562983203,H
E78.3,5.283028308549452,3.6974910126085954,E
H69.80,3.6566262433174903,1.8546149910129124,H
C75,6.097145870495635,4.480925974578351,C
I05.0,9.091049593713944,8.200448731780822,I
M31.30,5.487160650442548,3.7169406796646394,M
M71.11,4.601976789091078,2.2873379214734566,M
D13.39,6.051523086594891,4.185048171055542,D
N63.42,4.255663330513398,2.5224276839619177,N
I25.11,9.966432059487097,8.004290497706755,I
H61.00,7.426604244806455,6.275931238405389,H
I28.9,7.510467060584912,3.8741628609228886,I
M00.86,6.391353897202218,2.8276206762041936,M
T85.86,5.832256034934307,3.2397199428651153,T
G83.21,7.590219888561415,5.732902457844307,G
T17,9.344249519075033,8.415178391089214,T
N90.6,4.479019947917728,2.791624549886773,N
M00.07,7.546589866337047,5.412965614023151,M
M24.20,4.814423481779387,3.0143117012926246,M
E92.7,2.6714442517217423,1.3297918552302956,E
M76.02,5.2477845444102975,3.3390044328282116,M
C77,5.391379249543337,3.8109092316496964,C
E25.9,2.9335380847040913,0.9373907817466799,E
C84.10,4.842325547691743,2.8248256348536716,C
S15.30,4.3280807551769795,2.3964198901800304,S
R04.1,4.762550064373938,3.3270898211123963,R
R19.30,6.965017963529594,5.495629289409357,R
L74,5.538212206449385,3.597975227743042,L
I05.1,7.5486625958701135,6.2521233692848135,I
L23.0,4.990234455420465,3.422206289755159,L
E92.72,-1.866748743133829,0.630586586496297,E
T49.0X,7.0924714601823915,4.748702433273215,T
T63.48,3.9981533902753266,2.0767536898849017,T
M12.11,5.699702739376531,3.5021817738752463,M
D01.2,5.568097255860011,3.8613096659218287,D
M86.13,5.819550855518658,3.891367907785621,M
H17.03,6.172029423550555,3.2828689243410327,H
C91.00,6.377733918556649,4.607300240337607,C
S32.45,5.966819106911017,3.700205059963555,S
G89.4,6.417932328909115,5.293350629838828,G
M13.86,6.585004445330607,4.884466481189228,M
C57.8,3.762854595317951,1.3872711161263722,C
S64.30,3.4195665876946717,1.8110397305945087,S
E95.04,6.747195646755254,4.144508098660888,E
M94.20,-2.0622149410370447,0.6843266002976376,M
R10.81,6.663267445290346,5.11889034224639,R
H72.92,6.104353560827458,4.641180522762517,H
C31.8,6.146192759122782,3.8772701129274894,C
G90.3,5.776498789576159,2.284635491139332,G
T65.0X,-0.20586613855778857,-0.06124417892361322,T
D41.8,7.726967473391245,5.765705971154661,D
Q25.0,5.904492020550784,4.151290399608153,Q
E09,8.59494267722049,7.829323965239185,E
T82.86,4.899293483566479,1.7880273639221989,T
D21.22,4.395252469089625,2.8694899920542825,D
G54.5,4.826495384618716,2.8521405354428437,G
T81.89,6.453491637527093,4.566520550896077,T
G44.1,5.831220207590745,4.144372545783489,G
K14.4,5.919327617466127,3.8138144283662387,K
G44.22,5.309154101635074,3.448482533392111,G
J15.0,5.907593502035515,3.03463755669446,J
T48.90,5.973734895752482,2.648631264292162,T
K62.81,4.860098403548146,2.9674033968103957,K
D84.8,5.961754582262072,4.193617579690116,D
D14.32,6.476265919767188,4.394360358537508,D
I83.90,8.691120397510685,7.948601878435929,I
N00.3,6.105293458374099,4.322394938303485,N
M20.03,5.148755033908353,3.3187684261547594,M
K57.12,5.802216763126637,4.319719042367423,K
T39.91,7.223243631134168,4.608671135980057,T
S63.8X,4.47694452404326,2.7482267691763815,S
S50.86,4.786640319049415,3.0181294606390505,S
N60.09,-1.6779025035259456,0.8078374479813968,N
H50.40,7.21235955393485,5.061812118244451,H
S36.81,-1.8123191863977555,0.5195081710393988,S
N80.3,-2.698541401938295,0.8787661123855358,N
L02.11,5.381956139815429,3.8402890132824767,L
E11.22,7.0797467112319445,5.1410012264198945,E
Q18.0,3.515000945539299,1.5010216443037079,Q
R07.0,4.838680839657411,2.9950406339572937,R
M88,8.229773845696876,5.651608581755291,M
K22,6.371215386537827,4.738624830310105,K
M51.36,5.418032775609492,3.7437326420779944,M
S43.08,5.448504916941702,3.6147445537207097,S
R44,7.337907655933428,5.217609611565271,R
H02.59,7.002303084960635,5.485367863372584,H
H33.31,4.343245345188549,2.7356966290921028,H
Q78.1,3.3639969784986175,0.8491362098595947,Q
K91.2,3.5546975202472892,2.05400745565485,K
L51.8,5.686275273253385,4.070606848623284,L
J02,0.0002501397941605532,-0.06102854576289617,J
I77.74,6.4488567767176,4.659537277651002,I
G57.83,7.090659776220522,4.547232761390045,G
M76.89,4.52751348023343,2.458599172532444,M
H31.10,6.075815942567933,4.437621587071217,H
M53,5.048586073503782,3.3985804500005194,M
S63.25,6.3361499832674415,4.7149821398257705,S
R97.0,6.3996818501428,4.892276043720264,R
M54.10,6.2714445456330825,4.767098536207831,M
E93.48,4.339178248702182,1.6786818598437154,E
M00.84,5.65804061157526,3.4741556231743362,M
Q13.3,5.295244913618161,3.1214460921041036,Q
N03.2,3.664845863335655,1.935436672499163,N
H35.62,6.7374056215693,4.79485320515999,H
N44.1,5.799531763622954,3.2967340595688968,N
C03.0,5.153933730776726,2.90457755863053,C
H31.11,8.048467537770733,6.046353206185444,H
L13.9,6.839480413993521,5.270178474645362,L
H20.81,7.149037766912069,5.320396732343826,H
M06.4,6.99682313058655,5.335064311958981,M
S30.82,5.930646953774843,3.7979261409342806,S
G44.30,7.773503855410549,6.316079727561681,G
E11.8,6.439095694260526,5.076405527452198,E
E29.8,-0.6140219495792306,0.4848625091346794,E
L43.2,5.184581362785917,3.1644945241165643,L
R55,7.153953065223437,5.9164646393729905,R
H92.13,5.242952094665138,3.3042364351128684,H
N81,5.888054691505368,3.91263305631878,N
N77,3.930825263353822,1.8885362253980413,N
H44.73,4.2973124750002265,1.7407709204276223,H
E80,4.455632884071206,3.0930615623398574,E
T86.09,6.27261280303819,3.216195967853443,T
J21,6.022162152128125,4.315029647208697,J
J98.11,8.268498824684448,7.216580028209709,J
S39.82,8.689804280288913,7.600141465291011,S
M25.87,4.952024044914032,3.2175004909961693,M
E34.50,4.148702142640128,1.9323580515089223,E
N48.0,5.475350634107284,3.6053610443966706,N
M85.50,5.733847122022316,3.3642190449601017,M
I28,8.120577583037141,4.983771916715472,I
E78.01,5.9203996090929545,4.185202090366302,E
E55,3.3220544661630136,1.6495198316366473,E
S51,7.775375132435393,6.538054195804363,S
H43.12,6.1796131014393305,4.692740343074319,H
M89.30,7.417842476696452,6.176358422749649,M
M23.24,4.9576882643904945,3.1335924705415446,M
C84.61,6.561241924007392,3.7363071321804053,C
H92.21,5.448523334884645,2.2407703562779324,H
M24.52,5.8155005323811,4.166843003978453,M
S60.57,7.245657568804678,4.259686276509712,S
R23.0,8.813892203519657,7.477078236618244,R
D24.1,4.2287084705794395,2.6801381079326907,D
T17.1X,7.090870931878546,3.6570016225656548,T
H53.03,6.172368252829504,4.37794046440049,H
D12.7,2.9739148310047994,1.3257721753287044,D
M99.86,4.616258957153804,1.2462904487742092,M
S61.35,4.273101035764969,1.834442282810695,S
C60,6.791636035950917,4.924246360810839,C
C63.2,5.6378296201999225,3.826927164258929,C
T36.91,5.052655397840731,2.6995548001063994,T
K12.0,5.110957504302968,3.43944925444473,K
F60.5,4.836337534989621,3.3324990116208877,F
T75.23,5.68039348325503,2.7668367426019524,T
M24,5.460538683161847,3.673471160416472,M
J96.01,5.710265288741291,4.120374735200409,J
L30.2,5.577686803921366,3.682848644211157,L
K60.2,4.12491161911593,2.35969880216237,K
F43.20,5.121017523223314,3.398125901217848,F
R03,4.028591493627615,2.637473400871593,R
N13.8,8.118682738608777,6.929824932437396,N
I63.8,5.329060360834116,1.761641343465525,I
R92.1,4.171896313064503,2.3850718156701047,R
L89.11,5.571024967946265,2.1968101390854646,L
H74.20,5.529630002026654,3.5290172510933098,H
M70.91,4.706664086518725,1.8736238514333805,M
J11.2,2.8062136393360966,1.4984578972453164,J
C85.99,8.667105043321826,6.338388639530542,C
C23,5.470529155123949,3.7680747757900983,C
C44.50,6.2159944724037794,4.199655335093054,C
D48,3.5736188732594334,2.3175138638113983,D
I77.81,12.019566944964236,11.273921807121283,I
M01.X7,6.8517399295441885,5.225449846735842,M
N31,8.902657724757743,8.103467866245026,N
N35.8,7.7390614508485225,6.305611119576064,N
S84.10,5.648101371889724,3.799489569540217,S
S67.22,2.9261664039678172,1.390095790531265,S
M89.35,5.597728238921983,3.1269306935997667,M
C34.80,8.19690165359375,7.193340897542838,C
E78.2,3.5409948121660935,2.0704640961934357,E
K46,7.555466970591161,5.973536249521595,K
C79.11,7.177643954703403,4.764141393892711,C
D00.08,5.110205813099341,2.5772229097013435,D
E72.20,6.0321984792566035,2.6464745863582935,E
K51.31,3.9243477936508473,1.7681024129720706,K
M76.42,4.39987681148344,1.694853818007873,M
M25.55,6.213714794751098,4.870114942654967,M
K80,6.036641231513825,4.130028627253443,K
D56.1,6.114587192694785,4.3998311216380905,D
Q60,5.797421499075756,3.7548810990736086,Q
N05.8,7.63270479584308,5.8882373915681985,N
S63.91,5.0470368971940704,3.3362264479162818,S
M19.21,7.460914633187803,5.994795892206702,M
L49,6.079036357542716,3.858517698233881,L
M62.55,6.150571696520819,4.538905704305159,M
J42,6.110623661400628,4.4169679993734,J
S20.90,7.853601023412266,4.59665837914974,S
S41.15,4.408951300595889,2.4393464806858107,S
R78.5,4.563046731882462,2.6044460969828167,R
S09.92,6.0859331427873045,4.550947641972439,S
E74,4.2878555206590265,2.4162608183926837,E
S13.4X,3.100145854567017,1.4335016647680092,S
K40.30,7.2541578307242185,5.974806246383554,K
H20.04,5.697397299693452,4.183893298549998,H
R93.0,8.39191995285013,7.805790639266644,R
S44.20,3.734154749285099,2.3120222511218698,S
T53.7X,6.699402316190142,3.6889398934165207,T
E32.8,6.151493560704362,4.235708925119441,E
I82.54,7.464820084590661,5.31271540029818,I
H91,5.817941884856019,3.8246248061659402,H
C10.9,4.589586808363343,2.6401626680567465,C
R10.30,8.555944681788146,7.603013521148321,R
I71.6,5.666901770270546,2.502185516703949,I
R47.81,6.702499655340068,3.0395238412988945,R
L74.52,4.582955927058912,2.494836776976623,L
H83.19,4.1392782543214945,2.267287148913142,H
S31.00,5.803830784884637,3.9768268744261994,S
T81.83,7.117267899882266,5.6736135514342845,T
G12.8,6.215623259862314,4.649459299762325,G
L03.21,6.172461479312841,4.561010204515138,L
T20.20,4.662018570054666,2.867256703464731,T
C90.01,6.809339957015751,4.77229411681891,C
Q18.1,4.799484245190874,2.8095733815349906,Q
S02.10,7.928438603590339,4.448825645403632,S
S09.90,7.934525147344917,6.680222393195253,S
I82.0,6.022070595140175,4.393906114723998,I
N83.53,-1.7353037811881742,0.6139423475946497,N
C81.11,4.492800637823863,2.716438819377176,C
J15.4,9.279755779288665,7.910037980503412,J
M50.00,5.555704604064445,3.8966480417970253,M
S06.5X,6.664985427690178,3.4371087006030354,S
J45.41,5.325916863597703,3.726464587175905,J
N40.0,6.195109039896406,5.100308999411331,N
D23.20,6.574668317430529,4.877583812188376,D
M16.2,5.99789096279689,4.038537226343644,M
Q43.2,6.631895011327801,3.8722924198752158,Q
I77.2,8.22268707857922,5.484558996863072,I
C93.10,4.006315961505268,2.3906452003713947,C
J21.9,5.706527528861586,3.900111504304492,J
K68.12,7.044326070456051,3.6246080136506578,K
K70.31,5.103970815597562,2.984722268282068,K
F95.8,5.600560393166972,3.0412245817093506,F
M01.X4,5.178688080855931,3.235566356088399,M
M79.9,5.992623297913852,3.861829563431833,M
M24.37,5.91774747790731,4.357979097672667,M
S96.21,2.2240821037599314,0.5208632123530629,S
J20.9,4.613898647276524,3.1334918934773053,J
L56.4,4.211716614641792,2.6715977444692647,L
C78.89,6.142448990637044,4.471992954275809,C
I65.9,8.205171347204304,4.797684354029325,I
N49,5.938885205893106,3.8971604547826066,N
G44.59,6.321115204840294,4.565053741319849,G
C43.62,6.026529927255286,4.357938723468414,C
S63.00,6.840606359491881,4.574332919590105,S
D17.20,4.020788539174389,2.3736574671297745,D
C40.00,5.798547324492772,4.052623606117616,C
M50.23,4.953652748382635,3.7703100022813953,M
H60.10,5.958508439487145,3.93407816983809,H
R46.81,6.064379779775611,3.2486369595188087,R
E07.1,4.93202180203535,3.33422482927077,E
Q06.4,6.713247518995618,3.799486337214478,Q
M25.21,4.38287858192278,1.6586169370068855,M
D39.12,-1.945666130589608,0.5804721475806403,D
R14,4.701801778583479,3.1485466529927697,R
H81.03,5.700515236093909,4.080135688196497,H
S20.12,5.1623944302873825,2.4316941568985264,S
F42,4.671242106606,2.857591889699219,F
M23.32,0.5676741871630379,0.17546585173345436,M
E87.00,5.032109408910295,2.4197861260842704,E
C81.12,-0.919384420846331,0.12815587208133433,C
T38.6X,4.772083612067638,3.2567111135721922,T
L93.1,6.251621177791683,4.436574466565139,L
E71.12,5.022224420856015,2.745790431728233,E
M85.60,4.741909735943371,3.052230183228883,M
K38.1,-0.5923746428757717,0.23251206638029598,K
E03.3,5.5819260185937285,3.687570070381977,E
S57.00,5.5225560538762,3.015231707870177,S
Q89.01,4.421460950466646,3.0212425267601764,Q
S63.27,7.285824392979853,4.669261410053172,S
L72.9,4.599981173516655,3.064486296125822,L
T33.53,5.25107064070119,2.3936068634277596,T
S00.81,11.2683437484383,7.805999824160693,S
S91,5.616642557557114,3.9900723631354738,S
N85.01,-2.483369275584346,1.2159832464254001,N
T85.29,7.164453585723863,4.67365237391224,T
J84.09,7.120063925189144,4.632061117733033,J
S33.10,1.3713549903043027,0.3736636724861939,S
T23.19,5.4463178206304566,3.4140054706314733,T
S61.22,5.256047572207942,3.460038875451855,S
F51.9,4.484289896729604,2.763438471805805,F
M41.34,5.887505563470301,3.56189375077925,M
L74.8,5.3999356525917435,3.7451653238081573,L
H95.11,5.229684396818432,2.600000909729536,H
I87.33,5.864393379401092,2.486680741831716,I
I42.9,11.118210745524248,9.02624816921172,I
M75.80,5.658077432208392,4.204650024716151,M
H27.01,8.824167088277532,4.656764840673142,H
I82.45,4.511992123762464,1.5043852977233179,I
G04.91,6.212221605243674,3.935601350251207,G
E24.3,5.378538065252381,3.489798355790113,E
H02.11,5.761665303890508,2.812434149189505,H
C84.05,6.811414303504975,3.5993729063122486,C
