code,description,log_or,z,pval,p_two,group
D72,Other disorders of white blood cells,0.37270329057759266,97.87856713258815,0.0,2078.2282694229907,D
S89.10,~Unspecified physeal fracture of lower end of right tibia,0.860480538268618,2.8898382640726012,0.0038544007616268107,2.414043131529447,S
Q68.0,Congenital deformity of sternocleidomastoid muscle,0.40416043784967626,3.4179069248422884,0.0006310468296203356,3.199938410817589,Q
Z89.41,~Acquired absence of right great toe,0.7495071758594916,12.02904976866317,2.5002171468767683e-33,30.24248853574498,Z
N76.3,Subacute and chronic vulvitis,0.2617520067974838,5.232244337413552,1.6746418530582305e-07,6.77607805899832,N
C34.12,Malignant neoplasm of upper lobe left bronchus or lung,0.9699870346487713,17.132144951653718,8.54455682195118e-66,62.40309984034748,C
S72.36,nan,1.0499368340922266,6.155709317092306,7.474220505220701e-10,9.126434093696986,S
B34.2,Coronavirus infection unspecified,0.1804839408983044,3.9084576497534056,9.288722572165661e-05,4.032044008073707,B
H18.40,Unspecified corneal degeneration,0.5721909853993745,20.052931556778493,1.9029456217130144e-89,85.91902462338898,H
K80.67,Calculus of gallbladder and bile duct with acute and chronic cholecystitis with obstruction,0.5660103762852267,6.478142345985069,9.285873176954313e-11,10.032177252063883,K
M65.83,~Other synovitis and tenosynovitis,-0.07965255907651364,2.64160870656285,0.00825133231504582,2.08347592170991,M
S61.22,~Laceration with foreign body of right index finger without damage to nail,0.050825874095388135,14.651898269208521,1.3100386833583917e-48,45.35280824537334,S
R06.82,Tachypnea not elsewhere classified,0.5500347447985383,29.603093676458382,1.3633598802760782e-192,188.7261012442848,R
K80.12,Calculus of gallbladder with acute and chronic cholecystitis without obstruction,0.2063082471855805,8.481387331490756,2.2252448312091066e-17,14.59372782623749,K
I65.02,Occlusion and stenosis of left vertebral artery,0.7736336644630892,15.30656910193588,6.911481872646528e-53,49.59271895820407,I
C82.09,Follicular lymphoma grade I extranodal and solid organ sites,0.6730056566799332,3.912123106569444,9.148825121084586e-05,4.0386346738232595,C
G40.40,~Other generalized epilepsy and epileptic syndromes,0.73806669040847,15.266528958615922,1.2779688009490554e-52,49.328035447133374,G
E72.51,Non-ketotic hyperglycinemia,0.4230646912702186,4.165147133359613,3.111518329543913e-05,4.507027636300488,E
Z18.89,Other specified retained foreign body fragments,0.22901671745000357,2.5892666988328843,0.009618057144624275,2.016912646941847,Z
E10.36,Type 1 diabetes mellitus with diabetic cataract,0.43446540031406056,3.5628647882648847,0.0003668296445152167,3.4355355750490357,E
I34.8,Other nonrheumatic mitral valve disorders,0.7516229980101856,36.78659676903568,3.024283154395812e-296,292.1915581133789,I
B37,Candidiasis,0.7532406066856446,72.31191649104359,0.0,1133.5085339329444,B
B34.8,Other viral infections of unspecified site,0.4589166496374065,6.151798734043804,7.660905979719073e-10,9.115719867609386,B
W18.11,~Fall from or off toilet without subsequent striking against object,1.3137617933416696,19.724661244206096,1.3244170235192004e-86,83.09072708590655,W
M54.14,Radiculopathy thoracic region,0.39667616569015,91.77800302006787,0.0,1827.0142406344642,M
Z90.10,Acquired absence of unspecified breast and nipple,0.0659337474523399,18.114991236080012,2.4271127161784975e-73,69.9014004034664,Z
E77,Disorders of glycoprotein metabolism,0.7065649046530597,7.4264675861705545,1.115362130697716e-13,11.007353781987248,E
S69.91,~Unspecified injury of right wrist,0.2522909438361397,16.753470206034276,5.341735062987389e-63,59.62645446808542,S
T31.10,Burns involving 10-19% of body surface with 0% to 9% third degree burns,0.47471412265332386,4.029599012721146,5.587207875611486e-05,4.252805170137684,T
H02.41,~Mechanical ptosis of right eyelid,0.43196980031781473,38.93687134693046,0.0,327.5241572762923,H
G23,Other degenerative diseases of basal ganglia,0.816315595738575,21.438909658171386,5.795565282450441e-102,98.37743913255869,G
C78.7,Secondary malignant neoplasm of liver and intrahepatic bile duct,0.5303501050003855,11.232020608164108,2.8391051055778616e-29,26.246406102555678,C
E09.51,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene,1.1108481255797993,3.819721830967887,0.00013360225853422365,3.874186200089068,E
Z43.5,Encounter for attention to cystostomy,0.6785593735890982,14.592708655813809,3.125380549276548e-48,44.97868935327192,Z
G11.8,Other hereditary ataxias,0.8028624768025381,4.262979467836272,2.0171905981415117e-05,4.695253064697306,G
T15.11,~Foreign body in conjunctival sac,0.053232160501416825,5.450768367985536,5.015265785215726e-08,7.299706046493232,T
T24.30,~Burn of third degree of unspecified site of right lower limb,0.1597975291144958,3.925441900308011,8.657066410482729e-05,4.062629250890292,T
N30.91,Cystitis unspecified with hematuria,0.7361382470606452,16.70342448372243,1.237537233817244e-62,59.264167933232834,N
E71.19,Other disorders of branched-chain amino-acid metabolism,1.2553815481218775,3.2736005539107613,0.0010618660205552,2.9739302762905315,E
S29.8X,~Other specified injuries of thorax,0.9889441741713346,107.56571896870717,0.0,2510.3472062171163,S
M12.27,~Villonodular synovitis (pigmented),0.40993887374279575,8.026685755419269,1.0014115932163933e-15,12.98769766925672,M
L91,Hypertrophic disorders of skin,0.31368851290616667,14.302593113959476,2.108057872163081e-46,43.16707034369996,L
M99.13,Subluxation complex (vertebral) of lumbar region,-0.38593854018767515,2.5998751666988498,0.009325767811603292,2.0303154015980986,M
Z93.4,Other artificial openings of gastrointestinal tract status,0.36076124226959105,7.000743544475516,2.54607623742315e-12,9.699271240403696,Z
M05.00,Felty's syndrome unspecified site,0.6595008730621239,4.506921692838483,6.577489383987709e-06,5.181939844189318,M
L20.0,Besnier's prurigo,-0.02789297008880748,3.0196259793715505,0.0025308701374336237,2.5967301385410364,L
M76.89,~Other specified enthesopathies of right lower limb,0.05951180506325712,37.49501762436699,1.1104227184676919e-307,303.6101362939551,M
G43,Migraine,0.0034773074448185975,3.8832681723825186,0.00010306179244207021,3.986902308595972,G
841.9, Sprains and strains of unspecified site of elbow and forearm,-0.006838141779805462,3.992198418087068,6.54635606385026e-05,4.184000376608236,8
E00.9,Congenital iodine-deficiency syndrome unspecified,0.19986880003346197,9.40821268109216,5.046448339578929e-21,18.149104979238064,E
M19.13,~Post-traumatic osteoarthritis,0.236296234773675,4.43711704684884,9.11717239134954e-06,5.0401398332991105,M
I97.82,~Postprocedural cerebrovascular infarction following cardiac surgery,0.7722090116034336,5.591541184814746,2.2506289375165387e-08,7.647696101477826,I
G57.31,Lesion of lateral popliteal nerve right lower limb,0.4739133713009436,4.892445543588396,9.959067682067263e-07,6.001781316143104,G
Q25.72,Congenital pulmonary arteriovenous malformation,0.5611617918251884,4.423246139180457,9.722886267666595e-06,5.012204794327701,Q
R19.34,Left lower quadrant abdominal rigidity,0.43483901914673817,3.832370108421933,0.0001269146122163598,3.8964883728651203,R
B96.1,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere,0.6639668093810924,45.68372263617025,0.0,451.42901632756127,B
L43.9,Lichen planus unspecified,0.11946588115924589,3.7188095100163756,0.00020016392469448459,3.6986141921807936,L
J12,Viral pneumonia not elsewhere classified,0.7930327469407745,38.272173795640896,0.0,316.3874947711767,J
H61.12,~Hematoma of pinna,0.47514996265675236,6.294877021457861,3.0764366237686053e-10,9.511952027181211,H
832.00, Closed dislocation of elbow unspecified,0.3572465613618989,4.583704386979002,4.5680993507583155e-06,5.34026445926814,8
821.31, Open fracture of condyle femoral,0.3738376128244313,2.5993822329566534,0.009339171752828697,2.029691637594946,8
J15.8,Pneumonia due to other specified bacteria,0.4651144123279626,31.58022565236358,6.899759364495134e-219,214.9657813412738,J
E10.41,Type 1 diabetes mellitus with diabetic mononeuropathy,0.641602242512095,5.602639852950065,2.111115765960607e-08,7.67548795089918,E
R68.84,Jaw pain,0.28133573165966236,21.451053380665652,4.464277008596268e-102,98.49029299921789,R
S32.01,~Wedge compression fracture of first lumbar vertebra,1.0469442856720004,39.456263886400386,0.0,336.359945230876,S
N40.3,Nodular prostate with lower urinary tract symptoms,0.4148344051748663,25.567704734021852,3.489803408342821e-144,140.4450338417954,N
A28.1,Cat-scratch disease,0.41802495838353887,7.658107525746521,1.8869287826243668e-14,11.752768344464696,A
J85.2,Abscess of lung without pneumonia,0.4597549542660772,4.109040482981412,3.973064313838608e-05,4.400874404761111,J
F48.9,Nonpsychotic mental disorder unspecified,0.6030504914694247,29.92555029637156,9.155598133766443e-197,192.88962550335398,F
A07.8,Other specified protozoal intestinal diseases,0.8416251040547997,3.2446221383072706,0.0011760656932793012,2.9295684185389144,A
M95.8,Other specified acquired deformities of musculoskeletal system,-0.06685075161560827,4.173667234202722,2.9973545919640764e-05,4.5232618762656,M
B07.0,Plantar wart,0.3427836850452588,13.936562299222468,3.7979774031853987e-44,40.93380849472739,B
M53.87,Other specified dorsopathies lumbosacral region,0.17174306690926278,3.203089588710783,0.0013596167795567812,2.8665834842596523,M
Z85.9,Personal history of malignant neoplasm unspecified,0.7508435158290724,16.255348514235887,2.047009903526067e-59,56.06913929298406,Z
P24.31,Neonatal aspiration of milk and regurgitated food with respiratory symptoms,0.9533513967352176,3.47741308403765,0.0005062771633768615,3.295611661874649,P
R31.1,Benign essential microscopic hematuria,0.26723129780492727,59.95265336549754,0.0,778.620942932339,R
R83.9,Unspecified abnormal finding in cerebrospinal fluid,0.6604689059707125,9.774483734623617,1.4489413848271834e-22,19.65820921653936,R
C80.1,Malignant (primary) neoplasm unspecified,0.30576549523408647,39.07435390180328,0.0,329.8515703235535,C
K51.90,Ulcerative colitis unspecified without complications,0.2825873078170353,14.944008717269487,1.704080729730936e-50,47.22153234826586,K
M35,Other systemic involvement of connective tissue,0.29713144620199966,48.050693502632306,0.0,499.5848051918382,M
H10.9,Unspecified conjunctivitis,0.18156104959569058,23.49580798030403,4.5017596693834374e-122,118.40773388968456,H
S01.52,~Laceration with foreign body of lip,0.42153074395054924,12.046164837454208,2.0318572759254747e-33,30.33134634932159,S
I25.11,~Atherosclerotic heart disease of native coronary artery with unstable angina pectoris,0.4788025747177673,74.14127447167739,0.0,1191.674754931243,I
793,nan,0.2842294643064541,102.92753608518315,0.0,2298.364148115719,7
H30.03,~Focal chorioretinal inflammation,0.5703538147059424,3.2901293304850454,0.0010014134383753092,2.999386584923246,H
N48.0,Leukoplakia of penis,0.4502461546532718,10.882667696351024,1.394218798714729e-27,24.582485793957318,N
M43.14,Spondylolisthesis thoracic region,0.8155169741579006,7.445813650444623,9.63487288008202e-14,11.068701536867769,M
D83.9,Common variable immunodeficiency unspecified,0.5746248357492614,5.053380038764912,4.340589857702912e-07,6.3624512487043905,D
Q18.9,Congenital malformation of face and neck unspecified,0.18677237898123672,2.962967689435729,0.0030468854990589158,2.5161438661124884,Q
K12.31,Oral mucositis (ulcerative) due to antineoplastic therapy,0.16870659438750163,2.9835129312673465,0.002849599941086616,2.545216106859551,K
H57,Other disorders of eye and adnexa,0.3417522791240643,62.353365937800895,0.0,842.363011373751,H
G72.3,Periodic paralysis,0.5227145666825537,3.6000402917304672,0.0003181678747157805,3.4973436730175265,G
M89.38,Hypertrophy of bone other site,0.4922420903896022,4.903842519342415,9.397984433319794e-07,6.026965278671326,M
H81.49,nan,0.6417214559603036,57.856418277702055,0.0,725.010692240898,H
R56,Convulsions not elsewhere classified,0.9276812557434146,106.67590928968133,0.0,2468.955107015128,R
N25,Disorders resulting from impaired renal tubular function,0.583569214697756,71.76655953160501,0.0,1116.449651023963,N
M91.80,Other juvenile osteochondrosis of hip and pelvis unspecified leg,0.10348607883266983,2.9408602257579615,0.0032730218794405144,2.4850510915179895,M
I27.9,Pulmonary heart disease unspecified,0.841717680197873,8.79472799773349,1.4339492017817868e-18,15.75345753083838,I
C84.43,Peripheral T-cell lymphoma not classified intra-abdominal lymph nodes,1.1599325068778041,2.9586126515459683,0.003090272685640494,2.5100031967422014,C
M50.33,Other cervical disc degeneration cervicothoracic region,0.6069502204619251,11.038395689564966,2.494471080269872e-28,25.317595780550008,M
V46.6X,~Car passenger injured in collision with other nonmotor vehicle in traffic accident,0.4896416324837862,3.5260708861209027,0.0004217740606882781,3.374920133099019,V
M24.85,~Other specific joint derangements of right hip,0.4548026071365414,10.307475040756968,6.519158411880584e-25,21.959388295782837,M
W10,Fall on and from stairs and steps,0.477598115452255,51.95972296456604,0.0,584.4431761323742,W
Z89.02,~Acquired absence of right finger(s),0.24370023222085865,3.199401252261594,0.00137713354726328,2.861023942076256,Z
J84,Other interstitial pulmonary diseases,0.6609650729484613,95.95901793381913,0.0,1997.4405562031318,J
G25.0,Essential tremor,0.8245008748726173,71.86771600781572,0.0,1119.6040882179745,G
A42.1,Abdominal actinomycosis,0.24900842063733242,3.0266073633318853,0.002473149751308259,2.606749585944486,A
S10.12,~Blister (nonthermal) of throat,0.3827956154203588,4.085780411868711,4.392891019131425e-05,4.357249570779055,S
G81.01,Flaccid hemiplegia affecting right dominant side,1.1027329516948656,17.698604208952563,4.2982869456120815e-70,66.67333112197383,G
T76.91,~Unspecified adult maltreatment,0.49829149255367966,6.9086664181150805,4.8923084223060594e-12,11.310486171855826,T
T25.12,~Burn of first degree of right foot,0.6202371401791454,6.401709982443222,1.536463135969503e-10,9.813477855216965,T
M54.06,Panniculitis affecting regions of neck and back lumbar region,0.4366019488494176,4.244795585568771,2.1879278257274486e-05,4.659967008392215,M
Z60.2,Problems related to living alone,0.9608750371819406,19.258132293468073,1.2065255042259976e-82,79.15195207765461,Z
N18.32,Chronic kidney disease stage 3b,1.2215308228213562,38.815314953993486,0.0,325.47319685704633,N
H60.60,Unspecified chronic otitis externa unspecified ear,0.6220783979197421,7.33732857194927,2.1789921947365002e-13,10.726825769555692,H
T83.72,~Exposure of implanted vaginal mesh into vagina,0.3075290337015035,2.84573599192597,0.004430891376161116,2.353508896619725,T
M21.37,~Foot drop,0.6575196071334534,32.21217084754478,1.1921323737373643e-227,223.7110981099482,M
P12.0,Cephalhematoma due to birth injury,0.7683473654404867,4.286474628321796,1.8153092444676392e-05,4.741049380696358,P
T23.37,~Burn of third degree of right wrist,1.285153248287391,4.4057903218816525,1.0539888047958981e-05,4.977164002065774,T
G13.1,Other systemic atrophy primarily affecting central nervous system in neoplastic disease,1.482330567938312,3.8469466107553996,0.00011959901821923098,3.922272385428883,G
R80.0,Isolated proteinuria,0.5286437796263765,6.538162827299462,6.227910103403403e-11,10.205657664870394,R
C95.02,Acute leukemia of unspecified cell type in relapse,0.7582191615037901,3.139523838555726,0.001692226456474434,2.7715415194197215,C
N89,Other noninflammatory disorders of vagina,0.2580180037924015,11.12626631555487,9.346908691681881e-29,25.737073188870028,N
M65.4,Radial styloid tenosynovitis [de Quervain],0.16960430605403387,6.646640566090954,2.9985807919631204e-11,10.523084245298413,M
Q85.8,Other phakomatoses not elsewhere classified,0.2084978794964952,3.0624698466289586,0.0021951859076391246,2.6585286939900197,Q
K11.0,Atrophy of salivary gland,0.19828617013062222,3.7358849618659282,0.0001870561739649066,3.7280279529314795,K
H16.8,Other keratitis,0.34745615225904897,8.79644258710872,1.412217698378165e-18,15.759922386204511,H
C64,Malignant neoplasm of kidney except renal pelvis,0.45072596413381927,26.178056897373583,4.7249205321315475e-151,147.2929793576358,C
M20.5X,~Other deformities of toe(s) (acquired),0.23423531576599366,31.169120391008317,2.7936414417307543e-213,209.36981448161242,M
K80.63,Calculus of gallbladder and bile duct with acute cholecystitis with obstruction,0.8403235606092181,9.568769563527427,1.0818549749542614e-21,18.803378704261902,K
P50.9,Newborn affected by intrauterine (fetal) blood loss unspecified,1.6618606715244195,3.1022356651867478,0.0019206499119922339,2.7165517893006363,P
S51,Open wound of elbow and forearm,0.8693433007248852,91.82086063739757,0.0,1828.7226847961563,S
H27.01,Aphakia right eye,0.8099369801797887,9.026120811004967,1.778651683936334e-19,16.637610712087472,H
B49,Unspecified mycosis,0.39959365231754984,18.062612076872675,6.278033690677601e-73,69.49117428198383,B
Z22.39,Carrier of other specified bacterial diseases,0.4195124097003605,2.945688687921627,0.003222365400907441,2.491825214196128,Z
V89,Motor- or nonmotor-vehicle accident type of vehicle unspecified,0.21087324342589583,11.58984622153768,4.639647936829483e-31,28.006064650530643,V
D23.0,Other benign neoplasm of skin of lip,0.022411266092793383,5.460933992398276,4.736361384553523e-08,7.3245551683354435,D
R47.9,Unspecified speech disturbances,1.0157001204059435,27.52820814384129,8.070947311797817e-167,163.0168285051153,R
Z68.24,Body mass index [BMI] 24.0-24.9 adult,0.5892743941354561,44.36972720902025,0.0,425.7466968383822,Z
H44.41,~Flat anterior chamber hypotony of right eye,0.8654156328227708,6.227131563392805,4.750521897844122e-10,9.323258675658725,H
K29.30,Chronic superficial gastritis without bleeding,0.13844558248743033,9.24452207861289,2.3629431099061952e-20,17.49371688043734,K
H90.72,Mixed conductive and sensorineural hearing loss unilateral left ear with unrestricted hearing on the contralateral side,0.3747048570345478,6.309615887182371,2.797288444086662e-10,9.553262748781735,H
G44.20,~Tension-type headache,0.2991057714285722,13.82408269987687,1.824230467204595e-43,40.259284219959135,G
C80,Malignant neoplasm without specification of site,0.512170201159592,41.23667526798007,0.0,367.5375892790826,C
S49.91,~Unspecified injury of right shoulder and upper arm,0.5125348603651217,27.678161059884758,1.2792316650350455e-168,164.81209139138312,S
M71.07,~Abscess of bursa,0.5652914675200783,3.065596901284954,0.00217235971577223,2.663068259359452,M
T81.42,~Infection following a procedure,0.408306389894028,4.189623466004176,2.7941771816222877e-05,4.553746058293027,T
G44.82,Headache associated with sexual activity,-0.9655516302994804,2.6516791217045466,0.008009261761629988,2.096407512333479,G
C34.2,Malignant neoplasm of middle lobe bronchus or lung,0.23143081989911618,14.138006919158899,2.214683430825684e-45,42.155645873257,C
A09,Infectious gastroenteritis and colitis unspecified,0.28219682213293523,33.754183437137556,9.281767563027707e-250,245.77921387570387,A
M70.81,~Other soft tissue disorders related to use,0.565749496892019,2.8240898984884737,0.004741508360213909,2.324083479357282,M
I82.51,~Chronic embolism and thrombosis of right femoral vein,0.5863934392579293,14.164217325685469,1.5255712703032562e-45,42.31592408497134,I
M80.0A,~Age-related osteoporosis with current pathological fracture,1.0005153236327637,3.412709019705833,0.0006432058017610194,3.1916500468755378,M
I24.8,Other forms of acute ischemic heart disease,0.5196111892288306,51.35726161805766,0.0,570.932021908564,I
K40.00,Bilateral inguinal hernia with obstruction without gangrene not specified as recurrent,0.43443725252497006,6.759149899541032,1.388037308610694e-11,10.857598860461861,K
707.25, Pressure ulcer unstageable,0.7707541700377696,21.65053430463653,6.007978008650134e-104,100.35329293810051,7
R17,Unspecified jaundice,0.39653231308315035,24.116349177830813,1.6842993251433456e-128,124.81209417871122,R
T55.0X,~Toxic effect of soaps,0.746916923912837,2.849684782197405,0.0043762576934124634,2.35889711274136,T
H04.54,~Stenosis of right lacrimal canaliculi,0.4815964483441553,10.127778318037057,4.159936196951588e-24,21.169629582067014,H
Z63.8,Other specified problems related to primary support group,0.41483456545312225,3.6046073048151483,0.00031262526553948224,3.504975926377689,Z
Z75.8,Other problems related to medical facilities and other health care,0.7164859769626587,6.871432796721766,6.3560233586165326e-12,11.196814515413742,Z
I77.2,Rupture of artery,0.821165667094972,8.987924287530769,2.5194349973800374e-19,16.490039100625243,I
M67.96,~Unspecified disorder of synovium and tendon,0.5739876065603717,3.0430436088158954,0.0023419839134746294,2.630416092317966,M
L03.90,Cellulitis unspecified,0.7453430487165236,86.89488766963673,0.0,1637.5812874317066,L
I36.0,Nonrheumatic tricuspid (valve) stenosis,0.8515615362111599,23.3261349075969,2.4078423148613642e-120,116.68577197287159,I
C69.92,Malignant neoplasm of unspecified site of left eye,1.055756272231958,4.0991455272908945,4.146782462422528e-05,4.382288746851444,C
F06.31,Mood disorder due to known physiological condition with depressive features,0.9459135209558425,16.886240526177282,5.680953946136869e-64,60.592882975555746,F
Q03.8,Other congenital hydrocephalus,0.7388925039184417,12.460335836126108,1.2285217402573527e-35,32.52068424466993,Q
K22.70,Barrett's esophagus without dysplasia,0.23043738586346155,31.819650359924548,3.4623775500844135e-222,218.25868701035188,K
M35.3,Polymyalgia rheumatica,0.7507373297852937,58.54020774334193,0.0,742.2885092649173,M
T24.03,~Burn of unspecified degree of right lower leg,0.38687216301944777,3.5117802732905616,0.00044511584426670575,3.3515269463709716,T
H30.02,~Focal chorioretinal inflammation of posterior pole,0.5908472848235017,2.7080448315375714,0.006768087918662926,2.169534008370013,H
Z17.0,Estrogen receptor positive status [ER+],0.2097332595164852,15.478118920705036,4.8752054269677826e-54,50.73465659120093,Z
M87.22,~Osteonecrosis due to previous trauma,1.0044782033537405,2.7864646383721956,0.005328643157318778,2.2733833621378343,M
D01.7,Carcinoma in situ of other specified digestive organs,0.3648795741875834,3.195158818052256,0.0013975391241741978,2.8546360251766925,D
G54.4,Lumbosacral root disorders not elsewhere classified,0.42341857586277265,18.398219299105342,1.3575305808160199e-75,72.14030524172325,G
H35.89,Other specified retinal disorders,0.40778101225609154,25.05825142677393,1.4193226445139333e-138,134.85320855427835,H
M1A.06,nan,0.4211387842064871,2.7376256188106702,0.006188448053602232,2.2084182502146446,M
K29.40,Chronic atrophic gastritis without bleeding,0.6472809650793592,69.51013437259762,0.0,1047.2412653379529,K
P61,Other perinatal hematological disorders,0.20464224739489775,2.8301612100313394,0.004652455523218514,2.332317769967878,P
Z87,Personal history of other diseases and conditions,0.5106648833119543,92.14023309711722,0.0,1841.479034783514,Z
G25.3,Myoclonus,0.40711847611416996,23.06380697488938,1.0692235054638676e-117,114.04813700160587,G
I09.1,Rheumatic diseases of endocardium valve unspecified,0.5026090208988249,5.154578733232068,2.542017406732139e-07,6.594821479894586,I
Z31.5,Encounter for procreative genetic counseling,-0.1565467474139141,3.7287327544846103,0.00019244510915721174,3.7156931216856557,Z
821.29, Other closed fracture of lower end of femur,0.7660479612786789,10.803342924020564,3.318953443541454e-27,24.212118096195148,8
T17.99,~Other foreign object in respiratory tract,0.6598930769067791,7.325988151724223,2.3714474537871964e-13,10.691388507115956,T
M89.47,~Other hypertrophic osteoarthropathy,0.8813921138978058,5.3292564962529925,9.861564112689576e-08,7.006054197468768,M
D03.60,Melanoma in situ of unspecified upper limb including shoulder,0.7488281406386772,3.3584604894531616,0.0007837792502872062,3.1058062381851057,D
R36.9,Urethral discharge unspecified,0.13574849769203004,3.328379452369608,0.0008735279967909848,3.0587231712111174,R
I07.2,Rheumatic tricuspid stenosis and insufficiency,0.6068207710261769,87.58362722443832,0.0,1663.6724979767357,I
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,0.5275606012101055,243.92335674185148,0.0,12917.472377975784,I
M25.00,Hemarthrosis unspecified joint,0.46529027323675204,7.3418807684411345,2.1061298472551065e-13,10.741066762884646,M
S59.90,~Unspecified injury of right elbow,0.6389792349313577,22.5375472773046,1.779048378615143e-112,108.8470282214794,S
E85,Amyloidosis,0.6338523197806264,22.601453306491813,4.193417515195907e-113,109.4721932263305,E
G83.30,Monoplegia unspecified affecting unspecified side,0.6546940388896911,5.546412763917944,2.9159000520097847e-08,7.535227366363852,G
I66.02,Occlusion and stenosis of left middle cerebral artery,1.0744543106491782,15.708311586391217,1.3266539384861666e-55,52.2871208923285,I
S80.81,~Abrasion,0.5589192455624254,30.66149920766518,1.8568886747207727e-206,202.56144675270986,S
Z45.2,Encounter for adjustment and management of vascular access device,0.5477103690657591,98.48465797560009,0.0,2104.069139896015,Z
H47.21,~Primary optic atrophy,0.7944402680598812,19.559818202848774,3.4028836101457865e-85,81.68817557000408,H
H50.89,Other specified strabismus,0.45315377213989766,4.720337142541033,2.3545405879595977e-06,5.628093818716712,H
S71.02,~Laceration with foreign body,0.5263750929681414,20.36611169205414,3.3418200522245014e-92,88.66104000549082,S
M65.33,~Trigger finger,0.21272625449905913,13.02021237264171,9.39093600080382e-39,35.59941001233745,M
S42.27,nan,0.880780607547232,3.0768366916848926,0.002092098845844021,2.6794178001152402,S
I97.11,~Postprocedural cardiac insufficiency following cardiac surgery,0.6724112381618215,5.492723221847533,3.957828154644624e-08,7.402543066397882,I
H17,Corneal scars and opacities,0.4438193082673583,30.96495668764603,1.598251905101922e-210,206.61804217058994,H
S82.65,nan,0.3324509255370701,4.984165957723587,6.222965167027576e-07,6.206002629966847,S
E21,Hyperparathyroidism and other disorders of parathyroid gland,0.7704483930658004,44.42221021441287,0.0,426.7581042844094,E
S60.91,~Unspecified superficial injury of right wrist,0.623598432893869,3.354999876306155,0.0007936502000196298,3.100370869959215,S
M84.87,nan,0.3593445500939076,2.670744354236674,0.007568326322096646,2.121000150809409,M
J20.6,Acute bronchitis due to rhinovirus,0.37151581959700797,7.7659346919552865,8.104530632332987e-15,12.107840327051722,J
N85,Other noninflammatory disorders of uterus except cervix,-0.13065815694672575,6.518198158341678,7.115695121737077e-11,10.14778266792141,N
V25,Motorcycle rider injured in collision with railway train or railway vehicle,-0.7649125210374764,2.6177344619577285,0.008851565561711666,2.052979909564185,V
D43.4,Neoplasm of uncertain behavior of spinal cord,0.4473807119363952,3.204472529245019,0.0013531020207950978,2.868669457358044,D
S82.39,nan,0.46205815630284536,4.8731929642700305,1.0980887193630766e-06,5.959362569928492,S
M42.17,Adult osteochondrosis of spine lumbosacral region,1.420675464751415,3.1062974534696193,0.0018944604329212903,2.722514460826251,M
A04.8,Other specified bacterial intestinal infections,0.41137188171963296,9.039962452088474,1.567256418164995e-19,16.69124598739594,A
816.02, Closed fracture of distal phalanx or phalanges of hand,0.08346896544157975,14.490290051615263,1.3955228572167206e-47,44.33494469951925,8
I71.4,Abdominal aortic aneurysm without rupture,0.7344085511576205,108.43215868911136,0.0,2550.982641552686,I
S72.24,nan,1.1115472696001523,6.236370225390191,4.478405041713893e-10,9.348876629956134,S
S76.00,~Unspecified injury of muscle,0.7250217587742606,6.71696937503485,1.8554294477646278e-11,10.731555554939046,S
Z67,Blood type,0.6616218397887825,3.2195881388445176,0.0012837488998701729,2.8915199155703366,Z
D26,Other benign neoplasms of uterus,-0.42753982890762543,6.692742339385354,2.1902660086919254e-11,10.659503136716316,D
D11.7,Benign neoplasm of other major salivary glands,0.37403436878306995,2.6992668061576204,0.006949243870613096,2.158062447306999,D
L76.32,Postprocedural hematoma of skin and subcutaneous tissue following other procedure,0.8231690136660053,5.275395090366816,1.3247037705471265e-07,6.877881227538567,L
J93.9,Pneumothorax unspecified,0.4817724078103199,22.030885125638843,1.456984267446154e-107,103.95347114293133,J
A49.01,Methicillin susceptible Staphylococcus aureus infection unspecified site,0.5548359470051141,9.86249851300444,6.052423356961217e-23,20.02962136417454,A
B96.20,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,0.9444165406014556,67.55472806892746,0.0,989.0543979262341,B
N18.1,Chronic kidney disease stage 1,0.6548021819798168,38.252136177522445,0.0,316.0547562506982,N
M13.85,~Other specified arthritis,0.6538599429466084,12.920271755348574,3.45917558418215e-38,35.03980047340817,M
I82.40,~Acute embolism and thrombosis of unspecified deep veins of right lower extremity,0.2959935531342534,90.70693217351698,0.0,1784.5769780806913,I
M17.0,Bilateral primary osteoarthritis of knee,0.3162461873458262,52.478492070933704,0.0,596.203751354527,M
S05,Injury of eye and orbit,0.5036739071702199,41.63807010433233,0.0,374.7568927567615,S
G40.21,~Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,0.5127604325064736,24.647244743737772,3.939169262017025e-134,130.42422674011772,G
Q28.8,Other specified congenital malformations of circulatory system,0.5596889581196723,4.634525302296871,3.5775747640905192e-06,5.446411281595389,Q
M11.89,Other specified crystal arthropathies multiple sites,0.573079885584019,4.7602888850776495,1.933160539026469e-06,5.713732078553831,M
F02.80,Dementia in other diseases classified elsewhere without behavioral disturbance,1.8394962134573085,70.84901157636817,0.0,1088.040084133778,F
M80.88,~Other osteoporosis with current pathological fracture,0.9139357933630388,22.29689795013221,3.9601851186111545e-110,106.50880652768979,M
