code,description,pos_exposed,neg_exposed,pos_absent,neg_absent,total_exposed,total_absent,prior_odds_ratio,lam,log_or,se,z,p_two,ci_low,ci_high,group
S09.90,~Unspecified injury of head,1462,892,16390,16960,2354,33350,1.2926903149840852,1e-12,1.5537530639818429,2.064370185305493,0.6756130836171368,0.0838852000814361,-2.65137570733552,5.4408067205785695,S
M26,Dentofacial anomalies [including malocclusion],182,15,17670,17837,197,35507,3.05811360338661,3.2406854222773545,4.015593843445407,2.3691552154543345,1.7578067593471445,0.9214169370528269,-0.4789418444075579,8.807975947743897,M
T18,Foreign body in alimentary tract,233,173,17619,17679,406,35298,1.4740639622216758,1e-12,0.7112877925913292,2.0663276958879555,0.3765295988407137,0.010412804615298532,-3.2718943257918784,4.827961402604174,T
J84,Other interstitial pulmonary diseases,109,9,17743,17843,118,35586,2.315162538839966,3.888822506732825,3.6024376459159355,2.435841984719928,1.515690568134353,1.0001590331748196,-1.0821798403759653,8.46614528378728,J
T63,Toxic effect of contact with venomous animals and plants,92,66,17760,17786,158,35546,1.1120801239706208,1e-12,1.053781399812906,2.0702824847918038,0.416475884499393,0.17756813169290286,-3.195456378998759,4.919901837033294,T
M25.55,~Pain in right hip,175,69,17677,17783,244,35460,1.435590172034317,1e-12,3.284428934702397,2.08558731649793,1.6483786148079789,1.0184383404622719,-0.6498384951195342,7.52551355877943,M
P81,Other disturbances of temperature regulation of newborn,224,76,17628,17776,300,35404,1.585594922242734,0.0489179463530593,6.055860999429388,2.293678720507303,2.638237988391839,2.317117615502817,1.5557426493081286,10.546798017908582,P
E00.9,"Congenital iodine-deficiency syndrome, unspecified",93,18,17759,17834,111,35593,2.088191197997828,0.7536798548460434,4.370028256031464,2.273793876777928,1.833565562556764,1.1655409098932694,-0.2874039579399987,8.62570425556489,E
H65.90,"Unspecified nonsuppurative otitis media, unspecified ear",1036,995,16816,16857,2031,33673,0.8051883936748737,1e-12,0.11325138517633054,2.064363739443133,0.0552125932023628,0.10473704804326982,-3.932099704931387,4.160057455666552,H
N63,Unspecified lump in breast,12,15,17840,17837,27,35677,0.9834240076141936,1e-12,-0.8463153135636737,2.1109856491068526,-0.3132484889774591,0.1744549223906864,-4.798718908966161,3.4761927792945166,N
Q18.0,"Sinus, fistula and cyst of branchial cleft",39,20,17813,17832,59,35645,2.363427550919861,1e-12,1.9705286488894116,2.090161552042538,0.8939364721718757,0.2746738278720321,-2.2281697197715173,5.965113007975915,Q
R45.83,"Excessive crying of child, adolescent or adult",122,34,17730,17818,156,35548,2.415320965230663,0.2524058584527056,4.592106007733257,2.2034502637382163,2.0634999040476245,1.3415160848102936,0.2281362491453347,8.86550256644971,R
K29.90,"Gastroduodenitis, unspecified, without bleeding",85,55,17767,17797,140,35564,1.1796287442220972,1e-12,1.1096058426136353,2.0716784905540364,0.5501613634734979,-0.045355269935377224,-2.9206577659902866,5.2001726920741405,K
P07.10,"Other low birth weight newborn, unspecified weight",245,24,17607,17828,269,35435,2.8752894934101536,2.2504759876926075,4.824376597337462,2.3468424006907904,2.0007425256299243,1.5796985198496674,0.0957008092680196,9.295153974758954,P
Z68.52,"Body mass index [BMI] pediatric, 5th percentile to less than 85th percentile for age",938,387,16914,17465,1325,34379,1.4368390103468396,1e-12,2.9429304202534117,2.066622003203785,1.489520143391469,0.6521655468077572,-0.9722295933893714,7.128779798485505,Z
Z38.30,"Twin liveborn infant, delivered vaginally",169,56,17683,17796,225,35479,1.6349748584260886,0.0704418427484054,5.941772103215793,2.290176655015409,2.489227258754202,1.905694532986939,1.2121063949622606,10.189433919091488,Z
J98.8,Other specified respiratory disorders,704,244,17148,17608,948,34756,1.3514434779989053,0.0283089967320945,7.5166544150574675,2.281373105369807,3.171465875345539,2.81368311301921,2.7638878307883026,11.70670607443455,J
K20.9,~Esophagitis,153,36,17699,17816,189,35515,1.5560446242102202,0.4361573234062751,4.7028900101921725,2.221982113338873,2.105953308276645,1.343316140744681,0.3243856660811453,9.034395498953922,K
R34,Anuria and oliguria,83,21,17769,17831,104,35600,1.9558818649410985,0.363464436171896,4.321289774938612,2.271578122359573,1.9482714703677937,1.3072367874483277,-0.0265604593890858,8.877862156398677,R
L20.83,Infantile (acute) (chronic) eczema,629,108,17223,17744,737,34967,2.4770496112279328,0.904415825815252,4.670835585520995,2.118232693308351,2.183435936357405,1.719847129254208,0.4733655943769426,8.776685173896233,L
B36,Other superficial mycoses,39,21,17813,17831,60,35644,1.1140773783857325,1e-12,1.395301946384641,2.0872387629709537,0.8121996149416009,0.2754146689034209,-2.3956582829828115,5.786167322135196,B
D84,Other immunodeficiencies,110,16,17742,17836,126,35578,2.601449091439457,1.3023587891739627,3.9463372084298154,2.318514973676292,1.804135939254539,1.2796713980310113,-0.3612896563131738,8.727122035731554,D
Z71,"Persons encountering health services for other counseling and medical advice, not elsewhere classified",2856,1181,14996,16671,4037,31667,1.749265394668814,1e-12,3.5656132118842465,2.0647673688060184,1.583066770596473,1.138528878150491,-0.7782050687446072,7.315534289882048,Z
D72,Other disorders of white blood cells,485,190,17367,17662,675,35029,1.250875533088338,1e-12,3.68456218455252,2.072312679942174,1.709946627513806,1.1485271337467897,-0.5181141391711237,7.605202295613559,D
L98.0,Pyogenic granuloma,167,128,17685,17724,295,35409,0.8708212272467656,1e-12,0.6065230763218297,2.0672098250274056,0.3352175832864082,0.10254082884507373,-3.358691723849456,4.744621887232667,L
R06.9,Unspecified abnormalities of breathing,216,60,17636,17792,276,35428,1.3622173367743875,0.2524058584527056,4.7279169991376815,2.1505698523539523,2.156886888392533,1.5669859004429274,0.423496460263137,8.853575373965874,R
W19.XX,~Unspecified fall,299,156,17553,17696,455,35249,1.3483308949546462,1e-12,1.7401219375225456,2.0671726626819336,0.8826436040513417,0.3361387524558967,-2.2270072394963654,5.876160697868346,W
Z79,Long term (current) drug therapy,695,109,17157,17743,804,34900,2.1480621725582405,1.0852989909783024,4.398982708262466,2.113966817913466,2.140154693167664,1.4057619046769874,0.3809171789350802,8.66751483418135,Z
R30.0,Dysuria,296,504,17556,17348,800,34904,0.4311167975879879,1e-12,-2.272819634522182,2.06920282592388,-1.134408096144642,0.8687026773435971,-6.40288345381273,1.708242577225886,R
Q66.4,~Congenital talipes calcaneovalgus,63,13,17789,17839,76,35628,2.159859584859585,0.6280665457050362,4.66199839928378,2.4095668626497813,1.8333644409913352,1.476506180968115,-0.3050500649615806,9.140278473307903,Q
P07.39,"Preterm newborn, gestational age 36 completed weeks",234,36,17618,17816,270,35434,2.9926390418523616,1.0852989909783024,4.7209876145548195,2.2560637307553524,2.121423471849734,1.3519010113973218,0.3642628933057228,9.207870211520843,P
V72.6,~ Laboratory examination,191,157,17661,17695,348,35356,0.9312133180047344,1e-12,0.4825175540828191,2.066659877501304,0.2485133522631833,0.09702000108942888,-3.536986354050847,4.564171502342185,other
L98.8,Other specified disorders of the skin and subcutaneous tissue,116,68,17736,17784,184,35520,1.1809699712351047,1e-12,1.0243526639056353,2.0705316862249514,0.6895733189624221,0.041449020611839194,-2.630384126962892,5.485950940736893,L
I99,Other and unspecified disorders of circulatory system,86,13,17766,17839,99,35605,1.757071494527033,1.3023587891739627,3.8212595023571536,2.305434864939137,1.6796791035273184,1.0532646852639858,-0.6461785368020778,8.390960071165267,I
H00.19,"Chalazion unspecified eye, unspecified eyelid",51,33,17801,17819,84,35620,0.8072415762421473,1e-12,1.1264568795291587,2.0768660696458765,0.547910788913645,0.09985020066678349,-2.9326453705315205,5.208520023906827,H
Z28.21,Immunization not carried out because of patient refusal,59,33,17793,17819,92,35612,1.9356506701253784,1e-12,1.554271285267721,2.0781486204340966,0.7559000913059951,0.5467091502462196,-2.5022237186388674,5.64396918250599,Z
N13.30,Unspecified hydronephrosis,550,120,17302,17732,670,35034,1.935351355177368,0.5233887880875302,5.001462856180452,2.121717881612201,2.2957472041034985,1.644387516854693,0.7124372612930756,9.02941852792214,N
B35.6,Tinea cruris,31,27,17821,17825,58,35646,0.9996712255468112,1e-12,0.10385684342775459,2.0805326706094323,0.17367409811756,0.06717149686724935,-3.7164344678812102,4.439103738225635,B
Z08,Encounter for follow-up examination after completed treatment for malignant neoplasm,466,406,17386,17446,872,34832,0.9063228700759844,1e-12,0.318001234846895,2.06498555373026,0.1787856096614313,0.11513719697950303,-3.678107612741097,4.416487015072523,Z
W17,Other fall from one level to another,97,62,17755,17790,159,35545,1.032355251092134,1e-12,1.1232211350602521,2.070828850761674,0.5672190578616438,-0.022969515603977697,-2.884136375917604,5.233363555361098,W
T78.2X,~Anaphylactic shock,53,24,17799,17828,77,35627,0.8472213234395335,1e-12,2.2634964891030833,2.0930386120271534,1.1501156069415184,0.4736112574488241,-1.6950439242012814,6.509516671448568,T
B97.11,Coxsackievirus as the cause of diseases classified elsewhere,175,188,17677,17664,363,35341,0.9922745007717608,1e-12,-0.4402516651870265,2.0668108099694207,-0.0963786344932932,0.3823917767427885,-4.250071154018952,3.851678346777293,B
B37.9,"Candidiasis, unspecified",184,192,17668,17660,376,35328,1.1517990662443818,1e-12,-0.2289901347036872,2.0666444560630683,-0.0566916537100443,-0.035949522390632274,-4.167710194577895,3.9333872108880734,B
N34,Urethritis and urethral syndrome,26,20,17826,17832,46,35658,0.2816275320441225,1e-12,1.0133624383868007,2.085156148086968,0.3254967255978545,0.22991804986054604,-3.4081194538301816,4.765542450955268,N
H92.12,"Otorrhea, left ear",127,20,17725,17832,147,35557,1.434756768109601,1.0852989909783024,4.544568100264911,2.3120341518159315,1.9166971738415,1.2485033935274275,-0.1000343439752118,8.962972993196463,H
H50.00,Unspecified esotropia,580,69,17272,17783,649,35055,2.626583974370492,1.5628305470087551,5.637031688509216,2.2791175346381163,2.4487356417366284,1.8273624748156017,1.1139680543508428,10.047944623199696,H
J42,Unspecified chronic bronchitis,35,19,17817,17833,54,35650,0.7541403310559469,1e-12,2.0475170344121185,2.089429076534344,0.7980556798590502,0.3179822949509023,-2.427724996067215,5.7626864804489815,J
H65.92,"Unspecified nonsuppurative otitis media, left ear",263,71,17589,17781,334,35370,1.4661461430250218,0.2524058584527056,5.856200915983173,2.333052290191138,2.58361035350903,1.9286537590901625,1.4549995893924563,10.6003965150391,H
R60,"Edema, not elsewhere classified",187,39,17665,17813,226,35478,2.3058680500567754,0.6280665457050362,4.066195527667893,2.168935201859199,1.9664129442048992,1.410180635962967,0.0139873756324524,8.516057136522736,R
Y99,External cause status,93,57,17759,17795,150,35554,1.5213742467024414,1e-12,1.3440986469136067,2.071586619903622,0.6246872946530109,0.23841972356152416,-2.7661413246391966,5.354329007093135,Y
K20,Esophagitis,199,41,17653,17811,240,35464,1.76606595182195,0.6280665457050362,4.402213944540657,2.182129313548379,2.040714640891258,1.4377346872783237,0.1762083743122344,8.729998102640103,K
F43,"Reaction to severe stress, and adjustment disorders",161,10,17691,17842,171,35533,3.64735846896112,5.599904409695268,3.9236815421667557,2.4895661025536717,1.5713192256182995,1.3309256595463375,-0.9675568177467442,8.79136297852715,other
M89,Other disorders of bone,140,21,17712,17831,161,35543,1.2172400265287693,1.3023587891739627,3.7836763686151134,2.223540384633043,1.7681872253272384,0.8311242267899208,-0.4264233689437429,8.289694775158464,M
D48,Neoplasm of uncertain behavior of other and unspecified sites,89,46,17763,17806,135,35569,1.4528308286361686,1e-12,1.7735323913084584,2.07520195644982,0.8882397416925685,0.5129582686360485,-2.224044245531803,5.9105979450456045,D
Z20.6,Contact with and (suspected) exposure to human immunodeficiency virus [HIV],53,52,17799,17800,105,35599,1.7653319864381245,1e-12,-0.09560268290465718,2.073413703093558,0.0246453920212477,0.15454604379877854,-4.012716089580231,4.114916276650167,Z
R60.9,"Edema, unspecified",149,36,17703,17816,185,35519,1.7487256418670791,0.4361573234062751,4.046826452396708,2.164939350633816,1.931744322629953,1.2606624941251576,-0.0610938565307588,8.425312455380864,R
J30.0,Vasomotor rhinitis,1132,1463,16720,16389,2595,33109,0.9713488096843432,1e-12,-0.9404243774017009,2.064400645840557,-0.4019381024210787,0.1859098891121762,-4.875912193734722,3.2163896372827163,J
L30,Other and unspecified dermatitis,1510,398,16342,17454,1908,33796,1.765007280601561,0.3028870301432467,5.205360615144406,2.079089321906112,2.341529640202576,1.7424813581501157,0.7933090802940521,8.943189463449617,L
Z68.54,"Body mass index [BMI] pediatric, greater than or equal to 95th percentile for age",109,36,17743,17816,145,35559,2.9719836645091795,0.0845302112980865,4.859170637933099,2.22842314265906,2.1930079752135643,1.6530119081631294,0.5193206220744715,9.254578825929112,Z
R62.50,Unspecified lack of expected normal physiological development in childhood,4837,53,13015,17799,4890,30814,9.248211570010003,41.60775851456227,5.7641867210069835,2.4750051201843597,2.2933383175161945,1.4775113805318054,0.8251031810539926,10.526944975281136,R
P83,Other conditions of integument specific to newborn,709,197,17143,17655,906,34798,1.8177287220995832,0.2524058584527056,4.734308881917136,2.0904754713415707,2.2349723827517534,1.548870307130646,0.5748983108744925,8.769411579662236,P
H52.22,~Regular astigmatism,229,27,17623,17825,256,35448,2.465749569456533,1.8753966564105065,4.443520972416964,2.218605172012217,1.8613248326509144,1.332397254757416,-0.2188413325441436,8.477931133572334,H
E72,Other disorders of amino-acid metabolism,139,29,17713,17823,168,35536,3.306189717049964,0.6280665457050362,4.471248802021184,2.2033594569432786,1.9317602061431571,1.4533944723586634,-0.0621430618523346,8.574867299356782,E
T18.8X,~Foreign body in other parts of alimentary tract,113,123,17739,17729,236,35468,1.1376046089854284,1e-12,-0.37630790522888624,2.06844290282792,-0.1141274292236164,-0.19257639705347437,-4.290139664615792,3.818007522624621,T
L85,Other epidermal thickening,416,128,17436,17724,544,35160,1.4896674955308098,0.1460682051230935,4.820347753325237,2.1137204627124024,2.327105202318868,1.8226504939523296,0.7760339047242297,9.061665865327525,L
L50.8,Other urticaria,102,48,17750,17804,150,35554,1.728705021190184,1e-12,2.3919711712469236,2.076982975309236,1.0713401681381032,0.6739051610000348,-1.8456565381211725,6.295967118096721,L
Z23,Encounter for immunization,15959,14747,1893,3105,30706,4998,1.3458915255064154,1e-12,2.5574123142712475,2.064513657397359,1.0574303879100155,0.5138004391677304,-1.8632929365026727,6.229451891677102,Z
P01,Newborn affected by maternal complications of pregnancy,435,129,17417,17723,564,35140,1.9454739944264965,0.1752818461477122,5.259654676228534,2.1251180867262565,2.412750589804774,1.9238413360781932,0.962225004275438,9.292534830031698,P
Z03.89,Encounter for observation for other suspected diseases and conditions ruled out,571,51,17281,17801,622,35082,3.34075839862472,2.7005711852311287,4.691223683817511,2.1758837808447686,2.04166909354595,1.6583835138477505,0.1777808214980822,8.707088511499263,Z
Z71.89,Other specified counseling,777,404,17075,17448,1181,34523,1.5423704562740506,1e-12,2.0022501399099832,2.065155148955597,0.9072269011794404,0.3946756084837787,-2.174065408198669,5.921194020682173,Z
M25.51,~Pain in right shoulder,46,45,17806,17807,91,35613,1.2235261061015208,1e-12,0.0642640150626128,2.074861851406941,0.0283844816049636,0.14187653929939775,-4.007760623599601,4.125548379707802,M
B33,"Other viral diseases, not elsewhere classified",315,198,17537,17654,513,35191,1.416716040641076,1e-12,1.1700116302699146,2.0660688057771104,0.5974075047940935,0.1278779117452891,-2.8151354389126,5.283705458897032,B
L44.4,Infantile papular acrodermatitis [Gianotti-Crosti],193,285,17659,17567,478,35226,0.8144838252141817,1e-12,-1.3223463097014776,2.06790803981838,-0.6490333133289007,0.5653345191947958,-5.395166488127641,2.710884074642049,L
L71,Rosacea,97,49,17755,17803,146,35558,1.1435109918791466,1e-12,2.210009203187432,2.074919723406185,0.9299506759200616,0.6127527692168135,-2.1371949294264843,5.996340927949382,L
Z46,Encounter for fitting and adjustment of other devices,1421,68,16431,17784,1489,34215,3.3717174549851854,5.599904409695268,5.287894304979595,2.23114614915365,2.3259417426624465,1.5459103855387615,0.8165498657106616,9.562482058883433,Z
Z00.12,~Encounter for routine child health examination with abnormal findings,17703,17481,149,371,35184,520,1.6566284590887663,0.2524058584527056,3.70110559201116,2.0945071761569976,1.7647132902424998,1.2206678328767933,-0.4089539803558635,7.801363280900948,Z
S67,"Crushing injury of wrist, hand and fingers",43,32,17809,17820,75,35629,1.1020295047083275,1e-12,0.833537632669905,2.0771138598829046,0.368128271426326,0.24797696763439142,-3.306424022365112,4.835712691953827,S
J11.00,Influenza due to unidentified influenza virus with unspecified type of pneumonia,42,24,17810,17828,66,35638,0.8170145240867009,1e-12,1.413775231879556,2.083083264658837,0.7209516128369905,0.3587795646658099,-2.580965936199906,5.58457041485897,J
P23,Congenital pneumonia,68,6,17784,17846,74,35630,2.037482433708849,4.66658700807939,3.51468286668185,2.514457984032519,1.292939046786834,0.540935443091751,-1.677206180282378,8.179287998403478,P
T30.0,"Burn of unspecified body region, unspecified degree",74,66,17778,17786,140,35564,0.7328866152567759,1e-12,0.27883402414657726,2.0708117239890127,0.1453790745700503,-0.017960801050743214,-3.7576637057394304,4.359769089824097,T
R14.3,Flatulence,104,20,17748,17832,124,35580,3.360389255558248,0.7536798548460434,3.9499380330636122,2.267214469710917,1.8745650826748568,0.9391456678918821,-0.1936176260061977,8.69369978571675,R
Z96.22,Myringotomy tube(s) status,376,40,17476,17812,416,35288,1.4701595274629755,1.8753966564105065,5.107797957039132,2.353809369618441,2.255027137244229,1.4427012941290374,0.6945224134642443,9.921285595314387,Z
S05.90,~Unspecified injury of unspecified eye and orbit,31,33,17821,17819,64,35640,0.5747354418481613,1e-12,-0.03482776667468421,2.0803558553413937,-0.082584282944072,-0.08658964472125606,-4.249227248078021,3.90561785491428,S
S00.86,~Insect bite (nonvenomous) of other part of head,48,18,17804,17834,66,35638,2.1131992867705174,1e-12,4.264601677155046,2.22846080017443,1.898895002231892,1.2915984972499535,-0.1360898331802849,8.599315985422102,S
813.44, Closed fracture of lower end of radius with ulna,13,25,17839,17827,38,35666,0.4614185397655916,0.0339707960785134,-3.538618960047731,2.424561020678302,-1.5092591190651925,0.6507376475819977,-8.411343109037881,1.0927614486604074,8
J04,Acute laryngitis and tracheitis,210,106,17642,17746,316,35388,1.3568303063353566,1e-12,1.9462814545494782,2.0689938113387294,0.938192545025846,0.6247373199714874,-2.1140387849575606,5.996267923962776,J
H52,Disorders of refraction and accommodation,1254,160,16598,17692,1414,34290,2.7784528623188667,1.5628305470087551,4.492722354823005,2.097309140465053,2.136695130821638,1.3465180186843706,0.3706598485012318,8.591960608017553,H
P59,Neonatal jaundice from other and unspecified causes,3553,2778,14299,15074,6331,29373,1.246750530954998,1e-12,0.5080567656858507,2.064034520081927,0.3780726072282899,0.36808902596837845,-3.2650784097914247,4.825788234624557,P
S79,Other and unspecified injuries of hip and thigh,40,20,17812,17832,60,35644,1.399451045872734,1e-12,1.7918007468005628,2.091334515988871,0.9395768553040612,0.31563657416293867,-2.1339708230420285,6.0639098388853565,S
Z04.9,Encounter for examination and observation for unspecified reason,281,93,17571,17759,374,35330,1.7256268006245894,0.0704418427484054,5.554781162778137,2.219017201773521,2.6256185030840062,2.170400710334291,1.4770988270873016,10.175486420189204,Z
Z01.89,Encounter for other specified special examinations,401,154,17451,17698,555,35149,1.4197742885181552,1e-12,3.5145231939511827,2.077072884668639,1.8343505368170168,1.2680344409186877,-0.2609082862152618,7.881067808215239,Z
J15.7,Pneumonia due to Mycoplasma pneumoniae,48,41,17804,17811,89,35615,0.8218089156573283,1e-12,0.5318887339033572,2.074733133473102,0.1983743068798068,0.34698338328419187,-3.654828471825916,4.477975966452509,J
R29.4,Clicking hip,191,151,17661,17701,342,35362,1.099775985233228,1e-12,0.6208218296354896,2.0667269122800787,0.2970239311373616,0.09475955377874201,-3.436842961875816,4.664577666021436,R
K64,Hemorrhoids and perianal venous thrombosis,26,22,17826,17830,48,35656,0.5256407683646053,1e-12,0.42794299542225583,2.0839634323249685,0.2088188729734921,0.007862597791417084,-3.6493223771993417,4.519664167711483,K
J21.0,Acute bronchiolitis due to respiratory syncytial virus,1421,1153,16431,16699,2574,33130,0.9132298737345652,1e-12,0.529357140922322,2.064252584561467,0.2834767074237124,0.10927182572758992,-3.460693194771825,4.631028246696571,J
M25,"Other joint disorder, not elsewhere classified",755,447,17097,17405,1202,34502,1.096764739814315,1e-12,1.3940449009406035,2.0648807749662783,0.6968209553938348,0.241715349666473,-2.608239756916697,5.485944145689425,M
P05.00,"Newborn light for gestational age, unspecified weight",111,25,17741,17827,136,35568,2.05244130089579,0.5233887880875302,4.265694180769689,2.2172681263102945,1.9055267414175947,1.4549944386504805,-0.1207019640596334,8.570829379213937,P
L03.89,~Acute lymphangitis of head [any part,38,40,17814,17812,78,35626,0.4779514493218924,1e-12,-0.22559827723603137,2.077287164856525,-0.0676137396849713,0.31740198023505345,-4.211861182281648,3.9309548750505656,L
Q79,"Congenital malformations of musculoskeletal system, not elsewhere classified",149,24,17703,17828,173,35531,2.5417242154145754,1.0852989909783024,4.0444893445783245,2.231617162333926,1.8721190624692057,1.4944210126583313,-0.1960362357171918,8.55174229519475,Q
M79.67,~Pain in right foot,80,30,17772,17822,110,35594,1.414807546637218,1e-12,4.2490487531628975,2.164128155535069,1.956743690576185,1.3430264545147304,-0.0069691288363085,8.476257356719355,M
R53.83,Other fatigue,212,26,17640,17826,238,35466,2.476157650031784,1.5628305470087551,4.802797943503222,2.366961581939527,2.0734677313397567,1.381000818773894,0.2686590080810882,9.546977914863938,R
W06,Fall from bed,147,91,17705,17761,238,35466,1.5527792751371403,1e-12,1.526526659210227,2.0686823818651257,0.6131394214359563,0.1583168043253571,-2.786152245156642,5.322933682659721,W
Q52,Other congenital malformations of female genitalia,49,27,17803,17825,76,35628,1.4040419087342966,1e-12,1.5470115626114382,2.0815843489405865,0.7776956227541976,0.322468662267472,-2.4609913181410663,5.698669391270546,Q
Q82.5,Congenital non-neoplastic nevus,215,96,17637,17756,311,35393,1.366348993139584,1e-12,2.274137866490617,2.0715544713545277,1.2044687678199753,0.48038596995252225,-1.5650494942834374,6.555294817452133,Q
J18,"Pneumonia, unspecified organism",1790,1254,16062,16598,3044,32660,0.9715851321100551,1e-12,0.8956524976005427,2.0642136812094014,0.489213996088145,-0.007245158632871451,-3.035942247801,5.055626695329544,J
K13.0,Diseases of lips,117,27,17735,17825,144,35560,1.888060783301697,0.4361573234062751,5.56252497233852,2.4263889824631653,2.1808665161178533,1.4783855673258695,0.5359954688185935,10.04726550504378,K
N50.9,"Disorder of male genital organs, unspecified",63,13,17789,17839,76,35628,1.6216802391695095,0.6280665457050362,4.425738973979874,2.4095668626497813,1.8333644409913352,1.1653809527645451,-0.3050500649615806,9.140278473307903,N
P92.6,Failure to thrive in newborn,447,116,17405,17736,563,35141,1.496493851029289,0.3028870301432467,5.482586120440466,2.1536902991625144,2.488994388511486,2.0314517254405757,1.1393676489952984,9.581678489418945,P
H69.93,"Unspecified Eustachian tube disorder, bilateral",227,29,17625,17823,256,35448,2.6753825020131683,1.5628305470087551,4.366880857143465,2.240044420575471,1.963880295028909,1.430880388674598,0.0087727094598006,8.789585485655433,H
M79.66,~Pain in right lower leg,50,12,17802,17840,62,35642,1.6837792603932231,0.4361573234062751,4.4596486070132855,2.381433674166448,1.7972557552923087,1.1940132614111247,-0.3874788561945745,8.94756960967969,M
N30.00,Acute cystitis without hematuria,30,35,17822,17817,65,35639,0.8578585986024845,1e-12,-0.38789217069447857,2.081698415451812,-0.2114889555929013,-0.16708286843380285,-4.520310144702951,3.639797697216349,N
Q55.63,Congenital torsion of penis,322,109,17530,17743,431,35273,1.344593314888023,0.0489179463530593,6.373798219969267,2.290944868737218,2.7989960952287114,2.417208138710003,1.9221763086879375,10.902515175271514,Q
Z20.89,Contact with and (suspected) exposure to other communicable diseases,89,52,17763,17800,141,35563,1.048566249022601,1e-12,1.3326957067280363,2.0725983909235275,0.6929286792483009,0.26958078105863303,-2.626055334990988,5.498381066260575,Z
P92,Feeding problems of newborn,3599,1577,14253,16275,5176,30528,1.5481265694213244,1e-12,3.0653993275856704,2.064383460866425,1.4325519361635957,0.7955715629577621,-1.0887807097300437,7.003453757426646,P
T88,"Other complications of surgical and medical care, not elsewhere classified",102,37,17750,17815,139,35565,1.009499931387796,1e-12,5.525928934905717,2.38108418180798,2.396749766114036,1.5846424972196373,1.0400237153444438,10.373702196347772,T
S93,"Dislocation and sprain of joints and ligaments at ankle, foot and toe level",74,62,17778,17790,136,35568,0.9728138923307608,1e-12,0.49271631327459803,2.070987347075822,0.2228727558657108,0.3957613124262315,-3.5974939553009584,4.52062727011257,S
A08.39,Other viral enteritis,135,69,17717,17783,204,35500,1.2285907053589866,1e-12,1.9630077991647985,2.071568890771093,0.9114035204685024,0.5282504294004849,-2.1721652374631266,5.948235597346736,A
K40.90,"Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent",525,47,17327,17805,572,35132,2.0741929530903707,2.7005711852311287,4.328214818060929,2.183510204011744,2.025637487169912,1.4342454751577094,0.1433987631254867,8.702601482602933,K
I37.0,Nonrheumatic pulmonary valve stenosis,121,10,17731,17842,131,35573,1.3206385362210606,3.2406854222773545,4.335267278531456,2.503381972526856,1.6564339753807913,0.7328552565472504,-0.7598515530502103,9.053225458348743,I
P61.2,Anemia of prematurity,465,19,17387,17833,484,35220,3.476117507990018,8.063862349961186,4.472272050087958,2.4509562732528347,1.860645456695772,1.5003034236122725,-0.2434253688701799,9.364146677645955,P
H50.32,Intermittent alternating esotropia,162,13,17690,17839,175,35529,3.1228062429634207,3.2406854222773545,4.4229511680968,2.452548423857116,1.7571590381886726,1.0166361710062888,-0.4973889515245071,9.116424210676335,H
L53.9,"Erythematous condition, unspecified",97,26,17755,17826,123,35581,1.250317317564813,0.3028870301432467,4.3591889492621,2.219022965580121,1.961533672110039,1.3906803106117402,0.0034831727665816,8.701893359575184,L
P22.8,Other respiratory distress of newborn,148,9,17704,17843,157,35547,2.953036996153181,6.719885291634322,4.042219277935942,2.5041490921739262,1.4742068022551151,0.7693932714166142,-1.2164084070357943,8.59967565812334,P
H68,Eustachian salpingitis and obstruction,114,26,17738,17826,140,35564,1.9501479061347933,0.5233887880875302,3.9928901265191876,2.1911482972713903,1.850630677440462,1.226951074898122,-0.2395654896863215,8.349578005190057,H
P59.8,Neonatal jaundice from other specified causes,158,115,17694,17737,273,35431,1.3313551829079715,1e-12,0.8747092348421951,2.0675566718240077,0.4000217753767921,0.15396003049199475,-3.225268922215383,4.879404303325725,P
L30.9,"Dermatitis, unspecified",1249,285,16603,17567,1534,34170,1.822939287191544,0.4361573234062751,5.826759577723608,2.1340664252910275,2.83261022016345,2.2221621782627965,1.862285032600492,10.227671700973596,L
K42,Umbilical hernia,599,199,17253,17653,798,34906,1.8137536717635652,0.0704418427484054,5.499477131832791,2.117839528085205,2.611458211556543,2.1315632693096056,1.3797602262948363,9.681538626459448,K
H65.91,"Unspecified nonsuppurative otitis media, right ear",281,96,17571,17756,377,35327,1.275322012672132,0.0407649552942161,6.508091426111083,2.3852435466456035,2.7920914849204554,2.3194610602420513,1.984826750268689,11.334809641832624,H
R63,Symptoms and signs concerning food and fluid intake,5865,1901,11987,15951,7766,27938,1.7967907222708557,0.0845302112980865,6.929665497523577,2.07635333958019,3.371679238756584,3.129986799022486,2.9312196826287886,11.07037521214206,R
J35.03,Chronic tonsillitis and adenoiditis,64,35,17788,17817,99,35605,1.156666797555006,1e-12,1.802929188657959,2.077665660781403,0.7916719764165691,0.3118336036804912,-2.427320187043513,5.716979547050814,J
P02.5,Newborn affected by other compression of umbilical cord,117,68,17735,17784,185,35519,1.4975876840388636,1e-12,1.4025405267928155,2.070576439830244,0.702261193767615,0.354332575243259,-2.6041697668821597,5.51234073172673,P
L04,Acute lymphadenitis,57,51,17795,17801,108,35596,1.154220723496557,1e-12,0.29260086284370856,2.0728681801862887,0.1411371922652652,0.017812059495343757,-3.7701881829767054,4.355305772751712,L
