feature,mean_shap,std_shap,t_stat,p_value,p_two,log_or,group
I80.29,0.0,0.0,,,0.20781054115688777,-0.0345673505984534,I
S49,0.0,0.0,,,0.1388541790636465,0.1806711809566793,S
814.06,0.0,0.0,,,-0.02872016564856217,0.30631812306446465,8
G93.9,0.0,0.0,,,0.10232154128292169,-0.08295325886811782,G
I85.00,0.0,0.0,,,0.07288455185463101,-0.1459540355617191,I
F10.19,0.0,0.0,,,0.0341056027572641,0.08422061565244067,F
I45.19,0.0,0.0,,,0.330219086126656,-0.11124281244113277,I
I69.39,0.0,0.0,,,-0.27820413332953564,-0.059707148893533714,I
M60.24,0.0,0.0,,,-0.0867231554942195,-0.08533652445046247,M
Z79.02,0.0,0.0,,,0.026033251810382428,-0.3049195792093326,Z
S77,0.0,0.0,,,0.011565656050784153,-0.13290188719729842,S
H21.34,0.0,0.0,,,0.0012281368184906666,-0.19454694482920673,H
G93.7,0.0,0.0,,,0.14552127462083578,-0.18431817174914353,G
838.00,0.0,0.0,,,0.009719808146068662,0.13623959816588527,8
K28.6,0.0,0.0,,,0.051644023534396254,-0.015019534140005262,K
Q62.2,0.0,0.0,,,0.1497288089080259,0.03493415853263168,Q
Z22.7,0.0,0.0,,,-0.14747175799941298,0.01104718179748385,Z
N03,0.0,0.0,,,-0.17113628793281965,-0.1010697104790001,N
I44.39,0.0,0.0,,,0.027042014688897692,0.08120739637427167,I
S82.45,0.0,0.0,,,-0.01616381533628923,-0.1189837163212781,S
M47.15,0.0,0.0,,,-0.021712416531381222,-0.0042175094435671304,M
C39.9,0.0,0.0,,,-0.13816078959508657,0.048038826214503685,C
C74.92,0.0,0.0,,,-0.04193357411707398,-0.17531100654992338,C
S27.33,0.0,0.0,,,0.2012396043493586,-0.049386312551462384,S
S64.49,0.0,0.0,,,-0.11208309880243049,0.08822434129393594,S
M41,0.0,0.0,,,-0.06507146553550094,-0.08858654706592986,M
C83.39,0.0,0.0,,,0.07730855690643697,-0.005001370140373039,C
E34.8,0.0,0.0,,,0.09393326949826813,-0.11957511476799013,E
T81.19,0.0,0.0,,,-0.07492014418625918,0.41373417827969616,T
B76.9,0.0,0.0,,,0.13983285915215304,0.37224102690923133,B
O00.1,0.0,0.0,,,-0.05539366727155952,0.1899495744540938,O
A07,0.0,0.0,,,0.06513847896208658,-0.2148246438765821,A
V00.13,0.0,0.0,,,-0.3111749440733089,0.2100838025247269,V
H18.9,0.0,0.0,,,0.030311814786994837,-0.15729529513712195,H
611.8,0.0,0.0,,,0.11132238617203209,0.14613941783481077,other
J66.2,0.0,0.0,,,-0.012277587279716527,-0.0472780429618875,J
H50.69,0.0,0.0,,,0.21389139904830393,0.2474050923137971,H
X93,0.0,0.0,,,0.14346256965963303,-0.05131262137283365,X
L23.4,0.0,0.0,,,-0.24390565941537562,0.03385570405884045,L
S63.31,0.0,0.0,,,0.3387752176138422,-0.11891711961616089,S
Q83.3,0.0,0.0,,,0.08648178822397361,-0.08664518564279547,Q
F31,0.0,0.0,,,0.2537916397927415,-0.10004103278143822,F
H25.10,-1.3983545e-05,4.1372045e-05,-33.799503,0.0,246.37171850112188,-3.299624404723229,H
Z18,0.0,0.0,,,0.1179245429359626,-0.12231622764702943,Z
K11.23,0.0,0.0,,,-0.1498394180588967,-0.2655463760139541,K
Y93.I9,0.0,0.0,,,0.1329288015816062,0.08242695070396859,Y
A49.9,0.0,0.0,,,0.09134775942844549,0.16056293748237524,A
M05.40,0.0,0.0,,,-0.030694168634590114,-0.14801231323630293,M
S93.12,0.0,0.0,,,0.1791078192470395,0.16120330553497822,S
M97.02,0.0,0.0,,,-0.10492029084885897,-0.11719512085186036,M
S23.9X,0.0,0.0,,,-0.05409256205025859,0.12842236571903304,S
Z74,0.0,0.0,,,0.22068445263531966,-0.010541889027620635,Z
Z91.13,0.0,0.0,,,-0.020279231677309714,0.1887451741005952,Z
Q,-4.709846e-07,2.244793e-05,-2.0981205,0.0359195353954073,1.3985194383920188,-1.367693349835464,Q
M65.31,0.0,0.0,,,-0.23539027608641175,0.2247911163402729,M
K09,0.0,0.0,,,0.11338187099630188,-0.20804738619178834,K
E73.8,0.0,0.0,,,-0.11260337538142814,0.004841918730336701,E
Z30.40,0.0,0.0,,,-0.29968440314293127,-0.15907710947209822,Z
Q95.8,0.0,0.0,,,-0.006152159642513208,0.077740743351265,Q
N31,0.0,0.0,,,0.1556359285879749,0.11785304445537204,N
R06.09,7.346927e-06,0.00015684777,4.684113,2.8488144276916927e-06,5.598488985693335,2.9868995937876086,R
A28.8,0.0,0.0,,,0.16972467388830464,-0.1374535202946596,A
M85.89,0.0,0.0,,,-0.19516126506220113,0.06016522435723739,M
Q23.1,0.0,0.0,,,-0.0683143150342153,-0.17330201354906022,Q
T18.12,0.0,0.0,,,-0.04032671395764551,0.11138444384608057,T
G70.1,0.0,0.0,,,0.06298110687694437,-0.14956374680390447,G
G89.22,0.0,0.0,,,0.14373082216647368,0.20381412771515076,G
S52.24,0.0,0.0,,,0.0018479783526201708,-0.027989166837716514,S
T26.91,0.0,0.0,,,0.023407975675518174,0.15265632889447148,T
E08.42,0.0,0.0,,,0.014812526808716524,-0.286254965255716,E
H61.89,0.0,0.0,,,0.1431811049418131,0.08099539320485201,H
B25.1,0.0,0.0,,,0.07060671269009111,0.3336208215407126,B
K27.7,0.0,0.0,,,-0.2584620843955593,-0.15617032876958545,K
N0,0.0,0.0,,,0.12475650517375653,0.22105325157010383,N
V87,0.0,0.0,,,0.19350532629828318,0.26817531908287484,V
S82.42,0.0,0.0,,,-0.16404344067631052,-0.12025832781562844,S
H54.50,0.0,0.0,,,-0.038755701981026826,-0.1533038291403508,H
D13.2,0.0,0.0,,,0.007366958203107633,-0.18796752372363917,D
831.02,0.0,0.0,,,0.14997263688794665,0.28968566338026486,8
U09,0.0,0.0,,,0.27316792815914065,-0.019092607193731424,other
R19.35,0.0,0.0,,,-0.03382631316592403,-0.16763013506536054,R
A32.9,0.0,0.0,,,0.06653917562815521,-0.18611786874725217,A
I25.9,-1.951407e-06,2.8710292e-05,-6.7968903,1.1300071989239768e-11,10.919063477724453,-2.5919397579297185,I
S92.15,0.0,0.0,,,0.0476765606306308,-0.11881768483770247,S
V49.59,0.0,0.0,,,-0.12115966878294339,-0.17439583432454928,V
C82.84,0.0,0.0,,,-0.04171575038392863,0.24430306605351554,C
J68.2,0.0,0.0,,,0.19106971747271664,0.36217281895656833,J
F98.3,0.0,0.0,,,-0.23610573139692242,0.27157980355936034,F
M24.41,-6.250149e-07,0.00012633213,-0.49473944,0.6207949254693581,0.3169046636203913,-1.5161734934624664,M
L40.51,0.0,0.0,,,-0.19384288234936356,-0.02909661701041035,L
611,0.0,0.0,,,0.2554853035532939,0.21254683989462328,other
K82.2,0.0,0.0,,,0.05420635198619882,-0.20970991559529306,K
Q36.9,0.0,0.0,,,0.20251353110142947,-0.014979384980991073,Q
M43.13,0.0,0.0,,,0.06360439366875172,-0.14661337203846075,M
Z97.14,0.0,0.0,,,-0.20276586469257646,-0.13237257000207284,Z
M61.48,0.0,0.0,,,-0.0016177838294272424,-0.03686800458344768,M
S65.80,0.0,0.0,,,-0.11962474212458163,0.2891279703140004,S
L40.4,0.0,0.0,,,-0.1440250740158002,0.13302931141851113,L
Z31.89,0.0,0.0,,,0.2340256238345125,0.0005254828461145762,Z
C44.79,0.0,0.0,,,0.11939750103323883,0.1889845020778681,C
H52.21,0.0,0.0,,,-0.28169947217496766,0.07364231909850684,H
I63.50,0.0,0.0,,,-0.02848498009324718,0.1858044650110659,I
H60.40,0.0,0.0,,,-0.1601410072621032,0.08341237939525231,H
M32.14,0.0,0.0,,,-0.04573195657042393,0.2380325570499558,M
C71.1,0.0,0.0,,,-0.2912588130546501,-0.06601657715193088,C
R21,0.0,0.0,,,-0.20332747855599587,0.11552629687508052,R
M05.61,0.0,0.0,,,-0.09960302134245132,-0.21417201403627154,M
S36,0.0,0.0,,,0.0654255545116037,-0.1691616873286236,S
I26.99,0.0,0.0,,,0.006255084896054475,0.054520107071643856,I
M99.63,0.0,0.0,,,0.017963422166763835,-0.1343096298416513,M
H30.91,0.0,0.0,,,0.12246298895918227,0.1090981345800772,H
C95.91,0.0,0.0,,,0.2890925132887442,-0.13405497511497794,C
A31.2,0.0,0.0,,,-0.0443119559363598,-0.07033190458655258,A
K05.00,-1.5790988e-08,1.4008491e-05,-0.11272441,0.9102513122684772,-0.08080244929696916,0.01557214581766899,K
S02.19,0.0,0.0,,,-0.11474360023830796,-0.02308260405384169,S
H74.8X,0.0,0.0,,,0.0034125589014911335,0.21535534150503813,H
I97.11,0.0,0.0,,,0.06825439161132224,-0.19546382209090615,I
J95.09,0.0,0.0,,,-0.06923889777613686,0.133233436516067,J
H35.30,-4.2105495e-07,2.3546497e-06,-17.88185,0.0,68.34321185644853,-1.2210888899246664,H
S05.00,0.0,0.0,,,-0.22545632476085758,-0.16707718411616881,S
H44.60,0.0,0.0,,,0.23775636393072488,-0.08766797259997998,H
Z87.19,0.0,0.0,,,-0.08826608144473874,-0.1400823335749116,Z
N81.4,0.0,0.0,,,0.280312489528444,0.05011696624921164,N
I69.29,0.0,0.0,,,0.07126193740517944,-0.1620994193188119,I
M71.07,0.0,0.0,,,-0.026330563043578982,-0.03307340088780596,M
E83.51,0.0,0.0,,,-0.07331217074890876,0.15869697554202059,E
R09.01,0.0,0.0,,,0.02180815923874793,-0.0862871531844057,R
K55.03,0.0,0.0,,,-0.11580503236658002,0.014660264550930795,K
S28.0X,0.0,0.0,,,-0.049066397374709234,0.0161047268281589,S
813.08,0.0,0.0,,,-0.17928325309165624,-0.071060780602995,8
M41.22,0.0,0.0,,,0.04632010850031623,0.2987061304509291,M
M60,0.0,0.0,,,-0.08159812122797505,0.16053044998827268,M
H93.93,0.0,0.0,,,0.3384165411551629,0.3851638195559689,H
Y93.14,0.0,0.0,,,0.017220393214029926,0.010903806620731614,Y
Z95.82,0.0,0.0,,,0.03642266901408601,-0.24064300508748102,Z
I73.89,-8.014352e-07,2.3868986e-05,-3.3576424,0.0007890357134161,3.175019263594776,-1.945185238426933,I
S54.02,0.0,0.0,,,-0.2503348261035514,-0.25931185633753273,S
I63.19,0.0,0.0,,,-0.06283277873513193,-0.3302272571703176,I
R10.83,0.0,0.0,,,-0.16737358670162544,-0.08257659068410303,R
H21.53,0.0,0.0,,,0.056163014391090595,-0.13805956627107024,H
C53.1,0.0,0.0,,,0.13638872693036624,0.08405234894199427,C
G25.2,0.0,0.0,,,-0.13384781486241928,-0.03256488366515779,G
H05.23,0.0,0.0,,,-0.10447331773466047,-0.09344481787848287,H
Z47,2.7643306e-08,2.4866895e-05,0.11116509,0.9114876642401832,-0.3093535612518295,0.10667568277800113,Z
T87.9,0.0,0.0,,,-0.09407932806564066,-0.022048575946729158,T
E72.52,0.0,0.0,,,-0.09550543129704482,0.04739326875342931,E
M26.29,0.0,0.0,,,0.04068750462428028,-0.13325426558487072,M
H40.22,0.0,0.0,,,0.13003843686519295,0.0020758481291605194,H
B87.9,0.0,0.0,,,-0.3475408433000213,0.20522033762430866,B
M66.34,0.0,0.0,,,-0.26197610553717277,0.0827476476265814,M
R79.89,0.0,0.0,,,0.27096781573463646,0.1972123338578821,R
E93.96,0.0,0.0,,,-0.21447572711512816,0.33922867153034697,E
M89.21,0.0,0.0,,,-0.027251773035159042,0.02434716880102637,M
T21.10,0.0,0.0,,,-0.04372160541396084,0.15269170816442673,T
L7,0.0,0.0,,,-0.03532622984565032,-0.048446251938886624,L
M47.11,0.0,0.0,,,-0.16256503809638254,-0.07294708818255992,M
B05.3,0.0,0.0,,,-0.014635343244055198,-0.0360928087355489,B
H68,0.0,0.0,,,0.059956092033737585,0.06201017717074437,H
K66.1,0.0,0.0,,,-0.01593660339476053,0.5826928697446134,K
Q05.6,0.0,0.0,,,0.058541252836427214,-0.016787631412856253,Q
J10.1,6.14222e-08,5.59118e-06,1.0985552,0.2719885757189413,0.6653047800326627,-0.16754082502200587,J
E87.8,-3.546493e-07,3.8951707e-06,-9.104846,0.0,16.954382409574528,-1.1433355974951562,E
W27.0X,0.0,0.0,,,-0.0862962313321551,0.23595262775870737,W
H25.21,0.0,0.0,,,-0.23465534764447216,0.16950204659326565,H
R93.8,0.0,0.0,,,-0.07188129334956225,0.07867316108706626,R
G31.2,0.0,0.0,,,-0.1541996270895015,-0.04945552696634399,G
M40.37,0.0,0.0,,,0.046758549986701696,0.12658974191533487,M
E11.10,0.0,0.0,,,-0.035327390464211884,-0.11495261530931913,E
E21.4,0.0,0.0,,,-0.07245988148581321,-0.08903191374004751,E
G83.24,0.0,0.0,,,0.05613205737061134,-0.05425104700402159,G
E86.52,0.0,0.0,,,-0.03859951437586309,0.2949093438555606,E
C96.5,0.0,0.0,,,0.2944954240769724,0.14999530777046605,C
I63.39,0.0,0.0,,,0.02350037748743552,-0.058440483830428235,I
M27.3,0.0,0.0,,,-0.14714772278084043,-0.10192271636220389,M
M89.58,0.0,0.0,,,0.03704255463850573,0.0801664848246092,M
I27.9,0.0,0.0,,,-0.20231026650807302,-0.10426663870365686,I
J84.02,0.0,0.0,,,0.04198046130786078,-0.08756161254280673,J
M86.66,0.0,0.0,,,0.16320272073876732,-0.16727944172636808,M
M99.09,0.0,0.0,,,0.07278946383852031,-0.35774079522714813,M
H55.02,0.0,0.0,,,0.0918793263081577,-0.02030652418149488,H
E93.14,0.0,0.0,,,-0.1714329791003393,0.0973712363721622,E
F15.11,0.0,0.0,,,0.13481625050707632,-0.35199700107854043,F
H01.8,0.0,0.0,,,0.3804914346881361,0.1391340399428076,H
A75,0.0,0.0,,,-0.14620003811492735,-0.23542735034173062,A
K25.1,0.0,0.0,,,-0.2349719982129967,0.25821337159188573,K
Q69.9,0.0,0.0,,,0.0700013869446915,-0.12995320927957327,Q
E94.65,0.0,0.0,,,-0.0865077710485592,-0.10988002235321155,E
816.13,0.0,0.0,,,0.06955803363683714,0.015609275690947468,8
D56,0.0,0.0,,,0.01808366063774995,-0.22373037710475133,D
S03.8X,0.0,0.0,,,-0.021961199797210586,0.21601387538098252,S
P28.10,0.0,0.0,,,-0.0912609280944811,0.03561688931424626,P
S34.11,0.0,0.0,,,-0.1698918358548654,-0.14300299747139325,S
E93.79,0.0,0.0,,,-0.009113315248349426,0.005399662446745231,E
D32.0,0.0,0.0,,,-0.29233231599275605,0.18619180581285097,D
H04.42,0.0,0.0,,,0.11715658644671957,0.2749933828137889,H
D76.1,0.0,0.0,,,-0.05931862230179659,-0.06792671482838925,D
H10.21,0.0,0.0,,,-0.14262319043319954,-0.28096454682512867,H
Z28.21,0.0,0.0,,,-0.0024330948178938384,-0.02514493743716425,Z
N93.9,0.0,0.0,,,0.03452822916969004,-0.25512631876158176,N
S02.69,0.0,0.0,,,-0.13439892357494068,-0.12533696698596336,S
R93.7,-1.6863842e-06,5.1907802e-05,-3.2488067,0.0011627292766558,2.708808396509246,-2.5210291153245046,R
D25.1,0.0,0.0,,,0.052095676710180845,-0.16850427537501736,D
Q70.22,0.0,0.0,,,0.11366536778169863,-0.2275611365578231,Q
C21.1,0.0,0.0,,,-0.23552432936818482,-0.07876504764740173,C
R46,0.0,0.0,,,0.014381951461033365,-0.24068629547684484,R
C88.8,0.0,0.0,,,-0.013110670620470083,-0.3891334831362116,C
S56.41,0.0,0.0,,,-0.011855879815524623,-0.02612437035770213,S
Q10.1,0.0,0.0,,,0.1456058495610841,0.010954839734763598,Q
H69.02,0.0,0.0,,,-0.0983993720351495,-0.17703303495726552,H
I06,0.0,0.0,,,-0.05118447413948259,-0.07629862064600433,I
A84,0.0,0.0,,,0.06935864530367201,-0.04668539077627663,A
N34,0.0,0.0,,,-0.05292712418599549,0.11280383551825798,N
N85.8,0.0,0.0,,,0.08333328193558114,0.20148712660050352,N
S61.22,0.0,0.0,,,-0.14934066829982964,-0.09005088584256167,S
E01,0.0,0.0,,,-0.019767948097774202,0.11009010024154435,E
820.19,0.0,0.0,,,0.2059875774201525,-0.19171618189525122,8
N25.1,0.0,0.0,,,0.15428354712800832,0.07487912041761109,N
H44.43,0.0,0.0,,,-0.11379384527302201,0.18299865603607882,H
C08,0.0,0.0,,,-0.05804299548322303,0.08085418592514192,C
C38,0.0,0.0,,,-0.2256020341462073,0.01605778609419995,C
815.04,0.0,0.0,,,-0.023157812676931646,0.012481513355258007,8
P39.3,0.0,0.0,,,-0.21007198687958237,0.06924357778907106,P
822.0,0.0,0.0,,,0.07233758956310885,0.2898239444296873,8
E89.89,0.0,0.0,,,-0.3185657593343181,-0.0494057283821564,E
D73.2,0.0,0.0,,,0.011942644956834047,-0.04299937415262993,D
J70.3,0.0,0.0,,,-0.04214025168786867,0.03173164265015821,J
I49.5,0.0,0.0,,,-0.05749392945513683,0.3398489858581462,I
E86.59,0.0,0.0,,,-0.04236988347625348,-0.10295342002372883,E
E27.1,0.0,0.0,,,-0.08286182762624793,0.17196662595539478,E
J95.04,0.0,0.0,,,-0.18447698190299827,0.03241204429676341,J
H53.12,0.0,0.0,,,-0.026531704222130133,0.10764851371613202,H
M34.89,0.0,0.0,,,0.2448128826706622,-0.09402906621032,M
R11,0.0,0.0,,,-0.1219965660477731,-0.1767113137395156,R
S12.01,0.0,0.0,,,0.3113488913538574,-0.1104281956045964,S
M35.4,0.0,0.0,,,0.04386076135198519,-0.0003471335733675889,M
N19,0.0,0.0,,,0.01509972018335615,-0.11391564235431961,N
Y92.00,0.0,0.0,,,-0.09499529647160969,0.11562110874851766,Y
D36.11,0.0,0.0,,,0.1565151536425299,-0.02206558621146276,D
D23.5,0.0,0.0,,,0.08729741067178474,0.05471755259526794,D
T18.8X,0.0,0.0,,,-0.12162338990548681,-0.1432028973057337,T
Z32.00,0.0,0.0,,,0.03433149220323607,-0.19384634165078343,Z
Z46.6,0.0,0.0,,,-0.3135624686115823,0.05947880410440732,Z
S22.23,0.0,0.0,,,0.06195688169349013,0.11863285411516396,S
W46,0.0,0.0,,,0.09123628726153873,-0.06004626724274001,W
C92.20,0.0,0.0,,,0.04388064609768639,-0.03923650524031631,C
D57.00,0.0,0.0,,,-0.001073525807717329,0.012379255953552758,D
I26.02,0.0,0.0,,,0.07333580691609742,-0.1402875406188265,I
X16,0.0,0.0,,,-0.17178782127029532,0.05793627430437381,X
Z15,0.0,0.0,,,0.38521033484993555,-0.13387399617031395,Z
T78.06,0.0,0.0,,,0.06070182876653577,0.08921897140240366,T
S22.31,0.0,0.0,,,-0.17528434510842383,0.1106735811820801,S
H16.07,0.0,0.0,,,-0.5125500181808522,0.09677578116691936,H
I70.8,0.0,0.0,,,0.035376126675872574,-0.10317534432127025,I
823.11,0.0,0.0,,,-0.2268673313614048,-0.028360696049739433,8
F7,0.0,0.0,,,0.054177494191054436,-0.1302338088022697,F
Q85.1,0.0,0.0,,,0.05723006120777233,-0.21969450612684224,Q
O1,0.0,0.0,,,-0.08741141471962574,0.11031959374616,O
M02.9,0.0,0.0,,,-0.07493747583383083,-0.10452207840688559,M
Q70.9,0.0,0.0,,,-0.2316512779094667,0.2869051122292475,Q
H52.1,0.0,0.0,,,-0.027851015264957667,0.29149508238475397,H
S40.21,0.0,0.0,,,0.17484144658277487,-0.010071855183750722,S
C44.92,9.595744e-08,2.5953936e-05,0.36972213,0.7115973724532827,0.2994763792507018,-0.02238685351625405,C
Z79.82,0.0,0.0,,,0.08884920673401121,-0.10206407013341429,Z
K74,1.4762176e-07,1.3274477e-05,1.1120721,0.2661338837239064,0.6278879445471354,0.12881733390801225,K
T65.29,0.0,0.0,,,0.11316686101585548,0.06879039171946999,T
L66.1,0.0,0.0,,,-0.12707735655009192,0.08633872773049225,L
M48.30,0.0,0.0,,,0.3433367052558129,-0.24975520831407436,M
T22.05,0.0,0.0,,,0.30710178429050156,-0.0058050297941913956,T
N60.81,0.0,0.0,,,-0.09192126002449445,-0.06789979380368721,N
F90.2,0.0,0.0,,,-0.029200770367416164,-0.3273074971713348,F
K76.4,0.0,0.0,,,-0.17266783910751995,-0.07537406562290465,K
F20,0.0,0.0,,,-0.029413682973754473,0.03501818730757273,F
M86.06,0.0,0.0,,,0.24497952374024867,-0.18344245221716823,M
T50.Z9,0.0,0.0,,,0.06872003624082634,0.10541044490304377,T
J84.03,0.0,0.0,,,0.2021620051743067,-0.23556642323392646,J
M05.13,0.0,0.0,,,0.09945498224228011,-0.02339445984668014,M
E13.42,-3.3895822e-07,3.1808788e-05,-1.0656118,0.2866248750490587,0.5214924458628254,-0.8393152262794934,E
H91.91,0.0,0.0,,,-0.005842781426415707,-0.0438284927327481,H
T59,0.0,0.0,,,-0.1296865811161074,0.05740287798409147,T
I82.71,0.0,0.0,,,-0.08184600833402829,-0.0017248743409128972,I
H51.22,0.0,0.0,,,0.1986277835431007,0.23334195408149766,H
S31.83,0.0,0.0,,,0.05341321271949946,-0.2153204626110569,S
997,0.0,0.0,,,-0.275794604408461,0.07098130666249108,other
D40.0,0.0,0.0,,,-0.20469376344657794,-0.06174068184830508,D
Z83.6,0.0,0.0,,,0.02642915264768108,0.030280868633783733,Z
L89.50,0.0,0.0,,,0.01630815303216699,0.14698941617687852,L
K08.25,0.0,0.0,,,-0.25625003205533153,0.062142156489379874,K
I07.2,0.0,0.0,,,0.01181721675286073,0.08645124820045888,I
D69.51,0.0,0.0,,,-0.08095940453351909,0.04669716013165141,D
N85.00,0.0,0.0,,,-0.2949179534626049,0.03391087744736489,N
V86.65,0.0,0.0,,,-0.05461523482134232,-0.020186267673470502,V
G93.3,4.6725504e-06,0.00018404769,2.5387716,0.011139270991509,1.6975242768912242,2.82737128986732,G
I12.9,-6.2226235e-07,1.6096155e-05,-3.8659067,0.0001113777890995,4.175198482558296,-1.5899216063387593,I
Z13.81,0.0,0.0,,,0.026258726233334074,-0.2149062020856785,Z
E24.0,0.0,0.0,,,0.014320911557000065,0.15750545988393777,E
H69.90,-4.3313793e-07,5.6265824e-05,-0.76980644,0.4414329015923133,0.41046246245874485,-0.9547986733608438,H
D16.6,0.0,0.0,,,0.16157384371279337,0.13037098041503065,D
C92,0.0,0.0,,,0.16279625429413488,0.25779746591660246,C
G25.1,0.0,0.0,,,0.1564119067984886,-0.25599997901238203,G
J01.10,0.0,0.0,,,0.13736851601878597,-0.2177818817804187,J
