code,description,pos_exposed,neg_exposed,pos_absent,neg_absent,total_exposed,total_absent,prior_odds_ratio,lam,log_or,se,z,p_two,ci_low,ci_high,group
G89.0,Central pain syndrome,11,4,13276,13283,15,26559,8.489589293266002,0.1460682051230935,3.874216717766277,2.9691416524583274,1.381520877203341,0.7482377707504384,-1.7174795235708578,9.92134188406127,G
K20.0,Eosinophilic esophagitis,15,8,13272,13279,23,26551,6.544184797206554,0.1460682051230935,3.215396217587771,2.9506459252866315,1.116522741682625,0.4096645827449147,-2.4886964664559645,9.077623022927355,K
I80.3,"Phlebitis and thrombophlebitis of lower extremities, unspecified",62,10,13225,13277,72,26502,3.521684332320916,0.1460682051230935,6.155311616572409,2.948483754800725,2.076115182364099,1.4239557579318507,0.3424699198848424,11.900313856706545,I
L92.0,Granuloma annulare,6,6,13281,13281,12,26562,4.351066678568241,0.1752818461477122,0.32425819381064724,3.236627497853555,-1.0290554214484926e-16,-0.26692067809409403,-6.343673327164959,6.343673327164959,L
G47.21,"Circadian rhythm sleep disorder, delayed sleep phase type",4,4,13283,13283,8,26566,10.35763277693475,0.2103382153772546,0.06942429353551241,3.242199688362131,0.0,-0.34427147172139966,-6.354594619876764,6.354594619876764,G
K57.32,Diverticulitis of large intestine without perforation or abscess without bleeding,369,153,12918,13134,522,26052,1.3793142988189426,0.1460682051230935,4.592060176314669,2.916920035097269,1.5012210266612211,0.9904303970074266,-1.3381165247965503,10.095999904351364,K
M50,Cervical disc disorders,1137,490,12150,12797,1627,24947,1.5634446328353744,0.1752818461477122,3.766684080061569,2.915743749188742,1.3408769783677228,0.7048568771490356,-1.8050990684509476,9.624406404664498,M
J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",712,181,12575,13106,893,25681,3.4958001937835896,0.1752818461477122,4.6187361115307235,2.9163791604596825,1.6079668840394752,1.1997572053110417,-1.0265570084421212,10.405439231086152,J
M19.02,~Primary osteoarthritis,24,5,13263,13282,29,26545,2.2407228583252863,0.1460682051230935,5.240540003907735,2.9624247922814937,1.7911256910813225,1.1451310103752594,-0.5001707464286449,11.112321053131913,M
N85.8,Other specified noninflammatory disorders of uterus,29,34,13258,13253,63,26511,0.490837598158288,0.2524058584527056,-1.8395009840958454,3.04767817648736,-0.5145405900294384,-0.049960183567548444,-7.54149358953358,4.4051853352342825,N
839,No Data,80,144,13207,13143,224,26350,0.8623507372338121,0.6280665457050362,-3.0820849953607214,2.9755253895892886,-0.9568656685831703,0.47370230331398044,-8.679100689975073,2.9847445073839656,8
287.4,~ Posttransfusion purpura,15,2,13272,13285,17,26557,5.884363360463513,0.1460682051230935,7.109066710890212,3.219711218661935,2.16389231327038,1.749239145696892,0.6565903278160095,13.277626386209928,other
Z83.71,Family history of colonic polyps,42,74,13245,13213,116,26458,1.1374765478424016,0.6280665457050362,-2.2621130689209807,2.998527864604023,-0.8311039937831806,0.38138026031430144,-8.369095105006236,3.384918137521125,Z
I20.1,Angina pectoris with documented spasm,27,7,13260,13280,34,26540,2.2214761603938857,0.1460682051230935,4.752061946619119,2.945540851736754,1.63402777271175,1.1608028240894435,-0.9600584270005932,10.586249541790352,I
I05.9,"Rheumatic mitral valve disease, unspecified",41,4,13246,13283,45,26529,2.813469024213235,0.5233887880875302,5.1393045930224766,3.179848353269113,1.5719678566512498,0.9763734809645779,-1.2337688483420068,11.231007649070914,I
H35.40,Unspecified peripheral retinal degeneration,39,23,13248,13264,62,26512,1.7795882555698304,0.1460682051230935,2.824764803316819,2.929264005061329,1.0474644580049224,0.6488789975958372,-2.6729520177148665,8.809551884544653,H
S63.90,No Data,14,26,13273,13261,40,26534,0.8312116672928387,0.7536798548460434,-1.916716129709318,3.073712036644885,-0.6830817449939236,0.34388903059660025,-8.123961472271448,3.9247683090710175,S
H70.10,"Chronic mastoiditis, unspecified ear",18,7,13269,13280,25,26549,5.994008819860499,0.1460682051230935,3.884548250283204,2.946986264219602,1.3489979514507684,0.7232758695111666,-1.8005085074188636,9.751465374190456,H
A69.20,"Lyme disease, unspecified",33,45,13254,13242,78,26496,1.0588738555157684,0.363464436171896,-1.9455594633645905,3.0504842666432035,-0.7357942517205329,0.33593810378091676,-8.223368086386753,3.7343105096667633,A
J35.8,Other chronic diseases of tonsils and adenoids,9,12,13278,13275,21,26553,3.546136736857422,0.363464436171896,-1.669551956060072,3.24474956986492,-0.5635832447082113,0.23717913627891066,-8.18827878663712,4.530905804937031,J
L74.8,Other eccrine sweat disorders,3,1,13284,13286,4,26570,9.415891847151332,0.1460682051230935,4.357908477611124,3.1206429610964785,1.3668086550829006,0.6568278168897036,-1.8510260037073287,10.381669621007726,L
M54.42,"Lumbago with sciatica, left side",86,36,13201,13251,122,26452,0.8459697839507708,0.1460682051230935,3.719371201187606,2.921666920179082,1.3373910900348644,0.6097601255841802,-1.8189506312759536,9.63377324547017,M
Z85,Personal history of malignant neoplasm,2685,802,10602,12485,3487,23087,1.8520651623890705,0.2524058584527056,4.391312886334773,2.915565407099396,1.5743032135486648,0.8604091074971809,-1.1244192027777773,10.304387182193576,Z
N50.0,Atrophy of testis,6,4,13281,13283,10,26564,9.085456433192237,0.1460682051230935,2.768147186747367,3.013343900924045,0.8971107664366763,0.4817240802840954,-3.202742262349307,8.609348775339814,N
F32.5,"Major depressive disorder, single episode, in full remission",23,7,13264,13280,30,26544,1.6272797549173992,0.1460682051230935,4.248196990243712,2.945076274926995,1.5195282054565111,0.7624580023477746,-1.2971169636079285,10.247369897552655,F
D10,Benign neoplasm of mouth and pharynx,88,30,13199,13257,118,26456,0.931635586954736,0.1460682051230935,4.030734222470903,2.922332663865555,1.4841351146308146,0.8485562678162862,-1.3905302489460043,10.06480329509696,D
J33,Nasal polyp,91,39,13196,13248,130,26444,0.7981105725786577,0.1460682051230935,3.8229794350667756,2.9212592404995057,1.3225192712406713,0.6285123465839013,-1.8621412590333803,9.588984542734346,J
H66.92,"Otitis media, unspecified, left ear",15,12,13272,13275,27,26547,2.349544072948328,0.1460682051230935,2.163590288709117,2.968704632925105,0.6897667672632872,0.048618626771473605,-3.7708403636581145,7.866267958882702,H
S20.21,~Contusion of right front wall of thorax,226,61,13061,13226,287,26287,1.827982177349227,0.1460682051230935,5.192225643506141,2.91879337798753,1.7401777664410387,1.0400410964256692,-0.6415105579603297,10.799949240378798,S
R26.0,Ataxic gait,1295,123,11992,13164,1418,25156,2.557836439388222,0.363464436171896,8.75562557006433,3.031962662564521,2.8008249446292512,2.0448326664211933,2.549459035398602,14.434534277591862,R
M17.10,"Unilateral primary osteoarthritis, unspecified knee",943,390,12344,12897,1333,25241,1.5868534711433906,0.1752818461477122,3.867802688249581,2.9157848576233496,1.2986022490875435,0.7742537427417696,-1.928388533643929,9.5012780815741,M
F41.9,"Anxiety disorder, unspecified",1718,793,11569,12494,2511,24063,1.4373018291714588,0.1752818461477122,5.20636361305535,2.9164411732945115,1.6976681672520344,0.9790235364480556,-0.7649703211217149,10.667269004252248,F
T22.21,~Burn of second degree of right forearm,3,1,13284,13286,4,26570,7.093790924397696,0.1460682051230935,4.41177115234049,3.1206429610964785,1.3668086550829006,0.7073105086731413,-1.8510260037073287,10.381669621007726,T
C21.0,"Malignant neoplasm of anus, unspecified",11,4,13276,13283,15,26559,5.567918155563171,0.1460682051230935,4.11083119256084,2.9691416524583274,1.381520877203341,0.5114163257522547,-1.7174795235708578,9.92134188406127,C
K81.1,Chronic cholecystitis,76,34,13211,13253,110,26464,0.954937736277985,0.1460682051230935,3.6423662813910735,2.9223451422486018,1.284096320146242,0.5556145861061395,-1.9751185858441649,9.480263872561515,K
S42.25,No Data,22,12,13265,13275,34,26540,1.691154155137017,0.1460682051230935,3.1972649766545675,2.9394963295598444,1.1048598801808531,0.4363857948873682,-2.513575376155428,9.009038501094524,S
R76.0,Raised antibody titer,21,7,13266,13280,28,26546,4.890778230200149,0.1460682051230935,4.2633602031035025,2.945414857113989,1.4562116788784047,0.7860158819779319,-1.4837595254012497,10.06205455354397,R
L28.0,Lichen simplex chronicus,142,49,13145,13238,191,26383,1.6512204850807983,0.1460682051230935,4.498022658517439,2.9196177640941463,1.50486770603594,0.9323966504974449,-1.3287071790937484,10.115984153402025,L
T84.49,~Other mechanical complication of muscle and tendon graft,48,14,13239,13273,62,26512,2.0971413804560504,0.1460682051230935,4.834095230326185,2.9301745936850345,1.5692523164282166,1.002755708404053,-1.1448534033576054,10.341219940716304,T
C90,Multiple myeloma and malignant plasma cell neoplasms,103,14,13184,13273,117,26457,3.884191930704354,0.1460682051230935,6.940568641099242,2.95630549305872,2.369041436204004,1.450388323728748,1.2093579174405995,12.797862504826632,C
R11,Nausea and vomiting,2095,475,11192,12812,2570,24004,2.0055809528893227,0.2103382153772546,6.725147829224548,2.917139290714641,2.2959582742093865,1.886742548533424,0.9801421438501664,12.415118039224996,R
R11.10,"Vomiting, unspecified",554,90,12733,13197,644,25930,4.596380952380952,0.1460682051230935,8.321738819695565,2.9218710238070464,2.867945245720936,2.3102403333322563,2.653004137204197,14.106528085470169,R
Z89,Acquired absence of limb,77,5,13210,13282,82,26492,1.3265787323450449,1.3023587891739627,4.670105742120799,3.2405807337726986,1.4842337193323192,0.7425824221205742,-1.541642331904762,11.16120072247298,Z
M25.61,~Stiffness of right shoulder,98,41,13189,13246,139,26435,1.4040005948839978,0.1460682051230935,3.955038065364399,2.9208837287316185,1.3434015734996965,0.6242104793663729,-1.8009071141553163,9.64874670853075,M
J01.80,Other acute sinusitis,40,25,13247,13262,65,26509,0.7416066689453826,0.1460682051230935,2.8464227513084377,2.929356507702348,0.9945200976585824,0.6407789649016994,-2.828129332857688,8.654737173091576,J
Z17,Estrogen receptor status,78,44,13209,13243,122,26452,1.764885496183206,0.1460682051230935,3.133688554184116,2.922133109289793,1.100632454116794,0.023789504362955127,-2.511081116906477,8.943470187573602,Z
Z87.2,Personal history of diseases of the skin and subcutaneous tissue,43,20,13244,13267,63,26511,2.3533804461207937,0.1460682051230935,3.570449676773459,2.927683715587752,1.2400712783749577,0.691903438971976,-2.107618152809952,9.368691128542851,Z
L03.21,~Cellulitis of face,88,35,13199,13252,123,26451,1.9648138410064089,0.1460682051230935,3.9792831373527147,2.921670163964947,1.3752319576127197,0.35941470959868,-1.708394116988341,9.74434247516472,L
B27.90,"Infectious mononucleosis, unspecified without complication",8,4,13279,13283,12,26562,3.570603317461148,0.1460682051230935,3.4378139461625885,2.9811455867885823,1.1522595990358158,0.587550617494618,-2.4078843642757444,9.27799160127655,B
Z80.7,"Family history of other malignant neoplasms of lymphoid, hematopoietic and related tissues",2,2,13285,13285,4,26570,12.044006069802732,0.363464436171896,-0.16480302042399167,3.294553759145521,0.0,0.07188673751972836,-6.457206713056269,6.457206713056269,Z
E05.90,"Thyrotoxicosis, unspecified without thyrotoxic crisis or storm",216,121,13071,13166,337,26237,1.048052084817474,0.1460682051230935,3.758124141060886,2.917750704934608,1.1554625961156475,0.4938211516986172,-2.3473344931961817,9.09003810188019,E
S61.21,~Laceration without foreign body of right index finger without damage to nail,34,23,13253,13264,57,26517,0.9055885237144854,0.1460682051230935,2.4523201980073206,2.933008127539871,0.9127043059186924,0.1995872386115539,-3.0716211490412477,8.425559443641571,S
793,No Data,1621,79,11666,13208,1700,24874,5.780901986533287,1.5628305470087551,7.608345943535374,3.1779631247963858,2.401170985947932,1.5950784613516609,1.4021395808762218,13.859526118470791,other
J21,Acute bronchiolitis,125,17,13162,13270,142,26432,1.6569434650455923,0.1460682051230935,6.960300702481127,2.949022789548973,2.389255836163382,1.8449657642745523,1.2659914538048709,12.825948368012533,J
E28.39,Other primary ovarian failure,54,61,13233,13226,115,26459,0.7224775224775224,0.2103382153772546,-1.8258181980567374,3.0583442908887197,-0.6407303075569526,0.21564253745159145,-7.953818540581759,4.034670784349402,E
Z72,Problems related to lifestyle,201,63,13086,13224,264,26310,1.6697169044275262,0.1460682051230935,4.563767633721842,2.918634306512142,1.6102390331144552,1.130866955879208,-1.0207192410740449,10.420117008539624,Z
L91,Hypertrophic disorders of skin,147,77,13140,13210,224,26350,0.5824781363671542,0.1460682051230935,3.538607445551326,2.918858687008844,1.1888665558189675,0.7550407626368766,-2.2507244283527266,9.190991376645684,L
M16.0,Bilateral primary osteoarthritis of hip,93,12,13194,13275,105,26469,2.090329945500073,0.1460682051230935,7.501177389987977,2.980451911274611,2.4730060939063927,2.124659766745685,1.5290973354252628,13.212254142928874,M
J04.2,Acute laryngotracheitis,16,5,13271,13282,21,26553,7.252130847875529,0.1460682051230935,4.312918596879959,2.95702160157153,1.4920430901400847,0.8854589626064322,-1.3836521925673804,10.207659488606916,J
L98.1,Factitial dermatitis,18,2,13269,13285,20,26554,7.682066869300912,0.5233887880875302,4.270023954375328,3.2268983440821235,1.336729972856242,0.6633679235653409,-2.011112800278152,10.638096272067653,L
T45,"Poisoning by, adverse effect of and underdosing of primarily systemic and hematological agents, not elsewhere classified",90,7,13197,13280,97,26477,4.118721461187215,0.904415825815252,4.826859443373225,3.1165785821392884,1.5608138754518277,0.878369547407566,-1.2439826810429269,10.972780870920896,T
C43.8,Malignant melanoma of overlapping sites of skin,15,4,13272,13283,19,26555,5.753566009104705,0.1460682051230935,4.711433063312152,2.967772065610489,1.5957002185814209,0.9678407624166762,-1.0810518291261086,10.552400896715094,C
H21,Other disorders of iris and ciliary body,132,18,13155,13269,150,26424,3.438931297709924,0.1460682051230935,7.160849507347727,2.9467520413621924,2.390468109094481,1.45529248674532,1.2685889078456,12.819644652725165,H
L57.8,Other skin changes due to chronic exposure to nonionizing radiation,258,116,13029,13171,374,26200,1.060513677964397,0.1460682051230935,3.7083110703849713,2.917400322833765,1.3656022219243242,0.8512878557903205,-1.7339911981351763,9.702007924344237,L
S39.01,~Strain of muscle,57,27,13230,13260,84,26490,0.8586626139817629,0.1460682051230935,3.486463870107686,2.924594363321672,1.232952225272509,0.768232828718452,-2.126214493222435,9.33798474977622,S
K74.0,~Hepatic fibrosis,114,22,13173,13265,136,26438,1.6088941830454635,0.1460682051230935,5.549075986224206,2.926828731668092,1.9346896585612845,1.2537735798825573,-0.0739736234482082,11.398984182524805,K
C78.01,Secondary malignant neoplasm of right lung,13,2,13274,13285,15,26559,12.044006069802732,0.1460682051230935,6.250449636696167,3.096208610039495,2.0075704523548383,1.3684777607984437,0.1473995555417033,12.284314284142166,C
F10.10,"Alcohol abuse, uncomplicated",185,61,13102,13226,246,26328,0.7967719594792877,0.1460682051230935,4.4137919692338405,2.9187533332325706,1.5628332151365645,0.8353991569074528,-1.1591267569256507,10.282176068858496,F
C50.51,~Malignant neoplasm of lower-outer quadrant of right female breast,24,15,13263,13272,39,26535,2.1449715871547506,0.1460682051230935,2.9487414783233152,2.9387614822589496,0.987241660406178,0.6142311181821986,-2.8585988990980398,8.661134429664132,C
R49.9,Unspecified voice and resonance disorder,42,3,13245,13284,45,26529,2.363585341010664,1.8753966564105065,3.6545289805338355,3.232658170786915,1.1647973944953036,0.8215248228881982,-2.5705017744449314,10.101285403698038,R
D68.0,Von Willebrand's disease,9,2,13278,13285,11,26563,7.505113149040048,0.1460682051230935,4.992495430923894,3.0268946351457773,1.6940687516890347,1.005903651511946,-0.8048368538275872,11.060372085938871,D
M77,Other enthesopathies,728,626,12559,12661,1354,25220,0.8790319214877631,0.1460682051230935,1.9204056591385943,2.916684491508484,0.653398081623375,0.18894566137653934,-3.810840506170858,7.622352609075443,M
G60.8,Other hereditary and idiopathic neuropathies,95,9,13192,13278,104,26470,3.3726441241685143,0.4361573234062751,5.870908246424767,3.1643001163500117,1.910374910605579,1.2477811594163872,-0.1569147124205487,12.246913816223302,G
Z85.3,Personal history of malignant neoplasm of breast,405,243,12882,13044,648,25926,1.2722495936611131,0.1460682051230935,3.4556110053672264,2.9166986396465524,1.1590198124786646,0.5322680935599611,-2.336112777084289,9.097135797844135,Z
N48,Other disorders of penis,62,42,13225,13245,104,26470,1.5086403333776657,0.1460682051230935,2.6672085060948185,2.924992546000049,0.9199641667521796,0.3995328477714637,-3.041991714870942,8.423768375545485,N
R19.8,Other specified symptoms and signs involving the digestive system and abdomen,75,28,13212,13259,103,26471,1.4379179331306993,0.1460682051230935,4.432658164380501,2.923053303495198,1.4136182287869032,0.8258252061221637,-1.5969977662048285,9.861160633278004,R
N61,Inflammatory disorders of breast,39,27,13248,13260,66,26508,2.038163461941268,0.1460682051230935,2.609327727268711,2.931140308677971,0.8893129662545926,0.44248293530468075,-3.1382283562236317,8.351630521061248,N
F07.81,Postconcussional syndrome,17,14,13270,13273,31,26543,1.5539105114218923,0.1460682051230935,1.8298310578878803,2.966479228049056,0.6441744250351863,0.42381616930802046,-3.9032623967550073,7.725122498969656,F
M86.9,"Osteomyelitis, unspecified",163,19,13124,13268,182,26392,2.8276254475076623,0.1460682051230935,9.385628878488554,3.1259888964783675,2.9831274179734018,2.5519237621977267,3.1983975321953286,15.452048838534743,M
S61.42,~Laceration with foreign body of right hand,17,8,13270,13279,25,26549,2.4886628924944554,0.1460682051230935,3.6522265284832534,2.9466102439150075,1.2140142996040526,0.9584743091059867,-2.1980229830775944,9.352476926022804,S
W20,"Struck by thrown, projected or falling object",13,8,13274,13279,21,26553,3.3838257609568867,0.1460682051230935,2.7155051246010076,2.958142681114478,0.9922510317777644,0.4821562393024275,-2.862632988633447,8.733073243596815,W
M66.82,~Spontaneous rupture of other tendons,34,13,13253,13274,47,26527,1.07531729231274,0.1460682051230935,4.123999600126376,2.932227934544407,1.3742859677684731,0.6803860903004205,-1.7173414414261972,9.77678085091242,M
R59,Enlarged lymph nodes,944,160,12343,13127,1104,25470,3.594359868532332,0.1752818461477122,6.239524938871387,2.917285960631298,2.144691720514803,1.701786319808138,0.5389036306983401,11.974454461581695,R
D73,Diseases of spleen,82,12,13205,13275,94,26480,1.249587649270964,0.1460682051230935,6.8443222338757055,2.950930260447843,2.222545201479106,1.3272516099224783,0.774858858890668,12.342292921625017,D
D37.1,Neoplasm of uncertain behavior of stomach,57,26,13230,13261,83,26491,0.7041467337597632,0.1460682051230935,3.5423552626995107,2.924666038973615,1.2611581573341124,0.5966343404457586,-2.0437736706660816,9.420706535725326,D
Z48.02,Encounter for removal of sutures,171,47,13116,13240,218,26356,1.6407227308320684,0.1460682051230935,4.885174759986482,2.919765455839812,1.6882106765797356,0.7541972520964146,-0.7934559210927361,10.651814352407674,Z
Q43.8,Other specified congenital malformations of intestine,9,2,13278,13285,11,26563,2.9752498561038148,0.1460682051230935,5.176874091854354,3.0268946351457773,1.6940687516890347,1.1145520682691752,-0.8048368538275872,11.060372085938871,Q
J01.10,"Acute frontal sinusitis, unspecified",116,96,13171,13191,212,26362,1.4321102313515393,0.1460682051230935,1.919210877929124,2.92288317900374,0.657088124628242,-0.0071945745686691764,-3.8081539352662688,7.649337588464272,J
R89,"Abnormal findings in specimens from other organs, systems and tissues",78,22,13209,13265,100,26474,1.3729410721340287,0.1460682051230935,4.728416727003734,2.924771555189566,1.611685646714555,0.9001511761401899,-1.0186345757607214,10.446259246596783,R
S00,Superficial injury of head,158,32,13129,13255,190,26384,2.266016546101275,0.1460682051230935,5.545731393516845,2.922883999649597,1.9233173121212963,1.1050102806870996,-0.1071139724531864,11.350380768150004,S
T17.20,~Unspecified foreign body in pharynx causing asphyxiation,9,5,13278,13282,14,26560,6.092100330268678,0.1460682051230935,3.4768924906912493,2.9744955252144014,1.0731453695381357,0.45697862957527985,-2.637838002000039,9.021970201191518,T
G45.9,"Transient cerebral ischemic attack, unspecified",158,17,13129,13270,175,26399,2.5445211621233863,0.2524058584527056,6.831279332569779,3.0740276572041867,2.2777080153601568,1.5225673477630752,0.9767539386525348,13.026720929853024,G
D49.6,Neoplasm of unspecified behavior of brain,32,9,13255,13278,41,26533,3.2090018538210354,0.1460682051230935,4.527817767966307,2.938504243706043,1.5823188772064611,0.8862523495478425,-1.1097117505145864,10.40901322164932,D
D38,Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs,149,6,13138,13281,155,26419,4.219289453168504,3.888822506732825,4.163721327261667,3.2210904193725387,1.3278068215295291,0.7498869922864332,-2.036235381310925,10.590207044523464,D
D43.2,"Neoplasm of uncertain behavior of brain, unspecified",9,3,13278,13284,12,26562,5.230376603669472,0.1460682051230935,4.458341225009765,2.985240148983797,1.4314423037390285,0.8766748631083409,-1.5777641411356207,10.124162213286834,D
G47.01,Insomnia due to medical condition,51,19,13236,13268,70,26504,2.3179657697721385,0.1460682051230935,4.174015397655284,2.926742073923007,1.4023917226018014,0.7400532480226572,-1.6318701982671031,9.840747915587212,G
T70,Effects of air pressure and water pressure,5,2,13282,13285,7,26567,3.698179059180577,0.1460682051230935,4.1078533301532945,3.0265154019796765,1.2895323046954628,0.8394461586297833,-2.029071805024763,9.834650568047095,T
Z77.09,~Contact with and (suspected) exposure to asbestos,58,5,13229,13282,63,26511,10.803997339330396,0.7536798548460434,4.50473975798945,3.145422696615548,1.5140149593138807,0.7911530147950128,-1.4026981854799851,10.927132217562676,Z
826,No Data,83,45,13204,13242,128,26446,0.3793336606266179,0.1460682051230935,3.303283011004549,2.92165908956508,1.1362126426062995,0.7769826403464621,-2.4067205957021858,9.045972585601094,8
S31.02,~Laceration with foreign body of lower back and pelvis without penetration into retroperitoneum,27,4,13260,13283,31,26543,5.760790273556231,0.1460682051230935,6.29916442151917,3.0171058732308684,2.121575508457313,1.607519214661213,0.4875990779925532,12.3144367761461,S
R59.9,"Enlarged lymph nodes, unspecified",790,132,12497,13155,922,25652,3.576354209739496,0.1752818461477122,5.830070081116715,2.9176035029498446,2.045953534815932,1.5856333631717754,0.2508834131019828,11.687678987001176,R
C44.71,~Basal cell carcinoma of skin of unspecified lower limb,40,8,13247,13279,48,26526,1.8663106875872837,0.1460682051230935,5.183988677413734,2.9458522918813217,1.845073784650432,1.1087284011814482,-0.3384495586595468,11.209079233064784,C
L94.2,Calcinosis cutis,2,1,13285,13286,3,26571,24.66312594840668,0.1460682051230935,3.516580395679575,3.170820364920048,1.0814748545890271,0.7021736719739077,-2.78553122360961,9.64385620976928,L
Z86.2,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,52,19,13235,13268,71,26503,0.9576631259484066,0.1460682051230935,4.188356248567657,2.926659883072797,1.416394517438063,1.12203809716967,-1.5908429530306556,9.88145297861112,Z
K72,"Hepatic failure, not elsewhere classified",73,8,13214,13279,81,26493,1.2966216755850173,0.2524058584527056,6.748942052534428,3.1470364678183884,2.0913018197600604,1.4365921372293746,0.4133249570416826,12.749481226958055,K
M71.20,"Synovial cyst of popliteal space [Baker], unspecified knee",104,50,13183,13237,154,26420,0.8024646491343994,0.1460682051230935,3.1585358423912684,2.9203574374314965,1.2413386280682253,0.4622823190782188,-2.098642904499365,9.348947894199467,M
H40.05,~Ocular hypertension,242,127,13045,13160,369,26205,1.0649284253578732,0.1460682051230935,3.5721901737505393,2.917476187066846,1.2253332966773864,0.5140948432824277,-2.14326753812787,9.293028966680652,H
840.8, Sprains and strains of other specified sites of shoulder and upper arm,51,39,13236,13248,90,26484,0.8515645733914864,0.1460682051230935,2.2062826022627076,2.929467395677693,0.7699336101446661,0.13388796415626547,-3.486155181657407,7.997145997167845,8
G54.4,"Lumbosacral root disorders, not elsewhere classified",37,15,13250,13272,52,26522,1.2405868931561883,0.1460682051230935,3.8665001455616035,2.930385870220676,1.335549278663038,1.1398755522500865,-1.8297760312600069,9.657125501615171,G
K76.9,"Liver disease, unspecified",202,53,13085,13234,255,26319,1.991628261954384,0.1460682051230935,5.123844173832614,2.919318682609074,1.7445971742023858,1.1855656364673375,-0.6287243530326796,10.814794601584722,K
N10,Acute pyelonephritis,74,17,13213,13270,91,26483,3.109628304366876,0.1460682051230935,5.404382310809056,2.92833400166109,1.7606671218683927,0.8823772015876735,-0.5836077793858072,10.895250576533776,N
E07.89,Other specified disorders of thyroid,71,34,13216,13253,105,26469,0.587740241445566,0.1460682051230935,3.6763695429142182,2.9227363842527985,1.2307147089733523,0.3768245792232859,-2.131403390888794,9.325512707991816,E
F63,Impulse disorders,51,5,13236,13282,56,26518,3.525835866261398,0.4361573234062751,5.794688398881298,3.209855352454748,1.738962832554738,1.2305151910341168,-0.7093817305987322,11.873020042190124,F
S10,Superficial injury of neck,374,84,12913,13203,458,26116,2.5601683058812856,0.1460682051230935,5.801391913928371,2.9182735397904254,2.031972231935435,1.4684526249792589,0.2101397630206225,11.649561833071523,S
J01.90,"Acute sinusitis, unspecified",1590,1367,11697,11920,2957,23617,1.0666824269346646,0.1460682051230935,2.1532645855778796,2.916174923231028,0.8006609459046491,0.39764798832537057,-3.3807304496940995,8.050465194609245,J
I47,Paroxysmal tachycardia,1174,87,12113,13200,1261,25313,3.222058061668937,0.7536798548460434,6.5255612953881865,2.984212979229865,2.25580238550983,1.3010537690445412,0.8828447959286141,12.58074471890364,I
D23.39,Other benign neoplasm of skin of other parts of face,30,17,13257,13270,47,26527,1.7118189354166142,0.1460682051230935,3.086318597414392,2.9332032980119527,1.0779778082555844,0.5002587730591626,-2.5870447610785576,8.910900885796512,D
N39.49,~Overflow incontinence,36,9,13251,13278,45,26529,1.6480287639059374,0.1460682051230935,4.900006525233346,2.9390725925079724,1.6689309621793171,0.7487295780522832,-0.8553671795352011,10.665585678993583,N
R45.85,~Homicidal ideations,47,7,13240,13280,54,26520,2.763598784194529,0.1460682051230935,6.398276601915709,2.9729466536303097,2.157014476262276,1.4412092572092945,0.5858205999617869,12.23955733811035,R
Z04,Encounter for examination and observation for other reasons,301,57,12986,13230,358,26216,2.67765822235204,0.1460682051230935,6.195252999394883,2.9200266186007884,2.1111458391580147,1.3115324554418357,0.4414550397338797,11.887749052445525,Z
L27,Dermatitis due to substances taken internally,123,35,13164,13252,158,26416,1.7622158443334646,0.1460682051230935,4.884539706267461,2.921247397747668,1.6324313322847013,0.8779790940468022,-0.9568039080783411,10.494275470955229,L
E36.11,Accidental puncture and laceration of an endocrine system organ or structure during an endocrine system procedure,27,7,13260,13280,34,26540,3.100024533633795,0.1460682051230935,4.642040252338768,2.945540851736754,1.63402777271175,0.7648898920550449,-0.9600584270005932,10.586249541790352,E
B30.9,"Viral conjunctivitis, unspecified",12,10,13275,13277,22,26552,1.5680507656228446,0.1460682051230935,1.672348568170383,2.9903577759172046,0.6183051330259107,0.4470276909547992,-4.012039979253465,7.709947104120572,B
E13,Other specified diabetes mellitus,575,62,12712,13225,637,25937,2.522989772738165,0.2524058584527056,7.0868493533589,2.957254934013305,2.4096357496384675,1.536348541156598,1.3297940460237552,12.92202037356266,E
D51.9,"Vitamin B12 deficiency anemia, unspecified",60,17,13227,13270,77,26497,2.610539057951028,0.1460682051230935,4.69136143694173,2.927562361994337,1.5973510885104008,0.995669128249421,-1.061571866390179,10.414261717617649,D
E11.59,Type 2 diabetes mellitus with other circulatory complications,100,9,13187,13278,109,26465,0.8141636696019978,0.5233887880875302,5.638161210346558,3.1472878844800687,1.836580078093757,1.0730446073278141,-0.3883246738982526,11.948817131222132,E
G47.37,Central sleep apnea in conditions classified elsewhere,40,3,13247,13284,43,26531,3.2560769605176514,1.5628305470087551,3.795586225436658,3.222524457915152,1.2021766856122966,0.4198618512784237,-2.4419881046921583,10.190075648934158,G
N03,Chronic nephritic syndrome,40,3,13247,13284,43,26531,2.7535756949601264,1.5628305470087551,3.7807862304351993,3.222524457915152,1.2021766856122966,0.4925147049797002,-2.4419881046921583,10.190075648934158,N
R20.0,Anesthesia of skin,130,39,13157,13248,169,26405,0.953984060388549,0.1460682051230935,4.8300946100072295,2.9206278915891044,1.5984704537659624,1.211866676352502,-1.0557880886078364,10.39286287090776,R
