code,log_or,p_two,group
N64.89,2.383517530709246,0.9824354799886927,N
L66.9,1.6645487558592953,0.6084816965404375,L
D23.30,4.05182241097675,2.4316642566437303,D
L57.9,4.7354835035862415,2.8758583200553645,L
N60.21,-1.097756013208072,0.388305345605617,N
R06.6,7.228195969172652,5.58523452319208,R
C16,6.079374157946529,4.489881714237848,C
H65.02,4.066319865171747,2.2536218661486833,H
K38.8,3.4787604296832595,2.0321063227347222,K
G93.3,5.442358487656621,3.7568954563984303,G
H52.6,5.2403168790116155,3.454119781210589,H
I74.5,6.949894491079035,4.252801790288911,I
K65.0,7.5304107368619695,5.682988292890366,K
I82.81,6.328093798259848,4.899648675710377,I
D89.89,4.04104228244525,2.410104813147498,D
R63.1,3.792515425830408,2.313124501198384,R
H71.13,4.3623859998297885,2.7554868245924835,H
M99.13,-2.5957879827956867,1.3024735442802153,M
H53.41,7.2765785630628725,5.660265538753336,H
L95,5.158688198860141,3.721857470900352,L
M35,5.400643379587999,3.601137693760429,M
M24.9,4.682709321527805,2.844394459463807,M
M72.4,2.3800433844880873,0.821508521987818,M
D41.00,7.085944776397597,5.5262085590310575,D
G60.8,8.938766920364793,7.872976380587316,G
S31,6.394617179771716,4.7346809547686535,S
S89.90,5.5036078649381945,3.8519725351212117,S
E00,5.419444482067497,3.429713428752354,E
J33.9,3.7261049623156097,1.9210598006884052,J
D69.59,7.895724780782739,6.723276833048967,D
I25.2,10.887919816102716,10.082851234848086,I
M12.56,4.650988838274246,2.7795883993735386,M
M24.11,3.0914195660532444,1.6354084518863916,M
H02.53,6.002221670877025,4.227310731122543,H
H10.43,4.149985451442351,2.5834031396024715,H
K51.00,4.25198482837975,2.471641553831162,K
H34.9,8.925725761549923,8.300514051515494,H
H18.40,6.677935492903516,5.2626649814355275,H
S72.01,6.505401004321618,3.073015700050314,S
S63.50,5.160741109087367,3.796784442664811,S
H21.30,3.4880683036290616,1.7524901183918153,H
M71.22,5.040189991444418,3.4241063602240103,M
M71.50,5.957218299402402,4.3314326693871275,M
K14.9,4.955575715260754,3.2005193368974223,K
E78.3,4.6505143839575585,2.5476980372907705,E
H69.80,5.247290965531719,3.522500314604019,H
C75,5.812530624377536,3.9551881720380355,C
I05.0,8.467772704093285,6.074645623408931,I
M31.30,4.7999633451692105,3.3114542672309057,M
N63.42,4.019598922471684,2.3457369428468575,N
I25.11,8.339580421639361,7.287035615062873,I
H61.00,6.721874814752589,5.099850500303429,H
M24.20,5.2815995774129565,3.296564581750099,M
E92.7,1.9728657596402106,0.7420210846924218,E
M76.02,4.773378061733976,2.824008341543559,M
C77,4.9732461778784165,3.376626363179902,C
L74,4.744746392663008,3.0541802349776237,L
I05.1,8.194565323010487,6.882545842227978,I
L23.0,4.502817302897691,2.5456369417211757,L
C91.00,5.643610820953054,3.932611990831731,C
G89.4,6.349239177736656,4.644863809956012,G
M13.86,6.098418874938793,4.401551445447791,M
S64.30,2.7989516640027516,1.103590091759291,S
M94.20,-3.853024667956401,1.9705030002837731,M
R10.81,5.40492622377891,3.6308568621246633,R
H72.92,4.768764356002268,3.134103270764997,H
E09,9.72181458876414,8.32996714617013,E
D21.22,4.439508501407513,2.7955948445357723,D
G44.1,5.330675132719613,3.7213614011223406,G
G44.22,5.170382248276031,3.628700614960779,G
I83.90,5.707127106736141,4.291127931087424,I
K57.12,5.475901346727321,3.865951756285145,K
S63.8X,3.925923542902578,2.0595324555875636,S
S50.86,4.474677491454815,3.075588875088202,S
N60.09,-6.1729282706465645,3.180753992018947,N
S36.81,-1.8409803945725114,0.4691893994868932,S
N80.3,-2.984880217320938,1.1410838712468474,N
L02.11,5.052784378403548,3.413854327809267,L
E11.22,6.740172955488637,4.915959361906027,E
R07.0,4.21745140564163,2.727022371311182,R
M88,8.232331150559167,6.882864248383325,M
K22,6.866358919145468,5.081477774436585,K
M51.36,4.715561223679112,3.3369895167280776,M
R44,7.924197461309067,5.238504439677205,R
H33.31,3.871631113320498,2.0103619769086634,H
K91.2,2.597735209523214,1.2015944659846665,K
J02,0.1620922489807724,0.3158252880559682,J
M76.89,4.537642868747552,2.928528668201111,M
H31.10,5.483017869198118,3.814930344243285,H
M53,4.8771120094927145,3.286434405778254,M
R97.0,7.303086143270479,5.564302765820784,R
M54.10,5.742418661017391,4.165733137715948,M
H35.62,7.453945303786376,5.910205506086247,H
L13.9,6.570967183789883,4.693392237466311,L
M06.4,5.4063708677062685,3.898950125989277,M
G44.30,8.162475403075028,7.064418047758538,G
E11.8,6.895785040072074,5.332082098306331,E
E29.8,2.454549753133474,0.9815238292520709,E
R55,10.010578844965094,8.27481467508624,R
N81,5.8058679368377994,3.921726037782931,N
N77,3.5265088130647104,2.055951771430859,N
E80,4.061749495554541,2.59301367180002,E
J21,5.301585815158642,3.5983298956261227,J
J98.11,10.280564846265568,9.226340635882504,J
S39.82,8.70130017171636,8.160762427118916,S
M25.87,4.486620126950009,2.926738615267039,M
N48.0,5.747819909419941,3.962130171956567,N
I28,7.595218620117112,4.035182638047311,I
E78.01,5.083090993746752,3.657185542804941,E
E55,3.668710195917591,1.8396818395045038,E
S51,8.487682874548726,7.7614058065403615,S
H43.12,5.259206868469734,3.3646046345727854,H
M89.30,6.02567963117659,4.401763425446578,M
M23.24,2.9247679070194033,1.302276256925935,M
M24.52,5.519441935334044,3.5108848947301805,M
R23.0,8.467420737136548,5.087151279865572,R
D24.1,3.526905426171446,1.8936916058671625,D
H53.03,5.470162074582326,4.035283427188218,H
D12.7,2.3968737434554512,1.2835620623349064,D
K12.0,4.730191076646014,2.7263856277155685,K
M24,4.989844316712539,3.4335320074110816,M
J96.01,6.7519685388613055,4.593191782163632,J
K60.2,3.4836011972728764,1.7861094109141504,K
R03,3.731165273769525,2.2582493376643074,R
N13.8,6.969586424182154,5.7095725001196245,N
R92.1,3.4933234159876436,2.0870198531888344,R
J11.2,2.35159240536434,0.9613385339390793,J
C44.50,5.651254211260679,3.995396692373199,C
D48,4.2392404278251545,2.78161052757587,D
I77.81,8.750907718461924,7.481485739651983,I
N31,9.84608407782273,9.014471979068565,N
N35.8,6.844185568534128,5.366605525983181,N
S84.10,5.297500368888085,3.6233381520695813,S
C34.80,7.657202746354067,6.588710848991633,C
E78.2,4.424805223442484,2.937628812958771,E
K46,6.133436770326124,4.750264597409107,K
M25.55,5.343979962911351,3.437300914340249,M
K80,6.472329158335577,5.034471153108265,K
N05.8,6.126069343534508,4.885573973386883,N
M19.21,6.634662984805062,4.975936774522833,M
M62.55,5.30593409841361,3.615447472537589,M
J42,7.538827727372519,6.832141331917892,J
E74,3.628719654678823,2.19842543246154,E
S13.4X,4.408894851288517,2.9238356997711255,S
K40.30,6.394234422182058,5.256241392744945,K
H20.04,5.358103117769181,3.7551024692188615,H
R93.0,9.450788413432972,8.799087275162409,R
S44.20,3.4561116952584574,1.666223647323866,S
H91,6.232575157516052,4.557749247697742,H
C10.9,4.320961568438889,2.425304648514393,C
R10.30,6.401181056365301,5.045250638812281,R
S31.00,8.028367173475909,6.815964934917232,S
L03.21,5.241588073201504,3.3617688616874823,L
C90.01,7.657497305827346,5.736114747284631,C
S02.10,8.464478927722947,7.206101504154929,S
S09.90,7.610741987371087,6.4774009276002165,S
M50.00,5.214778721920039,3.52343879657211,M
S06.5X,6.41006543017084,2.8042986324390378,S
J45.41,4.391653500780899,2.824292108699397,J
N40.0,4.508370982979214,2.8215730282287774,N
D23.20,5.855192074885923,4.476288756869255,D
J21.9,6.101053403065788,4.240226522719222,J
M79.9,5.082789697112327,3.4047541291134964,M
J20.9,3.6570901167683165,2.059215782174879,J
L56.4,2.487057778010245,1.3261923091650236,L
I65.9,7.499089906770513,4.466357499827369,I
N49,5.2081872953326735,3.5057039525730875,N
G44.59,5.0368375667230465,3.4288666026546526,G
D17.20,3.4003472791950378,1.8756004483743105,D
M50.23,4.839147136472011,3.122124292642702,M
E07.1,4.812384820364766,3.0420292563379494,E
R14,5.036139208935478,3.260794662197336,R
H81.03,4.910304269149542,3.15883970914752,H
M23.32,0.9584816336874479,0.2014939579649792,M
M85.60,4.538232968464275,3.025294319780136,M
L72.9,4.472455443492115,2.319590991446961,L
S00.81,8.463891334148595,5.999585361613248,S
S91,5.708334942116868,4.166819484889047,S
N85.01,-2.579852572790348,1.0909220038504122,N
S33.10,-0.9097929365728334,0.3230904112443152,S
S61.22,4.4420228365183965,3.004478864078886,S
L74.8,5.210098908144435,3.2392442097036778,L
I42.9,7.642859623095814,6.234039914941803,I
M75.80,4.929351099137718,3.17795967458369,M
E24.3,5.447597545469779,3.7510694783417713,E
I11,5.629036809427006,4.125538291441422,I
E06.0,4.075056662351468,2.223031026441591,E
S61.45,4.970604784632192,2.932495480257237,S
J10.89,3.5609445707150136,1.954937141806789,J
M43.22,6.117559353213065,3.9011941973140374,M
M77.02,-2.2075271756289965,0.5417296792600128,M
D11.0,4.751235937933141,3.374924293343151,D
R47,8.675200951116734,5.090625054608854,R
J33.8,3.8542753456603913,2.497454705354855,J
L97.30,6.784442840460779,4.787115289964168,L
I44.0,8.516280397584035,6.36960389525465,I
K65.4,4.8905702730593,3.0628885016174947,K
N30.90,5.245724454372912,3.977973741578488,N
S46,4.62072278615753,3.2679400234040257,S
D68,6.263115590780817,5.0467248150996395,D
M31.0,5.496531990528728,3.8691661430861144,M
M72,3.0215734104859533,1.686218174361764,M
H26.01,5.995862634231455,4.029623961151859,H
R89,5.375317248215104,3.3277881790285,R
K92.1,6.328502001321726,4.699634478798561,K
H17.9,5.948327263709822,3.944238975790943,H
I70.20,6.851625142051767,5.023709096882745,I
R76.12,3.2442325294446963,1.4511680453198066,R
I70.25,6.526653739679281,3.434865275343579,I
K85.10,5.890268732367016,4.340388411677564,K
K45.8,5.8086094550727925,4.213715776866344,K
M22.42,-3.132169981883269,1.3940809977247337,M
L03.11,5.853222484039453,4.004276879722942,L
L24.1,4.095321491230537,2.402410776883574,L
S50.81,9.120245188790568,8.007485040679118,S
M35.3,10.230562688813652,9.45917804508372,M
L73.8,3.524844610328221,1.9103834182860873,L
G60.9,7.218338802719039,5.650269448895397,G
E79.0,5.8292652222282015,4.28353426375694,E
N36,7.136911379333823,5.342764564246387,N
M20.41,9.673813847530107,8.055224372662805,M
K56.50,6.497330103123037,4.563389972552986,K
K63.9,5.1913000640764135,3.766236497280869,K
S80.00,6.111700612781217,4.2372318583173,S
S46.91,4.684126699103598,3.151027976646799,S
K08,4.015687909150908,2.90269083173934,K
K13.0,5.475484553738963,3.9606341750464917,K
M33.20,5.05104047316815,3.5032437721636005,M
H68.02,5.474526727108522,3.851923731717036,H
J96.90,6.69556639736446,3.15371419219432,J
N40.2,5.5933253397756575,3.782597361107303,N
G47.63,1.9911506761701532,0.9115827147583301,G
M60.89,4.3184765402597955,2.647514923222234,M
H10.44,3.617192395147062,2.0931104037890336,H
M27.8,5.007345557602563,3.3841364387717316,M
S88,7.827143253018501,6.632651054713898,S
E25.8,3.2911345162408585,1.4888051115519303,E
H70.00,6.557917431388944,4.35431078961213,H
K20.8,6.15868507948617,4.402006237075144,K
M67.00,4.322914202768663,2.5293048770643196,M
S49,6.955097701273357,5.646284414537248,S
R60.0,7.74927716598899,6.513114607784759,R
M25.52,4.101033627634073,2.615319575356902,M
R39.16,6.1506948549520715,4.370459685411805,R
G95.0,5.430722762089458,3.3005257395367256,G
H69.92,3.666782791060217,1.7291096580475354,H
D21,4.473657694167052,2.6036953499808297,D
E21.0,5.434189983677234,3.5478357555484346,E
M45,4.314280138932113,2.5535203963166335,M
N10,7.036785841422216,5.18409132236182,N
E72.12,3.03537579285323,1.6183418514957268,E
S42.25,6.036435578031661,4.370384043993504,S
L23.9,4.5466139022581435,2.409638623523596,L
L20.82,3.190101149009139,1.5761853210353565,L
C02,4.780813400407396,3.123180266523486,C
K80.00,5.629969368411745,4.125440774397989,K
E11.43,7.43231565840177,4.732434944039362,E
C80,7.738134393294758,6.4273778385309726,C
E83.42,6.566873180340313,3.85549378371544,E
M35.00,4.797223552481841,3.0390220527797136,M
S30.0X,8.734868050506964,8.24441587398821,S
H74.09,6.5407828304855835,4.7984285525610915,H
K57.33,7.187695324727044,5.5133379232131885,K
S14.2X,4.339107747288634,2.4684891299050786,S
M88.9,8.00223981088439,6.837872462062849,M
D23.61,3.9036456837737203,2.0919531382163004,D
N18.1,6.825652884590019,5.715650282427649,N
L02.61,7.691948435185358,5.434236840168115,L
M65.32,5.63475530355849,4.2740075721724144,M
M84.37,3.920989394117857,1.9179773990165898,M
H69.93,4.0230720199841326,2.179694544581249,H
M25.83,5.360003319902908,3.657028464257693,M
R43.2,4.98124020484815,3.4994226424493475,R
M24.15,2.896018343466652,1.2698007526325907,M
D61.9,7.327477203870284,5.886302576272028,D
J34,4.053321969747478,2.2718301458162697,J
K92.2,7.671937077456191,6.766593611315819,K
E83.59,8.141402659079205,7.690901268942504,E
H54.40,6.508453334291458,4.234588182661042,H
D04.39,9.178717469623813,7.0183020852980444,D
I06,6.178222190500591,3.7173769460140944,I
R22.31,5.134765577326705,3.5867591185801504,R
E16.2,6.728560374111061,5.183573444275485,E
G47.09,4.7204192541822,3.4003962392930087,G
N89,2.8301132419762425,1.250148347584742,N
M51.24,5.7846672450288095,4.244075225129669,M
H50.00,6.31990005261544,5.037817099427737,H
G43.81,3.7413586820081037,2.2135662961136644,G
K29.80,6.233501799173998,4.316465132177986,K
D75,6.022638273057542,4.567971422778094,D
G60.3,10.192354550091649,8.479602730174365,G
S83.22,-1.9824342718191252,0.6604184143761903,S
M67.01,3.5452648935940485,2.1487096642771477,M
I25.9,10.697480522988657,9.722626759113354,I
M75.40,5.0390671701113545,3.6330278683277366,M
I66,6.169197221113896,3.9378088713952972,I
D17.5,4.849251645096167,3.2092076828870604,D
S60.92,5.169863759996663,3.3612941089634654,S
D13.30,6.234991536015807,4.4239295125264855,D
D69.9,5.711807835459635,3.969773691007097,D
H92.10,6.032379511625633,4.416964230909351,H
G57.91,6.146439301586804,4.394888579951128,G
K05.30,3.481032367118119,1.6945470805186693,K
K14.0,5.552341409355531,3.5583079980649073,K
M99.83,7.956557771947586,6.709698820944182,M
H81.01,4.3937964656723345,2.344617937230079,H
S06.6X,6.811204887843363,2.9565828936182053,S
C18.4,6.489904264618507,4.988333978771335,C
I45.6,4.408010670384928,2.5889339044498128,I
I51.4,6.31546818139371,4.77697903820795,I
N48.30,-0.6862166211462079,0.27467208027296985,N
H18.61,0.830469910659354,0.24303888518723393,H
R45.86,4.0143917130433024,2.388995904833949,R
R07.81,7.1822932000264865,6.0278988325124,R
H50.52,5.603807238886852,3.8394161139540475,H
M20.01,3.1486620907294722,1.8059952540165447,M
E05.91,3.829131333834398,2.2428825703146136,E
D56.8,4.2556646458828125,2.7184468890335216,D
J06.9,3.1905239586071463,1.638224902068653,J
G45.0,7.264951878915648,4.434628727193106,G
J67.9,5.388954740226748,3.7568196660371926,J
M43.12,6.751037345546236,5.275088759108818,M
E84.9,4.187048959645661,2.3893488932755784,E
K56.0,10.229330897072014,8.949914391857142,K
S60.55,4.513359039138544,2.6858409749146324,S
D41.4,8.077122775267654,6.968485509235837,D
J99,4.545326500319703,2.7184541234591566,J
D26.0,-4.447681997716262,1.9369239304422556,D
K29.81,6.35624374939317,4.759527050434194,K
M65.88,3.9700859115564193,2.2590865593345475,M
H93.23,4.34938428117907,2.499478959589409,H
D26.1,-4.5988311810864575,2.105150695656919,D
S91.33,3.5891931650444926,1.9715179845842878,S
K29.40,7.291063091962595,6.166716754782173,K
G96.0,5.128019265752279,3.152766594707167,G
C44.61,6.33101438227847,4.890363956844277,C
R26,8.755358513039242,8.33335572628302,R
I49,5.599155432301836,4.315551041867612,I
N39.45,8.68820311848952,7.551853941273124,N
M19.17,5.003282380813902,3.2222667999228194,M
H35.30,6.351356848034679,4.531126038133956,H
G72,9.591118936642262,8.898335690945892,G
J91,6.898458141803053,5.3628296779898825,J
E78.5,3.5752006922965753,2.2600706443494682,E
H60.63,6.37200107296863,4.942967241732886,H
S43.10,4.586757326730505,2.7550131789854926,S
S69.80,6.610946014065807,5.329132558990239,S
K14.1,4.810575502485452,3.1201016486235997,K
R22.40,5.861562384213157,3.975048343672539,R
S40.86,4.214624223507347,2.5299276892054077,S
E70,4.443964225398415,2.5287703386995717,E
E67.3,4.467977227448686,2.5026503528778026,E
K51.40,4.237264992560449,2.2060901926546466,K
L94,5.411382543204392,3.5174411041532445,L
C21.0,4.70355669066793,2.980598452227577,C
E80.0,3.1978645645765815,1.534229879718784,E
C18,8.577559804202473,7.838486616692382,C
K92.0,6.669604141965309,4.989704444138307,K
E94.79,5.280884855924273,3.457435324490237,E
G70.00,6.584969350335049,5.145764421669404,G
E67,4.921721806610147,3.1506361196062267,E
E73.9,4.710324671739024,2.856198201145869,E
N40.3,7.356216943733803,6.095302289545418,N
I83.81,4.811731856791354,3.060778062902456,I
C69,5.293775577649897,3.6006934964107056,C
D22.70,-3.6757133164734515,1.3158622574573982,D
H10.10,3.1591757978379453,1.5715823670603957,H
D37.6,4.941042510395198,3.7185604555609153,D
K80.01,6.216695770925232,4.256409889300913,K
E78.49,9.124333765073303,8.640715913100413,E
K63.5,3.723297388307443,2.3098116488110647,K
R45.84,5.499641011090221,3.6776700114501257,R
R94.7,3.672766558353301,2.1460333489983467,R
E92,3.5159327729959156,2.121003626373121,E
I09.9,6.308767204873803,4.363831916525966,I
I25.3,8.497689956275634,7.307304188064213,I
S01.40,6.7485694016063755,5.316762105439048,S
H93,4.681898262942566,2.970022949235382,H
M35.1,3.838398513285415,2.2736775498464166,M
H83.09,6.288527497732187,4.3408196729237725,H
C21.1,4.776406545145024,3.167884590662374,C
E01.2,4.7607708995033695,2.762051969611179,E
J34.1,4.800981822718788,2.888163289772855,J
L66.1,3.8222734813023456,2.2478666571569796,L
H53.00,5.702875966818441,3.894643524486273,H
M51.34,5.6133648758492445,3.89891294529943,M
D49.89,5.171552364838165,3.65610292039777,D
S99.81,5.418962113751649,3.845243048025756,S
M50.10,4.517509613164532,2.9364066745322894,M
M13.85,6.303793495107728,4.251724990096639,M
M50.13,1.6115060036975708,0.3205613724287532,M
K83,9.990706829373421,8.577619987800064,K
I25.89,10.138444670620295,8.84959990800907,I
J12,7.234079116177639,5.906184634549203,J
H10.40,4.571450189264033,2.922650936985171,H
H04.56,6.899845369755753,5.607761028853322,H
N32.9,8.121635772383906,7.019812284070281,N
R07.2,5.764887581812673,4.056834573686258,R
H25.13,5.37271937821255,3.460711571441728,H
M84.41,5.65798913209369,4.2632905911902474,M
K11.23,4.2528043635135155,2.576058558972017,K
J12.89,6.071584490312037,4.699910044635051,J
N50.82,4.691856939998535,2.7858664719236295,N
M12.25,4.614787998763619,3.003741618741084,M
E06.1,0.5408479590752793,0.14422178860254498,E
E87.1,6.176234798113144,5.097472859549715,E
H66.23,5.016517307322292,3.1359492367301,H
H66.13,6.103990811183123,4.753948658785621,H
M17.5,6.092392866931028,4.308143249103505,M
C00,6.633920207380942,5.079412922734563,C
C53.9,4.033766780829361,2.4743808077974894,C
K38,3.907644387746915,2.0639562165332124,K
M23.8X,3.334999102738853,1.6081670631921559,M
H60.50,4.015674737039051,2.6213613295827636,H
M54.40,6.089226491848622,4.360258376468774,M
N60.99,0.43566740102043666,0.15116768346959028,N
M40.29,6.33551129954683,4.746203862871324,M
C85.81,6.141462941037171,4.073254231146117,C
S82.30,5.874493672074748,4.273644775959781,S
R68.81,6.141779259978228,4.356510057961787,R
G99.0,7.509867794688835,5.349466783605557,G
R94.6,3.7884121009469216,2.2170846008039584,R
S01.11,8.857961751636072,7.75097858804445,S
H25.09,4.881462541884339,3.3171287144172403,H
J95.81,9.33738100584787,8.325354394515514,J
C79.89,5.775831123411821,3.8931597255022976,C
I80.01,5.626743990327644,3.5114582480003356,I
J01.01,3.0086196309716637,1.4698824673541138,J
M66.26,4.896854562352807,3.2824170349670445,M
S83.92,4.353984065921247,2.843221782697676,S
M19.03,6.296250035398342,5.013275734434331,M
M20.20,4.025651115413212,2.162190867048032,M
S82.40,5.604005347209963,3.7166154262588202,S
E08.65,6.5799565323459825,5.200417304564689,E
S80.02,6.362996326929277,4.9993456409460215,S
H16.12,6.792224054071384,5.1100078767105295,H
M06.00,4.866980771358339,3.30846177016166,M
R10.84,6.12189977724327,4.268493269734706,R
K14,5.537838805647816,3.999901990063716,K
K83.1,6.917134989251793,5.306142221629914,K
R03.1,6.8726471185069595,5.166855708653934,R
L55.9,2.7691609915529147,1.5102963506232943,L
R89.7,5.83785343338828,4.231503777422443,R
E72.11,4.69561511161449,3.1567645645770375,E
G89.3,6.10394643750156,4.508547866339694,G
R41.82,7.02917943443105,4.71482928145947,R
H15.12,2.752854159769202,1.0569201608757723,H
S66.92,3.972263638219234,2.3722185613922364,S
G54.4,5.152345648011216,3.3207406783139546,G
N18.30,7.020478137550637,3.3169281238454515,N
D10.39,3.5567887427043448,1.76982562989334,D
J30.81,-2.2169136300411516,0.7592102256240756,J
D07,5.542459118598372,4.0166100677406,D
D25.9,-7.256597206935915,4.647337282726166,D
H60.8X,6.13938526120902,4.581416169684888,H
D18.02,5.832282202238139,4.342293552300193,D
L04.9,3.427642468353487,1.716980429928432,L
S83.50,-1.4459479065673058,0.798954119208197,S
J15.7,5.120757133243281,3.3192023357942935,J
S61.30,2.25328692356785,0.7576796829262802,S
L92.0,2.3471891507665448,1.215921999901735,L
M71.38,5.826728530635972,4.047817250078138,M
M25,4.390138930540986,2.480414051963963,M
D23.5,6.002349856200476,4.276547699646721,D
H60.33,4.522280577032053,3.206880110082717,H
I82.49,8.010037509332337,7.065160059903581,I
H66.93,3.7769514282339065,1.6692581199799672,H
M62.81,7.392531456090113,6.678165557376969,M
D38.0,5.180183086543249,3.894375908434181,D
S43.42,4.6699628203865915,3.091991677321614,S
N28.9,7.222147029579326,5.551954139486292,N
D18.03,3.4966752515718524,1.6940171999346951,D
E27.8,6.312941874112411,4.623173420974164,E
R07.1,6.934201513593887,5.534854716805062,R
G97.31,8.743432924413453,8.29817925407654,G
D48.9,4.860516580548555,3.286249315935913,D
H47.01,7.7347685495798935,5.299328082218176,H
S01.02,9.07254602527915,7.400607007141231,S
E10.29,7.05406185864383,5.519304880955883,E
C78,5.793530126350143,4.312683384284593,C
N75.0,2.8672602834767402,1.3955558461994857,N
C91.90,7.226160309476865,5.565412591203483,C
C43.70,4.487613413483392,2.514509803246495,C
R93.3,5.730855003777534,4.253787773966873,R
S63.59,4.464445169304077,2.7349488581840755,S
G61.81,7.265813856550603,5.583858630269966,G
G97.81,4.943353574984259,3.51324825606602,G
N03.9,6.567212660095393,4.6375715095616075,N
R63.0,8.077432532217738,6.017322790336463,R
H65.01,3.7366638385735875,1.9911608264293204,H
H40.23,5.845991962809671,4.364399902026475,H
K85.90,5.825466982472584,4.1961899449411835,K
H47.10,5.090485984126699,3.3284463617466544,H
L74.51,3.4067571610971603,1.885937229209328,L
G57.52,4.210576172894721,2.5570598138342264,G
I71.00,9.606115719743642,6.107342782144912,I
