code,log_or,sig,group
M25.43,1.8119015659682287,79.91949507647948,M
D56.9,1.245220272902072,6.920305810929698,D
E29.1,0.13651871784068503,0.15930854937619898,E
S48,2.1564212506551392,3.3062401516250763,S
F07,2.7516968168853913,208.28632031004514,F
C79.9,2.551480338296242,23.238823298564466,C
K31.2,1.2610844126914127,1.7636574321554639,K
H81,1.6379309545243057,1891.635785178221,H
823.40,1.4203717667846913,1.5872319901412961,8
C34.02,3.191582958642983,2.408727935506701,C
Q65.89,-0.26338806793647584,0.6495700103303378,Q
I01.2,1.5180736163858866,0.5709154120292776,I
S95,1.6859018372880223,1.7131932750499441,S
T83.12,2.0447153606447035,2.2584573286198113,T
L28.2,0.970386810119358,35.58989014094556,L
N60.11,-0.3838301759535546,6.408782112716514,N
C18.3,1.9588809348364349,31.52061246260423,C
G60.8,2.421050552966476,254.55962473345966,G
N49.9,1.6851307127876967,34.36611981206425,N
Q16.1,1.5081581327747628,2.493794975856506,Q
K29.30,1.4927765960315527,29.95984007255243,K
D86.2,0.15132589425711326,0.2711595783437251,D
M25.56,1.1832149233182518,4158.756222536851,M
Q99,1.4645226155080904,8.458027523686436,Q
G25.2,2.626079724925207,37.53004699165774,G
D80,1.5909352848659286,94.23711346824676,D
G72.41,3.6347962379382013,3.781818177960871,G
T19.2X,0.13540549390034629,0.2614832064788366,T
T23.06,1.2399382011411477,1.7728793910967777,T
F06.1,2.7947723168432104,19.915605025804947,F
S86.19,0.9877516593133501,0.7158808378219614,S
B38.9,1.5607721087593016,5.484980745046266,B
B16.9,0.16839035007180408,-0.21630541297287,B
S01.40,1.8616441272641784,80.25689989965538,S
S01.23,2.0797001684949246,90.06223239405205,S
R19.02,1.3775121082205126,19.096745982157348,R
D26.7,-0.26795162564875447,-0.1084847631066338,D
C91.Z2,1.1686499150807808,0.5100271137522632,C
R85.61,-0.662760665482955,1.1017201511844064,R
Z12.72,-0.7153966699587792,104.5606686760966,Z
C77.5,1.5344054556354214,11.13600132797467,C
D31.40,1.0921278079249521,13.654286467485106,D
B34.3,0.8254470210113181,0.6715495669991752,B
C84.61,1.1461065008447349,0.6681536475878578,C
815.10,2.036481554585917,5.799115102161168,8
K64.3,0.8135678413751927,3.7868275675292233,K
R56.01,2.9586498500788134,7.037913992021542,R
K08.49,0.9995766687516209,2.093792692686676,K
C83.51,1.844581888978756,3.407196684093613,C
I82.53,2.575936593695448,19.07338025475323,I
G57.63,0.16518642992956,0.8005227872760302,G
Z56,-1.4598478531831334,8.337512948108659,Z
I49.2,2.1051849473521176,6.692470163546168,I
N51,0.462909140911436,1.7685057630785577,N
M95.4,1.8379208605744828,20.406212673688554,M
H35.52,1.2160602259775035,15.113311956633874,H
M12.31,3.358852607469739,3.3369890696780313,M
D31.31,1.4216417171923013,79.85074674548378,D
840.7,0.19491306479001935,0.7627048344093763,8
M13.83,3.2604645121307527,5.398850774376977,M
F33.3,2.9445412147290018,89.54459151378654,F
N97.1,-0.38910459204001857,0.02516671169254414,N
T84.89,2.047013861855216,13.569456812594218,T
I83.21,2.6109486210974415,10.90297644470511,I
L43.8,1.1554576206822957,67.84777410274187,L
813.45,0.838119763798688,0.7374973581757422,8
C85.15,1.6665294647683944,1.6299722021265513,C
M99.31,1.5819611023073887,2.351627695306316,M
821.30,2.472427918309177,3.6524087682523954,8
S82.20,1.7564033298768684,17.22943501714817,S
T76.21,1.326723579365336,0.7963641281363457,T
C88.4,1.142746666499932,4.361087428041118,C
D03.39,1.9601018152831808,12.372929450921108,D
H16.33,1.6615665232768346,1.15688817428022,H
I79,3.2455585850047033,130.50011457357965,I
I77.71,1.6564643307615978,15.021928872768807,I
M62,1.4531032458377138,4779.773615459199,M
C02.4,0.5370545188863368,0.7089592205784174,C
H00.13,1.2343694077041443,3.3386928710154153,H
S68.02,0.24741460662645148,0.5173057322302453,S
C11.9,0.8349694712311103,4.005392169833853,C
K40.90,1.466665171713918,627.1957472972465,K
Z86.73,3.7590747957087602,882.2578604675697,Z
K77,0.8540939786581732,3.432284901491246,K
K80.71,1.5232388795647755,8.842512656939242,K
T84.22,2.097792180809192,5.326158031060924,T
Z98.85,1.8737600801841707,1.1363268583221757,Z
A24.0,1.6899308182809403,0.9077911373028092,A
S05.32,1.7773429367339326,4.262413173814933,S
M87.00,1.4540843609029872,40.263658560397765,M
Q89.9,1.6960696619042885,7.693724103136722,Q
C75,1.6546288213043312,22.550022207416877,C
T20.10,0.40861469253941046,1.6231807181698408,T
Z95.2,2.5815668596486963,497.11564226384434,Z
S35.40,1.9321762292179412,1.8835376662072996,S
G44.83,1.3817129047065029,3.021596696841208,G
M24.82,0.9480327891322058,2.380964302399052,M
B58.3,-0.4048321484899203,0.18483251349465762,B
H66.41,0.7822505077310509,0.4649981576573686,H
G80.3,2.584187690871039,2.247876062802884,G
I48,2.9967051808374285,6496.233211798214,I
M48.52,3.0161142106977876,4.558531468869684,M
K86.2,2.147019725505007,193.55914428878643,K
C34.92,2.9428675919529526,19.7111810075493,C
S05.10,2.3827028586831114,100.05164075737332,S
813.03,1.1720541812996703,2.3213293660361667,8
M25.44,0.87579476272201,37.786085962591855,M
C03.1,2.446577398109065,6.129430724303432,C
Q65.30,0.311028445418352,0.2086116020749711,Q
K71,1.3999908157218277,6.078424348082087,K
T25.03,3.1038269439064634,2.326475182338886,T
M23.21,0.5273494751235652,0.11482249637495456,M
M50.30,1.3954169596930146,1581.2438347753891,M
R41.9,3.7303067598069006,23.044971496932416,R
H30.23,0.8538858222995914,2.38917890799644,H
