method,p_sel,q_sel,n,theta,detK,bias_mean,bias_sd,rmse,cover_95,se_mean,feasible_rate,lam_median
naive,0.93,0.7,5000,1.1,0.6299999999999999,-0.6737106300122049,0.053643448481290164,0.6757098351612152,0.0,0.05756931784978995,1.0,0.0
naive,0.93,0.7,5000,1.4,0.6299999999999999,-0.8513960787523642,0.06681770081426945,0.8538506018242451,0.0,0.05777533466481575,1.0,0.0
naive,0.93,0.7,10000,0.25,0.6299999999999999,-0.1626790446000448,0.032543531787238275,0.16570262647841813,0.0,0.040462159497336087,1.0,0.0
naive,0.93,0.7,10000,0.4,0.6299999999999999,-0.2243113676820134,0.0395897532691731,0.22756313178993823,0.0,0.04050906753174655,1.0,0.0
naive,0.93,0.7,10000,0.7,0.6299999999999999,-0.3974063467420974,0.05864643478823887,0.4014427057186189,0.0,0.04057976711582499,1.0,0.0
naive,0.93,0.7,10000,1.1,0.6299999999999999,-0.6693007296642824,0.042640235786936265,0.670572904001018,0.0,0.04070948701659586,1.0,0.0
naive,0.93,0.7,10000,1.4,0.6299999999999999,-0.870692131179104,0.040521443134678474,0.8715756710930611,0.0,0.04086502011920009,1.0,0.0
naive,0.93,0.7,20000,0.25,0.6299999999999999,-0.14192601918108252,0.040088940198814434,0.147138277995434,0.0625,0.028616276953953242,1.0,0.0
naive,0.93,0.7,20000,0.4,0.6299999999999999,-0.2267384646956265,0.027920017534497712,0.22834434148991103,0.0,0.028620939457104498,1.0,0.0
naive,0.93,0.7,20000,0.7,0.6299999999999999,-0.41169520922069414,0.03193469934403447,0.412854733839371,0.0,0.02867081593355417,1.0,0.0
naive,0.93,0.7,20000,1.1,0.6299999999999999,-0.6636484587317748,0.028571098219160748,0.6642247851459387,0.0,0.02877736662905,1.0,0.0
naive,0.93,0.7,20000,1.4,0.6299999999999999,-0.8644756746377206,0.03628846043343312,0.8651894249980356,0.0,0.028880330133310376,1.0,0.0
naive,0.93,0.7,35000,0.25,0.6299999999999999,-0.140703000634064,0.020255402360068935,0.14206327157080284,0.0,0.021628881892533938,1.0,0.0
naive,0.93,0.7,35000,0.4,0.6299999999999999,-0.24650618883360093,0.01925405265935786,0.24721013281839435,0.0,0.021639507751217354,1.0,0.0
naive,0.93,0.7,35000,0.7,0.6299999999999999,-0.413100028874529,0.024820266141783252,0.41379847343456494,0.0,0.02167903881689924,1.0,0.0
naive,0.93,0.7,35000,1.1,0.6299999999999999,-0.6733558145554622,0.024702399720501946,0.6737804713058286,0.0,0.021757362170030898,1.0,0.0
naive,0.93,0.7,35000,1.4,0.6299999999999999,-0.8579861282610521,0.02384404734641403,0.8582966860125538,0.0,0.0218335591703552,1.0,0.0
naive,0.93,0.7,50000,0.25,0.6299999999999999,-0.15390956293209457,0.018534910645026527,0.1549523315169178,0.0,0.018092600669469897,1.0,0.0
naive,0.93,0.7,50000,0.4,0.6299999999999999,-0.22693582984852498,0.019374712125527764,0.22770987928088246,0.0,0.018103930307808942,1.0,0.0
naive,0.93,0.7,50000,0.7,0.6299999999999999,-0.41378213398966834,0.01627728401501802,0.414082171809555,0.0,0.018136418126449016,1.0,0.0
naive,0.93,0.7,50000,1.1,0.6299999999999999,-0.6597294185133155,0.011595801376555744,0.6598249497771238,0.0,0.018207914757897774,1.0,0.0
naive,0.93,0.7,50000,1.4,0.6299999999999999,-0.8611990594313844,0.021401304604659527,0.8614483210351963,0.0,0.01826248779953586,1.0,0.0
naive,0.93,0.8,5000,0.25,0.73,-0.10699389061750685,0.04858863914244996,0.11688025920714344,0.5,0.05949393116612653,1.0,0.0
naive,0.93,0.8,5000,0.4,0.73,-0.1867147957441007,0.03788797838524402,0.1902845111254445,0.0,0.05943930494730392,1.0,0.0
naive,0.93,0.8,5000,0.7,0.73,-0.35713556166633004,0.03690837034980015,0.3589190688316597,0.0,0.05984081441763699,1.0,0.0
naive,0.93,0.8,5000,1.1,0.73,-0.5751036831701073,0.06371299030111446,0.5784028721039632,0.0,0.06008679238637566,1.0,0.0
naive,0.93,0.8,5000,1.4,0.73,-0.7230351147373133,0.07329005003926506,0.7265091149554047,0.0,0.060550868121737454,1.0,0.0
naive,0.93,0.8,10000,0.25,0.73,-0.13098930391755273,0.0440818455692514,0.13776776212270006,0.125,0.042025810776282514,1.0,0.0
naive,0.93,0.8,10000,0.4,0.73,-0.18766131220957938,0.053296406199901385,0.19462719062847322,0.0625,0.04212612356087206,1.0,0.0
naive,0.93,0.8,10000,0.7,0.73,-0.34234007304462694,0.04349828497210207,0.3449211070781188,0.0,0.042237968370003535,1.0,0.0
naive,0.93,0.8,10000,1.1,0.73,-0.5733575810311583,0.04895662412423892,0.5753137142735176,0.0,0.04258795813981882,1.0,0.0
naive,0.93,0.8,10000,1.4,0.73,-0.7460776619176557,0.0422397269514634,0.7471978051273582,0.0,0.04277766865835001,1.0,0.0
naive,0.93,0.8,20000,0.25,0.73,-0.11837309331675724,0.029559331287718718,0.12178396305925816,0.0625,0.02975385993245763,1.0,0.0
naive,0.93,0.8,20000,0.4,0.73,-0.18877108923206193,0.02459226688209715,0.19026693090460928,0.0,0.029752465930271792,1.0,0.0
naive,0.93,0.8,20000,0.7,0.73,-0.3515095611092219,0.03142887084746181,0.35282433249957773,0.0,0.029864985160115712,1.0,0.0
naive,0.93,0.8,20000,1.1,0.73,-0.5504854770522006,0.029013928295575458,0.5512018282610586,0.0,0.030102451217822516,1.0,0.0
naive,0.93,0.8,20000,1.4,0.73,-0.7286481365186949,0.030878102172289167,0.7292612515219212,0.0,0.030275053674975714,1.0,0.0
naive,0.93,0.8,35000,0.25,0.73,-0.12290993564032746,0.016855649634591414,0.12398874201283673,0.0,0.02249810620942541,1.0,0.0
naive,0.93,0.8,35000,0.4,0.73,-0.1935818252933792,0.016582241298139018,0.19424651384254427,0.0,0.02251911304603852,1.0,0.0
naive,0.93,0.8,35000,0.7,0.73,-0.34454199395716384,0.020643575612446743,0.34512129460258745,0.0,0.02258965108205849,1.0,0.0
naive,0.93,0.8,35000,1.1,0.73,-0.555763627823636,0.0275995287346105,0.5564057293234078,0.0,0.022712298782392955,1.0,0.0
naive,0.93,0.8,35000,1.4,0.73,-0.7228190967850123,0.023163286267093304,0.7231669592102324,0.0,0.022868528238267325,1.0,0.0
naive,0.93,0.8,50000,0.25,0.73,-0.1185985163173499,0.01732268554545963,0.11977866584883513,0.0,0.018827514040113052,1.0,0.0
naive,0.93,0.8,50000,0.4,0.73,-0.1967096225983705,0.02149237722347079,0.19780729955967138,0.0,0.01882642877479878,1.0,0.0
naive,0.93,0.8,50000,0.7,0.73,-0.34868749044412334,0.019117124759632967,0.3491784485368531,0.0,0.01890474735122829,1.0,0.0
naive,0.93,0.8,50000,1.1,0.73,-0.5559486002383546,0.0224566986621364,0.5563736428557814,0.0,0.019032994128602414,1.0,0.0
naive,0.93,0.8,50000,1.4,0.73,-0.7257369729017464,0.015073652862846678,0.7258837151424845,0.0,0.01915741012458836,1.0,0.0
naive,0.93,0.9,5000,0.25,0.8300000000000001,-0.08674781125835472,0.06647729946332306,0.1080194989020753,0.6875,0.0640915791712555,1.0,0.0
naive,0.93,0.9,5000,0.4,0.8300000000000001,-0.13352076172383506,0.06748805453240915,0.14865317511525605,0.4375,0.06437132347183572,1.0,0.0
naive,0.93,0.9,5000,0.7,0.8300000000000001,-0.1959228010044003,0.061914495593832865,0.20488914300240182,0.1875,0.0647676513689987,1.0,0.0
naive,0.93,0.9,5000,1.1,0.8300000000000001,-0.3866593961976813,0.07421631092616778,0.3932801745257152,0.0,0.06562986337813635,1.0,0.0
naive,0.93,0.9,5000,1.4,0.8300000000000001,-0.5097486200048773,0.07102786270442629,0.5143668953647904,0.0,0.06698299989997863,1.0,0.0
naive,0.93,0.9,10000,0.25,0.8300000000000001,-0.08130253103585555,0.04367522265531393,0.09164281919333914,0.5625,0.04529796921408982,1.0,0.0
naive,0.93,0.9,10000,0.4,0.8300000000000001,-0.11310538634496548,0.04763611019700273,0.12214828069922261,0.375,0.04548723304884686,1.0,0.0
naive,0.93,0.9,10000,0.7,0.8300000000000001,-0.20932927778934188,0.0421059879556299,0.21326240555397857,0.0,0.045881667628302175,1.0,0.0
naive,0.93,0.9,10000,1.1,0.8300000000000001,-0.3725642531334793,0.040157175324354394,0.374587685358597,0.0,0.046625617129095805,1.0,0.0
naive,0.93,0.9,10000,1.4,0.8300000000000001,-0.504551771911638,0.048990489870104056,0.5067766316443364,0.0,0.04724504904243261,1.0,0.0
naive,0.93,0.9,20000,0.25,0.8300000000000001,-0.07756884306381248,0.02587437805901768,0.08151420820447829,0.3125,0.03203471019470668,1.0,0.0
naive,0.93,0.9,20000,0.4,0.8300000000000001,-0.1226270306900569,0.030758869891329026,0.1261917785675433,0.0625,0.03210492560368042,1.0,0.0
naive,0.93,0.9,20000,0.7,0.8300000000000001,-0.2283486988102501,0.025264363230298754,0.22965522701361982,0.0,0.03242133859507584,1.0,0.0
naive,0.93,0.9,20000,1.1,0.8300000000000001,-0.379754268913908,0.029870888965582147,0.3808540506420488,0.0,0.03286658239296452,1.0,0.0
naive,0.93,0.9,20000,1.4,0.8300000000000001,-0.5124628030175683,0.030274782586780586,0.513300498522559,0.0,0.03329823492594257,1.0,0.0
naive,0.93,0.9,35000,0.25,0.8300000000000001,-0.07952694801987503,0.019938872345188662,0.08183670739560442,0.0,0.024217015175379927,1.0,0.0
naive,0.93,0.9,35000,0.4,0.8300000000000001,-0.130071700737343,0.031739853559990074,0.13365291613995534,0.0,0.024274809749063125,1.0,0.0
naive,0.93,0.9,35000,0.7,0.8300000000000001,-0.22764712850538002,0.02959937940962207,0.22944406872774048,0.0,0.024497703595175297,1.0,0.0
naive,0.93,0.9,35000,1.1,0.8300000000000001,-0.3762499095571281,0.020823529733726334,0.37678974590666314,0.0,0.024852005792151573,1.0,0.0
naive,0.93,0.9,35000,1.4,0.8300000000000001,-0.4983132041355167,0.021339384817095904,0.4987413740368388,0.0,0.02522035657849321,1.0,0.0
naive,0.93,0.9,50000,0.25,0.8300000000000001,-0.0780440868241864,0.024039841371308466,0.08144122935010537,0.0,0.02026322401356284,1.0,0.0
naive,0.93,0.9,50000,0.4,0.8300000000000001,-0.1253271950754677,0.027289840150864688,0.12808237677361334,0.0,0.020325167345374304,1.0,0.0
naive,0.93,0.9,50000,0.7,0.8300000000000001,-0.23827310322121092,0.027650506449424673,0.23977247093628923,0.0,0.020465339441467216,1.0,0.0
naive,0.93,0.9,50000,1.1,0.8300000000000001,-0.3801355235837267,0.02133065523880608,0.3806961726099745,0.0,0.020776277000648963,1.0,0.0
naive,0.93,0.9,50000,1.4,0.8300000000000001,-0.49515889728848006,0.018343927701461198,0.4954773476328057,0.0,0.021094109994146817,1.0,0.0
naive,0.93,0.95,5000,0.25,0.8799999999999999,-0.04848268192085051,0.050266700546489275,0.06869781878691192,1.0,0.06800059200656788,1.0,0.0
naive,0.93,0.95,5000,0.4,0.8799999999999999,-0.07096252828082139,0.07092644663472132,0.09875136049807162,0.875,0.06781804452133236,1.0,0.0
naive,0.93,0.95,5000,0.7,0.8799999999999999,-0.16219082607379326,0.06879715180418004,0.1753370943435641,0.3125,0.06888900061424265,1.0,0.0
naive,0.93,0.95,5000,1.1,0.8799999999999999,-0.24608301842766273,0.07266671702247952,0.2559438912850196,0.0,0.07048133734976843,1.0,0.0
naive,0.93,0.95,5000,1.4,0.8799999999999999,-0.3144098477668695,0.08220900380574746,0.32432927351743723,0.0,0.07252897913480802,1.0,0.0
naive,0.93,0.95,10000,0.25,0.8799999999999999,-0.05863999521063176,0.046859771144284114,0.07414342388584898,0.75,0.047777734469397315,1.0,0.0
naive,0.93,0.95,10000,0.4,0.8799999999999999,-0.09664229533191704,0.042340792893190024,0.10497823378405156,0.375,0.04802688230146987,1.0,0.0
naive,0.93,0.95,10000,0.7,0.8799999999999999,-0.14793918781254342,0.040874199846932,0.15314138807142078,0.125,0.04874998090073148,1.0,0.0
naive,0.93,0.95,10000,1.1,0.8799999999999999,-0.24451705260605688,0.05297019241398593,0.24983807800104144,0.0,0.05017246519595944,1.0,0.0
naive,0.93,0.95,10000,1.4,0.8799999999999999,-0.35647567688239024,0.053008514548898614,0.36015162350046614,0.0,0.051015975558014785,1.0,0.0
naive,0.93,0.95,20000,0.25,0.8799999999999999,-0.06108166687727108,0.030247027003852595,0.067739740964348,0.5,0.03391663072301682,1.0,0.0
naive,0.93,0.95,20000,0.4,0.8799999999999999,-0.07219928535621198,0.032835718715083374,0.07888938270143073,0.4375,0.03403867716679285,1.0,0.0
naive,0.93,0.95,20000,0.7,0.8799999999999999,-0.1448069013839971,0.021250926072231942,0.14626146256338052,0.0,0.034410232456044215,1.0,0.0
naive,0.93,0.95,20000,1.1,0.8799999999999999,-0.22635122882548994,0.031247621858685928,0.22836432907887294,0.0,0.035363325609306225,1.0,0.0
naive,0.93,0.95,20000,1.4,0.8799999999999999,-0.31367172193455467,0.04171608135464765,0.3162616260625875,0.0,0.03631350204128668,1.0,0.0
naive,0.93,0.95,35000,0.25,0.8799999999999999,-0.06061308537557644,0.026542160492374397,0.06583617553917219,0.25,0.025601228380399573,1.0,0.0
naive,0.93,0.95,35000,0.4,0.8799999999999999,-0.07790788342870071,0.025792327882929098,0.081812619545271,0.125,0.02571657636555959,1.0,0.0
naive,0.93,0.95,35000,0.7,0.8799999999999999,-0.13146255834737877,0.02590811655927051,0.13383453532033002,0.0,0.02606764357426554,1.0,0.0
naive,0.93,0.95,35000,1.1,0.8799999999999999,-0.2358935390917463,0.02277458361409036,0.23692198260260638,0.0,0.026789247755055694,1.0,0.0
naive,0.93,0.95,35000,1.4,0.8799999999999999,-0.31348664530791914,0.022952864044176995,0.3142734217703657,0.0,0.027406027477594276,1.0,0.0
naive,0.93,0.95,50000,0.25,0.8799999999999999,-0.03557994264508743,0.02025206136460887,0.040625659179868726,0.75,0.02145107073904398,1.0,0.0
naive,0.93,0.95,50000,0.4,0.8799999999999999,-0.0971597390349554,0.021168698579206363,0.09929814487897973,0.0,0.02150274359741229,1.0,0.0
naive,0.93,0.95,50000,0.7,0.8799999999999999,-0.1465995119964275,0.022575538269170227,0.14822016871102442,0.0,0.021779367903705424,1.0,0.0
naive,0.93,0.95,50000,1.1,0.8799999999999999,-0.2300389456211309,0.02027073061561498,0.23087472277122884,0.0,0.022337097056466935,1.0,0.0
naive,0.93,0.95,50000,1.4,0.8799999999999999,-0.3209299667484631,0.025541361549226732,0.321881394515272,0.0,0.022933541025854008,1.0,0.0
naive,0.96,0.6,5000,0.25,0.56,-0.17085950892715665,0.051931470935788926,0.178104729330208,0.125,0.0566079478799115,1.0,0.0
naive,0.96,0.6,5000,0.4,0.56,-0.2503379508744722,0.05668240287648075,0.256283394934476,0.0,0.05662491594809926,1.0,0.0
naive,0.96,0.6,5000,0.7,0.56,-0.42576577378665903,0.0629224566959364,0.4301026359632242,0.0,0.05672332784219073,1.0,0.0
naive,0.96,0.6,5000,1.1,0.56,-0.7303368979036968,0.04004493094947486,0.7313654053572819,0.0,0.0568355314545487,1.0,0.0
naive,0.96,0.6,5000,1.4,0.56,-0.911096059078762,0.057552694506895104,0.9127986207118973,0.0,0.057012471352573646,1.0,0.0
naive,0.96,0.6,10000,0.25,0.56,-0.14783886532464532,0.04691894391950543,0.15466134194698658,0.0625,0.040027868530008795,1.0,0.0
naive,0.96,0.6,10000,0.4,0.56,-0.2625956574417501,0.03655806119465465,0.26497064064851145,0.0,0.04003530295304928,1.0,0.0
naive,0.96,0.6,10000,0.7,0.56,-0.4597342129904813,0.04004385951972452,0.46136627299943095,0.0,0.04008235646860444,1.0,0.0
naive,0.96,0.6,10000,1.1,0.56,-0.7286576625463509,0.03617281999172667,0.7294989256585859,0.0,0.040185155657353186,1.0,0.0
naive,0.96,0.6,10000,1.4,0.56,-0.9285420410100473,0.04499812231601925,0.9295636616159347,0.0,0.04029075648854675,1.0,0.0
naive,0.96,0.6,20000,0.25,0.56,-0.15927392118523348,0.021785354533640063,0.16066462285570704,0.0,0.0282992425854192,1.0,0.0
naive,0.96,0.6,20000,0.4,0.56,-0.253679594856958,0.01652961527145483,0.2541839654000598,0.0,0.02831219836536079,1.0,0.0
naive,0.96,0.6,20000,0.7,0.56,-0.4610123651852374,0.021122972521039927,0.46146581083955024,0.0,0.028343289837008026,1.0,0.0
naive,0.96,0.6,20000,1.1,0.56,-0.7180302176829745,0.0315453278480564,0.7186795579276524,0.0,0.028422001032469304,1.0,0.0
naive,0.96,0.6,20000,1.4,0.56,-0.9380000819924776,0.027363185442571308,0.9383741797601911,0.0,0.028482568817160953,1.0,0.0
naive,0.96,0.6,35000,0.25,0.56,-0.1603642667849311,0.015578482422198123,0.1610720928850995,0.0,0.02139269259224366,1.0,0.0
naive,0.96,0.6,35000,0.4,0.56,-0.25639734357169436,0.020458738579289086,0.25716142357644,0.0,0.02140204211758739,1.0,0.0
naive,0.96,0.6,35000,0.7,0.56,-0.45598309217491656,0.023715629806152466,0.4565609044836537,0.0,0.021427997898682674,1.0,0.0
naive,0.96,0.6,35000,1.1,0.56,-0.7234436553560508,0.021129264988085386,0.7237328688465985,0.0,0.021482914339774763,1.0,0.0
naive,0.96,0.6,35000,1.4,0.56,-0.9241663794683845,0.022729338189603782,0.9244283805835533,0.0,0.021539112230457087,1.0,0.0
naive,0.96,0.6,50000,0.25,0.56,-0.16381436749225892,0.014916445899824918,0.16444981326465108,0.0,0.017897033960848373,1.0,0.0
naive,0.96,0.6,50000,0.4,0.56,-0.2561711739036983,0.013498733138124018,0.25650438134320874,0.0,0.01790665045190376,1.0,0.0
naive,0.96,0.6,50000,0.7,0.56,-0.44887561875294835,0.01614682127238968,0.4491477996809286,0.0,0.017929305289596156,1.0,0.0
naive,0.96,0.6,50000,1.1,0.56,-0.730390529971784,0.019375732260911344,0.7306314266342296,0.0,0.017970466800971148,1.0,0.0
naive,0.96,0.6,50000,1.4,0.56,-0.9398462533323397,0.012616675094245288,0.9399256415337429,0.0,0.018013101225493978,1.0,0.0
naive,0.96,0.7,5000,0.25,0.6599999999999999,-0.14436345113230717,0.05153718660466137,0.15274450080365742,0.3125,0.0571172850128525,1.0,0.0
naive,0.96,0.7,5000,0.4,0.6599999999999999,-0.23424088010975838,0.07044077993474446,0.2439683881674957,0.0625,0.05719861079922173,1.0,0.0
naive,0.96,0.7,5000,0.7,0.6599999999999999,-0.3805080366301613,0.06226737811754484,0.38525480615973035,0.0,0.057288882582594916,1.0,0.0
naive,0.96,0.7,5000,1.1,0.6599999999999999,-0.648833693910426,0.037777281185015325,0.6498639012449621,0.0,0.05751836777159607,1.0,0.0
naive,0.96,0.7,5000,1.4,0.6599999999999999,-0.8266623812896925,0.06244062889265285,0.8288702237187213,0.0,0.05769477093989426,1.0,0.0
naive,0.96,0.7,10000,0.25,0.6599999999999999,-0.14247639822064376,0.037938889987548456,0.14713573142704597,0.0625,0.04040509094744894,1.0,0.0
naive,0.96,0.7,10000,0.4,0.6599999999999999,-0.23520688873445,0.036464724265612786,0.23784207337363938,0.0,0.04042246931521746,1.0,0.0
naive,0.96,0.7,10000,0.7,0.6599999999999999,-0.40929641075246864,0.0291411622397497,0.41026781951914565,0.0,0.04045810106537426,1.0,0.0
naive,0.96,0.7,10000,1.1,0.6599999999999999,-0.6434245597487647,0.03925229896045767,0.6445460500427551,0.0,0.040696542354292445,1.0,0.0
naive,0.96,0.7,10000,1.4,0.6599999999999999,-0.8338576074820789,0.03853891384739675,0.8346921165578002,0.0,0.04078186702711398,1.0,0.0
naive,0.96,0.7,20000,0.25,0.6599999999999999,-0.1351227011631579,0.029607257960564036,0.13813018220441536,0.0,0.028561780154316624,1.0,0.0
naive,0.96,0.7,20000,0.4,0.6599999999999999,-0.24010715992490558,0.027459364669249677,0.24157470668716666,0.0,0.028566898793105183,1.0,0.0
naive,0.96,0.7,20000,0.7,0.6599999999999999,-0.40063143335435514,0.03245041350628147,0.401861618464302,0.0,0.028623945011076256,1.0,0.0
naive,0.96,0.7,20000,1.1,0.6599999999999999,-0.6533142912920277,0.02420310723693702,0.6537344580992591,0.0,0.028741980469945333,1.0,0.0
naive,0.96,0.7,20000,1.4,0.6599999999999999,-0.8565055404543029,0.03419263629947789,0.8571451488414646,0.0,0.0288387457988776,1.0,0.0
naive,0.96,0.7,35000,0.25,0.6599999999999999,-0.1389352522109255,0.015757565081165274,0.13977047742860504,0.0,0.021589322134552415,1.0,0.0
naive,0.96,0.7,35000,0.4,0.6599999999999999,-0.2260071402429161,0.018490952064082095,0.22671518044068545,0.0,0.021603691535116768,1.0,0.0
naive,0.96,0.7,35000,0.7,0.6599999999999999,-0.4076771162796866,0.019278663401810163,0.40810423769151355,0.0,0.021645569011160472,1.0,0.0
naive,0.96,0.7,35000,1.1,0.6599999999999999,-0.6381187019834902,0.011197262762458521,0.638210796168578,0.0,0.021737506652539127,1.0,0.0
naive,0.96,0.7,35000,1.4,0.6599999999999999,-0.8282875609284751,0.018361205423960563,0.8284783319960302,0.0,0.021817572081541284,1.0,0.0
naive,0.96,0.7,50000,0.25,0.6599999999999999,-0.14526618065701452,0.021685002700385307,0.1467757221951569,0.0,0.01805885310576674,1.0,0.0
naive,0.96,0.7,50000,0.4,0.6599999999999999,-0.231047323904366,0.01728800567504721,0.23165288974525158,0.0,0.018076445541547127,1.0,0.0
naive,0.96,0.7,50000,0.7,0.6599999999999999,-0.4089262869842917,0.014991677062198422,0.40918383603103803,0.0,0.018103127906352014,1.0,0.0
naive,0.96,0.7,50000,1.1,0.6599999999999999,-0.6561878559699136,0.01636968162300282,0.6563792508101189,0.0,0.018173851467108832,1.0,0.0
naive,0.96,0.7,50000,1.4,0.6599999999999999,-0.8249218562486349,0.018805391765274092,0.8251227841986146,0.0,0.018251551567287375,1.0,0.0
naive,0.96,0.8,5000,0.25,0.76,-0.12627331545474058,0.05434987953543977,0.1368000009634665,0.375,0.059187322527840536,1.0,0.0
naive,0.96,0.8,5000,0.4,0.76,-0.18030386797986223,0.0634229964847729,0.19047455607354197,0.1875,0.05932154891280093,1.0,0.0
naive,0.96,0.8,5000,0.7,0.76,-0.3143481969840082,0.058978758380617564,0.3194931564462041,0.0,0.059624254194383004,1.0,0.0
naive,0.96,0.8,5000,1.1,0.76,-0.5496297651392371,0.0561402143177482,0.5523111619926562,0.0,0.0598316015799949,1.0,0.0
naive,0.96,0.8,5000,1.4,0.76,-0.7162209916370571,0.06947769975503237,0.7193733124755997,0.0,0.060452759325018354,1.0,0.0
naive,0.96,0.8,10000,0.25,0.76,-0.10036961567591555,0.039699602981699326,0.10747843771207789,0.1875,0.04189696346531409,1.0,0.0
naive,0.96,0.8,10000,0.4,0.76,-0.18052993677829385,0.03507307868002704,0.18369620673346573,0.0,0.04198272788108901,1.0,0.0
naive,0.96,0.8,10000,0.7,0.76,-0.32164807669107776,0.051039498528628165,0.3254223428845888,0.0,0.042098755550163555,1.0,0.0
naive,0.96,0.8,10000,1.1,0.76,-0.5481341443883061,0.04400555455113993,0.549787684950922,0.0,0.04235203264799727,1.0,0.0
naive,0.96,0.8,10000,1.4,0.76,-0.7111395536464978,0.05383496346660294,0.7130473549114918,0.0,0.04267388845285217,1.0,0.0
naive,0.96,0.8,20000,0.25,0.76,-0.10663833727082153,0.021131739377179496,0.10858349775367092,0.0,0.029621949306018542,1.0,0.0
naive,0.96,0.8,20000,0.4,0.76,-0.1833641944946038,0.022714094202227725,0.18467840227911966,0.0,0.029669204510910804,1.0,0.0
naive,0.96,0.8,20000,0.7,0.76,-0.3411322996838174,0.025780684507086753,0.3420443675173886,0.0,0.029742445671183268,1.0,0.0
naive,0.96,0.8,20000,1.1,0.76,-0.5548552611861188,0.02671326142523955,0.5554577925512352,0.0,0.02995586132320338,1.0,0.0
naive,0.96,0.8,20000,1.4,0.76,-0.703153967536739,0.036003309686628494,0.7040175604889228,0.0,0.03017784533992224,1.0,0.0
naive,0.96,0.8,35000,0.25,0.76,-0.11706961850986389,0.021511592502437706,0.11890804178770487,0.0,0.02241177649417845,1.0,0.0
naive,0.96,0.8,35000,0.4,0.76,-0.18507959178340455,0.016388716071849135,0.1857586025821957,0.0,0.02241480870468102,1.0,0.0
naive,0.96,0.8,35000,0.7,0.76,-0.33217961298627996,0.01925563859362076,0.33270242135466926,0.0,0.022494209129568857,1.0,0.0
naive,0.96,0.8,35000,1.1,0.76,-0.5384738418238526,0.018666480614199444,0.5387770767983752,0.0,0.022672158644502827,1.0,0.0
naive,0.96,0.8,35000,1.4,0.76,-0.7091094713604363,0.027920007426115317,0.7096245829745716,0.0,0.022779214300802257,1.0,0.0
naive,0.96,0.8,50000,0.25,0.76,-0.11919708897283823,0.017595318474576856,0.12040843637306581,0.0,0.018737449739909245,1.0,0.0
naive,0.96,0.8,50000,0.4,0.76,-0.18085944439793755,0.01692045126609788,0.18159996267769038,0.0,0.018767958345034964,1.0,0.0
naive,0.96,0.8,50000,0.7,0.76,-0.33825045915488916,0.01385495822222315,0.338516374041381,0.0,0.018819397850391835,1.0,0.0
naive,0.96,0.8,50000,1.1,0.76,-0.5342896736155379,0.015522502543472903,0.5345010235369848,0.0,0.018959495499839173,1.0,0.0
naive,0.96,0.8,50000,1.4,0.76,-0.6972514832571203,0.01640459886446781,0.6974323783272214,0.0,0.019099058327055045,1.0,0.0
naive,0.96,0.9,5000,0.25,0.8599999999999999,-0.10251559364766771,0.06395499121775378,0.11976663887010754,0.5625,0.06357183776467248,1.0,0.0
naive,0.96,0.9,5000,0.4,0.8599999999999999,-0.1436709748324328,0.04699269439319052,0.15070382461217632,0.3125,0.06378021457531112,1.0,0.0
naive,0.96,0.9,5000,0.7,0.8599999999999999,-0.24707505716346823,0.08604857594259553,0.2607444514370736,0.0,0.06410515235827742,1.0,0.0
naive,0.96,0.9,5000,1.1,0.8599999999999999,-0.3713163345807504,0.05034121117709646,0.37450189321662614,0.0,0.06540119293336881,1.0,0.0
naive,0.96,0.9,5000,1.4,0.8599999999999999,-0.4731688773488856,0.07947405481019665,0.47938518337849206,0.0,0.06655501557596293,1.0,0.0
naive,0.96,0.9,10000,0.25,0.8599999999999999,-0.07394887454293939,0.04130421977834668,0.08407048951294818,0.625,0.04497663171179757,1.0,0.0
naive,0.96,0.9,10000,0.4,0.8599999999999999,-0.10591769491360625,0.06862185678685648,0.1250328251815613,0.375,0.04515288772852031,1.0,0.0
naive,0.96,0.9,10000,0.7,0.8599999999999999,-0.22641031376906753,0.04697927162899249,0.23093449589899698,0.0,0.04546868763895915,1.0,0.0
naive,0.96,0.9,10000,1.1,0.8599999999999999,-0.3652663668812117,0.046058463492547635,0.36797868750131224,0.0,0.04616276170970524,1.0,0.0
naive,0.96,0.9,10000,1.4,0.8599999999999999,-0.4841181038835033,0.046847788323146934,0.48623850533879537,0.0,0.04681127065127282,1.0,0.0
naive,0.96,0.9,20000,0.25,0.8599999999999999,-0.07548368771096525,0.03050677613393697,0.08105728862139598,0.3125,0.03178590121440131,1.0,0.0
naive,0.96,0.9,20000,0.4,0.8599999999999999,-0.11740078065976024,0.03295207880635353,0.1216590227996983,0.0625,0.03191278258982657,1.0,0.0
naive,0.96,0.9,20000,0.7,0.8599999999999999,-0.22465472768493033,0.04151960330829572,0.2282233156118992,0.0,0.032194466612825365,1.0,0.0
naive,0.96,0.9,20000,1.1,0.8599999999999999,-0.3586457119337144,0.027227419659813283,0.3596133281678242,0.0,0.032709818327070185,1.0,0.0
naive,0.96,0.9,20000,1.4,0.8599999999999999,-0.4968196463092814,0.02463236692620442,0.49739178960402275,0.0,0.033163105221933054,1.0,0.0
naive,0.96,0.9,35000,0.25,0.8599999999999999,-0.07062430168807796,0.029987899909151787,0.07636007789466873,0.125,0.024070196929835634,1.0,0.0
