,error,bias_n,bias_p
0,0.19999999999999996,-0.39116192570022557,0.003414138058481143
1,0.15000000000000002,-0.3237285022843309,-0.0016612200191569615
2,0.09999999999999998,-0.2382617777835345,0.0002868524685378867
3,0.050000000000000044,-0.1337933744976486,0.000837101800017616
