,error,rmse_n,rmse_p
0,0.19999999999999996,0.3922120874309423,0.0698587464182974
1,0.15000000000000002,0.3253563841525514,0.06345314987663166
2,0.09999999999999998,0.24051462756609815,0.05159595592984855
3,0.050000000000000044,0.13750810121619628,0.04003493418007906
