code,description,odds_ratio,log_or,se,z,p_two
rxLDA,Antiinfectives - Antibioticsics EENT,1.0421884864534052,0.04132281608346624,0.02294470441338011,1.8009739998816026,1.1444385793095986
rxIDD011,Cefonicid,0.6524382143429762,-0.4270388349308378,0.22753120730234896,-1.876836324976636,1.2179537801021534
rxREX000,"Respiratory Agent, Misc.",1.200621723675293,0.18283952568764722,0.09709190502585459,1.8831593183691155,1.2241800609386988
rxREX,Misc Therapeutic Agents - NEC,1.200621723675293,0.18283952568764722,0.09709190502585459,1.8831593183691155,1.2241800609386988
rxSAX017,Alclometasone,1.3315101653717465,0.2863137607689905,0.14396847047271372,1.9887254468210485,1.3303901332279777
rxRAX004,Hydrocodone,0.3075371513291728,-1.179159381702747,0.5718698825463968,-2.0619364958550337,1.406561266090172
rx3CX,Fluoride Preparations - NEC,0.8771192350074131,-0.13111233803220956,0.061727554388345006,-2.1240488033487575,1.4728076697992865
rx3CX000,Sodium Fluoride,0.8771192350074131,-0.13111233803220956,0.061727554388345006,-2.1240488033487575,1.4728076697992865
rxIDD010,Cephalothin Sodium,0.42828320029463335,-0.8479706192845857,0.39855022923279554,-2.1276380167110154,1.4766814373410007
rxIDD028,Cefuroxime,0.7252299445373245,-0.3212665095345419,0.15011190748413103,-2.1401800491310414,1.4902570454001878
rxIDF004,Troleandomycin,0.7799326798556017,-0.24854767090067256,0.1149481676610565,-2.1622586593424966,1.5143034916331575
rxKAX024,Desloratadine,0.5494447560291643,-0.5988470451712136,0.2656440713264946,-2.2543211379831245,1.616616047386387
rxKAX001,Promethazine,0.7259216802112547,-0.32031314847353887,0.14050192596331398,-2.2797776349142347,1.6454905020101245
rxIDD026,Ceftizoxime,0.6085197608488183,-0.4967258923919232,0.2034167694437077,-2.441912206895922,1.835358731616953
rxKAX026,Fexofenadine,0.6020271676128764,-0.5074527057665514,0.1980113674859407,-2.5627453221976353,1.9836010552877485
rxLDB000,"Neomycin/Colistin/Hydroco,EENT",1.4252714461245268,0.35436228408842146,0.13797221368763185,2.568359777793341,1.9906296691814027
rxRBX002,Cough/Cough/Cold Combinations,0.41339879387660433,-0.8833425493086229,0.34340683313352405,-2.572291707908911,1.9955594150723819
rxIEX002,Retapamulin,0.4994111379058942,-0.6943255988102847,0.26747112323408423,-2.5958899428654503,2.025275219341114
rxSLX019,Tacrolimus,1.8646845248013144,0.623091883184844,0.2304638160420124,2.7036430008225563,2.1637776315358943
rxLDA014,Chlortetracycline,0.42053327982436467,-0.8662316592421571,0.2982079668284333,-2.9047904670518823,2.434743801246016
rxSAD020,Chloroxylenol,1.3562218147370986,0.3047027563300242,0.1041743275065058,2.9249313494343907,2.462770157027189
rxLHX,Eye/Ear/Nose/Throat Misc - NEC,1.483008658008658,0.3940729013104712,0.13255830585977513,2.9728269289088187,2.5300737932141546
rxIDD006,Ceftolozane,0.787709103916465,-0.23862641474606433,0.08012945451021121,-2.978011222023922,2.5374143047533
rxILX006,Nitrofurantoin,1.8643551057382939,0.6229152054895041,0.20691908416523863,3.0104289703508686,2.58356094986634
rxILX,Urinary Anti-Infectives - NEC,1.8643551057382939,0.6229152054895041,0.20691908416523863,3.0104289703508686,2.58356094986634
rxLDB006,Tobramycin/Loteprednol,3.0033666255190217,1.0997338679691735,0.3653019179897012,3.01047931535957,2.5836329458568175
rxIDG003,Cloxacillin,1.0677888291941535,0.0655899955141055,0.021608480570618375,3.035382117671428,2.619370747314877
rxRAX001,Dextromethorphan,0.3099969658728334,-1.171192769057832,0.3817145810629576,-3.068242155687165,2.6669114806146603
rxIDG,Antibiotics - Penicillins,1.069061058916344,0.0667807482006587,0.02161239273864196,3.089928496499039,2.6985257595161807
rxVCA,Multivit Prep - Multivit Fluorid,0.8451615485891186,-0.16822748813559682,0.053737115781222006,-3.130564149004486,2.7582770247330926
rxLDA010,"Neomycin/Polymyx/Gramicid,EENT",3.337261063105525,1.2051504295846995,0.38020599581926123,3.1697302063526442,2.8165008561131266
rxVCA001,Vitamin A-D-C/Fluoride,0.7008756525379519,-0.3554247935054513,0.10405450895727912,-3.4157558097878815,3.1965069927121244
rxLHX000,Timolol,2.273439425184493,0.8212938500680637,0.23563316981205687,3.485476389946012,3.308687204692569
rxRAX005,Carbetapentane,0.24966375252185607,-1.3876402563432457,0.39542655192733417,-3.509223772606566,3.3473508759387016
rxSAD,Antiinflam S/MM Agnts&Comb NEC - Antiinf Loc Misc,1.442985188464738,0.3667140153348535,0.09930007879015736,3.6929881607626904,3.6543629391586943
rxTAX,Antichol/Antimuscarin/Antispas - ,1.58754486830061,0.4621887148817518,0.1222741446263519,3.7799382387349225,3.8044676750841266
rxICX,Anti-Infectives - Misc,1.7833947691767595,0.5785187216520772,0.1476958108107745,3.916960938000239,4.047341826589233
rxIDB009,Posaconazole,0.5642971787871267,-0.5721742535107209,0.14301279349866614,-4.000860618921185,4.199884436802734
rxSAC016,Tavaborole,1.3925310911361677,0.3311230201364138,0.0820849842265911,4.033904900588966,4.260763776501818
rxRAX000,Codeine,0.18887113507455341,-1.6666903214732354,0.4123061246970718,-4.042361298168395,4.276416158579355
rxSAX007,Desonide,1.308618063271251,0.26897166686675505,0.06468403346444764,4.158238941833927,4.493886865148507
rxSAC001,Efinaconazole,1.1214221091150096,0.11459762014979719,0.02742934948001944,4.177919721839352,4.531375864687274
rxHAX003,Prednisone,2.5067521944632007,0.9189879688431564,0.20943348588508173,4.387970552843752,4.94152363273724
rxLFX014,Mometasone,1.487187579371727,0.39688680570364765,0.08976727337778988,4.421286185593836,5.008264053925496
rxHAX006,Hydrocortisone,4.086085216541983,1.4075873519150996,0.30968248471114623,4.545259810957714,5.260684567836925
rxLDA020,Gatifloxacin,0.7186166632778352,-0.33042721604132186,0.07190503890872439,-4.595327685737897,5.364446165164139
rxSAC,Antiinflam S/MM Agnts&Comb NEC - Antifungal & Comb,1.1307851066171826,0.1229121760901315,0.02625778723523499,4.680979969446825,5.544383486456689
rxGJX000,Nizatidine,1.7586265510793813,0.5645331356990044,0.11687532229879807,4.830216718083095,5.865234905206244
rxRBX003,Codeine/Guaifenesin,0.3518519740967872,-1.04454471996492,0.212627452985856,-4.912558116540121,6.046260962529008
rxIDD022,Cefditoren,0.765136972353847,-0.2677004123543714,0.05422755526938969,-4.936612226468609,6.0996803861458195
rx1AX002,"Devices/Non-Drug Items, Misc.",1.908704258808891,0.6464246133127548,0.13065956597472206,4.947395994242127,6.123707853278081
rx8EI001,Nutritional Formulas/Preps.,3.5601822169731734,1.2698117280970813,0.2533709253406221,5.011671036801067,6.267932949992417
rx8EI,Caloric Agents - Nutrition Prep,3.5601822169731734,1.2698117280970813,0.2533709253406221,5.011671036801067,6.267932949992417
rxLDA009,Chloramphenicol,0.7213471430059899,-0.32663478321927075,0.06503312631431048,-5.022590819955631,6.292608027702315
rxTHX,Sympathomimetic Agents - NEC,1.1315309025517668,0.12357149685573479,0.023848173670113302,5.181591620602607,6.657576376338981
rxLDG001,Sulfisoxazole,0.49159565254985166,-0.7100987447999638,0.13622058194613534,-5.212859427371648,6.730599597367086
rxLDG,Antiinfectives - Sulfonamides EENT,0.49159565254985166,-0.7100987447999638,0.13622058194613534,-5.212859427371648,6.730599597367086
rxCBD006,Pindolol,3.7616020700905666,1.324844949125339,0.2518842288702352,5.259737598767519,6.84085071529161
rxICX002,Metronidazole,4.728068625403608,1.5535167946777344,0.2944356817250783,5.276251796575018,6.879910347670588
rxSCX,Antiprur/Local Anest S/MM - NEC,1.794946302278879,0.5849751063278048,0.11007194578420595,5.3144795629818145,6.970768108032079
rxRBX,Cough/Cough/Cold Comb - NEC,0.3897661154260293,-0.9422084237886584,0.17615451003876234,-5.348761286789239,7.052770948768692
rxHAX004,Dexamethasone,1.648772345542731,0.5000309779781561,0.09015741746265758,5.54619899339136,7.534696657096514
rxLDB005,"Chloramphenicol/Hydrocort, EEN",2.2191921475536467,0.7971432321590691,0.14244633923732494,5.596094897398355,7.659092624760808
rxLDB,Antiinfectives - Antiinflam EENT,1.4970546373430325,0.4034996026625967,0.07191997393351808,5.61039695364165,7.69494318195133
rxCBD,Cardiac Drugs - Beta Blockers,4.014182800540297,1.3898337900796738,0.24420518541287173,5.691254212026316,7.899251888196277
rxSCX004,Lidocaine,1.96773231782515,0.6768817720135917,0.11613584995073822,5.82836197694947,8.252013166473587
rxBAD,Antianemia - Iron Preparations,3.180591573646033,1.1570672089391913,0.1914737921124294,6.042953430722183,8.820108444187333
rxLMX000,Atropine,5.396178092986603,1.6856909424314475,0.2724706601630183,6.186687922372648,9.211538686969972
rxBAD004,Iron Carbonyl,3.5789688803698274,1.2750747366831716,0.20033577486051177,6.364688172000087,9.708438468354261
rxKAX,Antihistamines & Comb - NEC,1.2807869979861823,0.24747473117022037,0.03836050522941912,6.451289671243149,9.955059061694511
rxIEX,Antibioticsics - Misc,1.6653435825762872,0.5100314580456307,0.0785887801710567,6.489876251234513,10.06597226993099
rxRAX,Antitussives/Cold Comb - NEC,0.2977177111870784,-1.211609519323692,0.18520895857059452,-6.541851585769125,10.216369083205405
rx8BX000,Sodium Bicarbonate,11.554391891891893,2.4470656150711987,0.368757254532104,6.6359795908995665,10.491664948308065
rxHAX007,Prednisolone,1.1948007672715013,0.17797944953529052,0.026325996252115503,6.7605969335723985,10.861939291834208
rxKAX002,Chlorpheniramine,0.4511636486611123,-0.7959251479545506,0.11548285519663096,-6.892149891854861,11.259984571257435
rxIDD009,Cephalexin,1.3483950518719592,0.2989150347418151,0.042821285802990355,6.980524501693988,11.531540602446992
rxGIX010,Sucralfate,5.477337541565689,1.7006191328172782,0.24348870844564513,6.984386026249401,11.5434753516401
rxIEX001,Clindamycin,1.8104210425404677,0.5935594384139572,0.08371359135349554,7.090359269232003,11.865413674003111
rxLDA005,Levofloxacin,1.4442363507174265,0.3675807048590391,0.050152383171049454,7.329276927985062,12.62790176577051
rxRDX000,Montelukast,1.5473738433438495,0.4365591993738633,0.05877916750201735,7.427107560835736,12.947139844886786
rxRDX,Leukotriene Modifiers - ,1.5473738433438495,0.4365591993738633,0.05877916750201735,7.427107560835736,12.947139844886786
rxIDF,Antibiotics - Erythromycn&Macrolid,0.8253022715969304,-0.19200556993735268,0.025463532801145276,-7.54041363532702,13.321977711574084
rxTHX005,Pseudoephedrine,0.3274859223987444,-1.1163102098727156,0.14454234121944062,-7.72306716810378,13.937763376699733
rxKAX019,Cetirizine,1.7020388683224879,0.531826866742651,0.0687485825685856,7.735823007144692,13.981299595964165
rx1AX,Devices & Non-Drug Items - NEC,2.552380884774831,0.93702660386586,0.12101653249368442,7.742963581564869,14.005701013821522
rxUAA,Muscle Rel - Smooth-Genitour NEC,8.520165491302304,2.1424357645143566,0.2732273103909158,7.841221148241365,14.343687267796184
rxSAX011,Betamethasone,2.875819631855464,1.0563377229601005,0.13460749890379697,7.847539933232528,14.365563754193671
rx8BX,Alkalinizing Agents - NEC,15.106677202686685,2.7151368449332014,0.344428520697775,7.8830197900935355,14.488716622116256
rxLMX,Mydriatics EENT - NEC,7.1517840432769,1.9673618421240648,0.24525803785739933,8.02159985993181,14.974891264498037
rxSAX005,Fluocinolone,2.2613408771600865,0.8159579458242208,0.09977867427421201,8.177678765121723,15.532287946718682
rxHAX014,Budesonide,1.4473951861327208,0.3697655175722584,0.04500947191120948,8.215282292173914,15.668137150015712
rxHFX,Estrogens & Comb - NEC,0.20836884326987964,-1.568445484742981,0.18893717565956047,-8.30141278055892,15.981578381649085
rxHFX003,"Estrogens, Conjugated",0.20836884326987964,-1.568445484742981,0.18893717565956047,-8.30141278055892,15.981578381649085
rxLDA021,Oxytetracycline,0.6780093009114103,-0.3885942729774123,0.04582168324533265,-8.480576125867094,16.643752089523513
rxHAX012,Beclomethasone,2.7715929231272782,1.0194222174149927,0.11846835950086394,8.605016746328445,17.111764273382594
rxTCX,Anticholinergic - NEC,6.530184284906727,1.876435164162214,0.21514056638974163,8.721903059244184,17.557407723139747
rxTCX000,Ipratropium Bromide,6.530184284906727,1.876435164162214,0.21514056638974163,8.721903059244184,17.557407723139747
rxSAX002,Hydrocortisone,1.4403037580320632,0.3648540344203682,0.041225806943199085,8.850136879626493,18.05305080742108
rxTHX004,Albuterol,1.2627638456618164,0.23330284699553216,0.025820723729970754,9.035488293642667,18.781922893432313
rxGCX001,Metoclopramide,4.913445932016875,1.5919755147945769,0.1761162713672139,9.039343738292098,18.797240401792255
rxHQH,Thy/Antithy - Thyroid/Hormones,17.076592941757664,2.8377086919844565,0.3104804205977808,9.139734758542579,19.19833433326522
rxNAI007,Tapentadol,1.9539557271208272,0.6698558958003565,0.07317892594796269,9.15367214157651,19.254360436451364
rxTHX008,Epinephrine,1.861800047140736,0.6215437870202307,0.0665049434238765,9.345828370362693,20.035296648663113
rxIDF003,Fidaxomicin,0.7841820168616762,-0.24311412121332182,0.025871211941663266,-9.397090548425695,20.24630794639739
rxNAH,Analgesics/Antipyretic - Nonstr/Antiinflm,2.226866936156214,0.8005956362234818,0.08513651003935739,9.403669892662712,20.27347230161551
rxHAX,Adrenals & Comb - NEC,1.2730473363903232,0.24141350379384394,0.024823361019683333,9.725254513376271,21.62387189916093
rxIDF002,Clarithromycin,5.096395606662198,1.6285335460774284,0.16536218814018935,9.84828251484435,22.152242203748486
rxIHX013,Indinavir Sulfate,1.524411412499455,0.42160837654127253,0.042730302490176765,9.866730445874932,22.232031680796055
rxGJX002,Famotidine& Comb.,6.675365426981623,1.8984239484030512,0.18709092647542638,10.14706583674116,23.46251986437935
rxNAH003,Celecoxib,2.703111377917482,0.9944034717422813,0.09571779766646973,10.388908813043283,24.55120701697548
rxGIX013,Esomeprazole,10.251178939731563,2.327392717480692,0.21882173490901738,10.636021684264522,25.689611506144747
rxLDA001,Tetracycline,1.6200917936935415,0.48248281041280944,0.04527877733222045,10.655826831911247,25.781987876156627
rxLFX005,Fluticasone Propionate,2.449173008625064,0.8957504200746812,0.08110595019675275,11.044201046923243,27.627593623667217
rxLAE000,Menthol,0.5606256263329016,-0.5787019289649709,0.05200726231066594,-11.127329208526467,28.031069678896504
rxLAE,"Anesthetics - Local EENT, NEC",0.5606256263329016,-0.5787019289649709,0.05200726231066594,-11.127329208526467,28.031069678896504
rxJAX005,Bulk Compounding Ingredient,4.44021371258163,1.4907025087500865,0.13195904752954438,11.296705581451945,28.86237785244262
rx8CX000,Lactulose,3.3700791443174616,1.214936229049174,0.10645057805043374,11.413148254334198,29.441054814023346
rx8CX,Ammonia Detoxicants - NEC,3.3700791443174616,1.214936229049174,0.10645057805043374,11.413148254334198,29.441054814023346
rxNAI009,Alfentanil,12.61047814363298,2.534528067071842,0.21245100606747097,11.929941467384332,32.079854340568055
rx8NN000,Sodium Chloride Preparations,4.119527283672083,1.4157384198058496,0.11689331966415659,12.111371495594222,33.03356568255415
rx8NN,Replacement Preparations - Sodium Chlor Preps,4.119527283672083,1.4157384198058496,0.11689331966415659,12.111371495594222,33.03356568255415
rxHAX008,Fluticasone,2.7652202066871427,1.0171202725579853,0.0838278010148294,12.133448095316894,33.15058317284597
rxLFX,Antiinflam Agents EENT - NEC,2.0828122753372353,0.733719035959892,0.05781483836283294,12.690842986626308,36.17474123775513
rxKAX005,Cyproheptadine,9.484025241982543,2.2496088297329937,0.17103781231913218,13.152698805194866,38.782132970607044
rxSAB007,Clindamycin S/M,1.5792802582289682,0.456969210485829,0.03434581114174825,13.30494739518237,39.661830598772454
rxJAX010,Polyethylene Glycol,4.151875323599461,1.4235601173779253,0.10646706656205462,13.370896403426306,40.045993254942694
rxNGE013,Temazepam,30.66941982272361,3.4232660611791763,0.2543730997202439,13.457657531177778,40.55425053658656
rxSAB,Antiinflam S/MM Agnts&Comb NEC - Antibioticsic & Comb,1.5848266342325128,0.4604750223138063,0.034160656152344114,13.479689039351442,40.68383139168241
rxSAX000,Triamcinolone,1.810779137775065,0.5937572155143293,0.043400972740453535,13.68073520068584,41.87599325434653
rxNAI001,Fentanyl,3.5205577638779713,1.2586194327043867,0.09186142944780867,13.701282902629714,41.99882024200139
rxNGE,Anxiolytic/Sedative/Hypnot NEC - Benzodiazepines,32.66183860478865,3.4862073812666967,0.24656164862411542,14.13929295460479,44.660478324822876
rxTHX013,Phenylephrine,0.35942325535653497,-1.0232546006700012,0.07015168058413476,-14.586316281372403,47.46238775865712
rxSAX,Antiinflam S/MM Agnts&Comb NEC - ,1.5307631747320416,0.4257664180558852,0.027743217739255976,15.346684802658494,52.426752180824096
rxGIX012,Omeprazole,7.916728730159414,2.068978081380895,0.13028247399294765,15.880709184973654,56.06279610169308
rxIHX063,Ledipasvir/Sofosbuvir,17.92492841111369,2.88619239267652,0.17173967580397084,16.80562385578806,62.65219121170028
rxJAX,Pharmaceutical Aids/Adjuv - NEC,4.157683877466639,1.42495815900028,0.08328479786447793,17.109462897646576,64.89761608661556
rxGCX017,Ondansetron,2.3259873692498236,0.8441446238365972,0.047062446630676234,17.93669229441138,71.21348329205483
rxIHX,Antivirals - NEC,2.05019989490293,0.7179372981053006,0.03869341113661662,18.55451036793955,76.12375859158047
rxGIX008,Lansoprazole,3.1561296876785283,1.149346494559677,0.059724011052383154,19.244295121966942,81.80129974606893
rxGCX,Antiemetics - NEC,2.427757215833542,0.8869678747187988,0.04560037499338141,19.450889929030982,83.54186096196761
rxNAI,Analgesics/Antipyretic - Opiate Agonists,3.0466729331512012,1.1140501536288319,0.05488284479526245,20.29869548097838,90.87823408830432
rxGIX,Gastrointestinal Drug Misc - NEC,4.013166224724474,1.3895805119879756,0.05304607912356162,26.19572520621532,150.52620560446763
rxGJX003,Ranitidine,3.2021752506531995,1.1638303446986635,0.036164658507247406,32.18142774569354,226.49296580749913
rxGJX,Histamine H2 Antagonist - NEC,3.152739901596799,1.148271884802741,0.03456787185386394,33.21789347221238,241.2258748217511
