code,log_or,sig,group
Z55.9,0.7603669879893573,1.3525766256914586,Z
G57.90,1.7416716158196257,407.8099179301494,G
Z90.89,1.3407711970068052,116.80051736154522,Z
S00.01,2.2214940416741205,27.468151686950158,S
T82.6X,3.678841329726423,30.949264209703482,T
S20.00,1.7493593171898314,22.609732864365835,S
T40.7X,1.916765708071586,2.171126372477841,T
S74.90,1.2406819037963763,8.88131238695043,S
L64.8,0.792714557908728,5.871986407985371,L
D04.72,2.238452680974687,27.395165005374174,D
836.53,1.0528552388618504,0.2330500533886401,8
M54.14,1.4892053471621212,2403.452021033119,M
S50.01,2.185016350174127,27.667257900831473,S
M67.35,0.8774354676400087,0.5446318450652139,M
D07.4,1.0454033458374532,3.1158937214611977,D
H53.60,2.0935335268326636,4.355261857997516,H
B00.0,0.8825461844590297,5.599328525735766,B
R29.2,1.6917993957386874,28.86119601469087,R
B97.12,1.3364319477130202,1.088715535651707,B
Z88.0,1.2130686439810263,183.2410870437394,Z
F45.21,1.287791287828169,2.2984925163823697,F
A18.13,0.7423842749593561,-0.1937803383639283,A
F64,0.4095091918553724,0.14758678802943642,F
K40,1.2908654367067143,689.9418130145107,K
I21.09,2.373543905219173,267.7110051557566,I
H18.12,2.5989786711174343,5.770656621201591,H
T25.29,0.4867127209658165,0.892281762916125,T
E10.59,3.0619063742562047,9.63770848747654,E
F51.8,1.2867149207409045,43.11718579856667,F
H73.22,0.4118439676551161,0.09019497356553606,H
M84.58,2.561353743547535,3.1135121414493825,M
H18.02,0.8042497452872651,0.23408734865395844,H
D39.8,0.408669435718222,5.049360966781205,D
N30.91,1.5192497560110632,30.44537898256772,N
M16.52,1.5933740704362673,3.0679771485358245,M
825.21,1.009330068236075,10.469188162647626,8
C85.89,2.453501312854761,8.472152192598752,C
I71.9,2.567891189056267,328.0578259334332,I
S62.65,0.7862604797889641,1.012538373829838,S
J85.1,2.4069373598753527,18.95808824160211,J
T85.41,1.5118383302974023,1.967219110041304,T
D51,1.9308866842725005,1478.9114947219696,D
M54.42,1.2256316542719554,143.8785876597841,M
R92,0.32712215782922793,52.38450318544243,R
S82.25,1.8471705554222637,6.5323763680493165,S
C84.90,1.7076888673580721,0.6081221709310933,C
Z93.4,2.1134180787840986,8.781255670739965,Z
N21.1,0.7334557293170421,14.590949270696434,N
K27.7,1.5474620049901011,27.80439148410204,K
D23.0,0.7867071286482457,29.89738831781298,D
Z14.01,0.6268468609368272,0.27605448666655674,Z
N60.32,-0.024135644098818576,0.1957904400759265,N
Z38.68,1.3541459492228416,0.4086589600641757,Z
L81.6,0.5300686244109724,0.4331758935912842,L
M05.89,1.4127701032595417,19.228233241698113,M
T26.50,0.5499670486732422,0.7245771626538984,T
A30,1.287845860158774,2.1883621480907207,A
L24.5,1.6178427732634901,4.650230847238405,L
S71.12,2.1951195620592308,32.86256493658013,S
E94.68,0.0422069890390957,0.13463729730413174,E
F07.89,4.321715644868722,4.954859920240329,F
G58.7,1.8011662797409616,13.123673920776868,G
C34.01,3.4670230339788035,3.3407461210259495,C
A63,-0.6033655300756111,3.9846907378610403,A
D68.8,2.58315202643722,678.354964664785,D
B96.3,1.5367895017567579,6.191209226984608,B
N44,1.1969099629103501,8.379628853347503,N
M06.08,0.5620334756740503,0.2378719402052847,M
M22.2X,-0.012793044901962425,1.9827174636896243,M
L29.9,1.5373157527360841,773.1481766435368,L
Z45.01,4.320056494020975,524.8874597604092,Z
Z01.89,0.5803562781244733,84.55466505240865,Z
D56.5,1.0133327732981037,0.37326496977574886,D
C44.79,2.067461187830483,7.943022101430801,C
S46.09,0.73700852823476,2.7702331284471686,S
N27.1,2.4369321562859,13.960398228460177,N
Q22.5,-0.038896127247901105,-0.18219432380367262,Q
839.20,0.219881176747024,1.2376825504468767,8
S02.91,2.8624903814077247,21.21979559438532,S
L66.4,1.7924073200747181,1.546498639712901,L
C44.69,1.774698017017838,9.948609245473335,C
R15,2.6852016588956684,278.4581078403214,R
M85.42,0.004108388524056674,-0.08534016946859511,M
D37.8,1.59954680531005,52.62812747260962,D
H21.1X,3.691945351334464,19.18930905517313,H
T23.27,1.5401757421585747,4.006654700209567,T
T81.31,1.5822873089564402,208.5994893022699,T
H66.00,-0.06013205279366679,1.471959832439115,H
C82.09,1.952549461084056,1.3970766173879985,C
J84.81,0.5996893356987416,0.24231165877924832,J
R93.5,1.531297729681914,472.3967471041961,R
H05.24,0.9802687997131672,3.7516145163259886,H
G83.23,2.711140076018651,3.3770204990781005,G
H61.31,1.9080642471197842,1.6063463980884247,H
A79.9,0.4847086922066844,0.4263495723712642,A
S76.91,0.8900009902524826,155.780365676113,S
Z86.39,1.0970525381218421,45.87487503252515,Z
S53.40,0.7415093087291792,2.618044428902993,S
T20.13,1.5644558319585895,0.6250658096725124,T
K92.81,2.1145080749496983,3.8944695019508275,K
H43.01,1.360944367900324,4.228515687820363,H
Z93.3,2.0282827980680054,140.65378533977997,Z
Q84.6,0.41339202265324937,0.40826970600104884,Q
C72,1.661783073743297,12.057979532801557,C
H57.89,1.3535336444290835,27.44886473105477,H
A58,0.9057127881957088,2.63522083752459,A
813.50,2.6037842176813304,2.093603833815763,8
L49.9,0.6959331871336516,0.07633881980150689,L
R43.8,0.5442946908492963,3.0915094133639176,R
N81.82,1.2325084780994597,14.208646012584168,N
S75.80,2.8887333435925977,2.8309366640054856,S
N81.85,0.7828094176263789,1.2499103686067334,N
D21.20,0.5352243148270622,14.908067783538188,D
M24.82,0.6048812403077914,2.3597504535150247,M
Z98.86,0.09444538069670594,0.13962096577793118,Z
M88.85,2.6929658682270663,2.143633588688235,M
K31.83,2.103006371964521,4.1600966504608525,K
I47.9,2.2364109198772995,108.85289348137864,I
L25.2,0.8454481159064156,122.39183924075093,L
H02.10,4.035233448830269,141.83524970950862,H
C91.30,0.643901668680515,0.2536538433005718,C
K06.8,1.5792405316895568,8.151793661560514,K
M75.12,1.3830775887363116,526.4194818947808,M
H00.14,0.8924223599135545,19.064895190170418,H
I23.3,0.9450253823265778,0.15575347681942395,I
K73,0.3861223854373298,1.6842494644662802,K
Q83.9,0.8461384540720052,0.34498184768746787,Q
F34.1,0.9798338595621341,471.4890003695329,F
T22.39,0.8990303000241034,0.839299123550802,T
S04,1.6631340397254566,14.54203308539117,S
H11.05,0.0007521932276031706,2.526919821710662,H
S63.39,0.5945368461208682,0.5253941313831,S
H26.10,1.4421293311293064,8.815545050376453,H
H65.05,0.40917667288257986,1.0292094002314,H
H16.13,1.0233766532853588,22.019653888127966,H
S01.51,2.293251691519395,66.05032256331798,S
T86.41,0.479876335613083,1.6635831495334765,T
K28.1,1.3519853524893426,1.5102111044618214,K
M1A.09,1.5970665176496976,17.697201060253743,M
S77,1.6252712861670924,7.96771434262848,S
I11.0,3.356026788413665,856.7229543505541,I
Z63.6,1.373054571129085,11.292923425094404,Z
B80,0.6476255975860253,1.4912303411310053,B
C78.7,1.07920736952964,28.018877861114586,C
C82.92,2.6542844260338216,3.272075323097206,C
D46.4,2.7051731581072715,7.6089565201062985,D
E85.0,1.5672074440646342,0.9275071541179954,E
Q18.8,0.609519861410439,0.5819244566397535,Q
L27,1.2399982243929069,185.52473834536616,L
I21,2.544451583021544,1733.8294454218728,I
H34.01,2.494019992235399,1.6823895976769527,H
J98.8,1.3441073369364684,194.28327185324778,J
M26.34,1.4081137061991256,0.6413879619175175,M
R06.09,2.281024351870516,671.1585806873683,R
M50.80,1.9979297369718712,5.573931991765191,M
H40.9,2.9075151521506104,838.1447440061924,H
N43.1,2.0143025072859926,2.371602063365092,N
E83.2,0.8384582357304479,0.19222310617027683,E
M92.70,0.09227018963924244,0.6021922586951605,M
C82,1.8237279462923517,84.99145467225446,C
N39.49,2.2560079573829896,147.95605843988616,N
N94.19,-0.8373670584776313,3.071155543719391,N
R14.2,1.5383014366366876,28.587304773928437,R
N05.5,1.403648448438083,4.088796707558447,N
C50.12,2.700055735892052,1.5724263206909062,C
Z77,0.754930835840172,121.26448017899412,Z
H35.53,0.6928673583228255,2.324348821488962,H
N64.89,0.09707179825422604,12.103552632178632,N
L66.9,0.01746987458541603,0.2535175028276073,L
D23.30,0.8534014750019534,360.1582598728932,D
S10.83,2.013870401808494,0.9873321383430862,S
L57.9,0.8732252235147725,481.14330680536864,L
Q99,1.683288044526201,8.337560801649785,Q
T65,0.8606853746695036,19.1665994932616,T
E05.31,0.8769375581811539,1.0759212776030216,E
N60.21,-0.10491525726894474,0.06156811191611795,N
R06.6,2.104904290662343,50.5129627134311,R
E24.9,0.8787544138279322,1.5540447729129967,E
R80.2,1.5137396637563014,3.303050361251687,R
H74.91,1.6843163450541834,1.485230662728786,H
S43.91,1.6242080117772035,1.9401870464326383,S
N46.01,-0.9229363924583496,0.8693445807124004,N
K05.4,1.3045980678932132,1.1699698230532016,K
H95.01,1.3451061818795698,0.5232803657017999,H
C16,2.085327335612403,56.06615010526872,C
C34.11,2.9969066638298596,27.293491560162092,C
H65.02,0.45737929870903715,7.4039077331001675,H
A05.4,0.8346102719901232,0.6331460931228183,A
Z68.41,0.8436584316392393,45.348751479244854,Z
S38.00,1.6111904999302447,0.7974704871749149,S
K38.8,0.432332150794712,1.872018148369615,K
G93.3,1.465625322751716,20.062530283591737,G
H52.6,1.4295508079337307,14.703206022650397,H
C24.1,2.416359195758611,4.941202938771903,C
B88.8,1.7777935301875853,3.10055748849225,B
H50.69,1.1232321046444662,1.8908324559404892,H
I74.5,3.124042035909589,58.47909957382125,I
Z92.22,1.1983740516237358,1.749008149047645,Z
K65.0,2.4020723686581142,30.729153532783414,K
I82.81,1.9748076498140534,111.49740931010749,I
D89.89,0.43354412503809286,17.71259886381849,D
R63.1,0.45199507347162404,9.18562559658604,R
H44.52,2.336426787574088,22.05998620998792,H
M13.13,2.019294033460136,3.9870300735931297,M
Z94.1,1.4397959595841816,8.779846159172099,Z
E83.00,1.209114377665427,4.167615750752422,E
H71.13,0.8989507088088896,5.507939379413851,H
R56.01,2.9788188533050035,7.03506426800459,R
B40.9,1.486918509869231,1.9406833704241975,B
E08.29,2.4024344952175056,3.2946899289245244,E
M99.13,-0.5052051860255062,1.143813928806747,M
H53.41,2.338611560106699,69.2165944650014,H
S76.02,0.4553181713906017,0.16900726056529006,S
L95,1.3494963342926198,31.717563984342195,L
M35,1.5346520238752475,574.994001878146,M
M90.81,1.62460106138697,0.563645879836752,M
Q15,1.1115610674911958,6.868134569253532,Q
M24.9,0.8529334631346858,62.129734602430084,M
M72.4,0.23895049101639246,1.1552784878912683,M
Z39,-0.999329813794675,1.4708830868998475,Z
Z12.89,0.291768217993825,11.533009410111044,Z
D41.00,2.390376150264553,102.50949867075788,D
G60.8,2.3683644797032013,254.61938057889776,G
J68.0,1.053959909080878,2.853216921353749,J
S31,2.0068994549140733,677.5454407248893,S
Z44.30,0.01279578496742692,0.6395460507812005,Z
H02.02,2.8104720377428634,13.736557921901168,H
S23.11,-1.2257949711995288,0.9257883106663005,S
C90.02,2.8625307074144146,10.785750512646878,C
Z18.81,0.4717611623634689,0.4277281239930031,Z
Q07.00,0.16944613677721504,0.2888582544305481,Q
S89.90,1.4207094310265784,13.322245631358234,S
E00,1.2862936688597117,22.213483365259304,E
T79.8X,2.1336859289239687,141.12945822587486,T
813.54,1.848942000729655,8.994733634718033,8
J33.9,0.5592882817107786,13.081961222712799,J
A41.2,2.794283160827961,25.767048053361687,A
D69.59,2.1306885856835,69.48312720556024,D
C47.0,0.7373400121670746,0.3297855537304095,C
I25.2,2.31331177634631,1752.8869942107597,I
Z53.1,1.8767053463132803,4.722048196595026,Z
Q82.2,0.1754389732437406,0.38626721486314125,Q
M12.56,0.8917425672184985,13.588347070091565,M
M24.11,0.6147703785243361,8.590457121862832,M
H18.03,2.304227828097325,1.919498988753983,H
Z46.2,2.7122082585138063,29.85801668571745,Z
I82.42,2.450153083759587,15.254596475145318,I
K94.20,4.07113161051082,12.79088048185675,K
A02.0,1.4381595822267508,8.016716740488956,A
H02.53,1.7999304001617236,49.93316282431822,H
H10.43,0.8626094489656626,10.859084370976317,H
B16.9,-0.10378222162124466,0.31650432884539303,B
Z94.0,0.975479230559876,16.123514573942398,Z
K51.00,0.9338140890495737,23.46919451364532,K
R47.82,1.195304462799171,2.262389769967096,R
C67.6,2.5728034968983255,17.9180284913551,C
H34.9,2.455481096177967,71.726121534101,H
A27.9,-0.11792636091236734,-0.14733736759571361,A
C62.12,-0.4516004858917131,0.3703612838767035,C
H18.40,2.2592343146474185,43.2217476871738,H
T62.91,1.455125584228646,3.7809764260230336,T
I31.4,3.35518838314137,19.144159377192874,I
S72.01,4.7310653768492195,146.99693538301233,S
S63.50,1.1925061007198867,214.76194373709154,S
F12.99,1.1615642406773556,0.43967572706457275,F
C69.01,2.096014994852394,1.4103443487856728,C
K25.2,1.9478234926291187,5.618630621150233,K
Q55.23,0.6334968146975988,0.22728232446233437,Q
H21.52,1.8154530737696757,8.277408688416331,H
H21.30,0.4974844035250886,1.1583727912241863,H
M71.22,1.2157550244671593,36.30244253504139,M
823.32,1.1008715146212964,3.5341325427380434,8
H70.13,2.800999200058155,3.592579918860916,H
S42.32,2.2830229784704916,4.340422633810221,S
T19.9X,1.6182507359152418,1.53211206244357,T
D31.62,1.320819423577852,1.4105483180553802,D
M71.50,1.2192646594088046,279.3865066521609,M
A41.52,5.287023671049823,7.1772879898606705,A
K14.9,1.4332445844645931,15.951666873272774,K
Z46.3,0.8651890267571325,0.5598060419255029,Z
Q61,1.9249530897184541,622.258424337716,Q
H50.55,2.354171478014494,6.429074527374628,H
Z01.01,0.5377473684492944,3.2171759033936707,Z
824.8,1.20160030682572,259.30906729081994,8
E78.3,0.7145466074607331,26.250154412089383,E
H69.80,0.551120661199568,189.21256699979483,H
S32.51,4.223836277459252,22.444247446233245,S
C75,1.7162989919870348,22.479482775881692,C
S66.22,-0.3456000435253883,0.312503214958489,S
I05.0,2.8082227060506195,105.76603250735894,I
M31.30,1.2595370158218926,8.071104542835041,M
D13.39,1.1737473540869345,4.210564501604229,D
N63.42,0.6214257389809266,2.3096346267581156,N
I25.11,2.7552668598504284,596.3002377178541,I
C65.1,3.053780365314473,4.370247070503137,C
G71.00,2.1693835002376223,2.912072312014894,G
H61.00,2.0512028215495977,125.87403137095956,H
S88.92,0.8728364846954472,0.40875525352509334,S
C78.80,1.5771299330543957,0.6151926498444369,C
I28.9,3.467207580752779,15.54670052535289,I
M00.86,3.109648837973372,8.219162236570495,M
G83.21,2.904701843232614,7.0291260199955685,G
T17,2.414203189889736,209.45129833087964,T
N90.6,1.0858434363461402,3.606047610206648,N
M00.07,2.230515587833751,9.451331166823248,M
M24.20,1.0633778808214762,18.402672395068635,M
E92.7,0.17769885760363102,0.000822500203336074,E
M76.02,1.1977370140096857,8.415151566203821,M
F19.97,2.5553531545313937,1.8451500834988803,F
C77,1.0313510779585515,105.57284163842228,C
E25.9,-0.2481677198091508,0.3069227110353077,E
M48.14,2.522096601211232,2.646480520140526,M
J93.12,2.5293629785259775,3.4634975369653658,J
C84.10,1.4090462117240505,1.5212191491354643,C
R04.1,1.6844069380213866,5.582064103774612,R
T38.80,1.8925620336770699,1.3267290036026933,T
R19.30,2.116991350622397,14.472071699055315,R
L74,0.8679002891299513,40.65314490986692,L
I05.1,2.513177414688257,101.8541662552945,I
L23.0,0.8463378387115125,5.633443251072549,L
E92.72,-0.347557301978212,0.36104008426108947,E
T49.0X,1.903070079645424,3.3461333604936216,T
T63.48,0.7045847528625534,2.8866947434001027,T
M12.11,1.4263788247171534,1.6137644423617912,M
D01.2,1.8149989122193362,11.491982245056036,D
M86.13,2.6829690953752747,2.105401964025594,M
C91.00,1.5728521529298534,13.66009191045909,C
G89.4,1.740058472753578,740.8430402527711,G
M13.86,1.9114647451383495,32.569906836761525,M
C57.8,1.5539643373453278,0.34082131192819354,C
821.11,3.6408594845518896,3.5059238486833357,8
Z68.34,1.2794494503724327,108.30560444458412,Z
S64.30,0.24187601411914694,0.36888273463469173,S
E95.04,2.7784955760878685,2.418321573401766,E
C46.1,2.4840967890907524,2.1567968728563707,C
M94.20,-0.1543949017671976,6.7317628684431,M
R10.81,1.4726223007921768,179.68611724416212,R
B36.2,0.8731605522455758,2.208830139490915,B
831.04,0.7001037157486343,10.68104789041258,8
H72.92,1.161153932492293,10.559621369140876,H
C31.8,2.077205844916917,1.448977110211437,C
G90.3,3.4436589122564754,6.3965041624408245,G
T65.0X,0.19623446499461075,-0.2869377628060194,T
D41.8,2.4768611692789726,9.965552426697181,D
Q25.0,1.489924957832839,3.4047614000718807,Q
E09,2.6093092543953205,46.01271011442423,E
T82.86,2.7695327357065387,27.522640616368964,T
D21.22,0.9364876557955641,2.9750873685019616,D
G54.5,0.7444220428065468,1.7884717319601764,G
T81.89,2.200676592855208,394.7240658413917,T
G44.1,1.3389227862529731,19.062933957898554,G
K14.4,2.5819433901050743,2.3215589374725982,K
G44.22,1.051713301345764,31.21476752329808,G
J15.0,3.0005648439390593,27.953588095657167,J
T48.90,0.410244321525042,0.06831494502484739,T
K62.81,1.1496168839853005,1.8838625126291568,K
Z79.01,2.217581789764595,3113.3787374209696,Z
B02.1,1.9147818660664702,9.459569431662857,B
S72.04,5.244399282881743,12.383500835200744,S
D84.8,1.3206338864507863,1.428678554267654,D
I83.90,1.1260275993639506,258.87129125035983,I
N00.3,1.2984531639493875,2.0880169989943136,N
M20.03,0.8655463119590421,2.5649210780605256,M
M80.88,4.246014001981686,16.532964459138952,M
K57.12,1.6286978705432966,33.64816441847521,K
T39.91,1.5505141051206355,2.2352937805293154,T
A21,0.4703775126925761,1.3975383947808644,A
S63.8X,0.5720477543315169,8.161505095986987,S
S50.86,0.9672643175669803,20.718790682027308,S
N60.09,-0.11352280737870735,7.251935325474953,N
H50.40,2.004122280266385,4.581396784995163,H
S36.81,-0.16346019832434683,0.4855693832020793,S
N80.3,-1.5150694905539865,7.34063821127319,N
L02.11,1.377449936575182,10.441154399777101,L
E11.22,3.501706796262312,518.2764707517081,E
Q18.0,0.40684376103667386,-0.20937794355497255,Q
820.00,5.194831272957417,35.343762455361954,8
K71.10,0.398570143765171,0.1687077839725776,K
R07.0,0.6500763081765599,72.45114776230811,R
M88,2.218797547347696,54.813214730028825,M
Z22.33,0.9337807723579805,2.068316617423974,Z
Z95.3,3.2266543859560044,91.58333606523664,Z
K22,1.43941613987737,1619.073749952691,K
M51.36,1.8126268857882368,4800.87063013832,M
S47,1.7145704748647672,5.309793983982428,S
Z22.4,-1.9757335945458752,1.559874192538188,Z
Z29.11,1.3711059920260926,0.9548418704251269,Z
S43.08,2.3155679744191366,6.793167876253318,S
R44,2.840506092478407,168.174689923131,R
H02.59,1.7923268272053425,8.229128746529334,H
H33.31,0.3822497499531,25.34419844840658,H
Q78.1,0.8889442781007542,0.3963344390464268,Q
K91.2,0.280887164275017,2.590639646293469,K
L51.8,1.0030813828739769,2.451240243931015,L
J02,0.11976122835304238,0.1825496680425377,J
G72.81,5.481456571246317,19.130548209689707,G
I77.74,2.524733376500315,8.08847470585458,I
G57.83,3.0946274929333963,2.7904673855414535,G
B77,0.546145343592488,0.4663443883276193,B
M76.89,1.2441621198490076,387.2705206424947,M
Z96.7,2.0767215273836683,18.669096776481858,Z
H31.10,1.3374874440979252,22.47828566372253,H
M53,0.8887865474878711,558.5347862364923,M
S71.13,1.2431564187127107,1.5063508041962848,S
S63.25,1.0407159779545327,4.149398594063193,S
B35,2.431478983067605,8824.471804665538,B
R97.0,1.8255134843476215,31.17087094948804,R
M54.10,1.407939249133883,84.16249134599687,M
M00.84,1.5573752339725928,1.286201636511123,M
Q13.3,2.007407686149427,2.9108689548259172,Q
E09.21,1.1251191534561904,0.6709879678707744,E
N03.2,0.6706320866917221,1.379728840436424,N
H35.62,2.393516571094643,43.59996600690668,H
C03.0,1.7809147148448643,1.8979364409737396,C
H31.11,4.416537210760027,5.271088014209604,H
L13.9,2.2143200314036373,16.83824667517532,L
Z78.0,0.34336430327736606,120.8902016693362,Z
H20.81,2.734830935679596,5.148542990312738,H
M06.4,1.058010762738077,206.92281730070323,M
S30.82,1.428265326423428,1.8908922631483596,S
G44.30,2.5253452005259174,70.71254178795797,G
E11.8,2.037796566015746,812.2057330431273,E
E29.8,0.14531597464503038,0.8799299995983092,E
L43.2,1.4647228846529927,1.943923189035251,L
R55,2.7573663091463665,5790.349143870141,R
I70.24,3.832503218633138,27.256748613967055,I
H92.13,1.7217647263856717,3.7000229680615995,H
N81,1.4033142668607745,716.8423712712695,N
N77,0.5559514703421014,4.754725629454668,N
H44.73,2.3602067977388073,4.699689655653341,H
E80,0.6214409264313799,32.54631115993938,E
J21,1.3026053022306099,95.64000730579127,J
J98.11,2.544764147891145,3304.5791044556554,J
S39.82,2.5426217720027564,828.7102863501075,S
M25.87,0.7641511433720949,22.37070858063387,M
T56.7X,0.662042813825743,0.506002705225971,T
Z96.61,2.7139811649882346,191.04873063890656,Z
E34.50,0.31033696516013043,-0.12569992064182056,E
B25.8,2.109717941263703,0.9321069908002746,B
N48.0,1.5614557155225592,20.19483503552945,N
M85.50,1.2502722687255183,2.496636096375191,M
I28,3.154077585725927,48.12843987108316,I
E78.01,1.300788397378176,58.612486991952636,E
E55,0.6210143013662658,956.7665223366329,E
S51,2.834097787525732,592.8656466780495,S
Z00.01,-0.09382125012273895,23.523591666714072,Z
Z85.6,1.8808426146760204,22.661684919821848,Z
H43.12,1.390390797845497,23.329497563790724,H
M89.30,1.4711144018301294,248.11812641094642,M
M23.24,0.36415364880242895,0.813134506713195,M
C84.61,1.3284968004478703,0.886065668530706,C
H92.21,1.825252378136345,6.900706324169804,H
M24.52,1.429515131678165,15.09486672010111,M
S60.57,1.7489935197021598,2.4285773670158664,S
R23.0,2.685398264609241,34.23536802366597,R
D24.1,0.45580808024210406,33.7431156552928,D
T17.1X,1.1576010398951055,1.132848253748857,T
Z83.2,-0.585344575724473,4.193995976081206,Z
H53.03,1.3110152567249123,24.159009615547884,H
D12.7,0.16559791103470536,1.3187645648957804,D
A51.39,0.2247954609635106,0.17905989218989676,A
C60,2.2725390313176463,8.942870736077802,C
C63.2,2.186721604581438,2.4351671686899263,C
Z15.81,-0.13821738801958033,0.036435261666038,Z
T36.91,1.1248413626919969,1.5855954319833658,T
K12.0,0.982255167083484,54.876268450910096,K
F60.5,0.7993404793857232,3.493128702473995,F
M24,1.2117819974318236,619.1098018526775,M
Z80.7,-0.03015857587065668,0.49568288420005086,Z
J96.01,3.129605149428996,269.57693694248815,J
L30.2,1.3765535853034385,2.8060131842631457,L
K60.2,0.1417026656946641,18.137423696179145,K
F43.20,0.7903028611035665,64.77382811114629,F
A15,1.4999746205779965,36.75264420751575,A
R03,0.5221514548906552,318.75162551686304,R
N13.8,1.6900818813661576,241.47565315191693,N
I63.8,3.910996352941353,49.44782239830051,I
R92.1,0.3410115082911029,28.161070996365424,R
L89.11,3.831185959373078,9.780410103203971,L
H74.20,1.162961690713144,1.4559437138350715,H
M70.91,-0.030835967150243747,0.0856589346642206,M
J11.2,0.09967019963649125,1.371708678600769,J
C85.99,2.91979463779848,7.327633905944166,C
F52.5,0.5388778211660606,0.22207637340589492,F
C23,2.372896368683884,7.159088240423003,C
C44.50,1.4068841321146186,34.47609341964405,C
D48,1.0283183664182058,3009.5533137207744,D
I77.81,2.1794578652600047,303.11151098537545,I
M01.X7,1.592705636102616,6.849405091901715,M
