code,description,odds_ratio,log_or,se,z,p_two
rxLAE006,Chlorobutanol,1.2500060215426712,0.22314836853674383,0.6708275743028667,0.33264638647068545,0.13111983475315772
rx2EX000,Meningitis Vaccine,1.1333442530286095,0.12517277793283316,0.35425955323358427,0.35333635124385576,0.14035964318590888
rx2EX036,Haemophilus B/Tetanus,1.0645366471552786,0.06253963139599453,0.1768903180417476,0.35355033609716646,0.1404558905093404
rxLAE001,"Anesthetics, Local-EENT",1.3333397562812415,0.2876868896511093,0.7637689229943768,0.376667446121302,0.15093654748875707
rx7AX000,Penicillamine,0.7499963871092056,-0.2876868896511095,0.7637689229943768,-0.37666744612130226,0.15093654748875707
rxIAX001,Paromomycin,0.7499963871092056,-0.2876868896511095,0.7637689229943768,-0.37666744612130226,0.15093654748875707
rxIGX007,Rifapentine,1.3333397562812415,0.2876868896511093,0.7637689229943768,0.376667446121302,0.15093654748875707
rxSLX029,Aluminum Sulfate,0.8571345987487156,-0.1541603146668384,0.39341014171152844,-0.39185648340473606,0.15791256535157633
rxNAJ000,Dezocine,1.081653499792516,0.07849088864884661,0.19820626730071958,0.39600608859537134,0.1598308140496695
rxEAX010,Azathioprine,1.111127170492279,0.10537496899642734,0.26529230280850224,0.3972032655334553,0.16038522838473993
rxNAH026,Oxaprozin,1.2000115617517981,0.1823311915407054,0.4281856701012824,0.4258227312875208,0.17377158668873258
rxSKA003,Methyl Salicylate,1.5000072257815886,0.40546992528428755,0.9128762061120772,0.44416748138411494,0.1824865234789762
rxNGX019,Lemborexant,1.5000072257815886,0.40546992528428755,0.9128762061120772,0.44416748138411494,0.1824865234789762
rxNGC003,Butabarbital,1.5000072257815886,0.40546992528428755,0.9128762061120772,0.44416748138411494,0.1824865234789762
rxNHX009,Tetrabenazine,1.5000072257815886,0.40546992528428755,0.9128762061120772,0.44416748138411494,0.1824865234789762
rxHNX000,Somatropin,1.142873660600296,0.13354584554533772,0.29882327480679616,0.44690576941063787,0.18379643013804586
rxKAX016,Carbinoxamine,1.0689964270876608,0.06672028974327297,0.1491863916732171,0.44722771959938107,0.18395059508383124
rxEAX013,Cyclosporine,0.9735674211503974,-0.02678820012177733,0.059767748507189015,-0.4482049398021941,0.18441873351331028
rxSBX002,Alitretinoin,1.0612705327892522,0.05946680619642189,0.11498964636459681,0.5171492223558192,0.21820730261545765
rxGIX022,Prucalopride,0.812488257539262,-0.20765381714204922,0.37340689847976893,-0.5561060012213456,0.23796818919419926
rxIHX071,No data,0.812488257539262,-0.20765381714204922,0.37340689847976893,-0.5561060012213456,0.23796818919419926
rxCIX027,No data,2.000009634329041,0.6931519977128634,1.224748804574161,0.565954418672708,0.24304094034116727
rxMBX023,Etoposide,2.000009634329041,0.6931519977128634,1.224748804574161,0.565954418672708,0.24304094034116727
rxIIX012,Delafloxacin,2.000009634329041,0.6931519977128634,1.224748804574161,0.565954418672708,0.24304094034116727
rxGCX008,Dimenhydrinate,2.000009634329041,0.6931519977128634,1.224748804574161,0.565954418672708,0.24304094034116727
rxMEX001,Abemaciclib,2.000009634329041,0.6931519977128634,1.224748804574161,0.565954418672708,0.24304094034116727
rxMEX074,Copanlisib,2.000009634329041,0.6931519977128634,1.224748804574161,0.565954418672708,0.24304094034116727
rxQCX008,Natalizumab,2.000009634329041,0.6931519977128634,1.224748804574161,0.565954418672708,0.24304094034116727
rxIJX000,Sulfadiazine,2.000009634329041,0.6931519977128634,1.224748804574161,0.565954418672708,0.24304094034116727
rx1AX003,Ostomy Supplies,2.000009634329041,0.6931519977128634,1.224748804574161,0.565954418672708,0.24304094034116727
rxNCM002,Ethosuximide,1.4000134883855366,0.33648187113589845,0.5855482707444609,0.5746441206428606,0.24754281109232237
rxSAC028,Naftifine,1.4000134883855366,0.33648187113589845,0.5855482707444609,0.5746441206428606,0.24754281109232237
rxSJX004,Anthralin,1.2727456666005363,0.241176509041447,0.4029234383279723,0.5985665913163725,0.26006238467402915
rxRDX001,Zileuton,1.1613182977952268,0.1495558234489219,0.2450417884465647,0.6103278318242236,0.26628553105328856
rxTHX013,Phenylephrine,1.0213426018454776,0.021118038083037815,0.03425360412603363,0.6165201771275087,0.26958011644255087
rxNMA000,Lisdexamfetamine,1.088282498779483,0.08460076434411928,0.13719537076368618,0.6166444528936832,0.26964636407781867
rxNHX008,Ubrogepant,0.7692196522688423,-0.262378716622428,0.42063370251685167,-0.6237700760839925,0.2734532323614377
rxSLX026,Progesterone,1.300018787937181,0.2623787166224281,0.42063370251685167,0.6237700760839927,0.2734532323614377
rxIKX000,Dapsone,1.0686995946057747,0.0664425772146612,0.09746158620792626,0.68173092394486,0.30503601174865763
rxIK,Anti-Infective Agents - Sulfones,1.0686995946057747,0.0664425772146612,0.09746158620792626,0.68173092394486,0.30503601174865763
rxSAC019,Gentian Violet,1.142895690200508,0.13356512098115977,0.19563982926739565,0.6827092493451642,0.3055785737398391
rxNMA010,Mazindol,1.3750198716651734,0.3184681831342298,0.46467055597080964,0.6853633806619669,0.3070520984109497
rxMEX045,Capmatinib,0.5999942193747291,-0.5108352581878531,0.7303033395481606,-0.6994836672989985,0.3149305351384003
rxSMX006,Skin & Wound Dress/Soaks,0.5999942193747291,-0.5108352581878531,0.7303033395481606,-0.6994836672989985,0.3149305351384003
rxIDD026,Ceftizoxime,1.2381250620855182,0.21359818861546714,0.2934113518723334,0.7279820199608573,0.33103237606579333
rxDDX013,Glucose Data Management,0.8076728519779606,-0.21359818861546714,0.2934113518723334,-0.7279820199608573,0.33103237606579333
rxNHX031,Eptinezumab,0.8235056063231787,-0.1941849214663302,0.2552169392796913,-0.7608621983101351,0.3499457636431738
rxHDB005,Insulin - Beef,0.8064283014598558,-0.21514028622451628,0.2688265240856774,-0.8002941188792411,0.37310514761160773
rxNMA003,Amphetamine,2.0000192688437246,0.6931568149353968,0.866030966175836,0.8003834066074961,0.3731581817909814
rxBFA005,Tinzaparin,2.0000192688437246,0.6931568149353968,0.866030966175836,0.8003834066074961,0.3731581817909814
rxSLX042,Aminolevulinic Acid,1.2609060128547047,0.23183052038636714,0.2792322598362705,0.8302426106578887,0.3910445609008687
rxCDX009,Phenoxybenzamine,1.4444722784254531,0.36774404961881935,0.4336401996828011,0.8480395726406744,0.40184889892311954
rxQHX017,Disulfiram,0.7692085342357776,-0.262393170378752,0.29744104250303693,-0.8821686750780968,0.422869574429129
rx2EX035,Meningococcal/Haemophilus B Va,1.7500252907228813,0.5596302396726422,0.6267908561463089,0.8928500379112269,0.4295300489288667
rxNAI018,Methadone,0.8736336866454122,-0.13509411401446095,0.15028022800416255,-0.8989480240256159,0.43335001328423445
rxIEX018,Oritavancin,0.6363513741949668,-0.45200439305090423,0.4835037418884759,-0.9348519026666866,0.4560999644833107
rxNHX044,No data,0.6363513741949668,-0.45200439305090423,0.4835037418884759,-0.9348519026666866,0.4560999644833107
rxSJX003,Pyrithione Zinc,3.000028903126355,1.098621922997151,1.1547047101585646,0.9514310570763046,0.46675480068474906
rxNMG005,Caffeine,3.000028903126355,1.098621922997151,1.1547047101585646,0.9514310570763046,0.46675480068474906
rxQCX001,Fingolimod,1.118147185315884,0.11167301661861427,0.11473999253756398,0.973270209879562,0.48093495572597256
rxNAJ004,Butorphanol Tartrate,2.000028903544056,0.6931616322275475,0.707113593735171,0.9802691369092122,0.4855142946717234
rxSLX022,Chlorophyll Copper Cmplx,2.000028903544056,0.6931616322275475,0.707113593735171,0.9802691369092122,0.4855142946717234
rxMBX039,Mercaptopurine,1.1471417530362122,0.1372734164188945,0.1355011787268497,1.0130791311831862,0.5072083800532274
rxBAD012,Iron Preparations,1.555593024556648,0.441856839203935,0.4272579049118246,1.0341689038968707,0.5213509694369163
rxLNX006,Naphazoline,1.4615807078254204,0.379518526641387,0.3599504005405113,1.0543633958220124,0.5350388953192791
rxSAC007,"Iodochlorhydroxyquin&Comb,S/M",0.8436890095512549,-0.16997132438437274,0.15090389002347634,-1.1263548233112481,0.5850009944815623
rxEAX038,Guselkumab,0.4999903655781376,-0.6931664495893167,0.6123803021935685,-1.1319215316142097,0.5889404818241539
rxSMX000,Scarlet Red,1.833377492589274,0.6061598901471084,0.5075287107213499,1.1943361574275753,0.6338638666105304
rxDPX008,Barium Sulfate,1.2791437241977766,0.24619088860379765,0.2035860227179822,1.209272057663968,0.6448199418994243
rxIBX009,Mebendazole,1.168248575390628,0.15550568315886018,0.1281988885389178,1.2130033647807543,0.6475694565693874
rxIFX006,Primaquine,0.42856317053532716,-0.8473171293237517,0.6900725401425206,-1.2278667531804053,0.6585714271448124
rxSDX001,Tretinoin,0.9514592128028476,-0.04975845937296766,0.04039908736942459,-1.2316728573088156,0.6614014617261893
rxSLX004,Eflornithine,0.6999696490856185,-0.3567183033278535,0.2845382511582382,-1.253674336845046,0.677862609602552
rxCGX000,Tadalafil,0.9720744512700231,-0.02832288149820458,0.02249065359071471,-1.2593178488106593,0.6821130310523397
rxSAX019,"Betamethasone/Calcipotriene, S",1.0883666939082324,0.08467812649239215,0.06679848009298105,1.267665467455596,0.6884210745500605
rxLHX010,Nedocromil Sodium,1.3096058369574546,0.2697262041185013,0.20494140254948018,1.3161137806372714,0.7255284255167906
rxKAX002,Chlorpheniramine,1.0522949332159093,0.050973429791438395,0.038727965643239465,1.316191773691489,0.7255888459537541
rxIHX062,Sofosbuvir,0.5384459749397654,-0.6190681125072357,0.46881750658498084,-1.320488471125426,0.7289208597003244
rxNLN008,Risperidone,3.0000578070881123,1.098631557511835,0.8165024807607935,1.3455336430676388,0.7484762334874955
rxIDB008,Griseofulvin,3.0000578070881123,1.098631557511835,0.8165024807607935,1.3455336430676388,0.7484762334874955
rxDE,Diagnostic Agents - Diagnostic Agents,1.4546155325203414,0.3747416268885935,0.2769732495097419,1.3529885198368692,0.7543410342319473
rxTGX001,Ergotamine,1.3715144736253413,0.31591558447533913,0.22229349533299964,1.4211643215294802,0.8089152600106099
rxNHX000,Galcanezumab,0.6249729017525942,-0.47004698738153516,0.32915493080709757,-1.4280417620631298,0.8145149659006349
rxNKX002,Naltrexone,1.2882411185752964,0.2532778140245131,0.1735415934267533,1.4594646103178377,0.840320715983802
rxVCA002,"Vitamins W/Fluoride, Misc Prep",5.000096344682737,1.609457181185004,1.0954495124721415,1.4692207745411128,0.8484067240104114
rxIEX020,Rifamycin,5.000096344682737,1.609457181185004,1.0954495124721415,1.4692207745411128,0.8484067240104114
rxTAX001,Belladonna Preparations,5.000096344682737,1.609457181185004,1.0954495124721415,1.4692207745411128,0.8484067240104114
rxSAB013,Meclocycline Sulfosalicyl,1.0758789026912003,0.07313791143875925,0.04939715235951288,1.480609872133133,0.8578904650422337
rxIHX043,Foscarnet Sodium,1.4616229618469987,0.3795474360342012,0.2545328341428226,1.4911531445928539,0.8667125055687473
rxSLX034,Vitamin C,0.49998313951807927,-0.6931809020923513,0.462920456460136,-1.4974082316278972,0.8719658093536137
rxQHX023,Tisagenlecleucel,0.7815376349892756,-0.24649197290422242,0.16189432683329844,-1.522548552044283,0.8932255962477986
rxSAD027,"Antiinfective-Local, Misc., S/",1.8889616868573973,0.6360273060783211,0.4122429809741572,1.5428456891499933,0.9105604302073528
rxVD,Vitamins & Comb - Vitamin A & Derivatives,0.8398866210965744,-0.17448837113973775,0.11192251121501909,-1.5590105086591628,0.9244753270385333
rxNEX000,Magnesium Sulfate,3.5000843024096033,1.252787054608039,0.801789733846856,1.5624882705810808,0.9274817136576183
rxNMA008,Desoxyephedrine,0.7169293158485384,-0.3327780264380612,0.2125872770188858,-1.5653713199802541,0.9299774018327606
rxEAX044,Fostamatinib,0.7464141309260595,-0.2924746975193446,0.18155458871928498,-1.6109463251934732,0.9698399684355092
rxSAD005,Sulfisoxazole,0.8452801998978655,-0.1680871090790006,0.10273678356504895,-1.6360947194008109,0.9921679087695674
rxTHX020,Pirbuterol,1.1205603486669422,0.11382887150279855,0.06894241101842445,1.651071812275008,1.005577642734912
rxSAB006,"Bacitracin/Neomycin/Polymy, S/",6.0001445177202815,1.7917835552246986,1.0801279095853995,1.6588623803938773,1.0125861336615547
rxNDD000,Clobazam,6.0001445177202815,1.7917835552246986,1.0801279095853995,1.6588623803938773,1.0125861336615547
rxTAX000,Atropine,6.0001445177202815,1.7917835552246986,1.0801279095853995,1.6588623803938773,1.0125861336615547
rxLBX003,Emedastine,6.0001445177202815,1.7917835552246986,1.0801279095853995,1.6588623803938773,1.0125861336615547
rxNHX007,Cabergoline,0.7699146571830605,-0.261475605104235,0.15164646824847292,-1.7242446073706572,1.07230278432616
rxHAX011,Betamethasone,2.7500927344374753,1.0116346327235464,0.583882458627931,1.732599802879492,1.0800498814486736
rxEAX046,Teprotumumab,0.36362410164490233,-1.0116346327235466,0.583882458627931,-1.7325998028794924,1.0800498814486736
rxNLN016,Lurasidone,1.7059809759597888,0.5341402977527916,0.3054765512051872,1.7485476238534985,1.0949101026309116
rxNAI019,Levorphanol,4.000115615290122,1.3863232645247137,0.7905755083913717,1.7535621200124747,1.0996024634587862
rxIHX073,No data,0.47056783259586077,-0.753815159050063,0.42875769873920827,-1.7581378976207511,1.1038925778504343
rxNAH019,Sulindac,0.7470472340638593,-0.2916268641698315,0.1639771509168962,-1.7784603680401077,1.1230419748265008
rxNEX018,Perampanel,7.000202325783048,1.9459390523209026,1.0690494737284177,1.8202516348792017,1.1629124692275896
rxKAX013,Pyrilamine,7.000202325783048,1.9459390523209026,1.0690494737284177,1.8202516348792017,1.1629124692275896
rxSLX044,Mineral Spirits,0.43748103195783916,-0.8267219296492849,0.4531741140302535,-1.8242920415222432,1.16680230019093
rxHBX000,Methyltestosterone,0.5555234391141857,-0.5878444761676238,0.3220455540985258,-1.8253457272935374,1.1678177371541902
rxNLB010,Escitalopram,1.9167682388270624,0.6506405589076492,0.3561196838864114,1.8270277896662928,1.1694396147204627
rxTAX004,Propantheline Bromide,2.111212815135272,0.7472625762602065,0.40466322410676303,1.8466283362163272,1.1884181280845896
rxQHX027,Misc. Pharmacotherapy Agents,0.5384304103683232,-0.6190970193932176,0.331511304565341,-1.8674989687152383,1.2087871221964022
rxVKX002,Para-Aminobenzoate Potassium,0.39998265787356624,-0.9163340881301083,0.48305586432304237,-1.8969526214411347,1.2378153316672502
rxSKF006,Aminacrine,0.8188975676568544,-0.19979627296702507,0.10288586569062952,-1.9419214838294527,1.2827739514764305
rxQHX061,Eteplirsen,0.7026282140018704,-0.352927383392658,0.18098044067026198,-1.9500857776983505,1.2910194153611432
rxRAX010,Dihydrocodeine,0.7938092788368984,-0.2309120495645552,0.1170633800837054,-1.9725387170560345,1.3138273951836452
rxHQH005,No data,0.9035337271497799,-0.10144184020576122,0.051374358140715455,-1.9745617050418396,1.3158918730572042
rxOA,Oxytocics - Oxytocics,0.3571273731759887,-1.0296627732282497,0.5209973187125879,-1.9763302732010237,1.3176980006347914
rxRAX003,Diphenhydramine,3.6668079762856767,1.299321522374656,0.6513463432026968,1.9948243141825874,1.3366567890856074
rxTGX005,Dihydroergotamine Mesylate,0.6325981968702148,-0.4579198184620824,0.22951223033730256,-1.9951870006626693,1.3370299041040274
rxIHX019,Delavirdine Mesylate,0.4210303198562922,-0.8650504292319483,0.4214750452994373,-2.0524356990515833,1.3965596486403005
rxNAH015,Ketorolac Tromethamine,0.5951893447196192,-0.5188756976402669,0.25262454275213,-2.0539401753588806,1.3981411088775437
rxEAX022,Alefacept,0.5454151292522965,-0.606208069218871,0.2930327989805947,-2.0687379410351108,1.4137426505400597
rxNLB012,Clomipramine,5.000192694006735,1.609476450492847,0.7746028882690078,2.0778084807939683,1.4233477002599548
rxSAD013,Boric Acid,9.000346847541236,2.197263115209319,1.0540971234091232,2.084497781478626,1.4304515670197797
rxIHX004,Atazanavir,0.5312116104462944,-0.6325948240439127,0.30013857596976773,-2.107675836069911,1.4551999944122358
rxNAH027,Mefenamic Acid,1.0716350898004086,0.06918560339334566,0.032146879710005766,2.1521716576371652,1.5032939602775781
rxNAH018,Etodolac,0.39997687694197565,-0.9163485411901423,0.41834152899993476,-2.190431687192799,1.545262674744847
rxVI,Vitamins & Comb - Vitamin E & Comb,10.000433561515152,2.30262844820571,1.0488134412236925,2.1954604677063845,1.5508212565580053
rxSAC018,Nystatin,0.5499523054761986,-0.5979237218317869,0.2654509015424268,-2.2524832967509107,1.6145412489710478
rxGCX004,Aprepitant,1.2178786399758217,0.19711052555152972,0.08735086196365674,2.2565378419910687,1.6191203120045865
rxVKX007,"Vitamins, Misc.",0.4642521643978913,-0.76732741662149,0.33562925650944186,-2.286235188796492,1.6528553914090727
rxIDH008,Tetracycline,11.000529911071288,2.397943445371807,1.0444705478967713,2.295845919447414,1.6638467252746176
rxGED004,Casanthranol,1.2489937263699364,0.22233820820843694,0.09664558479991378,2.3005521531971245,1.6692422115366135
rxEAX037,Golimumab,0.6306962926065609,-0.46093084354994324,0.19946051234173406,-2.310887694704374,1.6811218973555744
rxCBD014,Metoprolol,3.000173431289895,1.0986700974271162,0.47141473992164834,2.330580706088488,1.7038729699755075
rxNLN006,Loxapine,6.000289043794952,1.791807642033552,0.763768923100722,2.3460075264115683,1.7218016384883776
rxDRX002,Thyrotropin,0.49995664217752617,-0.6932338999649119,0.2886918232697042,-2.4012938507,1.7868220715108174
rxDR,Diagnostic Agents - Thyroid Function,0.49995664217752617,-0.6932338999649119,0.2886918232697042,-2.4012938507,1.7868220715108174
rxEAX034,Anakinra,1.1520274085817217,0.1415233541623037,0.05884918516692576,2.404848151437825,1.7910433065509004
rxLCD000,Natamycin,3.400196554514973,1.223833240102636,0.5087564880751139,2.4055383445487317,1.7918635853629064
rxTDB001,Varenicline,1.185381302779184,0.17006449732598536,0.07037799209855232,2.4164442925259815,1.8048499645999487
rx8BX005,Pot. Citrate/Sod. Citrate,4.6669139620738775,1.540498031416103,0.6362165821421415,2.421342157145992,1.8106974009390728
rxSAB009,Chloramphenicol,4.6669139620738775,1.540498031416103,0.6362165821421415,2.421342157145992,1.8106974009390728
rx2EX019,Varicella Virus Vaccine,0.6196376908517581,-0.478620341347397,0.1918890738813972,-2.494255309414973,1.8988659076291288
rxNAH025,Zomepirac,1.3136309604171086,0.2727950285743239,0.1084087224061457,2.5163568255358313,1.9260066245468948
rxMBX006,Capecitabine,1.410791479153395,0.3441508796346955,0.13415901725093599,2.5652459796346223,1.9867300284846603
rxMEX006,Elotuzumab,2.545663023412162,0.9343911360778212,0.3558553242044864,2.625761292645122,2.0632077538979243
rxLHX007,Ketotifen,2.050207417900092,0.7179409674954798,0.27276341315208635,2.632101421517163,2.0713045126797613
rxQCX005,Interferon Alfacon-1,2.250216807913007,0.8110265706465392,0.30047864020727616,2.6991155513985183,2.1578650496199896
rxVDX003,Acitretin,1.4548258961533491,0.37488623446261177,0.13851272726632785,2.7065111045123853,2.167527439585298
rxNLN030,Trifluoperazine,1.893085153980644,0.6382078548291058,0.23364898107799642,2.7314814380297254,2.200312894005852
rxHF,Hormones & Synthetic Subst - Estrogens & Comb,0.9701731787278904,-0.030280688649123047,0.010973346602527068,-2.7594761877064617,2.2373656467233736
rxIEX011,Neomycin/Polymyxin B Irrigant,8.000539558814319,2.0795089842573242,0.7500064230751189,2.7726549003821606,2.254917005508249
rxSAX024,Crisaborole,0.4772198431037292,-0.7397780072596771,0.26524697187924445,-2.789015844435224,2.2768031882383335
rxHCE000,Ertugliflozin,1.1832284933317736,0.16824671370983568,0.0590360658028066,2.8498971166509737,2.3591870254038967
rx2DX002,Tetanus Toxoid,8.50061423285929,2.1401384235747765,0.7475514457807618,2.8628644030506303,2.37692633549774
rxLFX012,Lifitegrast,1.3503645534461393,0.3003745955859434,0.10435167750868,2.8784836310940776,2.398383196064231
rxNMA006,Phendimetrazine,0.5090246866808426,-0.6752587632524286,0.23217609708739537,-2.908390535130103,2.4397413709698883
rxNHX001,Atomoxetine,0.7200197848966929,-0.32847658832639287,0.11128896486652334,-2.9515647730245123,2.50008177776612
rxTG,Autonomic Drugs - Sympatholytic Agents,1.5060664758769837,0.4095012690920985,0.13833828088211567,2.960144267233255,2.512161926458893
rxVCC001,"Vitamins W/Minerals, Misc Prep",6.333821512649304,1.8459037684723743,0.6212684983382522,2.9711852015831077,2.527751508780094
rxLBX005,Bepotastine,0.5165944794005326,-0.6604970847876158,0.22121113790030675,-2.985822011752781,2.5484941797008944
rxNLB023,Venlafaxine HCl,4.400360358624279,1.4816864372579552,0.4954434178767028,2.990626949103381,2.5553223771497486
rxTHX008,Epinephrine,0.918133361040864,-0.08541262544782112,0.028138664198829204,-3.035418626992783,2.619423325466673
rxEAX045,Inebilizumab,2.0743638929890054,0.7296545490886165,0.23431563340250666,3.113981506454664,2.7338128670171415
rxSIX001,Podofilox,0.5404519926593807,-0.6153494660892892,0.19627315250908367,-3.1351688105219098,2.7650899936481115
rxHAX005,Cortisone,4.800439371967875,1.5687074495513378,0.49160583964787263,3.190986198770485,2.8483603608612422
rxICX006,Rifabutin,3.6253667543504657,1.2879554568028548,0.3993649880943294,3.225008438893601,2.899736471461568
rxMD,Antineoplastic Agents - Interferons,0.6152511719851892,-0.4857246848201584,0.14981834353611187,-3.242090877230133,2.9257096413153603
rxSDX000,Tazarotene,0.7171665013569927,-0.33244724587546376,0.10206897451516474,-3.2570842163802767,2.9486042201436042
rxNLB000,Maprotiline,1.7596068752826892,0.5650904177834355,0.17045372393420669,3.3152130956174024,3.038231190399198
rxNLN019,Olanzapine,4.500455276875789,1.504178564297732,0.45134614067892914,3.332649664479459,3.06538446300826
rxSDX002,Adapalene,0.6739688396979446,-0.39457140104071664,0.11815647260213503,-3.33939726153933,3.0759254947770405
rxCAX012,Icosapent Ethyl,1.3650190798901314,0.31116840648072075,0.09244383194824353,3.36602669883843,3.117707032452762
rxSE,Skin & Mucous Membrane - Depig/Pig S/MM,0.6192507536051131,-0.4792449936491566,0.1397158495398899,-3.430140497498307,3.21948913970734
rxHJ,Hormones & Synthetic Subst - Hormone & Synthetic Subst,0.4385288744098742,-0.8243296211966887,0.239903096663126,-3.4360941257637014,3.2290258912675287
rxGEC001,Magnesium Sulfate,3.1670633486706334,1.1528047700942572,0.33114763807650544,3.481241106807844,3.301815905835271
rxNLN009,Prochlorperazine,13.001503129110118,2.565064976093608,0.7338059507441772,3.4955630619951905,3.325081337089065
rxIHX042,Fosamprenavir,0.37494580272190775,-0.9809737895315385,0.27640283040683555,-3.549072880649049,3.412749309218345
rxSD,Skin & Mucous Membrane - Cell Stim/Proliferant S/MM,0.8757446197373936,-0.1326807605290154,0.03629660748905244,-3.655459000377205,3.590536512031774
rxEAX021,Brodalumab,1.4323430089474916,0.3593115712433043,0.09828385588918856,3.655855460620256,3.5912077513267566
rxMEX026,Rituximab,3.7004813158858334,1.3084628965643597,0.35642202843543574,3.6711055775874466,3.6170764854783113
rxQHX000,Sodium Hyaluronate,1.272574017718822,0.24104163491696518,0.06505735040470549,3.705063815502868,3.6750233967749573
rxIHX045,Cidofovir,0.5256566625143171,-0.6431070122297837,0.1729935234614869,-3.7175207450639447,3.696399068908864
rxQCX004,Dimethyl Fumarate,1.6190248618229883,0.4818240308610927,0.1291833783275327,3.729768001882345,3.7174772249756742
rxSIX002,Silver Nitrate,15.502165617984025,2.7409797314549413,0.7295667889358803,3.7569963066066028,3.7645598509781344
rxHDB006,Insulin Aspart,1.3987836304941452,0.3356030236036823,0.08815202427255238,3.8070937834172685,3.8519855399866523
rxNAH004,Non-Steroid/Anti-Inflam. Agent,2.5656623681567523,0.9422166784857927,0.24583947923673222,3.8326499934474763,3.8969826288246345
rx8EI001,Nutritional Formulas/Preps.,2.273187254731025,0.8211829236729669,0.20891625207110126,3.9306799520483957,4.072085996216198
rxGEC003,Sodium Phosphate,0.8646439429960419,-0.14543748338591087,0.03634169963018626,-4.001945007137396,4.201875090187811
rxQC,Misc Therapeutic Agents - Biological Response Modifiers,1.3721169033612026,0.31635473220531196,0.07864632799742001,4.022498446662252,4.239697913461615
rxUAB003,Oxtriphylline,1.8735123948764147,0.6278149551231894,0.15606803190423946,4.022700532985547,4.24007066503591
rxHL,Hormones & Synthetic Subst - Ovulation Stimulants,0.2825637679763066,-1.2638510265184686,0.3141207458341614,-4.023456085850863,4.241464444675088
rxHLX000,Clomiphene Citrate,0.2825637679763066,-1.2638510265184686,0.3141207458341614,-4.023456085850863,4.241464444675088
rxSAC017,"Undecylen Acid Deriv&Comb.,S/M",0.6352413162452162,-0.45375032669786053,0.11263963913964939,-4.0283361182940745,4.250472409150203
rx2EX010,Hepatitis B Vaccine,0.35081464893221664,-1.047497260712258,0.25991055321496453,-4.030222119707094,4.253956388353249
rxTHX014,Terbutaline Sulfate,3.1880375417987685,1.1594055368306426,0.2865614749552113,4.045922561683682,4.283016751160916
