code,log_or,sig,group
E10.64,1.7529211906806024,15.853715607772108,E
K55.8,2.967695933116119,6.222962090768245,K
S52.09,2.0591476446801034,2.4610145579626606,S
G71.12,1.9336693660702764,1.1649540983542626,G
M10.06,1.6916725046515353,9.03295418377302,M
H69.00,1.7188008769159908,2.9037211152313764,H
D53.9,2.1365496490568123,609.1761886937874,D
Z91.41,0.23498207621003456,0.08738299312698083,Z
N04,1.8209210736931487,41.684398446567776,N
R31.9,1.1407851178352821,1817.6994932264947,R
S71.02,2.661739768832212,40.881870635592,S
D75.89,1.7366328204235033,147.58249702677355,D
S62.33,1.794964069460818,7.106722042272374,S
F55.8,2.068135713149075,1.1019677117125213,F
S70.92,2.4971032355126277,1.8271778678225534,S
H31.02,1.1849221084905495,1.3286698965303985,H
G95.81,1.0115869180612924,0.4229873290864521,G
Z77.12,0.2962586329418142,1.0108114314873418,Z
R77.2,0.6617455417530439,0.7875542220989349,R
T18.4X,1.6261777490371951,13.959007044186095,T
Z94.7,2.1027828899546734,102.32393881400887,Z
A20.2,2.828825858198854,2.27739171378991,A
S60.55,1.1175660356616406,10.152128481835007,S
C00.9,1.4231295702179492,1.2699446950675632,C
M13,1.3469507462658057,335.98711288622803,M
J03.00,-1.0489490015333343,1.512786077309637,J
B00.50,1.9265567936094081,18.161384997192318,B
N42,0.5372921457601378,164.48009285522224,N
M87.02,2.301826408558695,10.536462361516442,M
G47.20,0.8289750539105241,20.41446153914255,G
H02.73,1.609459496562793,0.6196509808730915,H
K22.4,1.8291992620268502,233.75437739280963,K
B42.0,1.8649410940975713,2.3126452323010245,B
H53.19,1.3028425770557588,63.059634155392864,H
G96.19,2.154848030006648,6.985416577433264,G
D37.09,1.252897019273102,2.845041200480665,D
M1A,1.6347134612728675,127.56045324064434,M
J98.3,3.3457707428856427,5.274946753213824,J
S05.20,2.6769783148470254,8.00892219646037,S
T62.94,0.01497747270368522,-0.011717737339521408,T
Q22.3,1.2621802159753646,1.2396620524249724,Q
C18.0,2.146343886511675,68.22299447406046,C
M25.46,1.1238776117646438,776.4730757519715,M
G56,1.1959548051570201,1117.1566024990127,G
M24.63,1.3965180497546752,1.622517668774692,M
R07.81,2.078651848279309,342.76725990378503,R
F81.2,1.5656257999922005,0.5961246546924868,F
N04.8,2.5159666906357026,5.265232002194961,N
I80.8,1.9026320336964715,138.60914065035047,I
N65.0,-0.359227985836939,2.554190666489206,N
F52.21,-0.14852028854248153,2.830449244655734,F
Q72.89,1.2579359119948506,8.2179424207902,Q
J68.2,2.7054312166324457,2.1597299010845434,J
R23.2,0.19500689442712613,3.100877099112625,R
L81.0,0.7127553906754187,8.958234612869497,L
Q05.9,0.9866554367737908,0.4724038990310786,Q
M66.33,0.9649598295738555,3.559918263243357,M
G06.2,2.626514552322197,15.428731613325018,G
N73.1,1.6491499992974976,14.891530172832812,N
I87.1,2.3468979853193277,165.64523984843842,I
F42.4,1.0862379643548574,2.3386475011502412,F
C82.06,1.3618398839958377,0.8070004503953769,C
S23.8X,-0.5106211388225181,1.0474532026634171,S
F31.77,1.4621777600498382,5.581749720088645,F
L72.3,1.23559721002862,964.4514206876362,L
S51.85,1.1670756864240734,4.587627274073206,S
I95.2,2.91387829582039,139.03682845017244,I
T81,1.9673143083618034,1052.4587329621863,T
H66.12,1.7306728101402933,1.9192707000622302,H
Z74.09,3.530428562649249,93.81673961697062,Z
Z99.89,1.8148467991672517,159.10141004573387,Z
T20.05,1.4738704117168173,0.8844227963255493,T
C82.05,1.278533278000107,0.7597091018630886,C
D47.09,1.3072480792044874,0.786258980206104,D
H16.29,0.7492252516887672,6.101924747863477,H
G93.49,5.28441026002383,39.012630382378426,G
N46.11,-0.6069598185610514,0.7827822808446738,N
G40.40,2.696066965536537,20.743737879561188,G
F30.12,2.117520646946866,3.4976415283640128,F
R09.2,2.986917800239517,44.96091020090716,R
F32.0,1.1788311970123018,103.54510381423587,F
L30.3,1.0914701100983244,34.54552070019788,L
H18.40,2.1332216999161626,43.02453440882124,H
Q55.23,0.6271011517809757,0.2549109412910219,Q
S52.57,1.4428893588343623,38.20325732534727,S
S36.00,1.4679538885740762,6.119021475069146,S
F99,2.620429331500531,22.506781620773832,F
T84.81,1.7894266876764557,303.31850683292356,T
Z48.29,1.1225351327409632,14.13793934298509,Z
M1A.07,1.7640409269088597,21.54487693251993,M
B34.9,0.4797211903325781,29.534882641846927,B
K29.41,1.9668369332568385,21.255285931474017,K
S13.15,0.5317350920598105,0.9032804862601432,S
N75.0,0.4526812196565816,2.479943320691251,N
J45.42,1.9606486662710016,2.5079900142612144,J
T31,0.8300498906996413,19.792388934585453,T
S76.21,1.0897934149085007,9.057140483803888,S
F14.90,1.3860243678856599,1.6450613428328413,F
T39.91,1.871628519562897,2.217099946155715,T
G93.1,3.5429739471895334,32.003559021102,G
T78.40,0.49718586218703353,243.9989643172531,T
R06.5,1.1227733412105134,1.620248815158679,R
N53,0.45787398809296614,2.74604249124346,N
D21.22,1.274473077463709,3.06499984089775,D
