0.01,0.04,0.07,0.1,0.15
-0.141,-0.171,-0.176,-0.17,-0.182
-0.258,-0.25,-0.271,-0.279,-0.256
-0.447,-0.426,-0.467,-0.467,-0.504
-0.693,-0.73,-0.764,-0.797,-0.81
-0.885,-0.911,-0.961,-1.015,-1.029
-0.153,-0.148,-0.152,-0.159,-0.194
-0.239,-0.263,-0.264,-0.262,-0.307
-0.454,-0.46,-0.462,-0.471,-0.515
-0.698,-0.729,-0.762,-0.756,-0.806
-0.885,-0.929,-0.961,-0.997,-1.026
-0.147,-0.159,-0.166,-0.175,-0.172
-0.254,-0.254,-0.267,-0.275,-0.306
-0.455,-0.461,-0.462,-0.486,-0.498
-0.704,-0.718,-0.749,-0.765,-0.794
-0.918,-0.938,-0.96,-0.98,-1.021
-0.148,-0.16,-0.168,-0.166,-0.176
-0.259,-0.256,-0.259,-0.285,-0.286
-0.435,-0.456,-0.463,-0.483,-0.498
-0.703,-0.723,-0.749,-0.768,-0.797
-0.897,-0.924,-0.966,-0.979,-1.024
-0.153,-0.164,-0.162,-0.169,-0.189
-0.245,-0.256,-0.265,-0.282,-0.283
-0.442,-0.449,-0.471,-0.482,-0.501
-0.699,-0.73,-0.748,-0.756,-0.799
-0.907,-0.94,-0.961,-0.981,-1.019
-0.133,-0.144,-0.138,-0.129,-0.162
-0.217,-0.234,-0.245,-0.223,-0.259
-0.396,-0.381,-0.401,-0.421,-0.465
-0.617,-0.649,-0.674,-0.667,-0.735
-0.81,-0.827,-0.851,-0.888,-0.93
-0.138,-0.142,-0.163,-0.142,-0.16
-0.225,-0.235,-0.224,-0.26,-0.241
-0.381,-0.409,-0.397,-0.434,-0.449
-0.632,-0.643,-0.669,-0.706,-0.723
-0.826,-0.834,-0.871,-0.867,-0.931
-0.132,-0.135,-0.142,-0.151,-0.158
-0.228,-0.24,-0.227,-0.24,-0.258
-0.385,-0.401,-0.412,-0.433,-0.446
-0.628,-0.653,-0.664,-0.698,-0.72
-0.805,-0.857,-0.864,-0.895,-0.919
-0.143,-0.139,-0.141,-0.147,-0.164
-0.217,-0.226,-0.247,-0.245,-0.253
-0.392,-0.408,-0.413,-0.426,-0.453
-0.625,-0.638,-0.673,-0.69,-0.725
-0.823,-0.828,-0.858,-0.892,-0.933
-0.138,-0.145,-0.154,-0.157,-0.162
-0.223,-0.231,-0.227,-0.249,-0.267
-0.396,-0.409,-0.414,-0.425,-0.45
-0.628,-0.656,-0.66,-0.687,-0.717
-0.81,-0.825,-0.861,-0.893,-0.919
-0.14,-0.126,-0.107,-0.126,-0.153
-0.184,-0.18,-0.187,-0.209,-0.213
-0.335,-0.314,-0.357,-0.365,-0.355
-0.533,-0.55,-0.575,-0.594,-0.607
-0.676,-0.716,-0.723,-0.768,-0.804
-0.111,-0.1,-0.131,-0.13,-0.15
-0.175,-0.181,-0.188,-0.188,-0.232
-0.317,-0.322,-0.342,-0.36,-0.37
-0.519,-0.548,-0.573,-0.581,-0.612
-0.672,-0.711,-0.746,-0.74,-0.789
-0.113,-0.107,-0.118,-0.136,-0.136
-0.189,-0.183,-0.189,-0.213,-0.225
-0.333,-0.341,-0.352,-0.356,-0.377
-0.522,-0.555,-0.55,-0.574,-0.609
-0.677,-0.703,-0.729,-0.758,-0.781
-0.108,-0.117,-0.123,-0.13,-0.135
-0.189,-0.185,-0.194,-0.2,-0.211
-0.321,-0.332,-0.345,-0.357,-0.375
-0.514,-0.538,-0.556,-0.577,-0.603
-0.673,-0.709,-0.723,-0.752,-0.786
-0.108,-0.119,-0.119,-0.123,-0.135
-0.181,-0.181,-0.197,-0.205,-0.212
-0.321,-0.338,-0.349,-0.354,-0.376
-0.522,-0.534,-0.556,-0.57,-0.616
-0.677,-0.697,-0.726,-0.747,-0.786
-0.071,-0.103,-0.087,-0.094,-0.071
-0.102,-0.144,-0.134,-0.147,-0.104
-0.185,-0.247,-0.196,-0.248,-0.239
-0.344,-0.371,-0.387,-0.415,-0.42
-0.44,-0.473,-0.51,-0.488,-0.568
-0.082,-0.074,-0.081,-0.087,-0.084
-0.123,-0.106,-0.113,-0.136,-0.157
-0.226,-0.226,-0.209,-0.261,-0.265
-0.336,-0.365,-0.373,-0.403,-0.419
