feature,is_signal,naive_logOR,naive_p,lambda_logOR,lambda_p
24,0,-0.0034322444494570403,0.6967096701304698,-0.009190586429632355,0.3418364019206179
25,1,0.005210138073437803,0.6453965773877499,0.013901383502165366,0.2622080869857837
26,0,-0.00014936443630400532,0.9862391857478291,-0.00040267386068935696,0.9661929119137319
27,0,0.010510208040178442,0.22977631709436497,0.028032539209385324,0.0034192192071912856
28,0,0.007107870599658669,0.3908437206605081,0.018978140867394706,0.03647550347258111
29,0,-0.003496575896001689,0.6751225294087293,-0.00936100983590091,0.3067536485648238
30,0,-0.002024426564486748,0.836723919166819,-0.005422594291263426,0.6150469918992888
31,0,0.008970114437866567,0.29325124367730826,0.02393690618980361,0.01041121735635058
32,0,-0.003210283723845915,0.6956062352763634,-0.008593636794301847,0.3400358279168898
33,0,0.0010527795851044597,0.8975533322305591,0.0028125521224022687,0.7538150174229534
34,0,0.011567053864893612,0.284076363342321,0.03081086116633424,0.0090328664806934
35,0,0.019621533355680863,0.09907869275806672,0.052109583463445526,5.822788412926145e-05
36,0,0.002514786097627157,0.772418862249351,0.006718121247156728,0.48098946026047007
37,1,0.018523551217399525,0.07451015203630854,0.04924559544509538,1.3798706394445944e-05
38,0,0.0011699884740804438,0.8959252518832176,0.0031243815122373895,0.7500895153929756
39,0,-0.01371518910178482,0.08914582897026563,-0.03677986466718134,3.408749837426962e-05
40,0,0.000820517889900883,0.9319843177566683,0.0021890806167213805,0.8355310007957815
41,0,-0.0023234034108977277,0.8200227987012677,-0.0062241155853543706,0.5787804678101193
42,0,0.009144868938925329,0.3254942114744701,0.024390882604148022,0.01655179721218501
43,0,0.008341632167470827,0.33678862853393254,0.02226055497173527,0.019218884056102843
44,0,-0.00382339011015669,0.7333803641466428,-0.010246507758966399,0.40595663679344707
45,0,-0.005767416344626587,0.5483019600892052,-0.015455502145007308,0.14322100061508025
46,0,0.010589595844226347,0.33597198998212563,0.028213713930176073,0.01902967481867945
47,0,0.010258908269442167,0.23590279388202462,0.027365836669390894,0.0038625716848306214
48,0,0.007415556245671026,0.36996885278424874,0.019798685872393716,0.028866441666785023
49,0,0.0007876526570533638,0.9348067895948127,0.0021012005479839743,0.8422959481994615
50,0,0.006733914308569662,0.48497048779555163,0.017968852213721218,0.08876385108884462
51,0,0.003269712547875755,0.7166566834707393,0.008733179577476378,0.3764884783238054
52,0,-0.009236232008090366,0.3775967190634729,-0.02478269965676602,0.03143595575700256
53,0,-0.001498488609238331,0.8839368257409599,-0.004015381747814304,0.7215394234604585
54,0,-0.018589338466025732,0.05850458293518356,-0.05000753616270867,3.981055077107921e-06
55,0,0.01934922930919968,0.03713147896314935,0.051470994290736656,3.7637073361391427e-07
56,0,0.0005535966669199137,0.9615053999656239,0.001472186005839518,0.906844300251182
57,1,-0.00042740142755168074,0.9596736614768095,-0.0011460014646624008,0.9016535949319392
58,0,-0.00871608987247992,0.3262478286202155,-0.02336660277654558,0.016685311971087566
59,0,-0.029076637364839945,0.003517216286502716,-0.07849269845853993,1.1247645303375194e-12
60,0,0.01108263925140732,0.3333692108589281,0.029518820880611335,0.018395096736974193
61,0,0.0013709194017848978,0.8706303146562299,0.003662443278488392,0.6915747516435125
62,0,0.0073068861953323625,0.5068887654006847,0.019486572572249203,0.1057990676595382
63,0,-0.0020756639792654246,0.8499596839269786,-0.005562260762260489,0.6442511164166125
64,0,0.013122275727837668,0.23228536564537772,0.034934360064100466,0.0035991128745285813
65,0,-0.014788890660841075,0.19488244740935068,-0.03976764810509893,0.001574295536661858
66,0,0.0022079373852429934,0.786162302068474,0.0058999677807961325,0.5085353082792771
67,0,-0.00768822080199959,0.447548122113954,-0.020617153413407235,0.06401725311091878
68,0,-0.00743122786399097,0.45536551399480374,-0.0199253548731316,0.0687089839241322
69,0,-0.0017702308956739539,0.8305035642292429,-0.004738593355144929,0.6015909085984457
70,1,0.009081965551383872,0.3004830936138533,0.02423080745260989,0.011610821105030195
71,0,-0.008407222382899626,0.4285762345454809,-0.02255379185894826,0.05355549641483835
72,0,0.010388039293169768,0.2667780627630857,0.027696973519297466,0.006793698952432993
73,0,0.0046017551638496195,0.5739251616068024,0.012293013884449163,0.1705374560006626
74,0,-0.013745201425093391,0.15382976587181887,-0.03691699122820785,0.0005069721491081964
75,0,0.011645617458627506,0.172660809713585,0.031058362702872256,0.0008870007291081804
76,0,-0.011127057585536476,0.3231422196411504,-0.029882146760846457,0.015986572516130292
77,0,-0.009788141575605527,0.24983973781855118,-0.026240266455008973,0.005022332191021186
78,0,-0.0011627092119737882,0.8896388526109898,-0.003113060941696643,0.7349300851267321
79,0,-0.013572237289229207,0.10215997254902119,-0.036407612937663675,6.754559648411697e-05
80,0,0.007519969082765753,0.38316478512789276,0.02007223041679693,0.03353281743020531
81,0,0.0022964739234629826,0.8121920233964515,0.006132654409179565,0.5627437735659337
82,0,-0.007892507763964149,0.4950308753547332,-0.02117540539233889,0.09610150677831306
83,0,-0.015123231933777083,0.09662325306033694,-0.040617846380383946,5.108479680587443e-05
84,0,-0.010750802960914664,0.20294560656174498,-0.028825635890579505,0.0019084062795421573
85,0,-0.0019781053045298826,0.8519734775334223,-0.005300203861636386,0.6487758026719571
86,0,-0.005353450386380152,0.5985460129447242,-0.01434735451352474,0.19913574638969422
87,0,0.0067978014718370955,0.4502230092827656,0.01814384963751288,0.06572652887601488
88,0,0.004833639062872983,0.5667763157590602,0.01291014823277398,0.1626845978568109
89,0,0.003957833905048836,0.6273153353844595,0.010574081818779902,0.23667854863524995
90,0,0.011546966604896606,0.2977034016446799,0.030754543170349147,0.011147329170096958
91,0,-0.009581161243256756,0.36750748610471806,-0.025712416488091732,0.0279917634746128
92,0,-0.010026494226423266,0.22917206700449422,-0.026876638994108182,0.003370665619746344
93,0,8.730288020060688e-06,0.9991997779561768,2.0072826160891496e-05,0.9983228468554841
94,0,0.009372254697461679,0.2702814378293166,0.02500850456927315,0.0072061078563455715
95,0,0.012840846028253538,0.10820686830814936,0.03426010470915497,9.017830458388862e-05
96,0,-0.00019047848041502365,0.9811811964724786,-0.0005116323150958878,0.9539457951582646
97,0,-0.010625119622521426,0.19846413082596603,-0.028482724347820548,0.0017176663012496824
98,0,0.01811517539783375,0.03097916216484106,0.04825361097698335,1.450541592224547e-07
99,0,-0.0006394628921564215,0.9465473341514208,-0.0017151532092057674,0.8698208778150983
100,0,0.002847868070162786,0.743535980733594,0.007607718778214722,0.4253023683740854
101,0,-0.008302881767837793,0.4350871133456248,-0.022273306963990974,0.05699847740551369
102,0,-0.00040955691652256655,0.9612856612057706,-0.0010982427783167489,0.9055612455239388
103,0,-0.008082814267493812,0.33708727002249084,-0.02165900419918011,0.01926024819526116
104,0,-0.009327925095108061,0.27384398982562286,-0.025004288618350176,0.007632640405474856
105,0,-0.002253246962203746,0.809730860240286,-0.0060342823996427705,0.5569403809193785
106,0,0.028581221768932137,0.0029230649612642517,0.07581543368645977,4.0776353132763163e-13
107,0,-0.011801552617308309,0.21297409917539345,-0.03167569018444185,0.0023931399663721323
108,0,-0.015383059746344234,0.19458879235251259,-0.04138074936388067,0.0015629245400987756
109,0,-0.0016710049458225522,0.8395295595289181,-0.00447298789928628,0.6213565978428828
110,0,-0.00022273421760840792,0.9802228637929052,-0.0005994517544032857,0.951508751655239
111,0,-0.00839803313616375,0.38060855685040196,-0.022520259384427723,0.03252726170160488
112,0,0.023079477260656754,0.010143901262279428,0.061356944581211915,3.6911723221586453e-10
113,0,-0.012290230608709573,0.14833056594825308,-0.032966661867711834,0.00042503768086026364
114,0,0.00909133076764587,0.34475605567455003,0.024244749240393465,0.021289113993830305
115,0,0.006077340446585141,0.4619592137309131,0.01622996609946051,0.0729652404324312
116,0,-0.005593096906638381,0.49045913103337246,-0.014976839864841645,0.09269867913252221
117,0,-0.010241321066699555,0.2849429039649597,-0.027477354076356923,0.009129930775472014
118,0,0.017056863578622242,0.11952976484103632,0.045353637352650085,0.0001480355448788832
119,0,0.0001671653044129413,0.9841647544556402,0.0004442439472303081,0.9616505141991276
120,0,0.0050996780182358025,0.5226091166414312,0.013623970259898411,0.11915153526829163
121,0,-0.0045779304116557095,0.6746882672649133,-0.01226931569096145,0.3059264257792649
122,0,-0.0025385911180719374,0.7663778934572814,-0.006796229506835164,0.4686714526265118
123,0,-0.011497076574187824,0.16550805966077575,-0.030826761440887536,0.0007222766055221656
124,0,0.014454913562018758,0.07496693299312272,0.038548057234514384,1.4208519765313587e-05
125,1,0.02817678723073651,0.01077133742774979,0.0746556554923621,5.128412892774267e-10
126,0,-0.008741625958299696,0.4406258843975721,-0.023458339900616985,0.06003657910570095
127,0,-0.008792185128063465,0.27197243043990316,-0.023554199280143785,0.0074006924301461595
128,0,0.010842762497014354,0.3301095840024404,0.02888483409932549,0.01761793945388383
129,0,0.005990797091199939,0.5752802684589531,0.015983754928854985,0.17214784490266855
130,0,0.006037650673464798,0.49752499656043037,0.016118464056043065,0.09824344492101962
131,0,0.00400200226171058,0.6684851197552695,0.010686583211376841,0.29670346349870624
132,0,-0.012649432521489493,0.13452341803562248,-0.03393117905093994,0.000263818410245206
133,0,0.007428618372780123,0.4831720699673545,0.0198128225261626,0.08747439676630514
134,0,-0.006546223610796154,0.4205134581922856,-0.01753221745433089,0.04952986259410884
135,0,-0.00499369983827962,0.6317699584925418,-0.013383061005495194,0.24246650757736155
136,0,0.003925476324241239,0.6408187273374988,0.010486260596158172,0.25550434123322396
137,0,-0.009539698340144282,0.4077013551399321,-0.02560786483086678,0.04348438453024469
138,0,-0.002459033418476819,0.7900171062743793,-0.006585065462080513,0.5159640646810219
139,0,-0.00046120831364962147,0.9690506604711452,-0.001242559506698417,0.9241020873238195
140,0,-0.009784498919343366,0.3244971991501975,-0.026252604723814434,0.016289614418074007
141,0,-0.017839363240662157,0.07221320081108917,-0.04798222508179888,1.170849919303511e-05
142,0,-0.010066885739170325,0.23694625529078606,-0.026989370795219583,0.003934072660608985
143,0,-0.004649457971152144,0.616770597297967,-0.012454993915090293,0.2223171788776842
144,0,-0.010002840909225338,0.3912354907120953,-0.02685625905561977,0.03654680208199255
145,0,0.003096809171461793,0.6984196271130758,0.00827532506751663,0.34500757536861903
146,0,0.02338176799846918,0.004198251140438859,0.062244117689388555,2.9838280769019535e-12
147,0,-0.002803448773796842,0.7299891874079985,-0.007503931257873344,0.3999829376210188
148,0,-0.00412611739703947,0.6878581347937736,-0.011055404527728937,0.32710538465194905
149,0,-0.0009716816119619457,0.9188014332399773,-0.0026040439276217905,0.8033861549223401
150,0,-0.004507848295440502,0.6639686461680754,-0.012079514549339707,0.2893115988852114
151,1,0.005232076533605931,0.6358477139068117,0.013960782713185755,0.2486037295925082
152,0,-0.013735423900046562,0.24662223002178296,-0.036926950644039884,0.004727132143959176
153,0,-0.004248560002526124,0.6421491914702868,-0.011379522337812037,0.25710822414651835
154,0,0.00956705455620194,0.38808589862232534,0.025496703726783865,0.035425690737349996
155,0,0.0006118986321865069,0.9543455077252532,0.001629497534067967,0.8894483585548917
156,0,0.0012261174795137177,0.8816535861801292,0.0032757848871303305,0.7168631063814368
157,0,-0.006082638824313334,0.5076497275607301,-0.016298767953887915,0.10620871253382022
158,0,-0.00808072871150513,0.44814678169793964,-0.021676025035811956,0.06436056620535807
159,0,-0.002113561982382312,0.8065736489060846,-0.005658519540877596,0.5503503833182865
160,0,0.010192133968242326,0.3141164828146563,0.027166387495593435,0.014149620264800445
161,0,0.0006210666574033894,0.945262768962138,0.0016568616354945011,0.8673795884964253
162,0,-0.0027213796846547694,0.7866855985274551,-0.0072897941872216996,0.5091096050322947
163,0,-0.008594826542375054,0.345437159352435,-0.023043891548811785,0.02142450600118133
164,0,0.00569120552721062,0.516055587003305,0.015195662848066924,0.11345131641036943
165,0,0.0047565977158515495,0.5977089790960401,0.012701292250652573,0.19842263210569666
166,0,0.0037777459298718274,0.6923522934747492,0.01008746255490816,0.3349845911343502
167,0,-0.0052366827816090426,0.531080025183785,-0.014023806091818126,0.12669871726223228
168,0,0.010745747885462844,0.1893363356523593,0.02867390196353599,0.0013768441332791916
169,0,0.02623023367118375,0.014038215781147811,0.06955786779829991,2.1403865120594455e-09
170,0,0.002648146914009236,0.8093941964357321,0.007068771559750029,0.5569125108056275
171,0,0.013811885685681447,0.2159237939265477,0.0367599623191449,0.002561466145826977
172,0,0.009412169414387028,0.2398759766705102,0.02512651109158856,0.004171171546724394
173,1,0.004835290230924168,0.5495477072728125,0.01291723869010196,0.14466351505217573
174,0,0.014089668603191682,0.17429295405022327,0.03750813524115997,0.0009287413764712483
175,0,0.014878551312184702,0.0637745071077489,0.039680676197263995,6.21930586468953e-06
176,0,0.023929869669773923,0.022323712017391875,0.06351133846580201,2.5628153572034273e-08
177,0,-0.007005816813724323,0.4417928513729019,-0.018776041891391808,0.060724514415667466
178,0,0.0008831374986759196,0.9231636222372133,0.0023572672097503106,0.8144195015244269
179,0,-0.005325123352539664,0.5112753320409036,-0.014258588945606776,0.1092548694386197
180,0,0.020986705752231608,0.07463022029772154,0.055712706991081336,1.3926408108998263e-05
181,0,-0.0017806537506023473,0.8573973872403541,-0.004770071038160863,0.6609959328656297
182,0,-0.006110641809234427,0.4895194530090281,-0.01637138019344718,0.09197298797239259
183,0,-0.008053244027832926,0.4882168328076347,-0.021608019213836305,0.0909451723992927
184,0,0.022667087683102563,0.02774335340196137,0.06019007413305918,8.118935773300321e-08
185,0,0.01002225786573997,0.2789615444284492,0.02672565639223725,0.008317709407202842
186,0,-0.010133058971818683,0.21498067599801107,-0.02715829731733369,0.002501891446206963
187,0,0.009668808564872549,0.2501877502881541,0.025800172688770537,0.005064187724504757
188,0,-0.007559007711966936,0.36159081270501015,-0.020251108280912235,0.026121467244464763
189,1,0.008810463003961351,0.29558393503230806,0.023513653999576375,0.010786770422036277
190,0,0.016978756701470473,0.04674805749298105,0.045228608390483135,1.2513661207323063e-06
191,0,-0.007163845435842026,0.3844934560794888,-0.01919023356378735,0.033978930027506744
192,0,-0.005143646038000638,0.5510974258373321,-0.01377637589896747,0.146066831058792
193,0,-0.0008988432641040544,0.9155764242322807,-0.0024072472713607585,0.7958350191877219
194,0,0.0006862812098350662,0.9448674907291872,0.0018296994894822381,0.866506103951187
195,0,0.010279145533323316,0.33913101641625487,0.027391383809438213,0.01982260566232905
196,0,0.00037821789923540334,0.964242573836023,0.001008585914871824,0.913215452081041
197,0,-0.0029108858705556764,0.7873070384226245,-0.007799330696356395,0.5103252386438193
198,0,0.0038480318940616624,0.6352336198202173,0.010281116894466792,0.2476035662008228
199,0,-0.004893099230809155,0.580026055001669,-0.013105972361543537,0.17723125712557797
200,0,0.01490302646221284,0.12816703657889936,0.03967609868338844,0.00020868606765684521
201,0,-0.007260126927785774,0.36890019267046703,-0.01944595616372313,0.02847202378810862
202,0,-0.006942174358546413,0.5216292988112086,-0.018616707996831412,0.11809199460472312
203,0,-0.012234158867596349,0.17828731141552812,-0.03283236105171181,0.0010315712145491423
204,0,0.0029960142682084324,0.790748092899427,0.007996613881041198,0.5181283071397009
205,1,0.008160637176395442,0.30982063361488443,0.021789492462831905,0.01330107089838993
206,0,-0.0007658525663929659,0.9314770904452786,-0.0020522035692961452,0.8336745282646306
207,0,0.001357659570602125,0.8703697280646825,0.0036272097636222476,0.6909689963929033
208,0,0.0040959579967616575,0.6849069271219461,0.010934718146843835,0.32280319890786846
209,0,-1.4706611720171695e-05,0.9985937622616354,-4.2002419918362284e-05,0.9963390003514403
210,0,-0.011419431963063737,0.18187576632832136,-0.030626212072239863,0.001134773660765326
211,0,-0.008683662837888198,0.31937393233748523,-0.023277141708869416,0.0151911481316931
212,0,-0.004448663993964123,0.5806064963421171,-0.011909661779058662,0.17793341413530994
213,1,0.010112852101421392,0.28007946013938256,0.026965070970574153,0.008469635561823114
214,0,-0.010560746524926792,0.26497054594867686,-0.02833536813378859,0.006569663591195966
215,0,-0.005110311401124113,0.5519415294728072,-0.013686747618573908,0.1469244769654598
216,0,0.010041392582101882,0.22451769902611307,0.026795815806156954,0.0030695087604730937
217,0,-0.0028126793113045128,0.774262379421951,-0.007533759244376277,0.48414032879086777
218,0,0.0074831238564858045,0.38659605194200597,0.019973800321470534,0.03482820517898851
219,0,-0.0064611570035456025,0.5377211882767695,-0.017322673240360194,0.1328666808979255
220,0,0.006656024556348073,0.45811402055033656,0.017766281190460854,0.07054675894871676
221,0,0.005580462766413558,0.5065327164334567,0.014903105265819835,0.10544293221248763
222,0,-0.0024156219135434386,0.8346970710107549,-0.006474198848284331,0.6104806124969382
223,0,0.0005684774823963512,0.9467129808318332,0.0015171841488081641,0.8708192620018805
224,0,0.0025286307272464146,0.8343463622963656,0.006747232932630427,0.6106602871507103
225,0,0.003643062668750057,0.6509760682899393,0.009734079252412582,0.27017985941689937
226,0,0.004564902665103142,0.621230698058441,0.012188855191712993,0.2285345486762902
227,0,0.01107201374076524,0.24190733913385198,0.029513576204527665,0.0043396273626742305
228,0,-0.00631585263888835,0.4583561949500632,-0.016918965811606148,0.07059025084606207
229,0,0.004373783809029645,0.6296079231168743,0.011679706811053688,0.23986357493318045
230,0,-0.0009682052950175037,0.9089724886038923,-0.002592806954560919,0.7802141825324825
231,0,-0.01869336724502617,0.10096976578367152,-0.0503357344086911,6.364564460229449e-05
232,0,-0.01136381028684817,0.2042150064697813,-0.030486569013560793,0.0019649094426437003
233,0,0.009555589777177846,0.285161027905971,0.025488880807089342,0.009183322115863509
234,0,0.005631145546073148,0.4859571753663309,0.015041394604548326,0.08944798607252202
235,0,0.014798592499501556,0.20893071788300543,0.0393653855420435,0.0021956827906952398
236,0,-0.005896674773188038,0.5288065195118309,-0.01580093160795004,0.12457696705756428
237,0,-0.002255929101175076,0.7961125408320439,-0.006039926369269687,0.5285379233954169
238,0,0.008795356767236487,0.32645624592205846,0.023464959347121027,0.016766127093831185
239,0,0.000986261013571384,0.9314977399106021,0.0026286881274897853,0.8345128814994411
240,0,0.00593209831839578,0.5018832679525062,0.015837523478236,0.10168987408637728
241,0,0.0006641705398962713,0.9490793866735888,0.001769753298932843,0.8767023583708745
242,0,-0.004461112713275039,0.6724889166937134,-0.011954765570685989,0.30248715091347667
243,0,-0.003372339737467372,0.6803850774223672,-0.00902753778835658,0.3151357036539497
244,1,0.0168219656748205,0.1108765815726646,0.04474091480780445,0.0001019761009382994
245,0,-0.005221454652719221,0.5729773607292168,-0.013988854414715448,0.16927008220782658
246,0,-0.01854652746735587,0.027818367675449887,-0.04981598134744549,8.189129526993804e-08
247,0,0.005800482446753399,0.49686037979786735,0.01548886363017156,0.09771470455943727
248,0,0.012647452623991154,0.15872679978947268,0.03371007917064482,0.0005917703232191876
249,0,0.007367712883773196,0.3761154296909349,0.019670355421828153,0.03097671352675968
250,0,0.001865334226065639,0.840771759609523,0.004981815160020167,0.6245847407244838
251,0,-0.005899223939042433,0.5009468195922129,-0.015803623149598118,0.1007946617172986
252,0,-0.00237318228234319,0.7749547459217976,-0.00635263042978751,0.485638046816248
253,0,-0.011293937384532014,0.19076123430968706,-0.03029088042483088,0.0014238124457458597
254,0,0.004999814428810355,0.5660672352454159,0.013351799949534077,0.16192853000900476
255,0,-0.004520931876469272,0.634425789251009,-0.012111305265019886,0.2461910271529839
256,0,-0.008492673733543428,0.34263925212170276,-0.022767367039009088,0.020680071440774998
257,1,0.012980027514178491,0.1726370994289821,0.03458073748527895,0.0008868702922536435
258,0,0.0023256005460540754,0.7836415739092611,0.0062133718558319406,0.5034550145971195
259,0,-0.009376314934498982,0.32919735786542914,-0.025150809847286577,0.017354738811268137
260,0,-0.007964644841712658,0.3904179810847579,-0.021352610067860604,0.03624562589232451
261,0,-0.010525183750178758,0.21218455426048355,-0.02821907909917725,0.002352737307251542
262,0,0.0028994679245446147,0.7508021785894206,0.007744263659761486,0.43903889645088257
263,0,0.002200405636411907,0.8221381305385044,0.005875802488771821,0.584004395834884
264,0,0.004137442949542791,0.6175362088581094,0.011052841966548448,0.22358949892618774
265,0,0.005861292476477009,0.5414578531368047,0.015643921188934012,0.13672080307614246
266,0,-0.0015286311071656823,0.8528382449645759,-0.004091942905046911,0.6509154081650401
267,1,-0.0018488832235561544,0.8249720731606702,-0.004949331065096896,0.589587629724126
268,0,0.004951878572124691,0.5957378373790367,0.013220624904019448,0.19602910721599331
269,0,-0.010746230552601295,0.2080635999792334,-0.028815771525041636,0.002145684605988587
270,0,0.010151165294514647,0.39180775706416304,0.02704289626959951,0.036894594668549656
271,0,-0.004263607049589651,0.6554180205808884,-0.011421530663783737,0.27645006111417236
272,0,-0.002254262443074505,0.7841910519985948,-0.00603406784539525,0.5041944912959608
273,0,-0.01081548658312773,0.22410017216730393,-0.02901032845622492,0.003036704376742161
274,0,-0.005260553172747954,0.5559458813763377,-0.01409182152239703,0.1510166583094273
275,1,-0.003521026419072955,0.6842555184982613,-0.009427863978054032,0.3213363481967584
276,0,0.012730700594963017,0.13967330696707186,0.03394153655975321,0.00031784599192630236
277,0,-0.0017761865787896422,0.8416649922968222,-0.004755978619951294,0.6260023890214828
278,0,0.0034812817395908544,0.7118153982486293,0.009296643932268126,0.368038563044348
279,0,0.004878161006680692,0.6459204479894118,0.013018934688850157,0.2629371448474159
280,0,-0.009468926537418113,0.3443222438587763,-0.025404426357127217,0.021119667025476845
281,0,-0.0009844314695146388,0.9216096995884825,-0.002639015891068678,0.8100234153498618
282,0,0.0006586499733097562,0.944012859130811,0.0017567717190566398,0.8643996500023698
283,0,0.001301994697787486,0.8705682149072077,0.0034791527274725654,0.6913822617643743
284,0,-0.002209988073274251,0.8204990915725883,-0.005919312457411028,0.5798372086620915
285,0,-0.004569166062448107,0.6249653711223381,-0.012239953634408022,0.2332219446134326
286,0,0.01175371443672328,0.22240388734036798,0.03132206236408899,0.002939013888170429
287,0,-0.016216360144459166,0.06849730176444484,-0.04355819000311857,8.943063624722387e-06
288,0,0.003562745381663014,0.6582586828941421,0.009519559937619737,0.2810091372657141
289,0,0.003687886516730692,0.6514757692312543,0.009853168992921515,0.2709233170767873
290,1,0.012790130885885697,0.184589195688309,0.03407414463063902,0.0012211638820709809
291,0,0.0037636145609169203,0.7108309722851218,0.010047892203782213,0.36636893251455616
292,0,-0.005137904033046523,0.5297096521902085,-0.013757482414301947,0.12544366480519167
293,0,0.01224991016746032,0.18134412105368714,0.03264923946011893,0.0011219346638422644
294,0,-0.0013029332832683762,0.8797317408087509,-0.003488754045179135,0.7119798624796367
295,0,-0.016275351772691182,0.15701876089922626,-0.04378910988127086,0.0005596454484692468
296,0,-0.00014087686414266366,0.9862858138893981,-0.000379184328571094,0.966361006448823
297,0,-0.0034673055777653494,0.7256613766487354,-0.00928805592502952,0.3920369771111448
298,0,-0.00933388374141292,0.3087349578592342,-0.025031032951263542,0.013071950032811459
299,0,-0.01575372639930232,0.13689662949832063,-0.042360953310737255,0.0002872071926329641
300,0,0.005656992070483793,0.5491630513060239,0.015100192464952611,0.14432723723500399
301,1,-0.004643968929070458,0.5748425122858645,-0.012434627014591033,0.17139163823908
302,0,0.0013169486793188018,0.8737634688061877,0.003518460614143074,0.6987261560831279
303,0,-0.0016104642129867743,0.8615380395005139,-0.004313088476459477,0.6703918165851306
304,0,0.005321998741962287,0.5263084766208024,0.014213552410936435,0.12248287444225935
305,0,-0.010969781714277774,0.23878977958507042,-0.029433459860358044,0.0040763883964634205
306,0,-0.014049142821954737,0.143463716673859,-0.03773585130923307,0.00036117284917432275
307,0,-0.005662295246340208,0.5289914400926283,-0.015169737337267621,0.12475700121372776
308,0,-0.017037244499824133,0.10431776426439832,-0.04582925888950106,7.492586183244679e-05
309,0,0.017317925107520265,0.08074825262618765,0.04607006392642693,2.0749503261566352e-05
310,0,0.0045714652483425785,0.5925259562963864,0.012209853772209713,0.1921115115409524
311,0,-0.0029411771170331923,0.7265002734085455,-0.007873807850516954,0.39364815885368887
312,0,0.013563558242693327,0.2445768348606545,0.03609599388713622,0.004568347587296936
313,0,-0.00044115426434345904,0.958547276992799,-0.0011828490769782518,0.8989215646527878
314,0,0.0012740533466131727,0.878017595827755,0.0034037802011472966,0.7084926525769009
315,0,-0.005672021018931381,0.5436841402881467,-0.015197999921623687,0.1386598085799996
316,0,0.001157851419169553,0.9201909376382537,0.003087089835175528,0.8075355585765465
317,0,-0.008740513064481667,0.31005667628950695,-0.023428064432670835,0.013324912492727384
318,0,0.00711537671240048,0.4864176473228651,0.018981135858117233,0.08983770732126496
319,0,0.00965602984212915,0.2683297452395479,0.025759874868425486,0.006973445201363706
320,0,-0.004214095494373356,0.6616743795615181,-0.01128907190606067,0.2858540137699276
321,0,-0.010649362561379551,0.2223004339891238,-0.028559882265376396,0.002924885730338934
322,0,-0.002085513340910512,0.8380950102242363,-0.005586997051070504,0.6180293116822586
323,0,-0.0035616929662211183,0.699025298800726,-0.00953887797029729,0.34569856167833546
324,0,0.00304266867433519,0.7368972679950481,0.008126841538365358,0.41299111767538466
325,0,-0.010265349758126312,0.24055223401398274,-0.027527896708442117,0.004218056198320852
326,0,-0.0068722206097168465,0.515088542248586,-0.01842726295785566,0.11241664454640785
327,0,0.007256248248493803,0.36675380442282246,0.01937761800103861,0.02780219293889724
328,0,-0.005337771744874863,0.595413455247112,-0.014304767836330279,0.19531595870206175
329,0,0.005869074159550391,0.5557995530036881,0.01566277639990407,0.15111106037258482
330,0,-0.005990389833001275,0.5565991394010439,-0.016057055275521596,0.1516519864960364
331,0,-0.006287923880356732,0.5865419404396957,-0.016862333699998136,0.1846803965139
332,0,0.01554456975041833,0.09868018864654865,0.041387348552993655,5.6975094585762693e-05
333,0,0.0059117502726985325,0.48119552888086425,0.015786930373127322,0.08600433895258577
