feature,is_signal,naive_logOR,naive_se_boot,naive_p_boot,lambda_logOR,lambda_se_boot,lambda_p_boot
0,0,0.003627572102326953,0.08433211414204014,0.9656893288770955,0.007139734155177514,0.14916562581477763,0.9618242529020384
1,0,0.03557587070606201,0.07507926340002967,0.6356110393422054,0.06859491780796005,0.14130230258319026,0.6273586024212945
2,0,-0.01133990319107614,0.08835246713287577,0.8978732157956072,-0.021714075353442604,0.155171202687658,0.8887103640820522
3,0,0.0695932295858287,0.07963712933563093,0.3821840520043853,0.13380615025517736,0.13994635153872015,0.3390092845666216
4,0,0.0325487259354379,0.07910009142916541,0.6807148543441367,0.06282742340479747,0.16664055060011992,0.7061560527485556
5,0,-0.04461044778408461,0.08152016018912711,0.5842192911716086,-0.08619092776079933,0.15209305967108316,0.5709189553214702
6,0,-0.01128536310874831,0.08224288039025704,0.890856950190431,-0.021630453052204447,0.15383175040283353,0.8881771715766504
7,0,0.032304998818062716,0.07495869436071688,0.6664896960325694,0.06231619179060996,0.15536090574806233,0.688342081998953
8,0,0.0011109682145799998,0.11477067703463296,0.9922766810652168,0.002531048618763564,0.20802177108151326,0.9902921950032079
9,0,0.06856735431229947,0.07805243367242788,0.3796843126024839,0.1318328095296131,0.16183740968524696,0.4153011137474544
10,0,0.22187442237494837,0.11412391014043538,0.05187691896423009,0.4232853745524523,0.2186834686170428,0.05291578405968577
11,0,-0.025266083738716652,0.12119678860981314,0.8348607856615209,-0.04850326128409017,0.22563825498564838,0.829798290684931
12,0,0.18155947989708257,0.12130089458020855,0.1344532438190576,0.34682489860115473,0.22741282110502212,0.1272367835076983
13,1,0.6796061285639442,0.07219396282564713,4.793629361494209e-21,1.3191659841056491,0.1345055425427756,1.0450390395054179e-22
14,0,-0.007176048652339885,0.11712781289157322,0.9511467147911218,-0.013394252549939357,0.2178507713873034,0.9509740645353757
15,0,-0.08113100629964068,0.09001694814700799,0.36743632764182743,-0.15755845830059934,0.16579492822847844,0.3419489990449319
16,0,0.07853501870429526,0.07447588659105515,0.2916528545614141,0.1508892043587655,0.15525522820094198,0.3311110416309053
17,0,0.1264357754283712,0.12767300804815623,0.3220229309163605,0.2424696208153514,0.2524307520975292,0.33678393554648445
18,0,-0.27738510714943965,0.10629059556738886,0.009062529467581655,-0.5579673929756985,0.2092712216688693,0.007670481331187916
19,0,0.03321585246129728,0.08299231445161889,0.688988553916255,0.06405956167921355,0.151645212051264,0.6727108246790829
20,0,-0.3156846294344728,0.0984360009453723,0.0013412522248609736,-0.6403481534474531,0.24406445449758163,0.008698429062493686
21,0,0.2233514871031799,0.07674152747566176,0.003609221251107278,0.4271480247306276,0.15044020007766287,0.004520964698164924
22,0,0.14261318794650713,0.08784685427452724,0.10449759057900496,0.2729188284383885,0.16378868512999395,0.0956564207495762
23,0,-0.15397968003748347,0.09455826847597562,0.10343786644232981,-0.3024529047346501,0.19634787158047057,0.1234645645964249
24,0,-0.004474649774540173,0.09992667814317199,0.9642832002103245,-0.008384015951172075,0.16628091439400308,0.9597870651877931
25,1,0.6896111104579355,0.07771650903622138,7.093414478081528e-19,1.336114442862104,0.14640779689308814,7.109094359845727e-20
26,0,-0.12999002365448892,0.0680046923186135,0.05594214224295036,-0.2529648204404666,0.1388405023205248,0.06845779957477865
27,0,-0.1292642998173513,0.08279044105268508,0.11844277404888294,-0.25224388601468795,0.16953905156553456,0.13679791184581205
28,0,-0.05147533730656278,0.07399025612815445,0.48661404935880925,-0.09953724546877345,0.13226209782698312,0.45170490352938664
29,0,-0.011179618068950323,0.09328900906149168,0.9046110563022474,-0.021322640343569337,0.1852282280182783,0.9083535732374083
30,0,-0.09318459600385527,0.08857561766262312,0.29278377126712474,-0.18108668048888052,0.16878701944696753,0.2833290467100299
31,0,0.033208650866340984,0.07723850739400626,0.6672324404096736,0.06407698050258795,0.16288242274719464,0.694028442965268
32,0,-0.12946845019362735,0.09008971977696388,0.150687960626388,-0.25279551523621235,0.1678023460954539,0.13193690913862083
33,0,0.11561445230963116,0.0850991648378985,0.17427811818034689,0.22162459848467972,0.15634769102832646,0.1563335308331607
34,0,-0.0759721661088561,0.12121944880841162,0.5308346076201985,-0.14773614153914671,0.28238875316203466,0.6008588699636093
35,0,0.013422651724873415,0.07876059940118109,0.8646771449329276,0.025995949265898065,0.1411876705202546,0.8539166756905814
36,0,0.12777895137598572,0.07803375106931781,0.10152955988787633,0.24485621074417413,0.148023321293102,0.09809232692094308
37,1,0.7061696826089546,0.0672944454219049,9.231153095733815e-26,1.3748100336099636,0.14363514204428224,1.0532121777212374e-21
38,0,-0.13112566394178599,0.12109998403379989,0.27890233357984295,-0.25703523975838255,0.2387591509087752,0.2816830820186158
39,0,-0.0717987131941512,0.06675478949839717,0.28212454188111946,-0.1390612081505141,0.1385645056172747,0.3155788658679466
40,0,0.08148019681052635,0.11575850737373551,0.48150697686144417,0.15695456771481459,0.2520962636696447,0.5335488870884533
41,0,-0.0768641354012379,0.1158217185025879,0.5069195881460027,-0.1493968451788052,0.23222440448835607,0.5200102201667037
42,0,0.08593863270757324,0.0790655073029622,0.27706796565685854,0.1650677499084519,0.14797852434270786,0.2646428579059791
43,0,0.02434667425729494,0.08809093622994077,0.782255333227945,0.04709132364164871,0.15084491297308214,0.7549009160960417
44,0,0.12566167128142225,0.07293326622631853,0.08489434314909415,0.2409062127015193,0.1458664992504106,0.09862576632316987
45,0,-0.03656225903064744,0.07591317501772192,0.6300669712234614,-0.07058238477002257,0.1521130434686468,0.6426386430725104
46,0,0.11246550985359749,0.10043568533057351,0.2628090598014228,0.21559027062679423,0.19906628290253822,0.27880510912907586
47,0,0.340161782545767,0.1438036633299812,0.01800769890135309,0.6494117870521373,0.28405211246082845,0.022240121931843927
48,0,-0.06693467276840522,0.09916404689178433,0.4996825491315495,-0.12981269131197637,0.1975262487835083,0.5110574011334523
49,0,-0.0549022372263784,0.07542961360320806,0.46669897734465515,-0.1061994319722979,0.15280098562723582,0.4870440353923179
50,0,-0.04572027180421274,0.07513051416407096,0.5428263075196017,-0.08837393959102972,0.16719336596068976,0.5971015260206882
51,0,-0.03980797302585585,0.15202188633096797,0.7934318040282017,-0.07673547394938696,0.28245588185113224,0.7858739069180101
52,0,0.01408035341661578,0.12891958056384142,0.9130294935459331,0.027766028547808196,0.24777199189565977,0.9107735956862224
53,1,0.7317590181158562,0.07252071576610204,6.0955107977600025e-24,1.4226474230346582,0.14677377086450716,3.2356479599512943e-22
54,0,-0.09181369918224491,0.08201088803063557,0.2629138413897726,-0.17834123197775656,0.15701280480081029,0.2560240454758994
55,0,0.10465339535645525,0.07845743846775667,0.1822407333545084,0.20070847193457747,0.15816735011932365,0.20445435815415103
56,0,-0.04286645989726001,0.10340120820918448,0.6784608133481419,-0.08281785436944579,0.18444542588617804,0.6534243893258873
57,0,0.09436964596351996,0.08810500091263433,0.2841225317540308,0.18110909033364703,0.154965471357582,0.2425220668985275
58,0,-0.13361608071573522,0.07496304408792784,0.07467978460570505,-0.26035579347696425,0.14205951723127316,0.06684372389890526
59,0,0.024104466897528227,0.12317219345463641,0.8448470901912528,0.04690219461322152,0.23731464408834496,0.8433289510682038
60,0,0.10978630396450982,0.07204651670332209,0.12755236107689955,0.21069696139488386,0.13998075762907555,0.1322764751147468
61,0,-0.10670464524031659,0.10690469315065126,0.31821694193111105,-0.20830160068595177,0.21451265437111217,0.3315254984119632
62,0,-0.09259090420180983,0.08673201712495665,0.2857228231048521,-0.18005994744500123,0.16024662159308806,0.26116463142407587
63,0,0.005256847200821461,0.09437260332724298,0.9555783244900604,0.01038770148938128,0.171663610408265,0.9517478907760765
64,0,0.05378409084915323,0.12498857097417343,0.6669686473635864,0.1039936310195309,0.24850666266390115,0.6756004338049936
65,0,-0.019978528148560604,0.09588818591843108,0.8349538649153052,-0.03838478241601459,0.17139882570990522,0.8227961393580757
66,0,-0.04067128951172126,0.07739674978867339,0.5992419614364966,-0.07855131709460542,0.15362538402035414,0.6091288906182697
67,0,0.0672277473593062,0.07909863885811824,0.39536793299167294,0.1292991212301908,0.16433599265568172,0.4314005132349087
68,0,-0.031563223649762655,0.0961817154468665,0.7427888670336106,-0.06084264987552554,0.16419198737333104,0.7109667901990885
69,0,0.11786033686530811,0.08702552381669658,0.1756345666358492,0.22584718957747196,0.18480732189425567,0.22168175893781905
70,0,0.00431408252048391,0.09766589382221547,0.9647674262343142,0.00855355735298154,0.17121409148412092,0.9601556539236041
71,0,-0.1564801459702469,0.1320182335518957,0.23590204572473272,-0.30898190330083647,0.31588121300608935,0.3279959228549342
72,0,0.10205566704948374,0.08125642497371326,0.20912669109119364,0.19581248653497002,0.16034972658687047,0.2220258840032061
73,0,0.1799688076442114,0.1472332019969599,0.22157965505159505,0.34442723733656977,0.2743720006597671,0.2093592088244891
74,0,-0.2281662816950229,0.07163846445324441,0.0014476956287470311,-0.44909744559429515,0.14233748693187895,0.0016041049471639077
75,0,-0.4281201813541339,0.1459674732250731,0.0033572180113924863,-0.9062473402486281,0.34632856643409754,0.008877729057786828
76,0,0.07776182923478193,0.0701895367268886,0.26791213469319397,0.14944544304417096,0.1532592370797576,0.32950301794979286
77,0,-0.1578472458859719,0.1127424150711132,0.1614924298421705,-0.31064841327596465,0.20070252235604924,0.12166919753911248
78,0,-0.003749602581720573,0.10620721709524653,0.9718368608672898,-0.006929127213634473,0.19164547783165392,0.9711579977489917
79,0,-0.020664228734532566,0.07220941607891841,0.7747472820450841,-0.03979850017658605,0.15021106290509686,0.791047574356589
80,0,0.019840576400427794,0.0802571377766219,0.8047436877273731,0.0383650898804159,0.149387136002003,0.7973203882619891
81,0,-0.028967502614669398,0.1038240708178174,0.7802404869536059,-0.05578083419897786,0.20469037878196694,0.7852274278014756
82,0,0.01924329690247394,0.07871270378144456,0.8068628766888053,0.0371899002796758,0.16194427372891076,0.818366640351468
83,0,-0.05595714718513035,0.07776457866945555,0.47178908127454133,-0.1082847226427532,0.1561278361605923,0.48795537109354636
84,0,0.04628732785924503,0.08634050110885831,0.5918879576400742,0.08917531164440765,0.1582801222915396,0.5731612866452129
