feature_id,seed,m,n_case,n_ctrl,prev0_mean,prev_sd,beta_mean,beta_sd,null_frac,eps,n_val,var_extra_scale,xlim,is_null,beta_true,logit_prev0,prev0,prev1,a_raw,b_raw,c_raw,d_raw,log_or_naive,se_naive,z_naive,p_naive,y_naive,sig_naive,var_extra,se_floor,se_lambda,z_lambda,p_lambda,y_lambda,sig_lambda
0,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.239761324748489,0.014206303509013104,0.014206303509013104,1977,197140,136973,13697860,0.00312420343341647,0.022762583597484468,0.1372517060744252,0.05020426786275182,0.05020426786275182,False,0.0015624999999999997,0.039528470752104736,0.04561398044495206,0.06849223424355229,0.02438724937867685,0.02438724937867685,False
1,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-1.6352075494441487,0.16311822744556662,0.16311822744556662,22631,2266206,116319,11628794,-0.0016209555279698671,0.007301401985875087,-0.2220060655618857,0.08390987330430039,0.08390987330430039,False,0.0015624999999999997,0.039528470752104736,0.04019714505980917,-0.04032514064265146,0.014199165250423808,0.014199165250423808,False
2,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,False,0.007736577753963789,-2.547431182868297,0.0725992504445296,0.07312186888128279,10173,1008198,128777,12886802,0.009738842146265178,0.010350332723957542,0.9409206840011076,0.4599891576377579,0.4599891576377579,False,0.0015624999999999997,0.039528470752104736,0.04086109870643013,0.23834019286252378,0.09064873111441164,0.09064873111441164,False
3,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.395626560089501,0.032432425419603825,0.032432425419603825,4526,451017,134424,13443983,0.0037271309110641637,0.015187229940327507,0.2454121604603683,0.09359097592318188,0.09359097592318188,False,0.0015624999999999997,0.039528470752104736,0.04234562496008743,0.08801690645910043,0.03158092130298346,0.03158092130298346,False
4,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.738938927013372,0.008672060922847363,0.008672060922847363,1193,120574,137757,13774426,-0.010303545604347366,0.029214673785708738,-0.352683917675222,0.140066274631756,0.140066274631756,False,0.0015624999999999997,0.039528470752104736,0.04915279406509234,-0.2096227854453712,0.07885368858805887,0.07885368858805887,False
5,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.1194103308618057,0.04231366068328695,0.04231366068328695,5953,587826,132997,13307174,0.013275719382930864,0.013314041081950554,0.9971217079184439,0.4966105271152763,0.4966105271152763,False,0.0015624999999999997,0.039528470752104736,0.04171047458291342,0.31828262602337365,0.1247820933980599,0.1247820933980599,False
6,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.7230458955681303,0.023590317661461743,0.023590317661461743,3358,327896,135592,13567104,0.02454572664407231,0.01755706303207093,1.3980542531080176,0.7902256231080733,0.7902256231080733,False,0.0015624999999999997,0.039528470752104736,0.04325217292012173,0.567502740021951,0.24384129572869348,0.24384129572869348,False
7,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.0626488266071754,0.044674518115265745,0.044674518115265745,6173,621291,132777,13273709,-0.006668604357283708,0.013084301726982793,-0.509664519852178,0.2144662270110176,0.2144662270110176,False,0.0015624999999999997,0.039528470752104736,0.0416377106921445,-0.16015780518264244,0.05910677523334478,0.05910677523334478,False
8,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.998754631079612,0.01800821975676432,0.01800821975676432,2481,250793,136469,13644207,-0.010797470173582157,0.020356088702920914,-0.5304295108535668,0.224889172649713,0.224889172649713,False,0.0015624999999999997,0.039528470752104736,0.044462010157899794,-0.24284709879820213,0.09252207692764305,0.09252207692764305,False
9,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-2.2345369372859545,0.0966916483854227,0.0966916483854227,13298,1343877,125652,12551123,-0.011617822047506507,0.00916398915140835,-1.26776907475071,0.6884995251266028,0.6884995251266028,False,0.0015624999999999997,0.039528470752104736,0.04057682463139679,-0.28631668823383194,0.110902560564704,0.110902560564704,False
10,3,20000,138950,13895000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.437384613096913,0.031147312395135615,0.031147312395135615,4409,433707,134541,13461293,0.017091957094321507,0.015381668354358715,1.1111900673296045,0.574324712576886,0.574324712576886,False,0.0015624999999999997,0.039528470752104736,0.04241574850646255,0.40296252444342323,0.16305856546575964,0.16305856546575964,False
