beta_true,prev0,prev1,logOR,se_naive,p_naive,se_lambda,p_lambda,var_extra,y_naive,y_lambda
0.06274550109847056,0.005745032905437118,0.006114782406147225,0.05235402802861179,0.023991191625597347,0.02909339266170069,0.06764301350188452,0.4389453423947829,0.004,1.536205631508432,0.3575895548699027
0.08010313064485439,0.03037527948999967,0.03282538586103709,0.08418911789925065,0.010455234241235765,8.122480684368944e-16,0.06410391503675192,0.1890742792086083,0.004,15.090311312753919,0.7233675465516911
0.024844869205312883,0.009533445191197925,0.009770925949449791,-0.017732576651382493,0.01873921050223905,0.3440047973285122,0.06596330806021804,0.7880644664970953,0.004,0.4634355009204082,0.10343825421250145
0.09063920452500239,0.007691331283860713,0.008414897537063301,0.10850153295333362,0.020507060807493687,1.2169238077057266e-07,0.06648713817696054,0.1026968395511225,0.004,6.914736612344162,0.9884429214137019
0.03121065720575575,0.1920598702557519,0.19694951524464216,0.0373543119447256,0.0046111710802750755,5.458558800255816e-16,0.06341342837862944,0.555821048034107,0.004,15.262922007060181,0.25506501122545655
0.009941404720320915,0.007510348457282025,0.007584815100917444,0.013651805373625654,0.020985570926261077,0.5153480246563599,0.0666362828127525,0.8376733415027925,0.004,0.28789938427789236,0.07692530552269221
0.06829337278562998,0.04984859321478215,0.0531844772843425,0.08092011582541422,0.008272683394224154,1.3505255956120025e-22,0.06378430285376703,0.2045650277217559,0.004,21.86949718050451,0.6891686109252967
0.0810163465604817,0.03849553986424225,0.04160895519189111,0.08563898661823767,0.009334113811821799,4.5225192648104403e-20,0.06393063178674244,0.18038808190124533,0.004,19.344619574477424,0.7437921593412284
0.04665697632951647,0.028469738547829956,0.02978901885479502,0.05709881590432794,0.010875468818563145,1.5190158599400712e-07,0.06417379388834309,0.3735986099124373,0.004,6.81843769167474,0.4275947483640026
0.02770782479697577,0.0611290981669602,0.06273878590927703,0.013181238688282111,0.007578651913940927,0.08198921241200276,0.06369800597218629,0.8360619483605507,0.004,1.086243285398435,0.07776154213705995
0.060783745006021,0.0144573577290404,0.015349479984627382,0.06388031510311448,0.015042341184902358,2.169418203230527e-05,0.06500978409688045,0.32579145992513103,0.004,4.663656720070522,0.4870603041772994
0.05841758075271362,0.1166182890046592,0.12277245858465871,0.05928240587762918,0.005626302121954086,5.854413817692302e-26,0.06349531695776867,0.35048443856395306,0.004,25.232516582826648,0.45533125985377276
0.10216794498054277,0.008258846527426235,0.009139127047219314,0.10078307649501173,0.019629131731353902,2.831020818954815e-07,0.06622161892106569,0.12803264567771502,0.004,6.548056936878645,0.8926792801176924
0.08242223962438051,0.06188813576197424,0.06684976226991099,0.07964651849005508,0.007457148297447837,1.2551245886827124e-26,0.06368366400208243,0.21105908146172914,0.004,25.901313162237265,0.6755959562607532
0.0658144693879386,0.022904108445201105,0.02442418552365508,0.059211039023194134,0.012006004304758304,8.148132760893883e-07,0.06437502729603985,0.35768630446114735,0.004,6.088941903474781,0.44649768834088
0.09334899615671977,0.0321740245046441,0.035211238743972806,0.08807658927574727,0.010099523520313465,2.7608249718251757e-18,0.06404686077660142,0.16907261159383413,0.004,17.558961125479527,0.7719267389252124
0.05383430850282622,0.026360523903592104,0.027778017242505403,0.07021027744058671,0.011256771734280925,4.45588448216223e-10,0.06423951206132957,0.27441778528445737,0.004,9.351066076678539,0.5615877450039453
0.032223012790548955,0.04036358560236285,0.041630376253633576,0.0377685792831871,0.009260575364075364,4.534146208635783e-05,0.06391993629591412,0.5546053632646102,0.004,4.343504479670476,0.2560159349295188
0.07752174933075744,0.07739869731729161,0.08311891564219961,0.08170755134025286,0.0067244992366388085,5.68580621933204e-34,0.06360203526604755,0.19890803985832917,0.004,33.2452079457903,0.7013476623479619
0.0774761525596707,0.08251639911994302,0.08857485107994606,0.07723232658073771,0.006527487740730987,2.671527113173629e-32,0.06358150750183102,0.22448131614470967,0.004,31.573240413829215,0.6488198000188997
0.05355513266619433,0.1813685584619228,0.18945618052299001,0.05667297263463603,0.0046984439543955436,1.6751331997168376e-33,0.06341983424444277,0.37152743301889934,0.004,32.775950653939354,0.4300091130773952
0.03651574266108101,0.0376903339044873,0.039037341534926245,0.04403154753897485,0.009524666634266793,3.7841865649742963e-06,0.06395873102629472,0.49117772277340377,0.004,5.422027460499228,0.3087613387235259
0.06687461715639788,0.020758279311096656,0.022162133732533788,0.0885526012145787,0.01259954628608807,2.0915895905841354e-12,0.06448835993119437,0.16970374487565854,0.004,11.679523528232284,0.7703085739410807
0.014816828353739708,0.015342228521827227,0.015567678899540256,-0.0051971891679571955,0.01471565419918793,0.7239578603841428,0.06493497115199234,0.9362079647819245,0.004,0.1402867121664605,0.02862766843595828
0.08070374310488436,0.030909094368166672,0.033420171963526535,0.07628705721923455,0.01036655279905763,1.853472379412421e-13,0.0640895109743837,0.23392045579818632,0.004,12.73201388147588,0.6309317984908539
0.07474104782234973,0.050489716510917736,0.0541956219031419,0.06855832882298361,0.008197133280598788,6.078354320492147e-17,0.0637745481679008,0.2823698876053852,0.004,16.21621398754836,0.5491816190370339
0.010834285683285344,0.038971817210569325,0.03937962685503234,-0.005841193291296287,0.009372189484473886,0.5331219180989027,0.0639362020746688,0.9272067694713744,0.004,0.27317346207505405,0.0328234062794355
0.061840605295145144,0.014579252019122253,0.015494891827614286,0.05941289950563083,0.01503434742786926,7.756198955225836e-05,0.06500793492014555,0.36075203193937666,0.004,4.110351059308582,0.44279121405962796
0.031077010093762784,0.008592009314225879,0.008860812479731944,0.05856896097368549,0.019319894030272886,0.002433126247690158,0.06613061549192609,0.37580305086239596,0.004,2.6138353562345267,0.42503969851083817
0.08271663134274451,0.03852634918861276,0.04171005638189283,0.07911245585209287,0.009330856674058283,2.2795035383601302e-17,0.06393015631352561,0.21590797135090267,0.004,16.64215972932774,0.6657313231599684
0.0010250182033028354,0.012764475794389413,0.012777399059403793,0.01388147156632851,0.016260908734144208,0.39328712451420145,0.06530250495088352,0.8316609625600055,0.004,0.4052902713476011,0.08005368344226872
0.03256516386016234,0.2042137079053176,0.2095568830011546,0.03333481075469114,0.004503171345797354,1.3362522189310674e-13,0.0634056665619849,0.5990697924719606,0.004,12.874111560609196,0.2225225787462892
0.08128739963226203,0.014062119414958609,0.01523479424885414,0.07256838605634328,0.015220793190809405,1.8632819986598807e-06,0.0650513070226678,0.2646121679708182,0.004,5.7297214117737685,0.577390189018211
0.0946920314529647,0.013857652983189977,0.015213060072323053,0.08581022011981812,0.01527919950400799,1.952633229913759e-08,0.06506499779054233,0.18722313047569983,0.004,7.709379324138308,0.7276404973852906
0.004740161403786247,0.0026843135778524562,0.002697033463539874,-0.023421477822658323,0.03558287041285875,0.5103945928902673,0.07256817943712174,0.7468835603944224,0.004,0.2920939351692583,0.12674709968372797
0.0450588046574609,0.020213220954190893,0.021125155130182222,0.060263026573494576,0.012870584153668894,2.8377175759012823e-06,0.06454186189177279,0.35045634562012806,0.004,5.547030829925431,0.4553660719542111
0.06984060277627731,0.02071096223845243,0.022175912713136577,0.044665529050141047,0.012553861255751694,0.0003738150130982057,0.06447944969080198,0.48849185956527374,0.004,3.427343260542057,0.3111426691516339
0.041723515861503885,0.04376144101812784,0.045541037014889325,0.03441453160278683,0.00884970675310773,0.00010075084638910086,0.0638617045624058,0.5899617027624487,0.004,3.9967512967444505,0.229176179576109
0.1077192069396943,0.12888086962604003,0.14146549348988635,0.10950684871239103,0.0053370323774796806,1.4778077399864616e-93,0.06347033885680985,0.08446924159326319,0.004,92.83038206316323,1.0733014051110623
0.024263199551466573,0.06473555920190543,0.06622017746581502,0.03799487440103769,0.007378659025736518,2.6147070105409113e-07,0.06367452087780547,0.5507046744720435,0.004,6.582576968683583,0.25908123713992975
0.07063595838860778,0.025070821280074908,0.026856486262214794,0.06742798622360766,0.011474272966701957,4.1915906751600315e-09,0.06427798176758809,0.2941753735444067,0.004,8.377621134468715,0.5313936864059875
0.02854783444366466,0.03234127474600946,0.033246714983952146,0.008101152795204406,0.010257232471760101,0.4296451149768128,0.0640719191064208,0.8993848842826639,0.004,0.3668901217294699,0.04605441577607566
0.10217888829404656,0.007463200181279718,0.008259471549929035,0.07421454865540512,0.020811680794353138,0.00036246506351496647,0.06658172465088334,0.26500539752924646,0.004,3.4407338468967423,0.576745280428115
0.059350463128333246,0.014647227525195252,0.015528954274689916,0.0755142542034781,0.014909808315021436,4.089650839413678e-07,0.06497924579425866,0.2451831425840756,0.004,6.388313769007071,0.6105093927767369
0.04883248307998152,0.03616461450622988,0.03790584879968695,0.03818742581981743,0.009705366350616787,8.331065492677883e-05,0.06398589013211962,0.550634170479146,0.004,4.07929945141451,0.25913684127166403
0.008454451508021509,0.010837600930017805,0.01092860972971054,-0.029514806585847587,0.01762741704513458,0.09405803525766782,0.06565611800649732,0.6530448476544578,0.004,1.0266040973065569,0.18505699266053025
0.11045476635200041,0.04950752761838787,0.05497147256355342,0.10922670239445027,0.008204239473669819,1.933527566028431e-40,0.06377546193749851,0.08677216470665532,0.004,39.71364963187191,1.0616195680612899
0.08258335778092163,0.045052795990438904,0.048742305396222145,0.07984284731809417,0.00862812927802719,2.1668204943107583e-20,0.063831376413472,0.21099280966722567,0.004,19.66417706540347,0.6757323445840859
0.08260691512528086,0.023723028475514735,0.025713402073314164,0.08605829934091062,0.011793002967759704,2.9337432650942757e-13,0.06433564267960326,0.18101194154657207,0.004,12.53257789438892,0.7422927733257874
0.09413643776753344,0.029438217800544765,0.032250339521780476,0.08295407493133065,0.010575413123375904,4.362414281897357e-15,0.06412362562059379,0.19578339741315665,0.004,14.360273093503185,0.7082241394867475
0.07047679734369088,0.0479132243716061,0.05123258956634255,0.05578736271271341,0.008429301514600277,3.634357271497507e-11,0.0638048048662798,0.38193082137055545,0.004,10.439572382087645,0.4180152931557651
0.04082260168270736,0.04164769973188048,0.04330789266593051,0.05220601891499108,0.009044121853068129,7.816418032696466e-09,0.06388893597559084,0.4138500918134158,0.004,8.106992222006978,0.3831569441160807
0.035992763189096943,0.022532581541272828,0.02333909035436229,0.04961226889020084,0.012235899463178433,5.020978965604751e-05,0.0644182989194298,0.4412061686342156,0.004,4.2992115980124135,0.3553584241895246
0.03599400061916985,0.03380510890541166,0.035000689628014024,0.04768921481180446,0.010074774831619381,2.2065201392680138e-06,0.06404296282893095,0.45648689693325173,0.004,5.656292104322362,0.3405716840031888
0.10110217024001135,0.009891467539036507,0.010932312946716425,0.13515406035468652,0.018083926172050076,7.796353200143634e-14,0.06578015191375099,0.03991448121579467,0.004,13.108108494156939,1.3988695110523777
0.01618856396413762,0.001839577814761126,0.0018695441642736772,0.05487317402511677,0.04242662435622228,0.19588433585835408,0.07615785221672151,0.4712055500796144,0.004,0.7080002915309025,0.32678960286705966
0.042108914646876335,0.039835212338288475,0.04147738745642202,0.02878692939825355,0.00927047032922503,0.0019013203096433855,0.0639213706058079,0.6524587666475132,0.004,2.7209447127019666,0.18544692917479993
0.05036268242141413,0.01467963330156049,0.015426175498292165,0.039953750924906585,0.014941955701047454,0.007496798849561168,0.06498662970313251,0.5386871042099628,0.004,2.1251241417746143,0.26866342103375407
0.06673857076047282,0.015698466564449124,0.016763748857699906,0.06552149399300328,0.014438745604904296,5.681886314350627e-06,0.0648727783792489,0.3124953799213871,0.004,5.2455074600787865,0.5051563990862413
0.07726048165523426,0.1018652639079018,0.10915431372325411,0.07875943723549471,0.00596117377760984,7.47417414448775e-40,0.0635258655415797,0.21504897558992297,0.004,39.12643678752612,0.6674626219157639
0.02252708972713372,0.06296538198968786,0.06430765508757429,0.024099497757334887,0.007456356826307368,0.0012289518422176132,0.06368357132825718,0.7051144062332657,0.004,2.9104651350703623,0.1517404121366039
0.008099596461824336,0.02232754395654234,0.02250503598625289,-0.007866782256212628,0.012359390192563904,0.5244489783787261,0.06444186935472966,0.9028391163428406,0.004,0.28029675625287365,0.044389632975055465
0.05986757302134097,0.045288449562161257,0.047948589232302045,0.057738144330163096,0.008667080149407648,2.705386217161763e-11,0.0638366530945683,0.3657478399105858,0.004,10.567770726857225,0.43681823011771165
0.09640691475858244,0.04401241092024,0.048251846642699145,0.1004642472110408,0.008705734696980567,8.291760273826433e-31,0.06384191269545589,0.11557048388781739,0.004,30.081353262446402,0.9371530683499374
0.08271174177889573,0.05667287225046939,0.06126032894386781,0.10253835139927615,0.007752695078894928,6.19772966634029e-40,0.06371894758222488,0.10756636971415384,0.004,39.207767370816505,0.9683234882467991
0.06646952351099882,0.024801497944608907,0.026460960547291277,0.0813719155893756,0.01154617840239107,1.8213551919049705e-12,0.0642908565481892,0.20562619926474024,0.004,11.739605351930477,0.6869215517817429
0.05048533067947934,0.049586385853084385,0.05202046945946792,0.041492733678109926,0.008320410129341397,6.136799645302879e-07,0.06379051045978898,0.5153996033715731,0.004,6.2120580553635785,0.2878559199985472
0.06879701087400673,0.02151566528237564,0.023012721061953442,0.05745173050897489,0.012364292260589453,3.3747570275472624e-06,0.06444280970833963,0.37265295626611816,0.004,5.471757489616366,0.4286954291500339
0.05269994742773473,0.018480957533167263,0.019461560444897698,0.046044258029011347,0.013297079278109275,0.0005347153119337188,0.06462826252753762,0.47618757681296964,0.004,3.271877379406096,0.32222193902763874
0.08451619741477784,0.007196216681574442,0.007825887808985518,0.06225999944519113,0.021208835316445053,0.0033293655848181496,0.06670693139007434,0.35064636682293304,0.004,2.4776385140197132,0.45513065662810004
0.03616657983339354,0.03032714753321679,0.03140897147628833,0.036488573753254594,0.010540339582828752,0.0005365707814975344,0.06411785054508103,0.5692977506307301,0.004,3.270372980154352,0.24466053213890315
0.06402719841259016,0.059896410994782524,0.06360494206411457,0.07430488665410195,0.0075762611642178086,1.0442968127081336e-22,0.06369772157015065,0.2434028685026315,0.004,21.98117604750154,0.6136743079156357
0.056676595916652174,0.006630350137491428,0.0070142770159764296,0.06785590618388708,0.022223155079769918,0.0022627346890651207,0.06703632315170265,0.31143002918291673,0.004,2.645366365103968,0.5066395135416222
0.07630078168590457,0.012515141343937912,0.013494041295800953,0.0655028711356494,0.016111974059386875,4.793417910921003e-05,0.06526557827898528,0.31555419018278374,0.004,4.319354705684852,0.5009260485388685
0.0667391557094813,0.021475491367370224,0.02292367997321676,0.06469132487345475,0.012356105526280818,1.6447146583622765e-07,0.06444123946493106,0.31543605829236787,0.004,6.783909436952756,0.5010886628704458
0.13650103908923716,0.016630682743571035,0.019016765816269543,0.14615379551936836,0.013804879852249796,3.4198375302882704e-26,0.06473464843293004,0.023962075882593102,0.004,25.465994525924955,1.6204755608527246
0.10495964274406448,0.06747185376201517,0.0743832725598135,0.10179298011502626,0.0071195693081159694,2.2638319313432314e-46,0.06364501761436685,0.10973475652790163,0.004,45.64515581864967,0.9596557956016091
0.10490211496555532,0.04494868756296324,0.04967315192563498,0.1106468451697834,0.008597638634160314,6.688022174142343e-38,0.06382726212272939,0.08300047661574768,0.004,37.17470229566298,1.0809194137565177
0.0011851151278392744,0.035690968108531534,0.03573177881324964,0.006760467977805972,0.009827449998014623,0.4915051749693129,0.0640045215079644,0.915880007662411,0.004,0.3084719051995261,0.03816142089941619
0.04979050125892868,0.01217749224542477,0.012791211999964539,0.06142151912926663,0.016258487796018184,0.00015821189105756728,0.06530190215769578,0.3469212655913715,0.004,3.8007608784450957,0.45976907794427235
0.0417416815226121,0.045274953570831604,0.04711388092947071,0.04536830245478306,0.008700542159652401,1.8439081092407075e-07,0.06384120482785306,0.4773055175277279,0.004,6.734260725714101,0.32120354527340406
0.07598164799667118,0.04975626107355192,0.05347411746937499,0.0791938879177095,0.008278788997558953,1.1125279372039183e-21,0.06378509502435584,0.21439393963450804,0.004,20.95368907444037,0.6687874951942434
0.008370794671659812,0.035310766298526974,0.03559702014970376,0.007606100792413588,0.009874966154269171,0.4411571282488318,0.0640118345038475,0.9054153069232742,0.004,0.35540669901886024,0.04315216760957636
0.09523496037027562,0.01607990330741278,0.017658192504907227,0.08978760525127616,0.014150185432584577,2.219482362292977e-10,0.06480916407250235,0.1659255258242861,0.004,9.653748301861533,0.7800867973880496
0.09200949932685942,0.02062420769077172,0.022567014973526305,0.09240995936296044,0.012566084242569383,1.9247912205791824e-13,0.0644818305663801,0.1518246176017766,0.004,12.715616370917942,0.8186578040545507
0.020937874252626158,0.03494020406754344,0.03565313233237679,0.02033625951024259,0.009852738338384124,0.03901571887071523,0.06400840923476121,0.7507031732155492,0.004,1.408760386731052,0.12453174837087258
0.03064354414135762,0.02516892924941675,0.02593182332298308,0.033866261874337264,0.011605211538899997,0.003520649253239079,0.06430148470185286,0.5984163028234133,0.004,2.453377239618942,0.2229965833758767
0.03596483967656455,0.01935522083561867,0.02004978655209385,0.03722348721773487,0.01312891652576984,0.004579282232097495,0.06459387315481735,0.564432948949521,0.004,2.3392025890415793,0.24838764210179465
0.061298877008494346,0.003545595858762023,0.003768891745799794,0.031073486372813337,0.030013731954185673,0.30052463496353665,0.07000588622264349,0.6571368474681211,0.004,0.5221199216971641,0.1823441800421549
0.07922913194068412,0.019053696017508153,0.020592366373381854,0.07480033963944287,0.013073905245926012,1.0568322725189327e-08,0.06458271439309014,0.24677838632188032,0.004,7.97599393312736,0.6076928799393971
0.12143658166071997,0.14182511442732298,0.15725753300979026,0.1274258443111501,0.005135885202018536,6.841011674541331e-136,0.06345374155089921,0.044625323289862434,0.004,135.16487966842877,1.3504186246053587
0.05407663710336987,0.014085296926451435,0.014856326015908814,0.06228432447198356,0.01526377086278736,4.493250169314006e-05,0.06506137641451859,0.33840756594602095,0.004,4.347439400652912,0.4705599357870468
0.08302507676710857,0.016262629777873672,0.017645628053395847,0.09285562165117313,0.014248460346349794,7.178093316211303e-11,0.06483069197719166,0.1520640656933763,0.004,10.143990900077421,0.8179734020868452
0.06466253430178304,0.045519611923270684,0.04841306666006363,0.07332703989086795,0.008629232678942722,1.9369136475175294e-17,0.06383152557026452,0.2506553672295204,0.004,16.712889740789716,0.6009229914969378
0.11279778851724762,0.04537408338558451,0.050518296955446754,0.12577795361209934,0.008536361459138166,3.8776630972460936e-49,0.06381903686958194,0.048740668484016404,0.004,48.41142992639783,1.3121085187104107
0.08226473583634705,0.07249656464740528,0.07822639046840947,0.07845987945374974,0.006932249073261875,1.0676224056335693e-29,0.06362433557384894,0.21751083557064121,0.004,28.971582320477527,0.6625191032549876
0.10105651352623438,0.07080127170548335,0.07774488251053206,0.09611666499262364,0.006963683936656808,2.459605875882557e-43,0.06362776826173971,0.13088815725103076,0.004,42.60913447811709,0.8830996465982195
0.027669744306496116,0.06801304101190471,0.0697880539165222,0.015477166790000753,0.007200796887262302,0.031605191765377676,0.06365415521245732,0.8078933492354442,0.004,1.5002415702344092,0.09264596706654459
0.054232778654221464,0.08403307829783468,0.08830273053299725,0.050621371699197316,0.006489259150522487,6.151902702051627e-15,0.06357759420049362,0.4259076514620025,0.004,14.210990541915375,0.3706845577241447
0.03558682734473878,0.010360561261035356,0.01073187162347042,0.018556309562213786,0.01781065701480215,0.2974740285899773,0.06570555154093846,0.777624425169546,0.004,0.5265509450023935,0.1092301066854887
0.10514842212024922,0.049559183875419466,0.05475321864929084,0.11121933727270464,0.00824484037186787,1.8015231104280652e-41,0.06378069765028901,0.08119791782230688,0.004,40.74436016225803,1.0904551073336606
0.07972919711453319,0.006505303438290138,0.007041401317110618,0.0573158829311619,0.021998584649743948,0.009175767543110745,0.06696221118356195,0.39202892042596005,0.004,2.0373575972889,0.4066818933925142
0.05084566722667452,0.07107799157876712,0.07450921482035919,0.04864751609610453,0.0070270058565483256,4.423757595289157e-12,0.06363472960033667,0.4445808948996627,0.004,11.354208678699873,0.3520492042954402
0.04642596338788796,0.14660033667083996,0.1525044352232007,0.04410231780010349,0.005113480805137613,6.4252111928020275e-18,0.06345193208992544,0.4870234500962879,0.004,17.192112592765362,0.31245012707647635
0.07453994634620104,0.08881287122956857,0.09503278713828629,0.08357030794031763,0.006321655311201986,6.754394754737077e-40,0.06356070583209132,0.18857346800283992,0.004,39.17041356099494,0.7245194118666415
0.038955134094613396,0.028240604264442363,0.029329526754130975,0.0168743494564112,0.010939901383724328,0.12296209138099973,0.06418474462273425,0.7926254935860652,0.004,0.9102287588174885,0.10093196335976812
0.032082333713635336,0.07630852219777574,0.07860082523264518,0.04179073324469912,0.006835959779150145,9.755046843119936e-10,0.06361391629275907,0.5112174038629287,0.004,9.010770640809733,0.29139436949563957
0.07443823476814597,0.012900692802525367,0.013883801444143817,0.05256273323335805,0.01586214200113846,0.0009206290149399789,0.06520435222333154,0.42017188498640445,0.004,3.035915341814678,0.3765730109585413
0.13389396096315676,0.010961228612590386,0.01251201190347437,0.12687881635823686,0.01713019987946468,1.2944873419374175e-13,0.065524375219535,0.052823555527014766,0.004,12.887902191929463,1.2771723700016095
0.0526159933780556,0.006331851494029391,0.006671646381407367,0.04948167839136905,0.022887229238926103,0.030619897936752422,0.06725938791154105,0.4619228221929301,0.004,1.5139962612399491,0.3354305800621766
0.04332402657619336,0.06626453797733564,0.06899605032759949,0.030500100813191256,0.00727724010199776,2.7752795161763397e-05,0.06366284806307462,0.6318760903725443,0.004,4.556693269759437,0.1993680776407961
0.02486529497923371,0.012836419063601332,0.013155350193718102,0.032382291385579694,0.01616141720785004,0.045104463081055396,0.06527780178717871,0.6198457565720028,0.004,1.345780482610407,0.20771636760423573
