ln_true,ln_naive,se_naive,ln_lam,se_lam,lam,feasible,n,varphi,pi,theta,p_sel,q_sel,detK,a_hat,b_hat,c_hat,d_hat,x
0.6931471805599453,0.6297569869367029,0.03595280510873957,0.6957572540057236,0.03659487222417459,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2506.795698924731,1450.1935483870966,7427.204301075269,8615.806451612903,0.02
0.6931471805599453,0.615137447066933,0.03584615885323704,0.678975571620964,0.036464843637075625,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2545.032258064516,1458.1935483870966,7510.967741935484,8485.806451612903,0.02
0.6931471805599453,0.684946863392254,0.03591991807320383,0.7563480059091177,0.0365749084711134,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2571.4408602150534,1435.0107526881718,7306.559139784946,8686.989247311827,0.02
0.6931471805599453,0.6496410237420029,0.035969607049115,0.7178346353499092,0.03662122630245518,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2505.333333333333,1447.3548387096773,7346.666666666666,8700.645161290322,0.02
0.6931471805599453,0.6150122588480261,0.03595380508169554,0.6793239976175584,0.0365902829864524,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2530.645161290322,1442.4731182795697,7544.354838709677,8482.52688172043,0.02
0.6931471805599453,0.5841564779095004,0.03522884281462296,0.6422324192163057,0.035740039924219376,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2604.322580645161,1563.4193548387093,7394.677419354838,8437.58064516129,0.02
0.6931471805599453,0.640453567201873,0.03592043303931817,0.7074322201443815,0.03656062004706434,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2512.1505376344085,1454.5161290322578,7372.8494623655915,8660.483870967742,0.02
0.6931471805599453,0.6195038987691909,0.03554764100967238,0.682475878668155,0.03611928486988117,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2581.268817204301,1504.7526881720428,7389.731182795698,8524.247311827956,0.02
0.6931471805599453,0.6416960476793414,0.03608737137423389,0.7093758421217558,0.036755516496043916,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2534.430107526882,1416.1075268817203,7514.569892473118,8534.89247311828,0.02
0.6931471805599453,0.5830310168316538,0.03559944395044718,0.6427509004208838,0.03616894803736108,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2503.9999999999995,1521.806451612903,7410.0,8564.193548387097,0.02
0.6931471805599453,0.6350639485341866,0.03580529031140807,0.7007753861702809,0.036423927522847684,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2559.354838709677,1461.075268817204,7430.645161290322,8548.924731182795,0.02
0.6931471805599453,0.6301897330476364,0.03620983109017312,0.6973016949605245,0.036895180446394955,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2500.774193548387,1404.602150537634,7563.225806451613,8531.397849462366,0.02
0.6931471805599453,0.6451703594812429,0.03592200985429472,0.7121061333350929,0.03656101965545483,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2615.354838709677,1422.2795698924729,7570.645161290322,8391.720430107527,0.02
0.6931471805599453,0.6326878806280518,0.03624621753817731,0.7002869855543682,0.036939064581609955,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2488.4946236559135,1401.8279569892472,7546.505376344086,8563.172043010753,0.02
0.6931471805599453,0.5952102751144028,0.03573990917161198,0.6566105470917104,0.03633519891521142,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2531.4838709677415,1483.569892473118,7504.516129032258,8480.430107526881,0.02
0.6931471805599453,0.636690875365695,0.036124927046062814,0.7041840209296603,0.036798533414240775,0.0,True,20000,0.5,0.2,0.6931471805599453,0.95,0.98,0.9299999999999999,2497.311827956989,1420.9677419354837,7477.68817204301,8604.032258064515,0.02
