feature_id,seed,m,n_case,n_ctrl,prev0_mean,prev_sd,beta_mean,beta_sd,null_frac,eps,n_val,var_extra_scale,xlim,is_null,beta_true,logit_prev0,prev0,prev1,a_raw,b_raw,c_raw,d_raw,log_or_naive,se_naive,z_naive,p_naive,y_naive,sig_naive,var_extra,se_floor,se_lambda,z_lambda,p_lambda,y_lambda,sig_lambda
0,3,20000,100000,100000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.239761324748489,0.014206303509013104,0.014206303509013104,1424,1450,98576,98550,-0.01835123895880515,0.03757272457287084,-0.48841917022050485,0.20394423944234327,0.20394423944234327,False,0.0015624999999999997,0.039528470752104736,0.05453631479875416,-0.3364957648224586,0.13282899145252752,0.13282899145252752,False
1,3,20000,100000,100000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-1.6352075494441487,0.16311822744556662,0.16311822744556662,16282,16275,83718,83725,0.0005136118922999391,0.012113887020968172,0.0423986034714471,0.014941533431659694,0.014941533431659694,False,0.0015624999999999997,0.039528470752104736,0.041343031562244933,0.012423179261217434,0.004326206658225046,0.004326206658225046,False
2,3,20000,100000,100000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,False,0.007736577753963789,-2.547431182868297,0.0725992504445296,0.07312186888128279,7323,7188,92677,92812,0.02006143322841533,0.017240137167802337,1.163646961341006,0.6116019452446645,0.6116019452446645,False,0.0015624999999999997,0.039528470752104736,0.043124498021016304,0.4651980695204518,0.1926073105383489,0.1926073105383489,False
4,3,20000,100000,100000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.738938927013372,0.008672060922847363,0.008672060922847363,858,864,99142,99136,-0.00702514556715673,0.04839146574785231,-0.14517323372186794,0.05326578153223664,0.05326578153223664,False,0.0015624999999999997,0.039528470752104736,0.062483869576279945,-0.1124313461185446,0.040728920786259955,0.040728920786259955,False
5,3,20000,100000,100000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.1194103308618057,0.04231366068328695,0.04231366068328695,4294,4339,95706,95661,-0.01089429795115061,0.0220045316017277,-0.4950933811422388,0.20723427386426227,0.20723427386426227,False,0.0015624999999999997,0.039528470752104736,0.045240462099888336,-0.24080872399350448,0.09167405435943685,0.09167405435943685,False
6,3,20000,100000,100000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.7230458955681303,0.023590317661461743,0.023590317661461743,2427,2303,97573,97697,0.053702245816162765,0.029437268827389854,1.8242944388303988,1.1668046099980827,1.1668046099980827,False,0.0015624999999999997,0.039528470752104736,0.049285421739252856,1.0896172523444632,0.559276980331386,0.559276980331386,False
7,3,20000,100000,100000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.0626488266071754,0.044674518115265745,0.044674518115265745,4440,4467,95560,95533,-0.006344568777515179,0.021678810116053156,-0.2926622237821543,0.11363318079244474,0.11363318079244474,False,0.0015624999999999997,0.039528470752104736,0.04508293255820753,-0.14073105757536009,0.051546732359556376,0.051546732359556376,False
9,3,20000,100000,100000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-2.2345369372859545,0.0966916483854227,0.0966916483854227,9553,9762,90447,90238,-0.02395434227668621,0.015140817029437292,-1.582103675786674,0.9445226461148786,0.9445226461148786,False,0.0015624999999999997,0.039528470752104736,0.04232900117317792,-0.56590851692161,0.24301722468570747,0.24301722468570747,False
10,3,20000,100000,100000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.437384613096913,0.031147312395135615,0.031147312395135615,3184,3080,96816,96920,0.03427698988348569,0.025676647331053612,1.3349480343576916,0.7401831665668434,0.7401831665668434,False,0.0015624999999999997,0.039528470752104736,0.04713586976139617,0.7271954470554443,0.3305843357288389,0.3305843357288389,False
11,3,20000,100000,100000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.546534318660695,0.028016796499415172,0.028016796499415172,2833,2805,97167,97195,0.010219041102045802,0.027017460416935785,0.3782384037709199,0.15165475061246456,0.15165475061246456,False,0.0015624999999999997,0.039528470752104736,0.04787946498636646,0.21343265019681495,0.08040445537477856,0.08040445537477856,False
