ln_true,ln_naive,se_naive,ln_lam,se_lam,lam,feasible,n,varphi,pi,theta,p_sel,q_sel,detK,a_hat,b_hat,c_hat,d_hat,theta_sweep
0.22314355131420976,0.05714794496402157,0.028341369292533943,0.14952471951352622,0.03553788586301348,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2086.083333333334,1872.2500000000007,7854.916666666667,8186.750000000001,0.22314355131420976
0.22314355131420976,0.02086926208866245,0.028318965713634767,0.052629879369568804,0.03483827441732599,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2121.0833333333335,2042.2500000000005,7859.916666666667,7976.75,0.22314355131420976
0.22314355131420976,0.11467021092590433,0.028337153289158312,0.29397512249357316,0.035267229008310225,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2285.166666666667,1803.1666666666667,7728.833333333334,8182.833333333334,0.22314355131420976
0.22314355131420976,0.08807876600218971,0.02834349532342715,0.23006130018777912,0.03556124634884892,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2175.5000000000005,1801.166666666667,7846.5,8176.833333333334,0.22314355131420976
0.22314355131420976,0.08293826735683556,0.028363709792860396,0.22408688436767052,0.03619517252212779,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2078.75,1717.9166666666674,7966.25,8237.083333333334,0.22314355131420976
0.22314355131420976,0.11828801299568636,0.028363845436477342,0.3170506983672658,0.036128220771476316,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2179.250000000001,1670.7500000000005,7867.75,8282.25,0.22314355131420976
0.22314355131420976,0.12532867354969143,0.02834954851929709,0.32758349054448044,0.035654274421079754,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2248.75,1734.5833333333337,7736.25,8280.416666666668,0.22314355131420976
0.22314355131420976,0.05362994330736799,0.028365490344963096,0.146043728188957,0.036290102196487296,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,1983.5833333333337,1764.75,8007.416666666667,8244.25,0.22314355131420976
0.22314355131420976,0.1252082670438265,0.028347343779641633,0.3253992133592801,0.03553170190272476,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2244.0000000000005,1766.0000000000007,7652.0,8338.0,0.22314355131420976
0.22314355131420976,0.04969571148698125,0.028345567005576063,0.13113832748277604,0.03568974774876658,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2052.083333333334,1859.5833333333335,7912.916666666667,8175.416666666667,0.22314355131420976
0.22314355131420976,0.08173848406197931,0.028327151491980854,0.2073971022868566,0.03500402908075249,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2224.5000000000005,1910.5000000000007,7713.5,8151.500000000001,0.22314355131420976
0.22314355131420976,0.06917578890783635,0.028381834850732687,0.19245023893428106,0.036734125629048195,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,1977.2500000000007,1669.4166666666667,8081.75,8271.583333333334,0.22314355131420976
0.22314355131420976,0.12547952405005863,0.028333331627312823,0.3180890237827651,0.0350744270879732,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2328.416666666667,1824.9166666666667,7628.583333333334,8218.083333333334,0.22314355131420976
0.22314355131420976,0.10221119808831113,0.028345145992610694,0.26517393776862136,0.03548435246607492,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2253.166666666667,1770.1666666666667,7892.833333333334,8083.833333333334,0.22314355131420976
0.22314355131420976,0.06964006459334039,0.02834008755571726,0.18155243154693376,0.035490840539453165,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2133.583333333334,1848.0833333333337,7857.416666666667,8160.916666666667,0.22314355131420976
0.22314355131420976,0.07695145431171477,0.0283340477495626,0.1979638994766755,0.035249556432480046,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2172.083333333334,1882.9166666666674,7752.916666666667,8192.083333333334,0.22314355131420976
0.22314355131420976,0.07614483207472174,0.028348870390810514,0.2012686376118894,0.0357595631328148,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2110.750000000001,1797.583333333334,7882.25,8209.416666666668,0.22314355131420976
0.22314355131420976,0.08234890420798043,0.02834548520757027,0.21615052902217105,0.03563629168825089,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2138.0833333333335,1808.583333333334,7830.916666666667,8222.416666666668,0.22314355131420976
0.22314355131420976,0.08896142511293506,0.02834261978200836,0.23199686572433914,0.035525634199434344,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2168.3333333333335,1815.0000000000005,7791.666666666667,8225.0,0.22314355131420976
0.22314355131420976,0.074806757229587,0.0283268683388939,0.18997739772282551,0.03500985123100771,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2205.750000000001,1922.583333333334,7727.25,8144.416666666667,0.22314355131420976
0.22314355131420976,0.04950335993582596,0.0283246694968428,0.12587658491037804,0.03500717279597504,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2159.7500000000005,1958.5833333333335,7829.25,8052.416666666667,0.22314355131420976
0.22314355131420976,0.0785202342945368,0.028348656986248034,0.20691314981313502,0.03571759903819749,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2143.7500000000005,1784.5833333333335,7941.25,8130.416666666667,0.22314355131420976
0.22314355131420976,0.1318837079844118,0.028354816663481285,0.34618609700846803,0.035773658698493783,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2274.8333333333335,1693.5000000000005,7811.166666666667,8220.5,0.22314355131420976
0.22314355131420976,0.06955304550735748,0.028333507791627473,0.17921098749114941,0.035273011877681414,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2165.333333333334,1881.3333333333337,7822.666666666667,8130.666666666667,0.22314355131420976
0.22314355131420976,0.11725963404104203,0.028360403267877046,0.31289248711507134,0.03602273167138038,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2168.0,1700.3333333333337,7784.0,8347.666666666668,0.22314355131420976
0.22314355131420976,0.09937116670461894,0.028348403318957816,0.26110791483074997,0.035688035828941055,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2170.583333333334,1774.416666666667,7788.416666666667,8266.583333333334,0.22314355131420976
0.22314355131420976,0.0707807020718264,0.028324730488437432,0.17924841058056115,0.03496129948379486,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2226.416666666667,1920.2500000000005,7802.583333333334,8050.75,0.22314355131420976
0.22314355131420976,0.07986484536009168,0.028329742881866602,0.20384799956873365,0.03511795851083952,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2221.666666666667,1881.6666666666667,7798.333333333334,8098.333333333334,0.22314355131420976
0.22314355131420976,0.09203284467178628,0.02833030844434595,0.23450741393418892,0.03510395559481036,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2246.416666666667,1868.5833333333335,7742.583333333334,8142.416666666667,0.22314355131420976
0.22314355131420976,0.03218949177331959,0.028341050805514988,0.08443100657458488,0.035565510995805336,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2045.1666666666667,1898.166666666667,7988.833333333334,8067.833333333334,0.22314355131420976
0.22314355131420976,0.037696051115655854,0.028305676158985583,0.09217972063609388,0.0342960493453309,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2248.416666666667,2101.5833333333335,7728.583333333334,7921.416666666667,0.22314355131420976
0.22314355131420976,0.06727100201588165,0.028325669442730343,0.1707843501073622,0.03500224737624942,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2212.4166666666674,1919.25,7820.583333333334,8047.75,0.22314355131420976
0.22314355131420976,0.08341328505065407,0.028360768859118986,0.2235433204264056,0.03605244565196394,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2117.166666666667,1724.5000000000005,8004.833333333334,8153.5,0.22314355131420976
0.22314355131420976,0.07296238735804403,0.0283268969940842,0.18514491741086017,0.034990658568329086,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2197.166666666667,1934.5000000000007,7704.833333333334,8163.500000000001,0.22314355131420976
