beta_true,prev0,prev1,logOR_true,p_true,logOR_naive,p_naive,logOR_lambda,p_lambda,se_naive,se_lambda,var_counts_lambda,var_extra_lambda
0.08286779136254135,0.01149382099234468,0.012474478348180034,0.0470176467478384,0.04893512660296323,-0.012547690179086858,0.6482213440318467,-0.08854913566103968,0.6519981091208733,0.027502719774466076,0.19634471762974867,0.03773851606645396,0.0008127320746517763
0.024021332936843297,0.13341689584235603,0.13621870363055147,0.02365172910696109,0.001764781801309618,-0.00444090846454437,0.6103670990608967,-0.03241075579933571,0.6153288123263205,0.008715361933872505,0.06450138202498053,0.004037526400314586,0.00012290188281789593
0.0622354868631439,0.025860711975573075,0.02747567800356502,0.03721937116929877,0.020843363462411918,0.015846191523958667,0.39657353118268934,0.11963314256856773,0.42535011523676514,0.018691911456672417,0.1500715985664611,0.02061195787406879,0.0019095268222242632
0.07730068751010555,0.017951079770957987,0.019365813529322436,0.039032952407722865,0.04007874731928763,0.012674522734321103,0.5639112203180494,0.09621897992548242,0.5757404892855064,0.021964652800471343,0.17193710182472632,0.02831753259317154,0.0012448343907147737
0.05433653623947752,0.019384038859584507,0.020444312115222008,0.009830412758158375,0.5965947198282294,0.033991690493725066,0.11740417754155108,0.26152710400851664,0.19643536447357635,0.02170934978033725,0.2024557472529939,0.030872224712061743,0.0101161048837064
0.08048730801585618,0.042880524786855154,0.046308126832789856,0.06041417126310609,1.3170980462018505e-06,-0.001239269925786014,0.9313779158991272,-0.008765930789434731,0.9339146698854909,0.014391484895861773,0.10571474688084911,0.011166408177201848,9.199530880148743e-06
0.05800448039551753,0.021115078845730568,0.022347885546527505,0.05884428541984272,0.00089777679851414,-0.03289946637353999,0.104679307226302,-0.23317535955612215,0.13911325278697054,0.020276026303002417,0.15764665032442685,0.019451014359123588,0.005401451999388527
0.08001742682502984,0.03641244731179072,0.03932652863985974,0.09683668760262083,6.670483924568978e-13,0.0056326140268599416,0.7180958399911923,0.04184474705092163,0.7194261960764868,0.015602600391394116,0.11648592601887872,0.013358973431826227,0.00020999752864946122
0.10315567774968455,0.04192676134446889,0.046271879114168045,0.08152762762498514,8.632323905822314e-11,-0.0197765497016574,0.17011460084144014,-0.14227833814601115,0.2040477450868644,0.014416121522898562,0.11202105329081018,0.010366216667531309,0.0021824997128512243
0.03973013246983041,0.1222053006887725,0.12653156574606322,0.04484100753303571,1.0247156144802331e-08,-0.0006757989750404058,0.9403913762830726,-0.004884260088696475,0.9417241417690518,0.009037408276435354,0.06681338698442993,0.00446108558963049,2.9430907007008397e-06
0.06609415831168827,0.010774561803638968,0.011502290617848129,0.04863186066916755,0.05003002669503331,2.9461411827101356e-05,0.9991806764505256,0.001685491622817082,0.9935927586354729,0.028690499034483976,0.20988959411384867,0.044053311372186384,3.303450897523718e-07
0.04610077270384755,0.047387452565295966,0.04951249248969971,0.048455394608540425,6.066555559657798e-05,0.014001905647228564,0.31751254771125303,0.10517552083460599,0.353943586238191,0.014007752498476323,0.11346197102772292,0.011419765243929484,0.0014538536255663509
0.06381805233677493,0.018335677241106976,0.019520383495023042,0.03316843995378235,0.08068903403651194,-0.019712779160672985,0.36746733912771046,-0.1407626752693199,0.38016669691127003,0.021873253753340153,0.16039700194818468,0.023639069338382723,0.0020881288955832324
0.0243841641644958,0.023723624134973958,0.024294988508507847,0.005875887880240036,0.728541466947431,-0.015410766289639435,0.4302289235027812,-0.11077876918349369,0.4404061896710383,0.019536976111844063,0.14358742054634238,0.019274681457731955,0.0013426658814202359
0.0426209521049198,0.1554272577258083,0.16110461246856228,0.04917292973307946,3.565651167105302e-12,-0.0034884358222692048,0.6689045314967237,-0.025219308522736388,0.6721252210186144,0.00815718425625207,0.05958728253253896,0.0034798817592536944,7.07624803589283e-05
0.0541141208158651,0.06446581377290807,0.06780737528076995,0.047170850926707565,5.300999014656106e-06,0.0015824083557763077,0.8947816730361863,0.01191861283561635,0.8930492834655087,0.011964722255702333,0.08864929189819698,0.007841277598669849,1.74193553818828e-05
0.08696291616301223,0.024702870834561817,0.026886935150179224,0.0728300084303002,8.464572785052718e-06,-0.017030942181399444,0.364728107936272,-0.12193837988365873,0.3787390437222201,0.018789807951766727,0.138531389023654,0.017608392729252454,0.00158255301557051
0.09435666022362396,0.056912949002316936,0.06219432263134617,0.11254675068001244,5.096243896037323e-25,0.009769716757374737,0.4366866874141998,0.07238661346272478,0.4564481121821453,0.012560698936959972,0.09720130494171582,0.008807254825851416,0.0006408388565210132
0.02029416622547235,0.035148211923232475,0.0358429746237249,0.015452807525321337,0.2677078432328003,-0.01042434603407454,0.5160664225374667,-0.07617299796621466,0.523656168165949,0.01605175876323876,0.1194458938374116,0.013574454646946864,0.0006928669076713361
0.03616072902038851,0.10017477953468867,0.10348175193735192,0.03453258992335975,5.3171062661269026e-05,-0.004315924029414263,0.6614660313885545,-0.03145721653261801,0.6649984422637418,0.009856183325060117,0.07264569014837255,0.005161589562704763,0.00011580673442858889
0.07940710267720265,0.022458921720789535,0.024269990912015513,0.06592282334439567,0.00010823521252380243,0.0006219319532037544,0.9747041414964076,0.005247818170626411,0.9710075528140556,0.019613754534127007,0.14439041406678077,0.02084529208179308,3.2995925833201027e-06
0.00022740647476517106,0.05680069708695381,0.05681288147533722,-0.006239654300219421,0.5783798395963429,-0.013139931178765602,0.30916019474654866,-0.09562198673930025,0.331319857783821,0.012920466985753925,0.09843133470875556,0.008636913685061169,0.0010518139674858993
0.04610490405142899,0.029409040595972515,0.03075400877703997,0.023525596858575405,0.11957090317663266,0.018757038325559975,0.28506697485467447,0.14155525359875842,0.3290751813857098,0.017546242657084345,0.1450393342689043,0.018349308657438536,0.002687099827728427
0.057081392229897325,0.0362135945867581,0.03825946508203769,0.04603712664114371,0.0007951479593762415,-0.0017904672387159513,0.909823056558058,-0.012682035993421775,0.9126033720551456,0.015808227811082914,0.11554818555332845,0.013332590789927424,1.8792394738996565e-05
0.09771044931860459,0.03098377354103259,0.034055748617219134,0.10083694852980607,4.100457116062075e-12,0.013333743498327926,0.42963080774777906,0.10028286194566753,0.45320141096690947,0.016881926398504582,0.1336947083264526,0.01655640743600377,0.0013178675984914664
0.08068211701712266,0.01974382690379453,0.021367378131529308,0.08380626813000464,3.5115181872802084e-06,0.011269283876064122,0.5905417476943325,0.0841293794913453,0.599092603719675,0.020944633658563926,0.16003128112961845,0.024736400388372187,0.0008736105516147899
0.05018359739333406,0.039667384396662723,0.041623858704330594,0.04524224032786114,0.0005628112001309781,0.0002943406609933855,0.9844517020681834,0.0025082277778611076,0.9817038945515751,0.015103582745575682,0.10937304785718167,0.011961771354184917,6.922433844360515e-07
0.04894272317700123,0.08922981714075177,0.09328806518094394,0.06240329795238986,3.418473936256048e-12,-0.007641892058882959,0.45868790866451925,-0.05531803966382564,0.4699728042574548,0.010312817777179621,0.07656229150655136,0.005519681510373771,0.00034210297036037565
0.05249413798446225,0.020033406122430177,0.021090362415684297,0.06410233881582314,0.0004017682347757366,-0.011764463864397482,0.5713505570630726,-0.08502554186370823,0.5763538366423256,0.020782937085820245,0.15217956545827557,0.02233107616009707,0.0008275439829725114
0.1057058820136848,0.024750404153753736,0.027434242423240426,0.0884935484516054,4.714925091937846e-08,0.0025039607797130194,0.8933679594637638,0.01895171350064891,0.8903479378989382,0.01868017207986341,0.1374667763647514,0.018854917380621772,4.219722349480719e-05
0.04715925172281398,0.05079986836400288,0.05312262642773458,0.0395260481561326,0.0006814963002762539,0.04469636649736445,0.0010634564174486628,0.35160979129005193,0.05619616273977384,0.013655344208692107,0.1841360077093582,0.013350011587868553,0.020556057747272267
0.050889588349058115,0.01736447459975046,0.01825446826254125,0.05125096450917513,0.008666005705711542,-0.0013581630451590344,0.9518373687648028,-0.009052472100144829,0.9560914413828472,0.02248628808996693,0.16441396126572372,0.027022361398054168,9.58926103272736e-06
0.07057767201855795,0.08074406168910983,0.08614008022194054,0.06011096652819174,1.2423279815618831e-10,0.00934995858670591,0.3864930202162946,0.06877713587962556,0.4099829380222688,0.01079678390736384,0.08347513191105321,0.006408286478526593,0.000559811169041141
0.056376886647406345,0.06955285690416631,0.07329102673875414,0.044136823600165825,1.0887836515223802e-05,0.005061173625368098,0.6620121565049988,0.037333506675569804,0.6655806538585715,0.011578009175391682,0.08637592701566163,0.007296097276279236,0.00016470349153566749
0.05408147316102832,0.0038426619440298025,0.004055334998972956,0.07762483501164939,0.05893155272459785,0.06675037848786716,0.16767084971948087,0.5592568663631512,0.29248362664065064,0.04837942536728535,0.5312651249549821,0.21553540219743006,0.06670723079600267
0.026577985705468314,0.019127061459406597,0.01963212208065644,0.04765934067381127,0.010344169455379299,0.015575158217406066,0.4713243788550405,0.11973183830462399,0.49385911830761087,0.02162237790108365,0.1749995256301878,0.028555907546793696,0.0020689264239970658
0.05965435595884355,0.012651280207758344,0.013418514083677785,0.07129026349703876,0.0017504098317385273,-0.003595216638190201,0.8915300414658756,-0.02517134282632393,0.8962637453696147,0.02636399810567479,0.19305755541717973,0.0371957012971602,7.551840649722967e-05
0.04669256331076742,0.0777001526469127,0.08111294867356367,0.05323243626033434,2.1336200263878924e-08,0.0019634427520614783,0.8579323221644346,0.014490049000231207,0.8566985208658662,0.010968534107436785,0.08024243189494804,0.006414898050180278,2.394982623509591e-05
0.09498383328570667,0.08590736346947245,0.09366549821295518,0.09460826885049395,1.1857016439576067e-25,-0.008863691434898636,0.393999992577599,-0.06466548773068027,0.4102064690599726,0.010398684864328676,0.07852228911679017,0.005679057046046542,0.00048669284209424063
0.07959265508103491,0.011277287076202467,0.012200165584173927,0.09667673401167517,5.505546540138049e-05,-0.016725466110059473,0.5422829997182539,-0.11997859520305648,0.5471486358924825,0.02744740097689507,0.19928730941376574,0.03811432204827905,0.0016011096450989526
0.05927569160970203,0.018555883778414568,0.01966676373841676,0.03312003883331362,0.07768184862323096,-0.0053311497545857674,0.8046185664614807,-0.038161529471887945,0.8080641788261855,0.021550944795517904,0.15709238430538536,0.024508902974999858,0.00016911423175102876
0.08005143069802031,0.03323681299561692,0.035907396269974697,0.0878227883787328,5.208915591776801e-10,-0.0059651537283279136,0.7147159419312301,-0.04404212190073852,0.7177964463035863,0.016319198040699652,0.12186350155602199,0.01460037894841831,0.00025033406307626373
0.04980391344860552,0.025200911589870385,0.026453752637140115,0.05786432717713992,0.00036669891435703,-0.009766436892033584,0.6019444637874126,-0.07127671086239801,0.6065653458385245,0.01872377033104994,0.13840612071799843,0.018544684423890165,0.0006115698283149883
0.0915637907528084,0.07039264568434778,0.07662516471500383,0.08505345205881877,8.288334252064817e-18,-0.014749672858213912,0.19427076430839085,-0.10711434511533921,0.22896233144097444,0.01136296216473294,0.089036680278836,0.00662898084193316,0.0012985495931425058
0.0598380131798512,0.08913538819594521,0.09411458216059929,0.06411376192076591,8.902240789194467e-13,0.005403990441748166,0.6021253874829487,0.040002188931670755,0.6086717830714119,0.01036544803553662,0.07813380485112163,0.005910665197868393,0.00019422626264476372
0.0775014706254124,0.06257458815426735,0.06727783913554511,0.0699856281314158,2.808155803143918e-11,-0.005385049000454278,0.656749192032382,-0.03915283808143592,0.6603770960060633,0.012117412773150477,0.08910673307354891,0.007761577576315685,0.0001784323027250112
0.021273202640295384,0.09855337162830483,0.10045950239015632,0.019484965886586075,0.023859387110511724,0.004544593878390654,0.6487460866161555,0.03371252918403151,0.6530359358875852,0.009977048502957726,0.07499195181702066,0.00548453853289357,0.00013925430443277785
0.07040040146635289,0.0857696100716314,0.09145333101339134,0.05750675145145525,2.8037201833757515e-10,0.0035456128999615017,0.735885339879281,0.026112448372678787,0.7369259352994362,0.010511524809757705,0.07773251440723085,0.0059627554158714164,7.958838019893535e-05
0.00935387647900375,0.03356377119405737,0.03386851253254637,-0.01137527307769824,0.4268732379965693,-0.024808493505301708,0.13091639321635185,-0.17828845231728196,0.1675915270302295,0.0164240489636329,0.12919601515036552,0.013282052833486052,0.0034095574972474213
0.001059868348197969,0.023695793550610106,0.02372032524782007,0.012630566236069944,0.45855640247523477,-0.016479642941861224,0.39898542765335687,-0.11685037538575996,0.4101244230094975,0.019538732386085556,0.1418647148865378,0.018745780199259415,0.001379817130579239
0.05086569366865688,0.017666225790463185,0.018570957510249727,0.04877444754210009,0.01149555306450332,0.0018005441704959755,0.9355699754602776,0.013973596012800753,0.9315075523633946,0.022273206080214047,0.1625814997363346,0.026410597673152413,2.2146383363347765e-05
0.03300217177204214,0.07715111491428198,0.07953386547630563,0.0509374347554019,1.0742989365510015e-07,0.002337184308570047,0.8329692939461186,0.017595546144424244,0.8320842342358107,0.011082223667197895,0.08298641910895194,0.006847199974214481,3.954578231214152e-05
0.06492158387136668,0.08231876262202249,0.08735796981915851,0.05473117499406793,3.6107327640817536e-09,0.008452432964458202,0.4309705395806922,0.06263136428730552,0.4506787620756273,0.010732812921584074,0.0830342043732036,0.006412943598535698,0.0004817354973552448
0.1273426987945815,0.0921720446766561,0.1033953244196914,0.12235860705016154,3.866292005542704e-45,-0.003282338568324255,0.742252517449643,-0.023813404526910643,0.7444601457957075,0.00998059915486209,0.07305785430624283,0.005272145880487297,6.530419534490651e-05
0.03504830455763755,0.026285425944425938,0.02719751989001188,0.04009691923530521,0.01267807204675629,0.03261574982194659,0.08162909247301273,0.24754895833119522,0.15760080245690022,0.018730572110930883,0.1751707246467652,0.02216772116557166,0.00851706160770117
0.04128169240668282,0.024738587859594097,0.02575435910251225,0.04983052750075268,0.0024331294558016412,-0.009165215528617635,0.6271929284036482,-0.0656142740846962,0.6311599188863001,0.018870831116784333,0.13666938542495558,0.018209499511222412,0.0004690214012126481
0.06616211838194097,0.04620256636918192,0.04920731029745547,0.04252729012044316,0.0004509134165885091,-0.006168452535680116,0.6587459321431284,-0.04502242736729512,0.6623942145472035,0.01396698480371903,0.10311817899651878,0.01039097178554539,0.00024238705401269758
0.07479039874237069,0.11369575341328546,0.12145280948023125,0.06632255825241455,1.2414482928687203e-16,-0.009923887682881721,0.28299117149970254,-0.07283844663380822,0.31074979976518347,0.009243353672518967,0.07185759193217385,0.004528836229879346,0.0006346772884114698
0.05470781802282725,0.05037058687046869,0.05305275500715837,0.07064540675157704,1.673298787248143e-09,-0.02928685989196943,0.02882549966008615,-0.2077521858445866,0.0667942958202068,0.013398294423750795,0.11333654054523364,0.008575008722769818,0.004270162699991568
0.053822090092403505,0.044495702532303255,0.04684092340946013,0.05997283215635782,1.2126427168096229e-06,0.018808692256520036,0.19166693769054444,0.14270807168934685,0.2494738324831558,0.01440546431456944,0.12391851372688203,0.01253264824676197,0.00282314979751748
0.08107388865361632,0.016267292658479034,0.017616880267414734,0.0646131903833403,0.0011573130076889717,0.01622025865432313,0.47910318713293853,0.12188839836726023,0.4988075551186716,0.02291820136807593,0.18021039988576038,0.030564497276555032,0.0019112909504306337
0.07559722911101695,0.05462769265650591,0.05866583567232235,0.08481218178155446,3.476017832633128e-14,0.00304997710976401,0.813059975400779,0.022462437397837022,0.8120900746549793,0.012897382282370766,0.094486955291855,0.008870630838122666,5.715388220234017e-05
0.028989725037789335,0.05965262195061349,0.06129968734389736,0.03390856425213503,0.001795998713124652,-0.0024112158370985597,0.8475054454173219,-0.017643798390736164,0.8495825379011559,0.01253867631262799,0.0930329322034981,0.008615952019647167,3.917445473350713e-05
0.057624560441524746,0.014426876701594041,0.015269571676901364,0.05695603869630031,0.007285412561195991,-0.008152912016779092,0.7375413084606819,-0.05873104940098436,0.7411134435463638,0.0243289850366381,0.17776859580208568,0.031194794804917013,0.00040687884852830497
