beta_true,prev0,prev1,logOR_true,p_true,logOR_naive,p_naive,logOR_lambda,p_lambda,se_naive,se_lambda,var_counts_lambda,var_extra_lambda
0.06003690460072447,0.09399623741220622,0.09923516332643827,0.058817520864131896,1.9647031119947977e-11,-0.01472164327272269,0.1446210354923561,-0.1069885186186499,0.1857677855999692,0.01009163371790705,0.0808556933401763,0.0052403026867985465,0.0012973404587220828
0.0689623661252541,0.02351400213723875,0.02515058231671349,0.08442675740983939,4.398793508235233e-07,0.008912042936907399,0.6441961095217823,0.06674139235819548,0.6491938557795274,0.01929682177516912,0.1467223055311132,0.02097039258608379,0.0005570423542815417
0.05177586433913347,0.023579914110586526,0.024801865509676845,0.05246083916639025,0.0018948784729781072,-0.019593177076971936,0.31157465668296025,-0.1383850076359615,0.3280195964860584,0.019362311549649444,0.14148195434580185,0.01813590439948717,0.0018812390060203895
0.033282244837281774,0.013027433872941453,0.013462376860228824,0.020646563571453218,0.36050630267662376,0.024050357945524955,0.35753254849115845,0.18717943131285672,0.4002657211503582,0.02613950706575089,0.22252886158996082,0.044147284831888095,0.005371809408635849
0.04635987644484832,0.030228711303362268,0.03161775060295335,0.07080688713694851,2.2214338302509294e-06,0.01110067646499517,0.5210539169391912,0.08286449057408182,0.5347447280614296,0.01729827275012825,0.133484584448079,0.0169577548879979,0.0008603793972784338
0.03025060335010613,0.018254488149749892,0.018804591895770432,0.031772465223889025,0.09738340762472784,0.018159769074454366,0.4126653309268923,0.13633310496467815,0.43997462300943946,0.022167355563617732,0.17654330150318792,0.028771965289193784,0.0023955720164517327
0.06180430807792315,0.08950936510130354,0.09467568345908502,0.0575363850072652,1.216799513848736e-10,9.85772582346284e-05,0.9923769757731513,0.0008883990141495194,0.9906970271536878,0.010317699833535265,0.07619325649850325,0.005805315774086411,9.656176029700941e-08
0.100206457366636,0.06536702343368311,0.07176223470229512,0.08231786696070113,7.440804308597064e-16,0.016022377533284803,0.1759282968359489,0.12028555091060601,0.23155082795919946,0.01183862352785045,0.10054180267180253,0.008199874812670834,0.0019087792718248445
0.04523380444346011,0.031952233357501005,0.03338138696406574,0.028982620333698507,0.046714938802495755,0.0045564640333874175,0.7870882839471315,0.03456074589070877,0.7863498048590722,0.016869947577048003,0.12750520705455118,0.016101936386851617,0.00015564143917234938
0.04138575300540179,0.021212346955884857,0.022088856751140248,0.05230172038377722,0.0031290310991823477,0.00980501024359012,0.6317673826497965,0.07290723764073716,0.637282644429747,0.020459467770539905,0.1546277937721637,0.023270007592859146,0.0006397470139876399
0.07469526150555594,0.002119072216138464,0.002283043195384739,0.1570037964873009,0.004953275081069075,-0.0718101624308556,0.24934257250329595,-0.48366042299190015,0.25669163170662324,0.06233804148527965,0.42641603818080187,0.1640087837645703,0.017821853853240796
0.07070661024480182,0.020238399304654372,0.021689031491338048,0.07477427549088661,3.819757248829463e-05,-0.0047597655360570494,0.8194910273384712,-0.033711272757361306,0.8228937389105742,0.020857899519855786,0.15061464804102268,0.022559544637132636,0.00012522756738849434
0.06316242746993696,0.047712708903512716,0.050665955277553035,0.06004579632280101,4.4785210983767403e-07,0.017980793148981294,0.19271151508397522,0.13364033253993823,0.24486147959978577,0.01380377668174961,0.11491778961720875,0.010972458462219007,0.002233639908286042
0.032085958658753855,0.06649989501320497,0.0685196360535917,0.0072501976109919705,0.48098241394978913,-0.004683296517203248,0.6930703383628999,-0.03368539640752967,0.6959857687944757,0.01186570444948608,0.08620814242172678,0.007306873809006322,0.00012497001079840575
0.059122445326101794,0.0017537295481669219,0.001860341978973649,0.09539144028246895,0.11912282377070547,-0.04407231292084433,0.5263698466621222,-0.29773692045414285,0.5292167812562514,0.06956327481094199,0.47319762601668514,0.21632020523132298,0.007595788036503628
0.08085909583374863,0.0034407402757641696,0.0037294322483311776,0.0009732769979984911,0.9824001876817753,-0.03795691091519645,0.45162644273265873,-0.2620704658377176,0.45485106260459673,0.050427255018415135,0.3506653323496842,0.11664660385912606,0.006319571452788408
0.01967356358144754,0.04154824683571466,0.04233879201734696,0.023529696164473334,0.0675757565574109,0.01590615150475408,0.28773437769622545,0.11960528413986025,0.32913670155768715,0.01496197726411481,0.12256470206087532,0.013132407792011845,0.001889698399259289
0.04627152716879345,0.013183771312817514,0.013799522390293412,0.03513474064053916,0.11175670335187783,-0.022116858955690134,0.3844051793499037,-0.15759386793639454,0.39499522727495895,0.025427279970371683,0.18527519497435158,0.03172240847498212,0.002604489397801873
0.002963317805974676,0.029035424727685385,0.02911908437191889,-0.0054395187599872025,0.7235587676014632,0.0019245900576310467,0.9135755355964397,0.014633749952278542,0.9105550080137006,0.017733305734668876,0.13026476740855109,0.016943837577999138,2.5072050004773193e-05
0.02131386780645072,0.022690260293115223,0.02316774361437158,0.04029944340591946,0.018804222738714432,-0.0007553296046092944,0.9696729955847632,-0.004883481428368116,0.9734358307068649,0.019867464350657716,0.14665372796230447,0.021504391216711733,2.9247085298700846e-06
0.0047479488662480335,0.06212563763759904,0.06240285765041871,5.701946106709722e-05,0.9957397552097244,-0.013507014807877166,0.27161375032515234,-0.09775067521764853,0.2970162409929903,0.012286321416686228,0.09373386952889376,0.007721467942473972,0.0010645703543857056
0.05294726606775956,0.005873366415197416,0.006190748020395986,-0.003931909410734709,0.9066143603314476,0.059151585369010024,0.12901262461760105,0.4854595195984118,0.2455146989874003,0.038966608135657714,0.41802648012950233,0.12840384847624417,0.046342289613217055
0.021976605556688907,0.020668300908668447,0.021117849558284066,-0.011561993358651676,0.5217451569995413,-0.002319661566109247,0.9109427951849527,-0.01625551409157616,0.9147029144718191,0.02073914546913555,0.15176681688965504,0.023001986291263002,3.118041755508401e-05
0.06813793076465105,0.08600901830667654,0.09151873011959069,0.06731486871175545,1.4071717074782353e-13,0.0012308598655382272,0.9067438318244365,0.009240117910969403,0.9052416080262947,0.010506998871789784,0.07762026475427682,0.006014553421758677,1.0352078765350972e-05
0.06470253259872676,0.04352132614187416,0.0462956865423511,0.05551178645323013,8.683729386437017e-06,-0.004788986171104385,0.7392276543360418,-0.034630456295734836,0.7418963406502171,0.014386683768293468,0.10515007648426636,0.010918072238893324,0.00013846634575374038
0.05439207166110137,0.016076995188967883,0.016960433244347456,0.02748011843171487,0.17483993219003635,0.02341118598071135,0.32129732856281157,0.1780462591899248,0.36450959408173667,0.023604853710305674,0.19634445797431754,0.03417546322305347,0.004375682954175081
0.015502791324615392,0.05486345892942304,0.05567290193671022,0.04030954400396582,0.0003437573609864863,-0.0077154482719310555,0.5531167393738066,-0.05706542268945557,0.5600507375325947,0.013008762507928349,0.0979216501101535,0.00917643512002306,0.0004122144402722641
0.0438392131246009,0.046836932769228436,0.04883339974058713,0.043764068806840424,0.00029470872933979247,0.003543770581984082,0.799650585732028,0.026639448399638728,0.7989108926176481,0.013962883531925626,0.1045681275680188,0.010845155229911746,8.933807316970532e-05
0.05854497163796784,0.015169017921903163,0.016068902173609755,0.03606543340070367,0.08089143319148087,0.003739471773689677,0.8754570952694166,0.02841705304095726,0.8717418175731053,0.023859217776208554,0.17601539330596241,0.03088639326149611,9.502541915652585e-05
0.06339926958009923,0.0683601232452543,0.07251000796250401,0.06617223960849458,5.3279972977169046e-11,-0.006153141303524006,0.5970081394493232,-0.045282857250220944,0.6023803196333509,0.011638074692936484,0.08691851761423182,0.00730206534530661,0.0002527633589489182
0.014095927034838196,0.06737624520259784,0.06826740630684425,0.008212685504721247,0.42349953307436594,0.007870663878073388,0.5063766173174,0.05815448147614661,0.5194596603962169,0.011844665043557157,0.09027696082490033,0.00774288841520042,0.0004070412405801682
0.04566740171898208,0.03151693001182153,0.032941085575894556,0.055810073760570324,0.00013380125690458424,0.016950208618295014,0.3192145448727248,0.12981257078688466,0.36038197814542294,0.017017029851453896,0.14192789412815712,0.01771745099977875,0.0024260761318746268
0.030644427658300815,0.08593734882127757,0.08837527699706933,0.020592342242596227,0.024262920127251376,-0.0008440705467411435,0.9363720897553107,-0.006057309516274451,0.9380766123076323,0.010573287896039936,0.0779701629785721,0.006074874406403809,4.471908501284496e-06
0.03573488281723202,0.011514171059882757,0.011928072024955928,0.07973439527937114,0.0009552045889476365,0.012997310143785879,0.6407624460301529,0.09723215508415832,0.6461428912042062,0.027853386074321942,0.21177611472880556,0.043700962406322076,0.0011481603633061433
0.09182695870158236,0.0732134191755345,0.0796935815292409,0.08165342699810356,4.633579498985305e-17,0.004620048401032442,0.6812446346547822,0.03461103918594068,0.6843800491427925,0.01124741628460463,0.08514537422425865,0.007096479685034262,0.00015325506675478633
0.035773959740043104,0.029742739764538013,0.03079265939203246,0.03504862526431126,0.02038103429912887,-0.015292203240123986,0.3787219730711041,-0.10912727702470994,0.39203965850122124,0.017372498351660163,0.12749641332087486,0.015013226790314992,0.0012421086193723642
0.05902434885163438,0.014461144048172931,0.015326920834039585,0.06688497407582664,0.001690483434549029,-0.002118722955852887,0.9308384924556626,-0.014307821590397741,0.9353974986260312,0.02441208290291528,0.17651795816822216,0.031135954652339242,2.2634903538987475e-05
0.08653169602149521,0.020163297694341997,0.02194578035918717,0.07692936636991764,1.972777327373962e-05,-0.031020256833384496,0.13111310547175054,-0.218936989596914,0.16245805941753455,0.020546931576467434,0.15673598788610424,0.019912874530417988,0.0046532953682150305
0.04249198701770094,0.10518546412568644,0.10925249129982052,0.03854543834151032,3.8640453105474366e-06,0.0072472158350315435,0.4516572495976263,0.05361926338415327,0.4688891621349306,0.009628868077395446,0.07403034410123611,0.005129611878993023,0.0003508799687544011
0.05664894151247521,0.0209745182505885,0.022169899464948455,0.09178625913741163,2.585122599607738e-07,0.007430283309897463,0.7165217728006497,0.055032415483874,0.717534127431215,0.020462828081686996,0.15212564561470418,0.02279122877042158,0.0003509832832689787
0.06331392429748442,0.02563540968056872,0.02726528690066342,0.052398754531597855,0.0010801727409079608,-0.027014239015513065,0.14016151684816677,-0.19347705508065358,0.17434720045707897,0.018312381633913966,0.142433545794626,0.01633958156017677,0.003947733407453054
0.061913453227651856,0.019041815335844727,0.020233413155658953,0.0864255215337838,3.316366940003869e-06,0.02341400350579573,0.2772252178128092,0.1816120445348196,0.33064118328799263,0.021548470916455197,0.18668556191768937,0.029823079964073344,0.005028419064450091
0.023248325207469195,0.01666534823383237,0.01705064494073313,0.03057793351246483,0.12742655160800226,0.0367137735444599,0.11738230439384663,0.2838421263372727,0.19948962237181678,0.023446454027669945,0.2212319383426327,0.03676204649911922,0.012181524043719213
0.06228420691131024,0.08755092203759703,0.09265603852698827,0.07148802465456212,1.9813093982306997e-15,0.006929393302067041,0.5053471362847272,0.051305894578337355,0.518329455623834,0.010402931266497635,0.07943040122271543,0.005987844001185924,0.0003213446372156292
0.10076470265224613,0.24852876466619808,0.2678203205825355,0.09775609746886448,1.748831771409813e-61,-0.0013153439936146938,0.8473113937949375,-0.009777865244601596,0.8481868331664775,0.0068311809148500725,0.0510773773736974,0.002596517652104647,1.238082727044803e-05
0.013585659656145527,0.12225015926764697,0.12371546665439873,0.01628974503399566,0.039215778124282966,0.0048982912375692585,0.5917413746365037,0.0361709899370429,0.5986524936791084,0.009133248122959568,0.06872181328568726,0.004565193150006377,0.0001574944712664852
0.08578148064064794,0.057682876149357354,0.06252638233952001,0.08737805884376999,9.215340931080682e-16,-0.0064680075321389375,0.6063963409637831,-0.0473624041953557,0.6113202971888388,0.012553772100398554,0.09319827226801816,0.008415628052491152,0.0002702899012524912
0.06358062077089743,0.0726107186719904,0.07701020430721062,0.06883500349016801,2.2084671385253103e-12,-0.006787290481185543,0.548196713482187,-0.049154977595716666,0.5549278166053271,0.011303400100338935,0.08325819222005025,0.006659405125453044,0.00027252144629779154
0.040755888176783356,0.02568773888697744,0.026727732505762738,0.07820921884205698,1.0950953978542535e-06,0.01735496098304896,0.35360802409016334,0.130894315222231,0.38804851435266674,0.018709256086022582,0.15164516723312996,0.020716328438373066,0.002279928306790881
0.12001249639027267,0.022215209869422457,0.02497713988861771,0.13866060743335273,4.3245334228140506e-16,0.001615280712340677,0.9344438951915457,0.012711582597322149,0.9309041941655947,0.01963746468405342,0.1466034159674547,0.02147193969177258,2.0621881553972085e-05
