ln_true,ln_naive,se_naive,ln_lam,se_lam,lam,feasible,n,varphi,pi,theta,p_sel,q_sel,detK,a_hat,b_hat,c_hat,d_hat,theta_sweep
0.22314355131420976,0.12796319566610703,0.028333891895053094,0.3242136652852934,0.03508428174866429,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2355.0000000000005,1806.666666666667,7685.0,8153.333333333334,0.22314355131420976
0.22314355131420976,0.10483570773994028,0.028343277298187843,0.2723618799807577,0.035481311243179735,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2204.500000000001,1802.1666666666667,7713.5,8279.833333333334,0.22314355131420976
0.22314355131420976,0.026342288703446987,0.028330489666541104,0.06785832939608723,0.0352263532944814,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2067.2500000000005,1974.416666666667,7891.75,8066.583333333334,0.22314355131420976
0.22314355131420976,0.060811100411887926,0.028344945077972552,0.16000967200854738,0.035647642694960985,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2079.333333333334,1849.0000000000007,7864.666666666667,8207.0,0.22314355131420976
0.22314355131420976,0.0665480288437359,0.02835127072234947,0.17671571985316442,0.03583751956979346,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2090.1666666666674,1793.1666666666674,7963.833333333334,8152.833333333334,0.22314355131420976
0.22314355131420976,0.07062255365614876,0.028330107396187028,0.18068202997766644,0.03514881459410211,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2198.416666666667,1889.916666666667,7838.583333333334,8073.083333333334,0.22314355131420976
0.22314355131420976,0.04693720900385423,0.02833341135882208,0.12114855313409081,0.03527481554398643,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2095.75,1935.9166666666674,7817.25,8151.083333333334,0.22314355131420976
0.22314355131420976,0.10701861519733075,0.02834098321576547,0.2770229345117063,0.03542509082662523,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2232.333333333334,1797.6666666666674,7743.666666666667,8226.333333333334,0.22314355131420976
0.22314355131420976,0.042275601471317564,0.028329608533692176,0.10848199820245441,0.0351716325090987,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2133.333333333334,1933.3333333333337,7926.666666666667,8006.666666666667,0.22314355131420976
0.22314355131420976,0.06532954948133839,0.02834201329524158,0.17100545823096802,0.03555899518416684,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2110.583333333334,1847.75,7868.416666666667,8173.25,0.22314355131420976
0.22314355131420976,0.10712860017185884,0.028334314236405322,0.2738445594326134,0.03518915905481664,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2264.916666666667,1835.083333333334,7698.083333333334,8201.916666666668,0.22314355131420976
0.22314355131420976,0.09562115386141996,0.02833386640710191,0.24498732158904132,0.03520730660434581,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2230.250000000001,1853.083333333334,7720.75,8195.916666666668,0.22314355131420976
0.22314355131420976,0.1095501514995144,0.028338391806005805,0.2816079891676751,0.03529202385430599,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2242.5,1824.1666666666674,7667.5,8265.833333333334,0.22314355131420976
0.22314355131420976,0.10620070741350147,0.02836794703914186,0.2875398504482428,0.03627226356625665,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2101.333333333334,1687.0000000000007,7830.666666666667,8381.0,0.22314355131420976
0.22314355131420976,0.058591585771288625,0.02835941457481274,0.15732398733102568,0.036021082546930136,0.0,True,20000,0.5,0.2,0.22314355131420976,0.95,0.65,0.6000000000000001,2002.916666666667,1815.4166666666667,7852.083333333334,8329.583333333334,0.22314355131420976
