ln_true,ln_naive,se_naive,ln_lam,se_lam,lam,feasible,n,varphi,pi,theta,p_sel,q_sel,detK,a_hat,b_hat,c_hat,d_hat,m
0.6931471805599453,0.6116428398643383,0.03556098145184108,0.6684807384960225,0.03657017259468689,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2518.3333333333335,1449.375,7551.666666666666,8480.625,0.02
0.6931471805599453,0.6115384514306341,0.035281892884578975,0.6670139150635771,0.036238984093810864,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2555.854166666667,1492.0625,7463.145833333333,8488.9375,0.02
0.6931471805599453,0.6778117095537095,0.03531339507492594,0.7392140084761928,0.036294898675862115,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2611.9375000000005,1467.2291666666667,7315.062499999999,8605.770833333332,0.02
0.6931471805599453,0.6604190078651012,0.03552380771187176,0.7214755980931246,0.03654056240571855,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2556.1250000000005,1443.875,7399.874999999999,8600.125,0.02
0.6931471805599453,0.661528960654602,0.035292336103321185,0.721361417135364,0.03626506433013622,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2608.854166666667,1472.3958333333335,7366.145833333333,8552.604166666666,0.02
0.6931471805599453,0.6823135504288698,0.03564196691345457,0.7457881731003607,0.03668758446352428,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2586.9375,1412.0208333333333,7440.062499999999,8560.979166666666,0.02
0.6931471805599453,0.6580920769918839,0.035280353321982906,0.7175833258719825,0.03624992278429031,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2603.8125,1476.3958333333333,7363.187499999999,8556.604166666666,0.02
0.6931471805599453,0.6380149531160992,0.03573861545960857,0.6981537222376398,0.03678982966783868,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2511.6458333333335,1417.5208333333335,7529.354166666666,8541.479166666666,0.02
0.6931471805599453,0.6370446392417306,0.03547516304182741,0.6956425666805355,0.03647512689886018,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2566.458333333334,1450.2083333333333,7493.541666666666,8489.791666666666,0.02
0.6931471805599453,0.5834086758433771,0.03518348902468659,0.6359302653667893,0.03611492768701539,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2551.75,1513.8750000000002,7514.249999999999,8420.125,0.02
0.6931471805599453,0.6171029193796754,0.03558788407704861,0.6748213004266602,0.03660471097961139,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2469.6875000000005,1460.5208333333335,7435.312499999999,8634.479166666666,0.02
0.6931471805599453,0.6873897770934816,0.03549301231126667,0.7504304756821545,0.03651102838076592,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2624.354166666667,1428.7708333333335,7406.645833333333,8540.229166666666,0.02
0.6931471805599453,0.7256733714780558,0.03596725424823824,0.7951387998807282,0.037092884909490934,0.0,True,20000,0.5,0.2,0.6931471805599453,0.98,0.98,0.96,2543.854166666667,1365.5208333333333,7351.145833333333,8739.479166666666,0.02
