j,is_signal,ln_true,ln_naive,se_naive,p_naive,ln_lam,se_lam,p_lam,lam,feasible
20,True,0.1823215567939546,-0.09528584711997157,0.10057197188237253,0.3434149301966442,-0.31201656252600285,0.13064002713211645,0.016923350457700992,0.0,True
21,True,0.1823215567939546,0.016938438014374217,0.09269077943646437,0.8550009707103587,0.04923849586453943,0.1113229305719481,0.6582697672889617,0.0,True
22,True,0.1823215567939546,-0.2227101385150799,0.4042903590204913,0.5817249841983143,-1.0026395262830845,0.6941027437968549,0.14859509430689444,0.0,True
23,False,0.0,-0.2801854021202977,0.12751782069703613,0.02800434820695252,-1.1570108363433789,0.21916467032941883,1.2975975588633697e-07,0.0,True
24,True,0.1823215567939546,0.05426232429466423,0.10053350736901323,0.5893738185853108,0.15784091116997637,0.11826561418856878,0.181997267951541,0.0,True
25,True,0.1823215567939546,0.06478002221933907,0.11561479305881979,0.5752686121574189,0.186491112746462,0.13497332957947114,0.16706733175573707,0.0,True
26,False,0.0,0.034471724857543774,0.08657530132657394,0.6905045620799763,0.1015370568991078,0.103136419381097,0.3248732955771342,0.0,True
27,False,0.0,-0.09405815466645082,0.17699480097977777,0.5951294188618773,-0.321417760129444,0.2344177582840941,0.17033371758036073,0.0,True
28,False,0.0,-0.12815007755022814,0.12763658355389268,0.31536748219127564,-0.4383845713113925,0.17324311731057712,0.011391346128304268,0.0,True
29,True,0.1823215567939546,0.21395683574065566,0.09598212744617417,0.025805120534971866,0.5866826560876037,0.10618863314501031,3.296542881756527e-08,0.0,True
30,True,0.1823215567939546,0.05174267842650461,0.10312717320985224,0.6158528074961722,0.15040771702800765,0.12142623885635147,0.2154656651791662,0.0,True
31,False,0.0,0.22464552867126117,0.12735287181711044,0.07773850646881196,0.6028467844219345,0.13843352090069297,1.3320389081769717e-05,0.0,True
32,True,0.1823215567939546,0.18861165614136524,0.21678822940328177,0.38428554008620297,0.5043561431219682,0.23746007929024154,0.03367333596335965,0.0,True
33,False,0.0,0.12421507910415794,0.09603873921815376,0.19587788366505532,0.3525550072393296,0.10960399569777386,0.0012970779072109429,0.0,True
34,True,0.1823215567939546,0.058084918491228016,0.10756530158732162,0.5891992402748389,0.16817708328219105,0.126149063266429,0.18247878762369574,0.0,True
35,False,0.0,0.07932811154568548,0.11168434744446898,0.47752522792611973,0.22757872045045854,0.1294649734499768,0.07877472204455134,0.0,True
36,True,0.1823215567939546,0.23524523160588467,0.11193823990772443,0.0355915986658453,0.6329629225524603,0.1218889210298874,2.069891560884484e-07,0.0,True
37,True,0.1823215567939546,0.06678411135422888,0.1893948932580424,0.7243745923669707,0.18603482822878703,0.22062983115665857,0.3991172203991587,0.0,True
38,False,0.0,-0.02182291211038955,0.12716352794812139,0.8637418014727682,-0.07172226753575248,0.15684482113632142,0.6474685764365129,0.0,True
39,False,0.0,-0.012662106397332477,0.10158700179570355,0.9008062024199907,-0.041193581488220436,0.12419405753136294,0.7401254530390331,0.0,True
40,True,0.1823215567939546,-0.2418788533719521,0.15450277846702773,0.11745850894817744,-0.9619660956373206,0.25091604219655333,0.00012617021061120387,0.0,True
41,False,0.0,0.7069010358540914,0.3257300791056136,0.029991321913369798,1.6448788918866704,0.33000828524731046,6.216841248372159e-07,0.0,True
42,True,0.1823215567939546,0.24439145963307035,0.10362029764235071,0.018347534433305605,0.6588101891295397,0.11301674207396266,5.565536079852993e-09,0.0,True
43,False,0.0,0.10709027805862249,0.12178432797440403,0.3792149638633849,0.30257431588723,0.13902538296327588,0.029525647320921,0.0,True
44,True,0.1823215567939546,-0.07969667885547359,0.09314856151721061,0.3922263786925062,-0.25686451236050006,0.1190162397428498,0.0309098931397026,0.0,True
45,True,0.1823215567939546,-0.04340659560034884,0.1564835606514393,0.7814825202658117,-0.14399819301909994,0.1969812287520994,0.4647639130341112,0.0,True
46,False,0.0,0.10102710479243915,0.09109046448619425,0.2673933400102433,0.29037355441709045,0.10519442511535526,0.0057739259484723615,0.0,True
47,True,0.1823215567939546,-0.07374541628856207,0.21103727727925542,0.7267570513255197,-0.2549308239242873,0.2751412544844209,0.35416268983367594,0.0,True
48,False,0.0,-0.01517755904829938,0.09771193583323018,0.8765614560445223,-0.048725636830929335,0.11959930018032704,0.6837088118581613,0.0,True
49,False,0.0,-0.0038727576289904336,0.10322402240052692,0.9700719979301318,-0.014259558979627655,0.1255068828416882,0.9095423992616486,0.0,True
50,True,0.1823215567939546,-0.3462026429291163,0.27753581357746365,0.2122449652114366,-1.9075168769233077,0.6832066600311766,0.0052382436235942804,0.0,True
51,False,0.0,-0.19362337055586873,0.09411571084351952,0.03965827761931788,-0.6830377229112145,0.13391783231421026,3.3889348181272193e-07,0.0,True
52,False,0.0,-0.2032903951886405,0.10099731298764172,0.04413254411996835,-0.7316814741656232,0.14694053413134542,6.376874030662635e-07,0.0,True
53,True,0.1823215567939546,0.03873494799451687,0.12253846023817126,0.7519232575711234,0.11146648555227964,0.14512626926689942,0.4424482517523117,0.0,True
54,True,0.1823215567939546,0.14815710366755666,0.09698938377821294,0.12662181800606057,0.41620583566606206,0.10961793383785486,0.00014653031962307418,0.0,True
55,True,0.1823215567939546,0.27057990594962134,0.35029416077383957,0.4398560941895947,0.693312695076881,0.37482112158407394,0.06435446651509058,0.0,True
56,False,0.0,0.0281467163227299,0.17198774464090982,0.8700024609265097,0.07653023403628868,0.2052625633091456,0.7092670227699769,0.0,True
57,False,0.0,-0.01676334991459711,0.10201150303398174,0.8694729123700244,-0.053943417311106995,0.12505026860612653,0.6661965520663422,0.0,True
58,False,0.0,0.011391320962812283,0.14667472176167107,0.9380954649845331,0.028872463359246134,0.1768741384648127,0.8703315697225558,0.0,True
59,False,0.0,0.02617299561322377,0.10100954160411174,0.795547212506208,0.07614690554105276,0.12063168359590742,0.5278870712962436,0.0,True
60,True,0.1823215567939546,0.08117577188311614,0.10388147640575589,0.43455150134472265,0.23351546829497333,0.1204920276778966,0.0526212798643666,0.0,True
61,False,0.0,0.8175449778248848,0.41865723046290226,0.05084580776831271,1.8956534111010168,0.433973521666807,1.253140357094278e-05,0.0,True
62,True,0.1823215567939546,-0.1361411098697867,0.1078846457412722,0.20697985042379138,-0.46281524621309145,0.1462297121099115,0.001550894852388979,0.0,True
63,False,0.0,0.1574070179119424,0.09958293167995547,0.11395519905713472,0.43980057232533326,0.11200870052050453,8.619597772140568e-05,0.0,True
64,True,0.1823215567939546,0.40470896440484033,0.16931134223938782,0.01683351526140994,1.0094846599118712,0.17439327754356562,7.099551802922321e-09,0.0,True
65,True,0.1823215567939546,-0.02643772070919963,0.09592473075190236,0.7828483835706498,-0.08375567860558278,0.11822523431436488,0.47867104316838693,0.0,True
66,True,0.1823215567939546,0.09582028621554765,0.1026378526039746,0.35052239705539845,0.274169895103901,0.11826998682592904,0.02044010226428133,0.0,True
67,False,0.0,0.07103639814877404,0.09560735793895779,0.457480849611383,0.20600797688292394,0.11167221892738213,0.06507306540999828,0.0,True
68,False,0.0,0.01139586761805961,0.13690317105421215,0.9336604308801633,0.02967810307142136,0.16502095020785776,0.8572746814905283,0.0,True
69,True,0.1823215567939546,0.00853594616001025,0.09583800528310259,0.9290291397691003,0.023856198951944192,0.11563287957164307,0.8365489057090683,0.0,True
70,False,0.0,-0.06735528835053005,0.09655200661948467,0.4854234389509242,-0.2160950745534863,0.12243642143926105,0.07757091662614245,0.0,True
71,False,0.0,0.3488707543475539,0.2219959484062987,0.11606224550710588,0.8800793894049012,0.23083296163682132,0.00013749896611213832,0.0,True
72,False,0.0,0.017225396290565506,0.10924207794922693,0.874708200413016,0.049084692998344386,0.13111365211856715,0.7081309030009653,0.0,True
73,False,0.0,-0.06039016347412826,0.10207670599000977,0.5541080788651642,-0.19376818460452047,0.12902847789327576,0.13316235054861142,0.0,True
74,True,0.1823215567939546,0.1290702730325703,0.11135408824887233,0.24641634332592022,0.3626937536633786,0.12611626087374964,0.004029178176080425,0.0,True
75,False,0.0,0.19622391904723088,0.0966196720403072,0.042266161465161566,0.5412543484560677,0.10742947134362678,4.698574731864403e-07,0.0,True
76,True,0.1823215567939546,0.03667093593886865,0.1403250171672347,0.7938391368988769,0.10415613556603694,0.1663763326061824,0.5312969985086268,0.0,True
77,False,0.0,0.00849969155584253,0.1024151870000985,0.9338575097834539,0.02335635069453649,0.12357337617953225,0.8500865847050401,0.0,True
78,True,0.1823215567939546,0.19204273002482494,0.11198677785964374,0.08636912250059536,0.5254672679632238,0.12370360825562964,2.158871384086715e-05,0.0,True
79,False,0.0,0.11218341332549248,0.14017761666954237,0.423540033233364,0.3144311064067471,0.15929986581872307,0.04840089627712595,0.0,True
80,True,0.1823215567939546,0.3676809352744256,0.24127219861266938,0.12752724045019326,0.9207848191287797,0.2498331931253977,0.0002281658950870616,0.0,True
81,True,0.1823215567939546,0.17163573987705727,0.09961055444954936,0.08487626321192772,0.47684296082670763,0.11146346626314142,1.885629087152596e-05,0.0,True
82,True,0.1823215567939546,-0.11692503676484671,0.14681427696784374,0.4257910826873889,-0.40023666278112785,0.19803797094802578,0.04327875965964292,0.0,True
83,True,0.1823215567939546,0.25180684107638507,0.08958495699623809,0.004941601871350981,0.6864966364711214,0.09871341134705434,3.539616835038526e-12,0.0,True
84,True,0.1823215567939546,-0.15359184000442141,0.10668539789045758,0.1499605905565725,-0.5297727562941582,0.14718399171639385,0.00031896311803345526,0.0,True
85,False,0.0,0.0630244825256499,0.22894426375471447,0.7830987611737953,0.17147621005690414,0.26790557914255303,0.5221322214630614,0.0,True
86,True,0.1823215567939546,0.03537762023376108,0.10387260204556174,0.7334147905534433,0.10298499081724524,0.12338481259556713,0.40390632494803336,0.0,True
87,True,0.1823215567939546,0.1076939478904944,0.10675566410916196,0.3130758005561503,0.3060210049142289,0.12221065717389182,0.012278236027047367,0.0,True
88,False,0.0,-0.02810879957657998,0.15188164861085357,0.8531738069847241,-0.09399444887822654,0.18869884461511718,0.6184002848784337,0.0,True
89,False,0.0,-0.5401192509729322,0.33584875489815075,0.10778663519185414,-23.209086389021422,31622.7766020583,0.9994144040458348,0.001,False
90,True,0.1823215567939546,0.24922899443778104,0.31108835922297723,0.42304377960974515,0.6449959881358251,0.3343189247421765,0.05369567590860345,0.0,True
91,True,0.1823215567939546,-0.07592507352849791,0.15454478121937798,0.6232269892655069,-0.25343394861374363,0.2002549213155509,0.20567185227387288,0.0,True
92,True,0.1823215567939546,0.2977834938872145,0.1864691164853624,0.11027489446146616,0.7672438258995019,0.19664693963275995,9.554667021098623e-05,0.0,True
93,True,0.1823215567939546,-0.024469756765692564,0.0938796409195751,0.7943621946348044,-0.07742467075478993,0.11551730921144421,0.502702880678453,0.0,True
94,False,0.0,0.4722593418035602,0.18788346770207423,0.011951408416775378,1.1530305387591384,0.19121446491133404,1.639208699144541e-09,0.0,True
95,False,0.0,0.21354769455717157,0.15622952974220133,0.17166156746889116,0.5711899896210745,0.16970499523092286,0.0007632705088325455,0.0,True
96,False,0.0,-0.09881201384925564,0.09436468955213385,0.2950400327749457,-0.3227313847434415,0.12247616465445348,0.00841237425434227,0.0,True
97,False,0.0,0.0796513429888314,0.18123043899579658,0.6602970233633443,0.22260429497493492,0.20944979277505232,0.2878703743532034,0.0,True
98,False,0.0,0.036774205074408435,0.16696560296703003,0.8256763134919266,0.10225973880600774,0.19807705352765628,0.60567114013784,0.0,True
99,True,0.1823215567939546,0.08693696689004822,0.1582100640954273,0.5826600373166011,0.2445898837328999,0.18205834140987295,0.17911989818114465,0.0,True
100,True,0.1823215567939546,0.19994732848628605,0.13192358800467785,0.12961297366774938,0.5411373434385742,0.1445144766102432,0.00018073900254983615,0.0,True
101,False,0.0,-0.05359300781123158,0.16939898287166,0.7517205577544711,-0.17935475121648228,0.21548040741668523,0.4052123739359357,0.0,True
102,False,0.0,-0.19856248230995457,0.10629954852988031,0.06176872502532378,-0.715926093762154,0.15473602322279684,3.714345487543022e-06,0.0,True
103,False,0.0,-0.16775862555480095,0.1850554443660657,0.3646544969949604,-0.6153737121694098,0.2687358743292835,0.022028099525180766,0.0,True
104,False,0.0,-0.17267574123609758,0.14546412122955396,0.2352009680514497,-0.6239215164961478,0.2099774339974288,0.0029647036768105767,0.0,True
105,False,0.0,0.05073492674253521,0.12518233657963934,0.6852656622682747,0.14585823661975383,0.14719511787003345,0.3217258053310964,0.0,True
106,False,0.0,0.04461719171033723,0.15019382643751397,0.7664175828892519,0.12638381885244324,0.1772061136586836,0.4757205447964492,0.0,True
107,True,0.1823215567939546,0.44205725761034503,0.3103901015916681,0.15438888799629213,1.0814958193041946,0.3177707025462794,0.0006655659555405829,0.0,True
108,False,0.0,0.2730003118780606,0.2852030901597818,0.3384593916858415,0.7028503347419864,0.3035227184907141,0.020577755249221286,0.0,True
109,True,0.1823215567939546,0.12484824794501602,0.09388360880515177,0.18357776974648965,0.35476962898727027,0.10723668351108814,0.000938688622812107,0.0,True
110,False,0.0,0.02266318882863672,0.11707959873459124,0.846511982404837,0.06472595332815431,0.14004197907126759,0.643945324587507,0.0,True
111,False,0.0,0.21960733099413438,0.1635972715376054,0.17947751962596994,0.5850932949500465,0.17720324024470305,0.0009605951462343921,0.0,True
112,False,0.0,-0.4302524529991046,0.3909222165676451,0.2710669301404519,-22.79988202848452,31622.776602231752,0.999424728811408,0.001,False
113,True,0.1823215567939546,0.07257538035314612,0.09639553045502362,0.4515150862013361,0.21025983005549714,0.1124857962593606,0.061593288495013436,0.0,True
114,False,0.0,-0.09065332054600223,0.1284195163579318,0.48024071955271425,-0.301041828495092,0.16784090801895746,0.07287477556617443,0.0,True
115,True,0.1823215567939546,-0.26228488298605407,0.1434231296393931,0.06743724117426692,-1.0682824235618327,0.2409479113209115,9.264436126293606e-06,0.0,True
116,False,0.0,0.06303759146559655,0.3347767675354603,0.850643531459901,0.157251062170069,0.3957532263862485,0.6911121427788952,0.0,True
117,False,0.0,0.15554291515099727,0.1079346019985255,0.14956072504069917,0.43288153694150194,0.12104783323831378,0.0003487320669280801,0.0,True
118,False,0.0,-0.06177750836903421,0.09233233886331485,0.5034459181492684,-0.19700179186878125,0.11640299539425011,0.09056750218689762,0.0,True
119,True,0.1823215567939546,-0.04441018754245291,0.11991751860758935,0.7111295853696513,-0.14332828838507863,0.1503340504829256,0.3403880995488474,0.0,True
120,False,0.0,0.12721924453660288,0.10884779819885336,0.24249185470703505,0.3581692041616536,0.12346349172299434,0.003719583541319961,0.0,True
121,False,0.0,0.21657703731702635,0.4198598252847809,0.6059719104982113,0.5565293559491716,0.4617645769100375,0.22811716941863242,0.0,True
122,False,0.0,0.10256090146788514,0.1889097189579128,0.5871920403491168,0.2844474374780865,0.21555985482202353,0.1869768891090251,0.0,True
123,False,0.0,-0.21548704144841838,0.3282523412177311,0.5115232786812701,-0.909153547472292,0.5387574335471317,0.0915071149983732,0.0,True
124,True,0.1823215567939546,0.16007904689205552,0.10451926462850597,0.12562745392645555,0.4454672882324564,0.11717101139653646,0.0001436163151873107,0.0,True
125,False,0.0,-0.11333305284951954,0.12036466667475228,0.3464073302858046,-0.3811899753285091,0.16041178076280702,0.017486216068599136,0.0,True
126,True,0.1823215567939546,0.030321528630716358,0.11970238102800462,0.8000304863367368,0.08711593368913097,0.1425011283714092,0.5409777950009741,0.0,True
127,False,0.0,-0.2916672069775327,0.3040154368371984,0.33736589376197257,-1.3972716869497368,0.6031846107276913,0.02053147845174345,0.0,True
128,False,0.0,-0.3721598936840922,0.20077936444132063,0.06379978501257517,-2.113995649205715,0.5329167492868908,7.283175186326188e-05,0.0,True
129,True,0.1823215567939546,0.2045655977132062,0.1442079522024007,0.15603145115704636,0.5506985685998883,0.1573840996535647,0.00046687746106243496,0.0,True
130,True,0.1823215567939546,0.0974590812341438,0.10242355691848952,0.34133542605450434,0.27869886417540163,0.11794214054028698,0.018127011809071582,0.0,True
131,False,0.0,-0.08109737544184206,0.09028771297538589,0.3690733151758584,-0.26097392206631376,0.11528254741595789,0.023587864393401013,0.0,True
132,True,0.1823215567939546,0.14246118934187513,0.09380279709590729,0.12883029131804358,0.402021409724507,0.10643672753286902,0.0001586695484656529,0.0,True
133,False,0.0,0.16453621853156875,0.1468742496749728,0.2626062552678481,0.4501785712487437,0.1628305822133891,0.005697424508963355,0.0,True
134,True,0.1823215567939546,0.06621997671282302,0.09219992673175212,0.47262067627189736,0.19275057093490772,0.10804625679690251,0.0744296076367017,0.0,True
135,False,0.0,0.021408967641101423,0.093794393472397,0.8194485996951701,0.06248655716807493,0.11236776487824092,0.578149532886874,0.0,True
136,True,0.1823215567939546,-0.06646859756522393,0.1625987786162228,0.6826944884709708,-0.22199180036014063,0.2090857684548186,0.28836008424645776,0.0,True
137,False,0.0,-0.03889455294869847,0.14214579152146328,0.7843733023387406,-0.1276894032088691,0.17796078392492048,0.4730568302800224,0.0,True
138,True,0.1823215567939546,0.15744431793499386,0.1319462238738196,0.2327730023083574,0.4338353748841648,0.14699625822054851,0.0031640233837111707,0.0,True
139,False,0.0,0.06193527523805298,0.08995599739977143,0.49113397423082616,0.18079339646342843,0.10570152420305189,0.08718929215428546,0.0,True
140,False,0.0,-0.0016524393820100342,0.21972229089919657,0.9939995007478664,-0.01880449736577103,0.26895399332606684,0.9442596008209839,0.0,True
141,True,0.1823215567939546,0.25854809018019353,0.15225193545113536,0.0894776378448321,0.6799321370838054,0.1629250261487073,3.0024246802398802e-05,0.0,True
142,True,0.1823215567939546,0.030109836706474546,0.1366966018184972,0.825662727475963,0.08526638133922516,0.16274671516114955,0.600333660696056,0.0,True
143,False,0.0,0.09951463634900012,0.17163563259030526,0.5620483322201697,0.2776955779159927,0.19613582919196373,0.15682440750435256,0.0,True
144,False,0.0,-0.12087780734139567,0.18469602289607842,0.5128097420017784,-0.42325485417595704,0.2523688392562064,0.0935174487156146,0.0,True
145,True,0.1823215567939546,0.0050614639662607055,0.09304344819631438,0.9566173318369192,0.013526785197908182,0.11248272481349351,0.9042799168591223,0.0,True
146,True,0.1823215567939546,0.07400838661258476,0.13848105520674606,0.5930442861321572,0.21049813602204384,0.1605896696254368,0.18993124100177905,0.0,True
147,True,0.1823215567939546,-0.06854594356746027,0.10195161360338285,0.501368546034027,-0.22088374498648575,0.12967290075081078,0.08849478685759231,0.0,True
148,False,0.0,-0.22336153496629904,0.17801005417703092,0.209562553114813,-0.8766132741206826,0.2823376758605026,0.0019038205992592328,0.0,True
149,False,0.0,0.11398829173470214,0.2108231260820317,0.588726714460746,0.3131460475424008,0.23923721660125605,0.19055625425665296,0.0,True
150,False,0.0,-0.12761614934000923,0.09634560958442095,0.18531503353459053,-0.42642358773242234,0.12839440479601374,0.0008963105693446605,0.0,True
151,True,0.1823215567939546,0.21762645120165275,0.15930954678567477,0.1719200299394185,0.5807674803176056,0.17274337375321497,0.0007737321679653499,0.0,True
152,False,0.0,-0.009168448778810564,0.09183969928511108,0.9204784986193069,-0.029799254673573524,0.1119327201042105,0.7900661624582044,0.0,True
153,False,0.0,0.085518797213832,0.10081422509873646,0.39628146581511275,0.24594672289136288,0.11678392863983952,0.03520452403692309,0.0,True
154,True,0.1823215567939546,-0.018609062908546133,0.1151109216893339,0.8715720230115531,-0.0606591919090959,0.14148091604301183,0.668109031928269,0.0,True
155,False,0.0,0.05194046596277195,0.13592798929788433,0.7023741981577649,0.1484959282125353,0.15966304393129216,0.3523409355031941,0.0,True
156,False,0.0,0.13012791994731915,0.09278067802186166,0.160756280737231,0.36928717811519735,0.10582824163854175,0.00048393311801440145,0.0,True
157,False,0.0,-0.12627022063974555,0.16461311632207706,0.44303831742642535,-0.43973172289583873,0.2253876291277636,0.05105680381139328,0.0,True
158,True,0.1823215567939546,0.10761465253036581,0.20565342052941168,0.600778298142018,0.296567859127273,0.23413025510015242,0.205270119775425,0.0,True
159,True,0.1823215567939546,0.1606024687881351,0.1257783516846642,0.20164852645152084,0.44279788790586616,0.14009187447459448,0.0015735387509146746,0.0,True
160,True,0.1823215567939546,0.26632951905717245,0.11737587490460924,0.023266430281616724,0.7064439932629067,0.12634448532740458,2.2523123957315617e-08,0.0,True
161,False,0.0,0.09727853571238813,0.19054948797811755,0.6096901062667521,0.27003198567018966,0.21807190868100998,0.2156158220485992,0.0,True
162,False,0.0,-0.288549406024328,0.11351964590155021,0.011026889017643936,-1.184360176471997,0.19449796127035573,1.1339181511541097e-09,0.0,True
163,False,0.0,0.004720494800802802,0.08966494606216863,0.9580140179346549,0.012684931593922298,0.10841606403604084,0.9068582108031571,0.0,True
164,True,0.1823215567939546,0.1447923989536987,0.09108967181031277,0.11193426649798074,0.4091079994269648,0.10345553562586725,7.671631792793036e-05,0.0,True
165,True,0.1823215567939546,0.07619540769227952,0.17797964415703663,0.6685688186240962,0.21331610376840354,0.206093575012285,0.30064794285344537,0.0,True
166,True,0.1823215567939546,0.13837899157220288,0.12721272392818592,0.276693855769757,0.38502897000001063,0.14300913248658578,0.00709529248346291,0.0,True
167,True,0.1823215567939546,-0.118514270411522,0.10575342856523691,0.26243006532178015,-0.3963896076173795,0.14067330218949406,0.004835351578778584,0.0,True
168,True,0.1823215567939546,-0.031279462003750265,0.09272932390427321,0.7358756319407758,-0.09876117811776687,0.11456623983237797,0.3886631208537919,0.0,True
169,False,0.0,-0.11113849782346469,0.22476889591562485,0.6209836435815079,-0.39475950466190196,0.3058480127154232,0.19680605214015845,0.0,True
170,True,0.1823215567939546,-0.027576324780932197,0.09047903233595482,0.7605326601052588,-0.0869139408383506,0.11147150788798343,0.4355695590719777,0.0,True
171,False,0.0,-0.10774514227569436,0.14977759493464995,0.471914482128408,-0.3665933922802824,0.2001929275089344,0.06707061964878636,0.0,True
172,True,0.1823215567939546,0.07475021956229165,0.14205477620013304,0.5987443814333078,0.21227402410751964,0.16464355647894713,0.19729573864620725,0.0,True
173,True,0.1823215567939546,-0.020950379391928967,0.09356849957429754,0.8228318529790739,-0.06639817634182132,0.11487619806367372,0.5632656833644117,0.0,True
174,False,0.0,-0.1212378412445686,0.15334048913736698,0.42915136896121353,-0.4179422217724038,0.2081784160326584,0.04468416260708753,0.0,True
175,False,0.0,-0.01004569000408768,0.10443396271128717,0.9233682497338369,-0.03330181113607584,0.12749124350625787,0.7939316349073443,0.0,True
176,True,0.1823215567939546,0.29256578339735956,0.15250271396753529,0.055056508595602446,0.7596719011582818,0.16153678408622582,2.5664334777941505e-06,0.0,True
177,True,0.1823215567939546,-0.0674029494024155,0.0895277311860102,0.45152665158294136,-0.21509650753681306,0.11315383838700202,0.057312361103681334,0.0,True
178,False,0.0,-0.03996599904137264,0.10290218123615859,0.6977287314276213,-0.12732085097820334,0.1281687184636167,0.32052248807384015,0.0,True
179,True,0.1823215567939546,-0.04753519289259662,0.10128814102283892,0.6388504996889053,-0.15158497166098936,0.1267943342677675,0.23188451461363246,0.0,True
180,False,0.0,0.10229941716513395,0.1017906137134,0.3148975576254647,0.29204412007767283,0.11698054063752684,0.012541901694423617,0.0,True
181,False,0.0,-0.0270506410941443,0.10112144170313928,0.7890792242894351,-0.08608644194305545,0.12479121594906131,0.4902924446471577,0.0,True
182,True,0.1823215567939546,0.1276900544393437,0.0990889465042983,0.19752300931121072,0.3612264979538861,0.11276790821068651,0.0013587468231582376,0.0,True
183,True,0.1823215567939546,0.03807883450424138,0.11327489390069076,0.7367479104090402,0.11021130201748305,0.13425872657008026,0.4117103873536425,0.0,True
184,True,0.1823215567939546,0.13328540870745634,0.2116653893002003,0.5288917696590903,0.3639745618454783,0.23780947820055537,0.12588557153076851,0.0,True
185,True,0.1823215567939546,-0.002150580741802775,0.11698460613570073,0.9853329546259201,-0.009915245344264871,0.14218649172202985,0.9444053094111248,0.0,True
186,False,0.0,0.47323641773032804,0.18946318969679385,0.012497549037199967,1.1549056583740946,0.19278045943040278,2.088347374915583e-09,0.0,True
187,True,0.1823215567939546,0.20875077247462834,0.10157150872935097,0.0398587332570219,0.5709609136667174,0.11212358186370479,3.538457066400323e-07,0.0,True
188,False,0.0,-0.08049696423421719,0.09109512765607561,0.37688070557034503,-0.2591287499430128,0.11632115691866372,0.025900464683196164,0.0,True
189,False,0.0,0.04593196877667964,0.12362805462763839,0.7102401794719595,0.13218992968388069,0.14578633834171376,0.36454566509066955,0.0,True
190,True,0.1823215567939546,0.3280725948906067,0.09017731995174114,0.00027467467509711274,0.873975976511345,0.09769060353908043,3.6737466848908394e-19,0.0,True
191,False,0.0,0.2325191061126681,0.11733950399614779,0.04752484336939375,0.6245837159355252,0.1276044727140621,9.846324522466937e-07,0.0,True
192,True,0.1823215567939546,0.1362982776452691,0.09254316701286239,0.1408029284752055,0.3859284975577524,0.10532877627810525,0.000248271227666489,0.0,True
193,True,0.1823215567939546,0.39025886504786333,0.14423632965105262,0.006816254304752954,0.9832511776969242,0.14953848403851144,4.857528617706632e-11,0.0,True
