feature,is_signal,naive_logOR,naive_se_boot,naive_p_boot,lambda_logOR,lambda_se_boot,lambda_p_boot
0,0,-0.005605912392587716,0.09096084529992907,0.9508575252270683,-0.012298576512066062,0.2192290000843754,0.9552627631096862
1,0,0.05202245320450042,0.0875517949815912,0.5523846421061686,0.1253029279074941,0.22255197485705597,0.573416017749131
2,0,0.035154790305664985,0.10055802618278678,0.7266411177098895,0.08510479871904807,0.23625884227479313,0.7186837633923093
3,0,0.019073834775268625,0.10077066183670959,0.8498736504101849,0.046393321675403436,0.22100868770230597,0.8337330153377134
4,0,-0.144193031195914,0.15562748464274462,0.3541722899540374,-0.3341486708284543,0.3379199373760574,0.3227415461116674
5,0,-0.07405906228714579,0.08952256098429404,0.40808573208167087,-0.1736171277100412,0.2180941766399771,0.4259942907663271
6,0,0.03816308501096189,0.09058817435294413,0.6735498355301894,0.0922202384042094,0.24189497496097195,0.7030245628133945
7,0,0.03421041809341217,0.10330177392965921,0.7405163015023343,0.08301149588264867,0.2338375918011349,0.7225923118876065
8,0,-0.06520338473038818,0.09466333926682609,0.49095394501011314,-0.1527526534450906,0.2345177616040188,0.5148219290277454
9,0,0.02415919418966058,0.11112705562419156,0.8278954230100051,0.05962622077964825,0.2568359486709841,0.816416203086378
10,0,-0.05114031451004706,0.1468031266331231,0.7275699547684711,-0.11677645251822574,0.350960497863,0.7393351634804517
11,0,0.08668432012413542,0.13573830359958533,0.5230743633527545,0.21346673957567497,0.3314314939951843,0.5195268007237005
12,0,0.32623537675430325,0.15177158344647765,0.03159355577690265,0.8577850576379487,0.49589853208203966,0.0836733033556923
13,0,-0.015479580539482628,0.1534249052909374,0.9196349778942461,-0.03175327577197567,0.44745416897850526,0.9434261613862492
14,0,-0.14104486960253773,0.13791286599778896,0.30644497355903777,-0.327597233991573,0.3173238574714755,0.3018964542356951
15,0,-0.04532164495369981,0.11146427732019025,0.6843000192157043,-0.10564256761916055,0.24078658406600764,0.6608503561462964
16,0,-0.050688475998688295,0.09709078629071304,0.6016195194970339,-0.11822902267564561,0.23684238306101227,0.6176465098779857
17,0,0.03117350732334298,0.15831930460048835,0.843903637323598,0.08044978992738261,0.4102223694793817,0.8445220067720282
18,0,0.019405397572747868,0.10976622306129676,0.8596745822180835,0.048290503262084505,0.26807282279606115,0.8570430562181592
19,0,-0.09256341746352595,0.10009737771275651,0.35510445032974636,-0.21652649253880743,0.2268605916775082,0.3398572435562345
20,0,0.25432315665765576,0.0963126373730301,0.008275934884388755,0.6335933712751858,0.25079357467013125,0.011525325497765613
21,0,-0.08785522103970468,0.09449773074626448,0.3525227034896712,-0.2061057287971668,0.21149222909582416,0.32979296578008
22,1,0.11300080370529156,0.0850123226215404,0.18377258880750413,0.2719874779206092,0.21388307029818743,0.20349239838592592
23,0,0.04815561014628421,0.08448908891823374,0.5687031503192592,0.11573645346259978,0.2340843092802397,0.6210081163733535
24,0,-0.006400723299385067,0.09688268825700876,0.9473246912378117,-0.013964638325153884,0.22444285064821828,0.9503883305134595
25,0,0.0967047607646422,0.10220825295857057,0.34406997763674896,0.23428823987695996,0.23606888603765952,0.3209746011566903
26,0,0.05704450348727297,0.12955876436502364,0.6597210730205609,0.14015161181052252,0.3184620752299127,0.6598727495829657
27,0,0.028533055309469934,0.15107993213501367,0.8502020294130054,0.07305367102823261,0.374539407149895,0.8453543072517031
28,0,-0.022213009132493685,0.1118927526154609,0.8426378197147477,-0.050648060678355776,0.26550520817649526,0.8487127810871448
29,0,0.3114236427123135,0.12988483605635434,0.01649879749205577,0.8092309622115749,0.4539123753946374,0.074620308194871
30,1,0.2943241642065727,0.08653099019726582,0.0006704830138255897,0.7288609774728404,0.2209035827841755,0.0009687346559369786
31,0,0.05493504986558883,0.10297384530481875,0.593697569159896,0.13339763082264075,0.2624764906628224,0.6112941808709089
32,0,0.05183225781180885,0.10046442557666208,0.6059057563215646,0.12539335176487731,0.2479981430757777,0.6131219362118072
33,0,-0.11176785863235732,0.0904461239461348,0.21655536611523785,-0.26234492997982406,0.21795112908713596,0.22871059780108471
34,0,0.10868809285728318,0.10510277298822233,0.30108356646368706,0.26437503140713425,0.2505941349710753,0.2914285751792449
35,0,-0.1175932134014451,0.08727112592040154,0.17783632465894605,-0.2762395691198862,0.2053435705745307,0.1785427365984371
36,0,0.026704961406896616,0.09683829284772677,0.7827257947960338,0.06508790661754968,0.274916728021402,0.8128468732442518
37,0,0.0950312749922008,0.10114908394338973,0.34746541337804215,0.2300805369908574,0.23019621178203223,0.3175537520531676
38,0,0.15396632132846771,0.10801208263210482,0.15402583129726574,0.378772305386593,0.28146510459709034,0.17839388284670332
39,0,0.14721867309527,0.11011942449421908,0.1812552378858555,0.3618038514384773,0.33053181057865744,0.2736869674619563
40,0,0.1990451530375169,0.12373861482635021,0.10770521839954741,0.49436750765423465,0.3017017770267259,0.10129729980187369
41,0,0.10176607542257651,0.17468124195686133,0.5601750026972957,0.253083481305712,0.4032903724381486,0.530301033547533
42,0,0.08784092713492546,0.15930873275987206,0.5813677095611851,0.21809858543928234,0.3927472224516757,0.5786789392855238
43,0,-0.0012039014301075586,0.1140054340809677,0.991574467314805,-0.0006246153431075955,0.3036837775725794,0.9983589160036644
44,0,-0.08047422045173684,0.12510703457687058,0.5200664553401286,-0.18663155658601568,0.3086833839601653,0.5454413991950118
45,0,-0.03606026886307899,0.08816212063846518,0.68252333346295,-0.08420263508505596,0.2301757045430789,0.7145001767822717
46,0,0.1912944227486563,0.1216593090081908,0.11586290993117054,0.4778807928984776,0.3796337293073748,0.20810462223776038
47,0,0.050047387920323524,0.14624347592279602,0.732185615059596,0.12482259494365781,0.39178740670276424,0.7500315430225586
48,0,-0.07366186407828818,0.16454098559018795,0.6543834749099204,-0.16913385826546473,0.4226331202412591,0.6890160394517265
49,0,-0.1452474274601543,0.11505993256242722,0.20681811598555744,-0.3384908472310349,0.24268636042237365,0.16308621221318764
50,0,-0.08256874714305883,0.09901271089751598,0.4043256833023152,-0.1936540222804549,0.20947490537149965,0.35523978446333726
51,0,0.03240976570819989,0.13317774019841905,0.8077286748892112,0.080240423380662,0.3052046336533886,0.7926222892266503
52,0,0.05324136705179761,0.08890145012663135,0.549252409707434,0.128185998061221,0.22145707572264686,0.562703889743066
53,0,0.07598318764305266,0.12036366230284375,0.5278573806603012,0.18548384334171727,0.3217288337134035,0.564262209347984
54,0,-0.09861872973666722,0.10202646404936308,0.33374428171457027,-0.2302520051408043,0.2469039313642506,0.3510487110327797
55,1,0.1617454463869004,0.08306919593770482,0.051520705311217385,0.3890274181742461,0.18670495928276595,0.03719219589759822
56,0,-0.24447413391855047,0.13808477585237178,0.07664986514490231,-0.5680848326267501,0.2919361038185086,0.05166413220249675
57,0,-0.020150145208555827,0.15048344039242928,0.8934794824619127,-0.042905336116275845,0.38914808639710324,0.9122075237674026
58,0,-0.0975001378442321,0.08541515543071722,0.2536680573635246,-0.22889877986418666,0.21098093808652327,0.27795427474705925
59,0,0.25082192261726644,0.12705261433850662,0.048363791117048506,0.6346570975761802,0.34399078096592695,0.0650400308210634
