ln_true,ln_naive,se_naive,ln_por,se_por,lam,n,pi,beta,sens,spec
0.6931471805599453,0.5376469201779731,0.034300740182059974,0.6681454857239688,0.03658101992695232,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5352742200324142,0.03401871714973949,0.6612872245660352,0.03615147523218678,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5870564787432232,0.03409916939670387,0.7262242012458219,0.03631105614482819,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5764345553148402,0.0342653364177927,0.715741226076412,0.03655752007591011,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5792273397271378,0.03398776171673344,0.7147058967471278,0.0361351710209981,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.6016896467216201,0.03433710073359528,0.7476103225720175,0.03668626842620848,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5964763522898865,0.03417960262065194,0.7388941657011442,0.036440830329154475,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5388719793256885,0.03432950617301293,0.6701975246825493,0.03662664551331829,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5704448253229372,0.03434083219824982,0.709137601307005,0.03666702671086381,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5049775436925732,0.033994086320258216,0.623689979594183,0.036093757981240655,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5364373777903588,0.034250818534694444,0.6665118119276366,0.03650601240497388,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.596461891164808,0.03425839947775811,0.7398809797456806,0.03656069812896337,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.652508921269318,0.03454956944127806,0.8144396956558755,0.037062367431703234,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.6038537757706968,0.03445690719479215,0.752124107024128,0.036872804806950335,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5528077019927556,0.034195515704115546,0.6854022122289453,0.03643227768057297,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.538708365120769,0.0337652736143906,0.6618196020884323,0.03577203301005575,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5701911405062955,0.03414440982441572,0.7056061168026948,0.03636475200148076,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5895706890194143,0.034508542168936014,0.7359395634056105,0.03694388373785846,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5659802446255006,0.03422564441201385,0.702471022008751,0.036489140738604944,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5169635239586844,0.03405388920696601,0.6389641944706378,0.036189893604580865,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5714785219027635,0.03433008609317858,0.7102340781518318,0.036651244831728,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5604710124446908,0.034400303372719106,0.6983279677314816,0.03675321437106249,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5627400910363871,0.034322858136968684,0.6995545824566097,0.03663455415313283,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5685191570205735,0.034091195362607754,0.7031803425638868,0.036284881168398356,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.6273510792210754,0.03438075421524728,0.7800183582750351,0.036775374457080706,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5753094607064613,0.034463190884708304,0.7170296132669872,0.03685935149257462,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5597801714608757,0.03396325128068126,0.6906382855029835,0.03608476645825455,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5966227453233857,0.03424527010034628,0.7402500833257307,0.03654219825054225,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5472287129292952,0.03425496103501303,0.6793786660734932,0.036518729339208814,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5335633981027649,0.03400573431485673,0.6592368207311339,0.036131486879497375,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5480684255039098,0.03435559862240031,0.6818747506842342,0.03667318572933525,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5333939823820277,0.03441470058557476,0.6647773434905595,0.03675362229863939,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5064631355134761,0.034130112904586195,0.6275167513818095,0.03630080494375063,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5303600502936524,0.033915823719743436,0.6540542098980814,0.03599375797489081,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.52900399991309,0.03408531984701577,0.6549177744183473,0.03624901755343097,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.49776078374956373,0.034060578115561596,0.6160263140801159,0.03619066487492755,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5302741363081392,0.03430842889886926,0.6597234824349798,0.036589577760961826,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5526694264971628,0.03413520800384753,0.6844638723591074,0.036340810058502385,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.4818946084532225,0.03426523783750121,0.5991000129553727,0.03648923714071435,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.579555208727285,0.0343260469071619,0.72017035905875,0.03665162695336867,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5538258964152128,0.03432537563833626,0.6886827887175627,0.03663202495787002,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5344571445845246,0.034337855878691266,0.6646842028391133,0.036634929869070736,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5430223140174785,0.034193742458540524,0.6736101411382437,0.03642347715617514,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.542930087767469,0.033955237777300806,0.6697873292984214,0.03606087056381964,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5232315486114132,0.03403872498467779,0.64700920805463,0.0361744018215291,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5783214975702992,0.03410873010149835,0.7155263092418493,0.03631891221622406,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5216445923504359,0.03389827659711281,0.6431000311236127,0.03596167887971366,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5706628847807041,0.034276401003599286,0.7088483491449554,0.03657022144906166,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5386454183518348,0.03436487697541875,0.6704275892071005,0.03668058350211435,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.5582965689547964,0.03412232458649825,0.6913862405955672,0.036325660541418094,0.0,20000,0.5,0.6931471805599453,0.95,0.95
0.6931471805599453,0.547396707973716,0.0341369806191931,0.6780638615006608,0.036339921091971095,0.0,20000,0.5,0.6931471805599453,0.95,0.95
