feature_id,seed,m,n_case,n_ctrl,prev0_mean,prev_sd,beta_mean,beta_sd,null_frac,eps,n_val,var_extra_scale,xlim,is_null,beta_true,logit_prev0,prev0,prev1,a_raw,b_raw,c_raw,d_raw,log_or_naive,se_naive,z_naive,p_naive,y_naive,sig_naive,var_extra,se_floor,se_lambda,z_lambda,p_lambda,y_lambda,sig_lambda
0,3,20000,50000,50000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.239761324748489,0.014206303509013104,0.014206303509013104,714,718,49286,49282,-0.005663869569121106,0.05321606227582459,-0.10643157961903794,0.038465036768278296,0.038465036768278296,False,0.0015624999999999997,0.039528470752104736,0.06629064250815828,-0.0854399558493352,0.03062526877453261,0.03062526877453261,False
1,3,20000,50000,50000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-1.6352075494441487,0.16311822744556662,0.16311822744556662,8136,8129,41864,41871,0.0010278831930879253,0.017137121779775506,0.05997991998288702,0.021284763668772834,0.021284763668772834,False,0.0015624999999999997,0.039528470752104736,0.043083418421648666,0.02385797670528929,0.008346091604404108,0.008346091604404108,False
2,3,20000,50000,50000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,False,0.007736577753963789,-2.547431182868297,0.0725992504445296,0.07312186888128279,3664,3686,46336,46314,-0.006460498505532741,0.024234712641232867,-0.2665803635129912,0.10248711771696047,0.10248711771696047,False,0.0015624999999999997,0.039528470752104736,0.04636616543130488,-0.13933648481465385,0.05100823344526566,0.05100823344526566,False
3,3,20000,50000,50000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.395626560089501,0.032432425419603825,0.032432425419603825,1634,1613,48366,48387,0.013365305259299671,0.03567801198411014,0.37460902432714455,0.14999664061610057,0.14999664061610057,False,0.0015624999999999997,0.039528470752104736,0.05324866701747854,0.25099793117661695,0.09592543956963237,0.09592543956963237,False
4,3,20000,50000,50000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.738938927013372,0.008672060922847363,0.008672060922847363,427,470,49573,49530,-0.09670944596946154,0.06711886058825964,-1.4408684104863643,0.8250049448325711,0.8250049448325711,False,0.0015624999999999997,0.039528470752104736,0.07789378310665257,-1.241555386224424,0.6687739002811397,0.6687739002811397,False
5,3,20000,50000,50000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.1194103308618057,0.04231366068328695,0.04231366068328695,2160,2130,47840,47870,0.014609869644200909,0.03120932057078832,0.4681252067331332,0.19402700691305214,0.19402700691305214,False,0.0015624999999999997,0.039528470752104736,0.05036389272574382,0.2900861878123448,0.11252319176438111,0.11252319176438111,False
6,3,20000,50000,50000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.7230458955681303,0.023590317661461743,0.023590317661461743,1227,1195,48773,48805,0.027070951620195034,0.04113546497089708,0.658092758629262,0.2920225201117835,0.2920225201117835,False,0.0015624999999999997,0.039528470752104736,0.05704933372417158,0.47451827835677557,0.19713712233830405,0.19713712233830405,False
7,3,20000,50000,50000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.0626488266071754,0.044674518115265745,0.044674518115265745,2219,2157,47781,47843,0.02962853352435684,0.03091733218890583,0.9583146871575338,0.4712065387161798,0.4712065387161798,False,0.0015624999999999997,0.039528470752104736,0.05018347765628795,0.5904041510890469,0.2557698350691317,0.2557698350691317,False
8,3,20000,50000,50000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.998754631079612,0.01800821975676432,0.01800821975676432,888,922,49112,49078,-0.03824525617607006,0.047436696543944584,-0.806237764483458,0.37664135599673665,0.37664135599673665,False,0.0015624999999999997,0.039528470752104736,0.06174739005822257,-0.6193825543072835,0.2711072390474848,0.2711072390474848,False
9,3,20000,50000,50000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-2.2345369372859545,0.0966916483854227,0.0966916483854227,4753,4797,45247,45203,-0.010186662614983806,0.02151827250327075,-0.4733959295959026,0.1965901858870617,0.1965901858870617,False,0.0015624999999999997,0.039528470752104736,0.04500595573393612,-0.22634032427185394,0.08569030875159099,0.08569030875159099,False
