feature,beta_true,logOR_true,a,b,c,d,a_obs,b_obs,c_obs,d_obs,logOR_naive,se_naive,p_naive,logOR_lambda,se_lambda,p_lambda,a_hat,b_hat,c_hat,d_hat
3635,-0.024449482778586745,-0.025007494235195226,148278,151620,150255,149847,163971,135927,165347,134755,-0.017016317711115007,0.005188853447465534,0.0010402865976591555,-0.03217666754638493,0.005291724465581987,1.1976078259763933e-09,142337.92207792206,143279.22077922078,144733.7662337662,141077.66233766233
3636,0.005180205840492902,0.005939534848082304,149800,149912,149642,150646,164953,134759,164590,135698,0.009146849850479333,0.005189210409101878,0.07795667267512812,0.01729355761574289,0.005291646671119334,0.0010827737132979975,144219.99999999997,141220.0,143260.7792207792,142727.79220779223
3637,0.04149850342301988,0.038819500324763355,150993,148699,148389,151919,165341,134351,164517,135791,0.015657205723772848,0.005189784428618797,0.0025535049297431296,0.029597289844869788,0.005291819054760153,2.2314384636866213e-08,144935.84415584413,140485.10822510824,143117.6623376623,142889.95670995672
3638,-0.0031564773935958638,0.0010454740370918181,150734,149892,150028,149346,165677,134949,164714,134660,0.003685617261871895,0.005190683531368349,0.4776764254678524,0.0069649058056336565,0.005291867225577951,0.18812276603806122,145061.55844155842,141248.91774891777,143961.03896103892,141157.05627705628
3639,0.011688834677436753,0.013021907666181791,150008,149163,149860,150969,164413,134758,165128,135701,0.0026339703553981218,0.005189211202022829,0.6117437921722164,0.00497992693919036,0.005291618614325735,0.34665510087820117,143519.22077922075,141405.54112554112,143957.92207792203,142545.88744588746
3640,-0.009685560501581753,-0.021571316489378385,149119,151042,150576,149263,164953,135208,165365,134474,-0.00793800105018041,0.005190555262032482,0.12618603724078498,-0.015001492727891608,0.0052918584555650214,0.004585079218363458,143986.75324675321,141880.8658008658,144903.11688311683,140657.8354978355
3641,0.02615402070712792,0.028587577389697673,151160,149066,148790,150984,165857,134369,164801,134973,0.010872261642459356,0.005191166041038963,0.036226360539014034,0.02054312276364285,0.005292030678424298,0.00010364439557340785,145596.62337662335,140332.90043290044,143911.42857142852,141587.61904761905
3642,-0.012919040015145399,-0.015659785949212517,149025,150672,150502,149801,164158,135539,164725,135578,-0.0031603300338180484,0.005188073137421829,0.5424230661712475,-0.005977457444059162,0.005291512338591503,0.2586316576329831,142782.3376623376,142643.37662337662,143498.44155844153,142504.4155844156
3643,0.01374830948094432,0.012136055124768778,150739,149920,149170,150171,165180,135479,163910,135431,0.0073639083050550756,0.005188436265454738,0.15581377874357463,0.013926381299008223,0.005291566746033431,0.008493214719404634,144140.7792207792,142201.12554112554,142516.36363636362,142570.30303030304
3644,-0.01089675678831843,-0.0052262673895288846,150030,150441,149951,149578,164876,135595,164794,134735,-0.005865126129455528,0.005189425242972743,0.25838889770961515,-0.011088098623350891,0.005291649848461438,0.036135860249978634,143685.71428571423,142477.14285714287,144025.974025974,141239.74025974027
3645,-0.03050293062477495,-0.03192350814043129,149082,151082,151312,148524,164656,135508,165630,134206,-0.015552628456776725,0.00519052980152008,0.0027323530468300874,-0.029392643668509487,0.005291952531914971,2.7886161960640167e-08,143445.19480519477,142425.28138528139,145386.49350649345,140171.60173160175
3646,-0.03128430981516815,-0.029897058661290603,148931,151855,150389,148825,164680,136106,164710,134504,-0.012022166126322658,0.005188979273345607,0.020511069421969442,-0.02273189627015928,0.0052916695948422784,1.7407306059226666e-05,143165.71428571426,143297.14285714287,144036.8831168831,140928.83116883118
3647,-0.020482960070280245,-0.016008240600731125,149419,150259,150942,149380,164324,135354,165170,135152,-0.006628634446259541,0.005189116107707145,0.2014571526763228,-0.012532813142629579,0.005291613371765076,0.01786378521609561,143094.02597402595,142313.59307359307,144297.6623376623,141723.29004329004
3648,0.0354792110358016,0.033441440310154565,151455,148983,148509,151053,166068,134370,164347,135215,0.016686157345535992,0.0051907601799886975,0.0013063169544650936,0.03153279177108818,0.005292026257368076,2.5448910912706172e-09,145870.12987012984,140261.2987012987,143196.10389610386,142101.03896103895
3649,0.08,0.07102223915656466,152868,147062,147612,152458,166523,133407,163434,136636,0.042639903319836296,0.005190215474314139,2.1138789282124739e-16,0.08060574181981293,0.00529277436231992,2.2567634203878658e-52,146961.29870129866,138686.32034632034,141272.20779220777,144508.7445887446
3650,-0.006679705267795648,-0.0029883257940361797,149677,150028,150196,150099,164720,134985,165356,134939,-0.004194486460047964,0.005190121492275574,0.41899428076207446,-0.007927905506073344,0.005291748675059104,0.13409073746887437,143799.99999999997,141633.33333333334,144649.87012987008,141345.36796536797
3651,-0.023296637544351163,-0.03169038751493072,148345,151168,151208,149279,164131,135382,165654,134833,-0.013299779813592877,0.005189640630271548,0.010384516388051435,-0.025141961863904168,0.005291761849612099,2.0226158807728938e-06,142828.83116883112,142421.64502164503,145091.948051948,141086.1471861472
3652,0.016085506858520136,0.013253706350957954,150673,149700,149306,150321,165960,134413,164179,135448,0.01846009155619048,0.005190282586232165,0.0003755939506394687,0.034890427699305546,0.0052919609734306755,4.307363367163567e-11,145707.53246753244,140361.99134199135,142856.88311688308,142502.1645021645
3653,0.014763670698511134,0.007028875540131868,150139,149481,149992,150388,164993,134627,164657,135723,0.010146542796234129,0.005189400844575304,0.05055432448584756,0.0191824582776538,0.005291683548821799,0.0002889391789558511,144340.51948051946,141011.86147186148,143334.80519480517,142741.3852813853
3654,-0.01680844900732872,-0.019227016114221306,149399,150628,150814,149159,165219,134808,165311,134662,-0.0016402846729579783,0.005190919232333138,0.752009205756464,-0.003099503632826677,0.0052919060233175405,0.5580727808462824,144539.99999999997,141200.0,144735.32467532463,140953.24675324676
3655,0.05920016925591334,0.06767526500904375,152465,147225,147700,152610,165951,133739,163980,136330,0.031136265417624823,0.00519003673457815,1.98245656221871e-09,0.05885762021195966,0.005292268637459695,9.867229581024374e-29,146045.974025974,139373.0735930736,142140.2597402597,143869.26406926409
3656,0.026840909146617558,0.02354669708165405,150726,148974,149260,151040,165124,134576,164888,135412,0.007623111616841867,0.005190019392192038,0.1418864620545837,0.014408816211214351,0.005291753056565361,0.0064715276723416705,144537.14285714284,140891.42857142858,143796.36363636362,142203.63636363638
3657,0.02898417653681904,0.033532540125413596,151555,148512,148973,150960,165765,134302,164251,135682,0.019398228463978755,0.005190073970838909,0.0001858125366628229,0.036666088609302754,0.00529193926604401,4.248223996261137e-12,145511.948051948,140266.1471861472,142828.83116883112,142821.64502164503
3658,0.001777345869727389,0.00034595837720974445,149659,150627,149348,150366,165213,135073,164403,135311,0.006675258085707118,0.005189325700982552,0.19832302581338457,0.01262006661013863,0.0052916388039597525,0.01708343779038514,144394.5454545454,141592.12121212122,143218.96103896102,142222.94372294375
3659,0.003852416153234245,0.003670185471046268,149651,149989,149735,150625,164990,134650,165333,135027,0.0007191791804109128,0.005190555746806042,0.8898015417855089,0.001359123027064192,0.0052918262654638995,0.7973066127464142,144324.6753246753,141046.75324675324,144574.28571428568,141482.85714285716
3660,0.030026136464851652,0.029801999137359144,151068,148691,149074,151167,165469,134290,164508,135733,0.016512687794109342,0.005189994622944184,0.0014644437762096037,0.03121239287828217,0.005291868488297677,3.675329147473778e-09,145133.7662337662,140350.99567099568,143136.10389610386,142807.70562770564
3661,-0.043324170208171704,-0.05498749320083761,147793,152343,151781,148083,163791,136345,165647,134217,-0.026998246076047828,0.0051891367986816915,1.962663306590776e-07,-0.05104931026500449,0.0052920056858488905,5.086419531924474e-22,141887.01298701295,143956.79653679655,145402.8571428571,140181.90476190476
3662,-0.025106198159720098,-0.024426198987201823,148903,151138,150694,149265,164801,135240,165635,134324,-0.011844032252949435,0.00519077566705986,0.022504333305926622,-0.02238191489358662,0.005291948914010549,2.3428664149264034e-05,143772.72727272724,141980.60606060608,145331.68831168828,140343.5497835498
3663,0.0026481286309646542,0.0030498140238435782,149660,150242,149529,150569,164855,135047,164705,135393,0.003469086961809301,0.005189223636783732,0.503803296617771,0.0065587663553402994,0.005291605503554208,0.21517288525295963,143943.11688311686,141677.8354978355,143568.5714285714,142239.04761904763
3664,-0.045489182926375646,-0.04065800367124876,148099,151788,151261,148852,164057,135830,165549,134564,-0.01841741452559566,0.005189355500174791,0.0003865862043763919,-0.03482022988410428,0.005291808711026957,4.703714032829145e-11,142499.99999999997,143106.66666666666,145095.32467532463,140726.5800865801
3665,0.05089739723460356,0.04710852334660691,151705,148233,148234,151828,165822,134116,164035,136027,0.02498331730292005,0.005189840542971963,1.4802090319588594e-06,0.04722771460336232,0.005292039683891111,4.48553579832153e-19,145682.59740259737,139972.6406926407,142369.09090909088,143404.24242424243
3666,-0.019368428579761426,-0.022888480299978826,148658,150633,151083,149626,164052,135239,165420,135289,-0.007934572179028484,0.0051890900563038795,0.12624278059671698,-0.01500217439681272,0.005291631720302924,0.0045814885314548505,142800.51948051943,142238.52813852814,144551.1688311688,141838.354978355
3667,-0.013349360196825616,-0.020574988639406173,149020,150675,150868,149437,164406,135289,165814,134491,-0.014443600913576804,0.00519040374102904,0.005390016434730742,-0.02729766372305637,0.005291909804934176,2.4910019309561047e-07,143234.28571428568,142189.52380952382,145477.40259740257,140527.35930735932
3668,0.010030692396294115,0.020177624725730408,150300,149212,149274,151214,165062,134450,164642,135846,0.012877203709551319,0.005189509447345553,0.013087061105991558,0.024344200563160515,0.005291736572749139,4.216438334533084e-06,144522.07792207788,140727.4458874459,143251.42857142855,142927.61904761905
3669,0.046746873150852596,0.04724140567912888,151647,148199,148258,151896,165744,134102,164015,136139,0.025562172863772693,0.0051896779002426185,8.411055598061882e-07,0.0483247192434257,0.005292031907639442,6.749420421284302e-20,145588.5714285714,139979.04761904763,142284.935064935,143576.01731601733
3670,-0.0013377357263444248,-0.001413162774877818,149915,149984,150122,149979,164726,135173,164856,135245,-0.00025636870673261794,0.005189259222781917,0.9605975641006734,-0.0004846914784852476,0.005291603119678391,0.9270187594852599,143710.12987012987,141907.96536796537,143841.55844155842,141968.91774891774
3671,-0.0238097868517785,-0.029558014030228338,149649,150918,151297,148136,164689,135878,165215,134218,-0.01548083457024983,0.005189873521487514,0.00285538308109698,-0.0292631076193075,0.005291835959851578,3.2048796950155714e-08,143295.84415584413,142958.44155844155,144841.29870129869,140332.98701298703
3672,-0.02894361421487529,-0.02859099364569673,148523,151353,150791,149333,164248,135628,165831,134293,-0.019483514852034946,0.005190184146748204,0.00017409328714423252,-0.03682601903627717,0.005291961278318343,3.430365581653112e-12,142852.987012987,142743.20346320348,145602.33766233764,140230.0432900433
3673,0.007207052465711929,0.008290837826963089,150607,149866,149512,150015,165239,135234,164987,134540,-0.0036188164467842797,0.005190390726781551,0.485668472909494,-0.006839282775395187,0.0052918013121012455,0.19620827264472662,144344.6753246753,141820.0865800866,144377.92207792203,140885.88744588746
3674,-0.017972824838225238,-0.023853047123971634,149008,150750,151039,149203,164613,135145,166033,134209,-0.015539237267174771,0.005191164287742762,0.00275886842353627,-0.02936174682185065,0.005292098081380123,2.8858561200536115e-08,143577.92207792203,141905.88744588746,145908.31168831163,140036.45021645023
3675,0.07358015686191366,0.07436271847638706,152426,147236,147187,153151,166067,133595,164055,136283,0.03211024398437201,0.005190382787507613,6.151912823653329e-10,0.06069249650633384,0.005292365457382123,1.911694273311107e-30,146271.42857142852,139120.9523809524,142262.0779220779,143774.11255411257
3676,0.03901373882624276,0.0317611415921647,151111,148947,148671,151271,165196,134862,164105,135837,0.013829738250193948,0.00518880863466753,0.007691937903641118,0.026151194459810255,0.005291663523777254,7.734071157557386e-07,144482.07792207788,141287.4458874459,142558.7012987013,143100.34632034632
3677,-0.08,-0.08684491186981115,147394,153434,153077,146095,163936,136892,166383,132789,-0.04524698572191845,0.005190939432583862,2.868548474564526e-18,-0.08551775470030504,0.005293057630334974,1.020551565407982e-58,141791.1688311688,144711.6883116883,147100.51948051946,137825.1948051948
3678,-0.02880795497360488,-0.03681440697014145,148545,151427,151334,148694,163993,135979,165794,134234,-0.023838145356787303,0.005189707621669947,4.361858338804861e-06,-0.0450645876370598,0.005291987507310034,1.6569244449120376e-17,142339.48051948048,143348.13852813854,145584.93506493504,140156.01731601733
3679,0.010944919550520472,0.00721819840510306,150729,149592,149866,149813,165685,134636,164606,135073,0.009774156353235456,0.005190511388951918,0.05968931397610672,0.018471826632206197,0.0052918691015504055,0.00048192755381047393,145234.5454545454,140785.45454545456,143606.23376623375,141802.33766233767
3680,0.07172213247984646,0.06455089159702229,152596,147520,147639,152245,166422,133694,163482,136402,0.03787651192169049,0.005190052865095619,2.922832291095726e-13,0.07160185701009608,0.005292531405840016,1.0566543680654151e-41,146681.03896103895,139143.72294372294,141456.10389610386,144147.70562770564
3681,-0.06256889265988859,-0.060377357989142406,147673,152376,152152,147799,163780,136269,166299,133652,-0.03465465745120022,0.005190324574066414,2.4424849118593384e-11,-0.06550398904127032,0.005292446991460433,3.4862774665336704e-35,141912.20779220774,143848.7445887446,146543.11688311686,139124.50216450216
3682,-0.013724632125565775,-0.014293194075018115,149749,150829,150243,149179,165055,135523,164910,134512,-0.006609047003546389,0.005189943241389852,0.20286429601754874,-0.01249240124297247,0.005291737646313758,0.018238656532778223,143955.58441558437,142309.1774891775,144292.4675324675,140871.341991342
3683,0.03734116797260872,0.040292932618718705,151471,147980,148999,151550,165531,133920,164495,136054,0.022087495275096947,0.0051901302836724365,2.0842150055983977e-05,0.04174922171945133,0.0052920191086043514,3.0439486520033173e-15,145406.49350649348,139784.93506493507,142952.4675324675,143284.67532467534
3684,-0.021487570395977394,-0.019555582747580208,149532,150316,151151,149001,164459,135389,165357,134795,-0.00984245177837109,0.005189679176219487,0.05788822709969248,-0.018605795149492926,0.0052917170645286355,0.00043806420547111674,143251.1688311688,142318.354978355,144725.974025974,141133.0735930736
3685,0.002212222150681715,0.009007525365634489,150276,150078,149247,150399,165907,134447,164198,135448,0.01777204835915307,0.005190218878112794,0.0006167430174813273,0.03359057611920943,0.005291934662645946,2.1883637670452877e-10,145621.03896103892,140430.38961038963,142881.55844155842,142495.58441558442
3686,-0.015507070999627077,-0.018268480134102955,149098,150594,150776,149532,164385,135307,165848,134460,-0.015139932217053748,0.005190429905531492,0.0035353625355505507,-0.028613523844209666,0.0052919265900811694,6.408395456540852e-08,143197.6623376623,142223.29004329004,145537.6623376623,140469.95670995672
3687,0.02080751492120323,0.018400081486783623,150658,149346,149274,150722,165602,134402,164319,135677,0.01721935218294308,0.005189895738825781,0.0009070964351441018,0.03254921388695589,0.005291863740233027,7.709139557287389e-10,145248.31168831166,140469.78354978355,142919.7402597402,142790.73593073594
3688,-0.03405819867997046,-0.037044006291335065,148948,151984,150795,148273,164739,136193,165005,134063,-0.017376468594687396,0.005189628097282274,0.0008130686091544393,-0.032849446729421035,0.005291846708444703,5.381416267242905e-10,143197.14285714284,143404.76190476192,144649.09090909085,140177.57575757577
3689,0.0007118674718186661,0.004030137460023413,150148,150464,149235,150153,165204,135408,164829,134559,-0.004017160946676505,0.005190057459567282,0.4389243566946349,-0.00759293031659391,0.0052917431792103885,0.1513259351349031,144208.83116883112,142088.3116883117,144162.8571428571,140968.57142857142
3690,-0.04508539677381042,-0.03928117380867542,148559,151463,151483,148495,164247,135775,165601,134377,-0.01855964644958553,0.005189777104615774,0.00034863381700219007,-0.03508426367863085,0.005291871630826562,3.3605029793294306e-11,142775.32467532463,142959.9134199134,145259.99999999997,140433.33333333334
3691,0.03027430802119583,0.03754775263021942,151390,148644,148540,151426,165407,134627,164486,135480,0.011899639330334643,0.00518982083568021,0.021854882023427506,0.022493694442930416,0.005291764163633509,2.131047937515011e-05,144878.1818181818,140868.48484848486,143238.961038961,142442.94372294372
3692,0.018753902819392654,0.025826490662109305,151101,149116,148947,150836,165794,134423,164688,135095,0.011679930586800912,0.005190855330313392,0.024442756937760334,0.022071271563707404,0.005291965966616105,3.036480088058936e-05,145486.75324675321,140434.19913419915,143701.29870129866,141806.32034632037
3693,-0.0011287234547648912,0.004040840296982815,150145,149987,149710,150158,165645,134487,165036,134832,0.006245310529669276,0.005191194379522147,0.22895368286101792,0.01180031250750391,0.0052919936036451235,0.025757897531144082,145259.99999999997,140580.0,144289.8701298701,141298.70129870131
3694,0.0011459404993233904,0.0005411057246005416,150477,150268,149691,149564,165028,135717,164713,134542,-0.006784799990025625,0.005189561578787131,0.19107904397450792,-0.012826236167823472,0.005291684079414231,0.015357045321612152,143819.7402597402,142604.06926406926,144021.03896103892,140983.72294372294
3695,0.0008481107230598476,0.0026238043253907924,149809,150041,149762,150388,164774,135076,164921,135229,0.00024031984083749936,0.0051894546415042235,0.9630637531973022,0.00045432170170127623,0.005291629323331969,0.931580352222504,143822.8571428571,141748.57142857142,143934.28571428568,141922.85714285716
3696,-0.01144343643372023,-0.015293796592794633,149321,150537,150610,149532,164759,135099,165311,134831,-0.0053304313313058075,0.005190111277880644,0.3044034941903485,-0.010074970072102203,0.005291751249469887,0.056923089286936346,143791.42857142855,141787.61904761905,144647.53246753244,141201.99134199135
3697,0.004864772562252287,-0.007212913324543578,149663,150387,150154,149796,164732,135318,164898,135052,-0.0029748541946906836,0.005189343359733474,0.5664672007700503,-0.005624124242769357,0.005291618747008054,0.28785621576856935,143642.59740259737,142119.30735930736,143996.36363636362,141670.30303030304
3698,0.011367126951311285,0.017466857422861966,150542,149470,149220,150768,165711,134301,164307,135681,0.018731607268715058,0.005190074026740628,0.0003072358066889223,0.035405964509602705,0.005291924900225808,2.2231144966009742e-11,145442.33766233764,140283.37662337662,142902.0779220779,142800.77922077922
3699,-0.0021317474528513803,-0.003714033779869288,149963,150520,149759,149758,165155,135328,164412,135105,0.0028597392573067783,0.005189240023701576,0.5815718516921109,0.005406687790162553,0.005291611106195038,0.30690065834865843,144186.75324675321,141987.53246753247,143337.6623376623,141916.62337662338
3700,-0.018421420513285047,-0.010877633661158079,149753,150126,150690,149431,164882,134997,165839,134282,-0.011097824155490143,0.0051912795045970786,0.03253443630237826,-0.02096864234987931,0.005292061371540906,7.423661517630386e-05,144004.15584415582,141594.8917748918,145618.44155844153,140211.08225108226
3701,-0.012596733048459985,-0.014639387071178771,149564,150384,150714,149338,164419,135529,165222,134830,-0.01004285642153555,0.005189377131757186,0.05295692261976237,-0.018986540056208562,0.005291675573954962,0.0003332223350382154,143126.49350649348,142538.2683982684,144532.4675324675,141231.341991342
3702,-0.014206749996766155,-0.00812373021305878,149533,149812,150798,149857,164495,134850,165298,135357,-0.001117047149646016,0.0051896356472937175,0.8295757035162737,-0.0021116348568908415,0.005291666504240114,0.6898570119952154,143577.92207792206,141512.55411255412,144357.40259740257,141980.69264069264
3703,0.01407203512882157,0.013141824846901837,150464,149944,149071,150521,165615,134793,164573,135019,0.007986792398738035,0.005190326343339474,0.12385697761890838,0.015094770944580898,0.005291815403012474,0.004338022961053594,145062.07792207788,141040.77922077922,143591.42857142855,141734.2857142857
3704,0.0047868843372548325,0.009570398608034707,150616,149638,149644,150102,165081,135173,164774,134972,0.0003733343576117408,0.0051897331875647625,0.9426519646323626,0.0007057156471262269,0.005291671857809168,0.8939059450599108,144171.16883116882,141785.02164502165,143876.88311688308,141595.49783549784
3705,0.061130621607496445,0.05561385521018064,151827,147931,147898,152344,166025,133733,164357,135885,0.026061063315341016,0.005190776819222807,5.149745150303757e-07,0.04925092389850782,0.005292248853204389,1.3244113870775273e-20,146145.19480519477,139338.61471861473,142861.03896103892,143083.72294372294
3706,-0.005367574494665859,0.004047822696324833,150217,150273,149424,150086,165126,135364,164456,135054,0.0017730099723815979,0.005189265645411353,0.7326001826164654,0.0033520608332759964,0.0052916116072489194,0.526428785451198,144130.38961038957,142050.56277056277,143421.29870129869,141826.32034632034
3707,0.0023374402922879127,0.004707245223755433,149994,150039,149608,150359,164648,135385,164789,135178,-0.002386140651897934,0.005189010871789053,0.645627487711215,-0.00451163756686505,0.00529157704088919,0.39387707595820876,143498.70129870126,142247.012987013,143789.3506493506,141893.50649350652
3708,-0.019496085870895793,-0.012313781374798417,149988,149874,151050,149088,164751,135111,165641,134497,-0.00994228834139658,0.005190689627093681,0.05544049405756447,-0.018788552897074665,0.0052919072106000055,0.00038460052809510684,143774.80519480514,141808.05194805196,145249.61038961035,140596.10389610392
3709,0.003135515863867502,0.002722267669316479,150323,150214,149582,149881,165411,135126,164557,134906,0.0035468245489530307,0.0051899370185880984,0.494351492042864,0.006704173530925576,0.005291717973294108,0.20518455912463018,144624.15584415582,141601.55844155845,143629.3506493506,141573.5064935065
3710,-0.013777677867498252,-0.017560182498292033,149207,150783,150534,149476,164500,135490,165152,134858,-0.008631126323202676,0.005189392017900525,0.09626741342962274,-0.016317463869681473,0.005291662496930039,0.002045002340091762,143251.948051948,142452.81385281385,144427.01298701295,141296.79653679655
3711,-0.026619609724628963,-0.019519768237853112,149352,150169,151296,149183,164696,134825,166014,134465,-0.010644436905502075,0.005191261028647193,0.04032024284259733,-0.02011210601332573,0.005292055958874208,0.00014444325938398075,143851.948051948,141406.1471861472,145750.64935064933,140419.82683982686
3712,0.005005648664611679,0.0012972590424907688,150323,150356,149547,149774,165406,135273,164739,134582,-0.001080618980418336,0.005190252275549446,0.8350715364431677,-0.0020423799545968182,0.005291773043285785,0.6995308794393815,144541.29870129866,141819.65367965368,144034.02597402595,141033.59307359307
3713,0.049304166690445725,0.0545239093221781,152159,148123,147788,151930,165912,134370,163726,135992,0.025262015393581895,0.005189458213914227,1.127626976665506e-06,0.04776063586570916,0.005291994042236002,1.7957457435467537e-19,145667.53246753244,140315.3246753247,141985.974025974,143459.74025974027
3714,-0.026812862016319716,-0.026837492700707406,149125,150720,151293,148862,164604,135241,165187,134968,-0.005556216784213702,0.00518962533586564,0.28433165006015526,-0.010503371320637724,0.005291671567234743,0.047157019431142394,143516.3636363636,142050.30303030304,144415.32467532463,141446.5800865801
3715,-0.02018170973708017,-0.021397417065237564,149078,151419,150187,149316,164810,135687,164904,134599,-0.008620934566485642,0.0051895100165868634,0.09666862272175908,-0.016297607637914498,0.005291684947888948,0.0020710332725002003,143552.20779220774,142635.41125541125,144239.48051948048,141001.47186147186
3716,-0.0012287604344245861,-0.004751214869460593,149470,150325,150031,150174,164689,135106,165444,134761,-0.0071307152113596565,0.005190225517477821,0.16948084338270142,-0.013477208895108526,0.0052917856842363935,0.010871047484663375,143696.88311688308,141822.1645021645,144856.62337662332,141052.90043290044
3717,0.007850588457279843,0.002963538591679168,150399,149486,150292,149823,165269,134616,165250,134865,0.001962960722984385,0.005190900378272127,0.7053160547956123,0.0037092588861402692,0.005291902510339357,0.48334603375903495,144704.6753246753,140900.0865800866,144550.64935064933,141273.16017316017
3718,0.04027978808873143,0.04058411121458157,151457,148016,148941,151586,165437,134036,164617,135910,0.01885330899416255,0.005190154591342394,0.0002806733892792599,0.03563525222018641,0.005291948657325378,1.6521783367038077e-11,145224.15584415582,139988.2251082251,143185.71428571426,143030.47619047618
3719,-0.020091930637807624,-0.01432872555587871,149909,150471,150603,149017,164955,135425,165315,134305,-0.010484646616755454,0.005190484154741397,0.04338601302995259,-0.019814783947380638,0.0052918724209203155,0.00018083941520842498,143876.62337662332,142199.5670995671,144925.974025974,140426.40692640693
3720,-0.004362603427020372,-0.011947994649227637,149726,150426,150470,149378,164869,135283,165005,134843,-0.0040822846044814495,0.005189768416763692,0.431514618650666,-0.007716707982359771,0.00529168577088067,0.14476606438311376,143838.70129870126,142020.34632034632,144243.89610389606,141325.6277056277
3721,-0.024741103963835945,-0.02197212912032514,149109,151012,150636,149243,164491,135630,165204,134675,-0.01139129855406796,0.005189477216535718,0.028158123494861336,-0.021535197350927283,0.005291705919885023,4.70912132428579e-05,143167.53246753244,142661.99134199135,144589.61038961035,141009.43722943723
3722,-0.027271144002999466,-0.03168042689240976,148684,151329,151047,148940,164051,135962,165429,134558,-0.018744782969833545,0.005189142408008146,0.0003034832710582138,-0.0354417785464814,0.005291789574437544,2.1201033178522366e-11,142423.63636363635,143303.0303030303,144942.59740259737,140759.30735930736
3723,-0.01485666003697427,-0.014963047866569382,149787,150328,150794,149091,164795,135320,165380,134505,-0.009584516804175616,0.005190307553052147,0.06480248300679152,-0.018114566687215568,0.0052918237472211116,0.0006190592448739794,143723.3766233766,142100.4329004329,144906.49350649348,140698.2683982684
3724,-0.03482404630493018,-0.03660232369505904,148425,151273,151472,148830,164231,135467,166097,134205,-0.02065749933969803,0.0051906290463245115,6.89825571230195e-05,-0.039039789508692864,0.005292077637964329,1.6186551463749449e-13,142914.5454545454,142512.12121212122,145993.50649350646,140008.39826839828
3725,0.013532677606087931,0.013886982421419043,150141,149496,149462,150901,164822,134815,165059,135304,0.002183739339923471,0.005189781892281793,0.673918141405085,0.004127887211843435,0.00529168391828955,0.43534930234963864,144020.7792207792,141347.79220779223,144074.5454545454,141985.45454545456
3726,0.03222876352269328,0.02572254482889878,150736,148717,149354,151193,165149,134304,165130,135417,0.00836804265529151,0.005190498343312474,0.10692172678776402,0.015814534524011513,0.005291856790937008,0.0028038162017842926,144710.90909090906,140482.42424242425,144108.0519480519,142127.18614718615
3727,-0.01643264921951174,-0.014848422101817783,148993,150432,150681,149894,164174,135251,165851,134724,-0.014066978816716428,0.005190063430702858,0.006720871221122746,-0.02658871828053941,0.005291845163378975,5.04824198437187e-07,142952.72727272724,142213.9393939394,145404.41558441555,140857.4891774892
3728,-0.022257512990383088,-0.02026653614543809,149151,150644,150876,149329,164801,134994,165560,134645,-0.007183605699761937,0.005190627430811876,0.16637159028267623,-0.013575491748472343,0.005291867966271546,0.010307187406857894,143900.51948051943,141618.52813852814,145067.53246753244,140841.99134199135
3729,0.04046510668639742,0.041224693035258934,151942,148733,148175,151150,166213,134462,164154,135171,0.01772404184987858,0.005190684681602229,0.0006387890627589152,0.03349508450112109,0.005292035551970086,2.46214399741612e-10,146010.64935064933,140346.4935064935,142968.31168831166,142103.1168831169
3730,-0.007237422970798168,-0.007360949142500572,149756,149747,150806,149691,164492,135011,165393,135104,-0.004773913610485459,0.005189792459132187,0.35764279026033663,-0.0090240336391652,0.005291698640477478,0.08813496684744196,143490.3896103896,141750.56277056277,144612.20779220777,141575.41125541125
3731,0.0454040787234508,0.041375012646147194,151682,148603,148294,151421,165875,134410,164099,135616,0.01969705527923498,0.005190001021533148,0.00014752867725355547,0.037231840373311356,0.005291934984468662,1.984315558419104e-12,145598.70129870126,140387.012987013,142665.71428571423,142777.14285714287
3732,-0.08,-0.07818664993846258,147370,153048,152815,146767,163584,136834,166701,132881,-0.048189524266471155,0.005190895431841331,1.6404636931654946e-20,-0.09108242019002132,0.005293189254437148,2.3338957958557975e-66,141364.15584415582,144748.2251082251,147465.71428571423,137850.4761904762
3733,-0.0058204499167740405,-0.013903276826326385,149137,149817,151227,149819,164565,134389,165711,135335,7.492330765368047e-05,0.00519050034039992,0.9884831768432416,0.00014160368535613867,0.0052918368780512865,0.978652041825029,143908.31168831166,140809.78354978355,144905.1948051948,141805.28138528139
3734,-0.03224795512702313,-0.03492710345515409,148833,150884,151736,148547,164605,135112,165960,134323,-0.01405480134740704,0.005191012880046022,0.006778679986651968,-0.02655793355676198,0.005292037438816708,5.208450035912796e-07,143584.6753246753,141860.0865800866,145754.28571428568,140229.52380952382
3735,-0.017271797058430762,-0.024679012826668553,149200,151135,150716,148949,164502,135833,165038,134627,-0.012171177957245795,0.005189218081184752,0.019002885560853697,-0.023011639190590752,0.005291685171235082,1.3698372462302211e-05,143076.3636363636,142956.9696969697,144398.96103896102,140996.27705627706
3736,0.024234007988354463,0.024907384337826174,151230,149376,148756,150638,165713,134893,164130,135264,0.012345093189295022,0.005189740126329201,0.0173714632594879,0.023336420230620655,0.0052917664678440324,1.0339496796383537e-05,145137.40259740257,141154.02597402598,142888.83116883115,142248.3116883117
