feature,beta_true,logOR_true,a,b,c,d,a_obs,b_obs,c_obs,d_obs,logOR_naive,se_naive,p_naive,logOR_lambda,se_lambda,p_lambda,a_hat,b_hat,c_hat,d_hat
902,-0.027154524732300258,-0.017493439367146268,149486,150795,150517,149202,164859,135422,165481,134238,-0.012547262418897882,0.005190613423962326,0.01563618546815818,-0.023712055619274478,0.005291924514161549,7.436375509816017e-06,143753.50649350646,142228.39826839828,145176.3636363636,140270.30303030304
903,0.025494608479894685,0.04012468804230218,151641,148188,148803,151368,165455,134374,164274,135897,0.018433714547856368,0.005189573053454869,0.00038221658215990015,0.03484855080831981,0.005291839036038277,4.538504906261276e-11,145071.94805194804,140479.48051948054,142747.01298701295,143130.12987012987
904,0.034357795698792326,0.03636303331167963,151350,148418,148855,151377,165166,134602,164626,135606,0.010706103251727103,0.005189644787082148,0.03911508043275836,0.02023869624278639,0.005291722637893265,0.00013098720148990714,144578.18181818177,140915.15151515152,143355.32467532466,142579.9134199134
905,-0.05584516408280003,-0.048474536016941565,147828,151856,151779,148537,163664,136020,165767,134549,-0.023641052032369592,0.005189089328901644,5.215792516825828e-06,-0.04470125105601951,0.005291905240583959,2.986287460499278e-17,141890.90909090906,143522.42424242425,145386.23376623375,140629.00432900432
906,-0.004620005454378592,-0.006188524147870893,149536,150341,150123,150000,164724,135153,165157,134966,-0.004009752675019272,0.005189779310240271,0.43974440901218437,-0.007579570272870104,0.00529168699450375,0.1520424691348927,143717.92207792203,141879.22077922078,144377.40259740257,141454.02597402598
907,-0.04916575653644477,-0.051030349744663764,147815,151314,152514,148357,163344,135785,166610,134261,-0.031084329465057292,0.0051900637055534715,2.1087573811788837e-09,-0.058758966135523914,0.005292287607661189,1.2163732078307401e-28,141597.40259740257,143287.35930735932,146630.64935064933,139913.16017316017
908,-0.002321744540052379,0.007439533202068632,150178,149726,149716,150380,165225,134679,165173,134923,0.002124840304339662,0.005190685579094589,0.682278139341912,0.004015408454425232,0.005291853837620972,0.44797788547281536,144614.80519480514,141008.05194805196,144420.51948051943,141385.1948051948
909,0.0278606303655839,0.03253328649490637,150959,148192,149369,151480,165194,133957,165043,135806,0.014622985057331344,0.005190467320746866,0.004843271000937136,0.027636389126473287,0.0052919403444416785,1.7666223750748405e-07,144949.61038961037,139956.1038961039,143792.987012987,142729.87012987013
910,-0.04265943567002847,-0.040278755634876394,148772,152179,150843,148206,164894,136057,165466,133583,-0.021813721967952213,0.0051907409129816045,2.640656755470687e-05,-0.04122414907395627,0.005292147819450713,6.717800588014294e-15,143469.09090909085,143150.9090909091,145497.14285714284,139311.42857142858
911,0.055435089205563275,0.05445503964829802,152632,147888,148027,151453,166217,134303,163484,135996,0.029105972947434895,0.005189600588930432,2.0406542594042766e-08,0.05502673355337681,0.005292137008034866,2.5364727600808482e-25,146098.44155844153,140111.08225108226,141669.61038961037,143549.43722943723
912,-0.010058637794988655,-0.0065609167820660725,149608,150266,150226,149900,165142,134732,165720,134406,-0.0059164380076267755,0.005191518414104508,0.2544382433262752,-0.01117787832953014,0.005292076552346375,0.03467003995513511,144479.48051948048,141114.8051948052,145399.4805194805,140434.8051948052
913,-0.03710528116406233,-0.029490318340786005,149368,151178,151033,148421,164730,135816,165488,133966,-0.018305842031100895,0.00519043982283525,0.00042055349825549437,-0.03459731087066334,0.005291992386915622,6.24837351916036e-11,143381.29870129869,142852.98701298703,145326.75324675321,139867.53246753247
914,-0.004316590272476504,-0.014146751350562724,149537,150585,150476,149402,164761,135361,165163,134715,-0.007220748720716472,0.005189861400576105,0.16412895148765505,-0.013648959483027088,0.0052917207595084585,0.00989994607630699,143657.92207792203,142172.55411255412,144515.5844155844,141082.51082251084
915,0.02406748467386681,0.02985688095954011,150625,148776,148984,151615,165004,134397,164645,135954,0.013696512718229619,0.0051894231450658156,0.008307420550627317,0.02589393882548948,0.005291740153245108,9.917177218855274e-07,144474.28571428568,140669.52380952382,143199.22077922075,143085.54112554115
916,-0.043158459663152876,-0.046169546694723756,148331,152598,150867,148204,164250,136679,165121,133950,-0.025457305395108015,0.005189049867817251,9.296834028815613e-07,-0.048137209889416846,0.005291972459845739,9.348746022338492e-20,142309.61038961037,144289.43722943723,144858.44155844153,139971.08225108226
917,-0.00044201463955988065,0.0036159270625352666,150224,149607,150122,150047,164763,135068,165022,135147,-0.0009859984499524614,0.005189610662417709,0.8493132943920713,-0.0018639156629636307,0.005291652554462534,0.7246605531537167,143812.72727272724,141740.60606060608,144108.05194805193,141767.18614718615
918,-0.04306176521932346,-0.032087693432084056,148755,151583,150824,148838,164911,135427,165225,134437,-0.009239275906636788,0.0051902426183194775,0.07505565527468659,-0.017462432175016633,0.005291809969134888,0.0009672003722105164,143818.44155844153,142217.74891774892,144740.51948051943,140651.86147186148
919,0.03679477236133415,0.030840197197724656,150515,149155,148531,151799,164898,134772,164602,135728,0.008865051804531414,0.005189136646625183,0.08756462155615997,0.016761191254814248,0.00529163569746458,0.0015376218741101684,144141.81818181818,141258.18181818182,143260.7792207792,142767.79220779223
920,0.004271835342674151,0.00026432555352920835,150282,150136,149844,149738,165105,135313,165357,134225,-0.009598220294761865,0.005190821838895678,0.06444694470381916,-0.018137654931856064,0.005291936721856822,0.0006093605868781433,144129.61038961035,141982.77056277057,145022.07792207788,140294.11255411257
921,-0.013716088546992352,-0.01865217275347893,149179,150492,150907,149422,164551,135120,165482,134847,-0.007664320537673577,0.005190052586282746,0.1397472943215345,-0.014486542937991268,0.0052917597547269815,0.006189565074602355,143510.3896103896,141890.56277056277,144861.29870129869,141166.32034632037
922,0.03152566536215359,0.026107083005856416,151053,149112,148930,150905,165842,134323,164339,135496,0.017798872880425087,0.005190352582859457,0.0006053134954240356,0.03363985964204273,0.005291958452344252,2.0601558378642924e-10,145601.03896103892,140270.38961038963,143039.7402597402,142517.4025974026
923,-0.04048386918711592,-0.05160267179114422,148096,151897,151973,148034,163720,136273,165580,134427,-0.024935651261536906,0.005188879171025181,1.5429203232203842e-06,-0.04715290290202777,0.005291917913981487,5.086632672928317e-19,141832.20779220777,143875.41125541125,145206.75324675321,140514.19913419915
924,-0.012755648763908712,-0.007276998154831716,149811,150546,150000,149643,165152,135205,165370,134273,-0.008236200334521887,0.005190922099073042,0.11259089806775395,-0.015563348396539455,0.005291945481798329,0.003272070797994544,144246.75324675321,141807.53246753247,145014.02597402595,140360.25974025973
925,0.056623591799257876,0.05872588537747886,152109,148019,147577,152295,166031,134097,163818,136054,0.02790681518359478,0.005189848407449625,7.565617071723991e-08,0.05275491512753587,0.005292128563846548,2.0923482676136868e-23,145963.89610389606,139872.2943722944,142073.2467532467,143519.13419913422
926,-0.004432749671516088,-0.005333735921944225,150168,149844,150556,149432,164922,135090,165144,134844,-0.003167843151276177,0.00519010131305738,0.5416217113124548,-0.005987501430350034,0.005291738644223442,0.25785272004769855,144007.79220779217,141717.9220779221,144423.89610389608,141278.96103896105
927,0.041442809677987635,0.033399070716136,150939,148992,148503,151566,165323,134608,164387,135682,0.013624747103876298,0.00518951182927923,0.00865372958420185,0.025757376682600745,0.005291742239645971,1.1303813606131732e-06,144778.96103896102,140869.6103896104,143005.4545454545,142774.54545454547
928,0.005444979271399793,-0.0008272711551230828,150211,149819,150243,149727,165069,134961,164745,135225,0.003918941151155404,0.005189662636583835,0.4501627527644554,0.007408191983210054,0.005291667881909915,0.1615214138880895,144265.71428571426,141477.14285714287,143707.79220779217,141977.9220779221
929,-0.022296763936960964,-0.026104317108990385,149020,151224,150734,149022,164547,135697,165256,134500,-0.013159757148784262,0.00518967444431956,0.011220432558456813,-0.024876974283183063,0.005291760404861689,2.587926209613119e-06,143205.45454545453,142741.21212121213,144748.0519480519,140733.85281385283
930,-0.008248567493834591,-0.013750056761495875,149018,150895,150136,149951,164409,135504,165444,134643,-0.012649829612096626,0.005189753901939675,0.014790755400730134,-0.023912332675861455,0.005291763989494298,6.219612603974152e-06,143126.49350649345,142504.93506493507,144917.92207792203,140879.22077922078
931,0.0017640367585513592,0.008866164841405502,150620,149401,149934,150045,165564,134457,164709,135270,0.011205844265334322,0.005190484226659419,0.03085631328052802,0.021177756746071554,0.005291877763921779,6.28262637507387e-05,145170.38961038957,140563.8961038961,143637.6623376623,142056.62337662338
932,-0.013323487674605906,-0.012107219732211525,149756,150633,150275,149336,165478,134911,165287,134324,-0.00320559849003336,0.0051913457059590325,0.5369122826434656,-0.0060566053096371445,0.005292019782810408,0.2524250576833015,144822.8571428571,141261.90476190476,144879.74025974024,140464.0692640693
933,-0.026172125854992047,-0.021184356384915948,149016,150491,151098,149395,164465,135042,165842,134651,-0.01123730554009909,0.005190546711703624,0.030391050676709608,-0.02123683645431664,0.00529189685840976,5.993010213372027e-05,143439.22077922075,141805.54112554115,145430.64935064933,140753.16017316017
934,-0.02486119685124548,-0.025640278781227828,149094,150908,151015,148983,164489,135513,165686,134312,-0.016152802142226506,0.005190334492508687,0.0018576614960476455,-0.030528785705886345,0.0052919230688860544,7.977178362877553e-09,143225.71428571426,142490.47619047618,145404.15584415582,140308.2251082251
935,-0.04661423411191063,-0.04538887822230989,148192,151655,151749,148404,164447,135400,165944,134209,-0.017897066109130645,0.005190723812698152,0.0005649754673663509,-0.03382160661616015,0.005292037528879885,1.6476471504789642e-10,143229.8701298701,142338.70129870131,145792.72727272724,140067.27272727274
936,0.002760763844526433,0.009364769764423752,150511,149285,150013,150191,165484,134312,165376,134828,0.0044872682141130155,0.005191514547587571,0.3873974899855447,0.008477762013899149,0.005292067948221218,0.10916107679869826,145141.81818181815,140378.18181818182,144733.5064935065,141175.06493506493
937,0.011528503326073863,0.0091872569894596,150573,149911,149400,150116,165227,135257,164851,134665,-0.0021081996982658963,0.005190129002677167,0.6846000002772447,-0.003984658009523355,0.005291746239184301,0.45145296970323645,144317.1428571428,141858.09523809524,144136.3636363636,141116.9696969697
938,0.02253456326666399,0.01967907947999286,150940,149394,149130,150536,165551,134783,164645,135021,0.0072518845033781145,0.0051903376880237705,0.162356640623464,0.013705750244202137,0.005291810091130126,0.009597792830755035,144984.15584415582,141048.2251082251,143683.89610389606,141712.2943722944
939,-0.05662568874778911,-0.05835077553816926,148184,151810,152566,147440,163873,136121,166684,133322,-0.0377848794276827,0.0051912053949955865,3.372194200704461e-13,-0.07140317870950996,0.005292759332060821,1.7733975324929688e-41,142109.8701298701,143598.70129870131,147214.5454545454,138505.45454545456
940,0.024287253048903914,0.02721358513131812,151094,148920,149039,150947,165517,134497,164691,135295,0.010918566234098028,0.00519036870321815,0.035411560440264035,0.020635556476244574,0.005291850768719026,9.639271057785171e-05,145088.5714285714,140639.04761904763,143601.29870129866,142099.65367965368
941,-0.0012116573482341493,-0.007496890881769304,150102,150540,150022,149336,165278,135364,164651,134707,-0.0010645680253699873,0.005189872880892002,0.837475164436313,-0.0020122847406080337,0.005291703719141385,0.7037438006593879,144327.79220779217,141997.9220779221,143854.80519480517,141248.05194805196
942,-0.04494569138659728,-0.04046818177790721,148586,151588,151447,148379,164476,135698,165703,134123,-0.019106839556143854,0.0051903626704211826,0.00023212539844824046,-0.036112019997464946,0.005291987445942358,8.859843660023616e-12,143112.72727272724,142767.27272727274,145524.41558441555,140024.15584415584
943,0.0023496650205542496,0.014815397268377153,150480,149671,149218,150631,165094,135057,164614,135235,0.004228749942686627,0.0051894795322619605,0.4151468642243288,0.007994325782863566,0.005291642934919359,0.13085330353632924,144248.31168831166,141609.78354978355,143532.4675324675,142038.00865800865
944,0.024557652031400153,0.03014627171841939,150831,148609,149130,151430,165427,134013,164780,135780,0.017017817290219988,0.005190412892999076,0.0010428568634380136,0.03216311333335818,0.00529196199700486,1.2189618178406605e-09,145223.11688311686,139957.8354978355,143464.93506493504,142782.683982684
945,0.015504969263734254,0.014616717584863916,150380,149131,149773,150716,165000,134511,164589,135900,0.01276731207992861,0.0051893104226226495,0.013881707094077184,0.024138053154458803,0.005291708369751174,5.0792885804070945e-06,144409.8701298701,140838.70129870131,143154.5454545454,143025.45454545456
946,0.02179179742627315,0.02187166337343787,150975,149835,148526,150664,165933,134877,164123,135067,0.012375606870982239,0.00519011790745542,0.017104401467111393,0.023391314939347235,0.005291837728851675,9.85808130289561e-06,145431.42857142855,141054.2857142857,142982.0779220779,141960.77922077922
947,0.0286084711211799,0.03995199629517331,151627,147669,149337,151367,165535,133761,164698,136006,0.021713458974784702,0.005190499346581823,2.872973638384057e-05,0.04103750341635805,0.0052920850435703905,8.868827017187768e-15,145494.28571428568,139549.52380952382,143241.03896103892,143143.72294372294
948,0.027078575146957863,0.019731955157653528,150466,149058,149462,151014,164928,134596,164731,135745,0.009695566116838326,0.005189417911365416,0.061715525123245074,0.018329763154653997,0.0052916828549723315,0.0005324407028836413,144272.20779220774,140988.7445887446,143419.48051948048,142748.13852813854
949,-0.0017800246594503353,-0.008098597311448606,149205,149951,150656,150188,164435,134721,165795,135049,-0.005805011885220075,0.005190409541541917,0.26339143598384285,-0.010971007750369176,0.005291828107925684,0.03815385116820159,143567.01298701295,141343.4632034632,145162.8571428571,141355.2380952381
950,-0.06519720082623426,-0.06768803993474576,147727,152720,152356,147197,163904,136543,165902,133651,-0.03352390457221884,0.005189852561538933,1.0504253837656486e-10,-0.06337598115671525,0.005292328838478283,4.800619726681588e-33,141930.90909090906,144209.0909090909,146028.0519480519,139260.5194805195
951,-0.024205574956210237,-0.03404825470394049,148029,151128,151424,149419,163489,135668,165773,135070,-0.018291176559999456,0.005188774121104335,0.00042325246147695874,-0.03458864388261095,0.005291762069682178,6.305144561106717e-11,141846.49350649348,143064.93506493507,145123.3766233766,141393.76623376625
952,0.010367082173268163,0.01871561196317089,150655,150004,148594,150747,165583,135076,163877,135464,0.013224730571805465,0.0051890835536427616,0.010816630000883036,0.025004803380281694,0.005291693306092734,2.297833619855519e-06,144873.50649350646,141468.39826839828,142456.3636363636,142630.30303030304
953,-0.015209138098312834,-0.01089311511801244,149527,150503,150314,149656,164995,135035,165233,134737,-0.0036506899560567597,0.005190386465911332,0.4818338606585457,-0.0068995116964374525,0.005291795326521684,0.19229733899937196,144131.16883116882,141611.6883116883,144595.0649350649,141090.64935064936
954,0.02058512982637625,0.02151288518389811,151037,148498,149890,150575,165385,134150,165130,135335,0.010337618717283843,0.00519092037903279,0.046428044508073224,0.019534353663162272,0.005291968612370444,0.00022309257301349973,145097.40259740257,140174.02597402598,144150.64935064933,142006.4935064935
955,0.024068828669065605,0.0196268041730938,150883,149115,149413,150589,165373,134625,165039,134963,0.004529234930700394,0.005190712622703626,0.38290014368088043,0.008559045402858435,0.005291868482942652,0.10579289033805,144835.0649350649,140877.316017316,144225.71428571423,141490.47619047618
956,0.0008475826168252051,0.0007963558810195019,150672,149798,150141,149389,165678,134792,164905,134625,0.0034368714340299346,0.005191020030834825,0.5079198425418603,0.006494177229597633,0.005291940080692568,0.21975393634964147,145144.41558441555,141017.4891774892,144227.27272727268,141039.39393939395
957,0.05760480547964264,0.06017720268275615,152376,147800,147687,152137,166178,133998,163824,136000,0.029096735296941914,0.0051901255258826285,2.0685066313105885e-08,0.054999813155796363,0.005292213138362428,2.6796934940294165e-25,146206.23376623372,139675.670995671,142109.09090909088,143437.57575757577
958,-0.030845460025837986,-0.029236853514998575,148870,151384,150809,148937,164300,135954,165200,134546,-0.01587322619981647,0.0051891652374046705,0.002221386221824295,-0.030011844932660785,0.0052917370002656255,1.4159031654121742e-08,142751.16883116882,143205.02164502165,144651.42857142852,140820.9523809524
959,0.028228109996475077,0.025360047141174583,151128,149210,148888,150774,166310,134028,164808,134854,0.015216284833139073,0.005192012800536699,0.0033818811807586075,0.028744636823228552,0.005292327036949228,5.5920055636889885e-08,146362.07792207788,139674.11255411257,143982.3376623376,141410.0432900433
960,-0.015262219103594894,-0.010879074065324922,149616,150554,150262,149568,165112,135058,164853,134977,0.000969939006462027,0.00518992386005702,0.8517477657734344,0.0018333706676830286,0.005291702827855796,0.7289960028350496,144271.1688311688,141605.02164502165,143976.88311688308,141575.49783549784
961,-0.024801541630019127,-0.028855693394260744,149140,151160,151004,148696,164801,135499,165796,133904,-0.017860504305974537,0.0051910987562505595,0.000580421807614513,-0.033748800352375784,0.005292125259633247,1.8038620635785377e-10,143638.18181818177,142361.8181818182,145758.96103896102,139669.6103896104
962,0.01762409653990448,0.017493407424890188,150638,149316,149372,150674,164991,134963,165197,134849,-0.002092800134386502,0.005190314428350302,0.6867918370488033,-0.003955308723373086,0.0052917760099306255,0.45479530954584946,144163.3766233766,141507.09956709956,144490.12987012987,141267.96536796537
963,-0.019693772346562374,-0.023235223927444107,149169,150533,151210,149088,164591,135111,165538,134760,-0.008338384236739485,0.005190222078096764,0.10815172435395155,-0.01575978196881873,0.005291796593295909,0.0028999081567325086,143567.01298701295,141863.4632034632,144979.22077922075,141018.87445887446
964,0.026004417990735166,0.02664970320316349,150508,149385,148616,151491,165051,134842,164438,135669,0.009835256683963605,0.0051891163823995215,0.058044391056021466,0.018595702707502486,0.005291641197606101,0.0004411379460627243,144304.15584415582,141308.2251082251,143078.44155844153,142737.74891774892
965,-0.03675596555445734,-0.03879928972575839,148620,151672,151238,148470,164474,135818,165347,134361,-0.0160792837552443,0.005189721970934316,0.001946383206028163,-0.030395816284140474,0.0052918166035192515,9.250485267421856e-09,143047.79220779217,142944.58874458875,144938.44155844153,140497.74891774892
966,0.00048285053653509733,0.00015436672809982665,149973,150412,149577,150038,164999,135386,164559,135056,0.00022979513250123812,0.0051892218263495,0.9646786960942988,0.0004344550995464685,0.00529160202739567,0.9345650031411324,143954.02597402595,142126.92640692642,143554.02597402592,141793.59307359307
967,-0.02673690574420449,-0.025199564753987904,149060,151070,150820,149050,164608,135522,165460,134410,-0.01340169654376978,0.005190135108300145,0.009818749230589424,-0.025330576282160153,0.0052918402532606285,1.6952610409773903e-06,143375.5844155844,142462.51082251084,145059.7402597402,140530.73593073594
968,-0.007884714294950216,-0.010224906452469667,149569,150179,150588,149664,164853,134895,165328,134924,-0.0026622449226142444,0.005190303841193368,0.6080026629117969,-0.005031555463217568,0.005291776896621347,0.34169305677776984,144019.48051948048,141454.8051948052,144621.29870129869,141332.98701298703
969,-0.01212743686181736,-0.014978777501353135,148882,150124,150999,149995,163453,135553,166206,134788,-0.022361958021435455,0.005189484693653236,1.639274504334457e-05,-0.04227701871220159,0.005291942192596804,1.3610181455209376e-15,141859.4805194805,142908.13852813854,145832.20779220777,140828.7445887446
970,-0.03556853035975447,-0.0390800414801832,148464,151293,151638,148605,164141,135616,166071,134172,-0.022394321826968214,0.0051904367268699025,1.599390684131492e-05,-0.04232496686721198,0.0052920788831094774,1.2666608882805633e-15,142720.2597402597,142762.5974025974,145976.8831168831,139968.83116883118
971,0.019714404408938183,0.022160014241407067,150710,149275,149063,150952,165338,134647,164299,135716,0.014211804508277734,0.005189387663250729,0.006169606095866441,0.02686835642005724,0.005291734443309213,3.8259522772839857e-07,144778.18181818177,140921.81818181818,142873.50649350646,142855.06493506493
972,-0.03917115344496812,-0.03666739861931233,148723,151257,151493,148527,164526,135454,165795,134225,-0.016798018923344097,0.005190595053543026,0.001211148853570961,-0.03174576392025429,0.005291988021806632,1.9873794780538363e-09,143304.41558441555,142390.82251082253,145590.90909090903,140142.42424242425
973,-0.030955658033519042,-0.029817327146044622,149722,151305,150929,148044,165441,135586,165046,133927,-0.009920798639751158,0.0051908981033232824,0.05598001770416909,-0.018746975253505733,0.005291977777268202,0.00039631253929536987,144424.15584415582,142268.2251082251,144772.98701298697,139963.20346320348
974,0.02704120593289581,0.03433964092523382,151045,148288,149137,151530,165479,133854,164535,136132,0.02259625471087502,0.005190119778222933,1.3385530137555904e-05,0.04271118600305561,0.005292033476820437,6.981285869695663e-16,145373.24675324673,139705.80086580088,142963.89610389608,143385.6277056277
975,0.029581547835243444,0.028260997495621585,150662,148799,149081,151458,165418,134043,164426,136113,0.021339686921492507,0.005189806583784824,3.9250760561860695e-05,0.040339788579367035,0.005291946128692912,2.481071767632289e-14,145195.84415584413,140005.10822510824,142832.20779220777,143395.41125541125
976,0.020122325885343424,0.012753754836370585,150859,149579,149464,150098,165649,134789,164568,134994,0.008066948024195957,0.005190378077708933,0.12013385001867584,0.015246022401229006,0.005291826988292435,0.003963517476448469,145108.31168831166,141023.1168831169,143597.92207792203,141699.22077922078
977,0.009978062765212159,0.011647670964385069,149951,149236,149890,150923,164663,134524,165351,135462,0.0027789971746562743,0.005190030910020005,0.5923393729088549,0.005252704332464501,0.005291740679018778,0.3208936359383193,143965.4545454545,140974.54545454547,144371.68831168828,142116.88311688314
978,0.07003198304440766,0.06556717976517161,152450,147359,147724,152467,166605,133204,164091,136100,0.03671258542348665,0.005191447693443937,1.5299926170186366e-12,0.06937144978372083,0.005292776000157214,3.009644135282718e-39,147173.24675324673,138359.13419913422,142403.89610389608,143492.2943722944
979,-0.038029765772075626,-0.036187313175983275,148548,151477,151237,148738,164449,135576,165715,134260,-0.01742304444342352,0.005190322653519108,0.000788408226854503,-0.03292981407726811,0.0052919445914951105,4.888888590689501e-10,143141.03896103892,142597.05627705628,145468.83116883115,140221.64502164503
980,-0.023578356423919856,-0.022003968576398344,148704,150451,151199,149646,164032,135123,165943,134902,-0.013219669829073397,0.0051899805947370125,0.010860609326276844,-0.024987850614114824,0.0052918270527000655,2.3357070141369976e-06,142834.80519480517,142074.71861471861,145431.42857142852,141087.61904761905
981,-0.0313332859027153,-0.026950395384546796,148869,150520,151502,149109,164064,135325,165849,134762,-0.014990125048075368,0.005189872729397151,0.003872790923983047,-0.028335424796542753,0.0052918286803912,8.576390729875959e-08,142771.42857142855,142360.9523809524,145382.0779220779,140914.11255411257
982,0.027311003027532352,0.023292769389157638,151012,149172,149081,150735,165262,134922,164713,135103,0.004668129644222019,0.005189944342604999,0.36840950781582904,0.008823626294912922,0.005291718189197324,0.09542680610816713,144536.62337662335,141352.90043290044,143729.61038961035,141809.43722943723
983,0.008396936088752083,0.011867576958726677,150667,149818,149292,150223,165518,134967,164607,134908,0.00508188098674153,0.0051902119945887336,0.327516824284374,0.009604895184965564,0.005291773744428973,0.06951444743085178,144845.71428571426,141330.4761904762,143693.24675324673,141559.1341991342
984,0.033895914385779914,0.03170012530360726,150746,149384,148239,151631,165479,134651,164087,135783,0.016819244291287696,0.005189277223493052,0.001190470411321812,0.03179935148869417,0.005291766847638257,1.8642664056947993e-09,144959.22077922075,140878.87445887446,142563.3766233766,143027.09956709956
985,0.02961321276599125,0.02333419511686062,150831,148995,149255,150919,165227,134599,164575,135599,0.011355866336725626,0.005189663419334196,0.028657214020166664,0.021466896037221093,0.0052917329805745985,4.9774049731216664e-05,144658.961038961,140889.6103896104,143292.72727272724,142587.27272727274
986,-0.007486475500073755,-0.0032672617855569,149995,150108,150137,149760,165445,134658,164922,134975,0.0055175054570168035,0.005190634394507415,0.28779408723694555,0.01042686946063174,0.0052918570165237135,0.04879699510311748,144911.42857142855,140900.9523809524,144067.53246753244,141548.658008658
987,-0.02588381907591812,-0.024862520805308694,149514,150927,150937,148622,165248,135193,165265,134294,-0.006774806004745964,0.0051909043970010576,0.1918485226883242,-0.012801904906989174,0.005291930745927481,0.01555738420206536,144377.6623376623,141756.62337662338,144866.75324675321,140427.53246753247
988,-0.031245679368881746,-0.028982628936982516,148455,150970,151203,149372,163939,135486,165456,135119,-0.011923295347274971,0.005188965339491116,0.021572178507572145,-0.022544921604191862,0.005291659211460059,2.040032802439377e-05,142525.4545454545,142641.21212121213,144686.23376623372,141575.670995671
989,0.0680304617506765,0.07463689264217119,152846,147405,146998,152751,166141,134110,163349,136400,0.03387908186322209,0.005189286842494971,6.636134461402804e-11,0.06405942829056367,0.005292263456763291,1.0015520378406643e-33,146099.99999999997,139853.33333333334,141284.41558441558,144190.8225108225
990,0.029491167771940007,0.025730880753177046,150965,149521,148550,150964,165447,135039,163843,135671,0.014411414461916136,0.00518879409203547,0.005479382193870305,0.027251333670545583,0.0052916779061314475,2.6069848887425184e-07,144716.10389610386,141461.03896103895,142304.67532467528,142946.75324675324
991,0.017894174827967086,0.017906507942445277,150592,149292,149365,150751,164937,134947,164627,135489,0.005889600916187153,0.00518923470566241,0.25638989064837603,0.011135053616172418,0.005291619893544845,0.035353968551266685,144101.5584415584,141502.25108225108,143417.40259740257,142407.35930735932
992,-0.010978527207990018,-0.017567407916968533,149136,151353,149966,149545,164865,135624,164371,135140,-0.000574179628890136,0.005188673764808445,0.9118858151591961,-0.0010857739288824032,0.0052915479263336476,0.8374235034399591,143656.3636363636,142523.63636363638,143266.23376623372,141982.33766233767
993,-0.00661190049176719,-0.008873340407084753,149217,150564,150101,150118,164618,135163,165305,134914,-0.006008513783058918,0.005189856037510832,0.246969380085576,-0.011357540215616828,0.005291711649464668,0.0318499631484429,143575.0649350649,141930.64935064936,144596.62337662335,141326.23376623378
994,-0.011126062892520267,-0.008677835057159678,149168,150406,150244,150182,164198,135376,165599,134827,-0.012559762832936855,0.005189657614566594,0.015513999524586751,-0.02374284056067671,0.005291752174666043,7.2313264864894184e-06,142918.96103896102,142389.6103896104,145023.63636363632,141096.36363636365
995,-0.010496863991620756,-0.006521959325931602,149536,150182,150307,149975,164677,135041,165067,135215,-0.0010778019231505555,0.005189540979266452,0.8354731091792507,-0.002037506483309389,0.005291643665594594,0.7002060991894293,143715.0649350649,141730.64935064936,144131.1688311688,141851.6883116883
996,-0.07493446221925451,-0.0801839021603163,146938,153039,152974,147049,163597,136380,166288,133735,-0.03589989342303588,0.005189998122815202,4.608840545419487e-12,-0.06786542171812227,0.005292439942681269,1.2175352489067164e-37,141616.88311688308,144075.49783549784,146485.71428571426,139250.47619047618
997,-0.00236095257282987,-0.004306100454519706,149293,150055,150267,150385,164678,134670,165447,135205,-0.0006940466418513222,0.005190214982511431,0.8936222991411347,-0.0013117604478011505,0.00529176468243717,0.8042217250923112,143909.09090909088,141184.24242424243,144629.8701298701,141705.36796536797
998,-0.012304736619836368,-0.023146997772790404,149407,151140,150596,148857,165021,135526,165066,134387,-0.008712429908959263,0.00519016183715177,0.09322160062599136,-0.016467116409080988,0.005291793895006685,0.0018593708015047763,143909.87012987008,142325.36796536797,144559.99999999997,140633.33333333334
999,0.008519210087583788,0.01008223350836608,150529,149013,150232,150226,164756,134786,165649,134809,-0.005234858329588219,0.005190705309538725,0.3132115273511764,-0.009892525354972818,0.005291875496181006,0.061569987685526587,143950.12987012984,141327.96536796537,145097.92207792203,141052.55411255412
1000,0.006036883066703216,0.003588246485115129,150225,149656,150075,150044,165258,134623,165240,134879,0.002008720094244356,0.005190863109225408,0.6987767351320073,0.003795769058634324,0.005291893928800523,0.473201417410979,144686.75324675321,140914.19913419915,144530.3896103896,141297.22943722946
1001,0.025986726562513298,0.03373650804554192,151208,149541,147931,151320,165928,134821,163822,135429,0.017272976461460685,0.005189604037910128,0.0008735249659739093,0.0326538023421603,0.005291833421988513,6.803010970720542e-10,145454.02597402595,140973.59307359307,142403.11688311686,142597.8354978355
1002,-0.0008566816212007005,-0.0004307635824809547,150041,150476,149557,149926,164981,135536,164472,135011,-0.0007910533193445529,0.0051890454075045386,0.8788345546483908,-0.0014956875213559626,0.005291584896465835,0.7774420982567712,143852.72727272724,142353.9393939394,143464.41558441558,141757.4891774892
1003,0.024242762408253286,0.02805457287658493,151151,149118,148778,150953,165503,134766,164052,135679,0.015557679705295459,0.005189251370520378,0.002717054231305494,0.029414303155019365,0.005291741794731272,2.7205689784966137e-08,144930.6493506493,141039.82683982686,142571.948051948,142886.1471861472
1004,-0.07979718345065531,-0.08600175823518118,147731,153271,153175,145823,164047,136955,166288,132710,-0.045054203127985325,0.005190980731716879,3.9812838753555965e-18,-0.08515249397945565,0.005293064223973523,3.1188357659928654e-58,141902.59740259737,144765.97402597402,147018.1818181818,137741.81818181818
