j,is_signal,w_base,logOR_true,p_true,logOR_noisy,p_noisy,logOR_lambda,p_lambda,se_lambda,var_counts_lambda,var_extra_lambda
5233,0,5.3544367471619946e-06,1.727058402537055,7.962047172443458e-05,1.2111733115398422,0.0035502876749916143,17.472854378788472,0.9999971541183905,4898770.453248161,23997951953617.188,0.00025506001613208974
5234,0,5.353158258888553e-06,0.6580693957978713,0.035523220361182516,0.3237595229037326,0.3009857998353287,0.7734448150823997,0.3147870466370881,0.769422229572074,0.5917555073435292,0.00025506001613208974
5235,0,5.351880319990575e-06,0.7071944989560266,0.11169123622120357,1.023410557026397,0.03921625907779092,16.93438716091231,0.9999966691824225,4056567.418628406,16455739221877.53,0.00025506001613208974
5236,0,5.350602930127138e-06,0.3215073268903446,0.3708045453864516,-0.142013762592174,0.6932152587011454,-0.34944906168950973,0.6992547125223387,0.9045428178781802,0.8179426493588667,0.00025506001613208974
5237,1,5.3493260889575914e-06,1.625850337930509,1.5634158347539637e-67,0.7283713594868565,7.716705014318372e-19,1.9457395266603381,2.547551513349937e-09,0.3265552850308496,0.10638329416544734,0.00025506001613208974
5238,0,5.348049796141563e-06,1.0382995256199903,0.005822871700016269,0.7040056076128793,0.061518049113069385,1.9482803593179812,0.20362835257612488,1.5325320409476626,2.348399396515076,0.00025506001613208974
5239,0,5.346774051338956e-06,0.6892969520571074,0.05157125019865291,0.35500263662942705,0.31605785222306493,0.8582843330988928,0.33510796669706655,0.8904507430967341,0.7926474658653938,0.00025506001613208974
5240,0,5.345498854209948e-06,0.887981627407343,0.02156009673087749,0.2648898440754877,0.4799579198889877,0.6364898584881088,0.48139321491341125,0.9040233407881976,0.8170031406737216,0.00025506001613208974
5241,0,5.344224204414997e-06,0.7869592185381339,0.023449001437855235,0.10164807221095536,0.764053921596676,0.24234923395399388,0.7588955776365118,0.7895875855962416,0.6231934953115701,0.00025506001613208974
5242,0,5.342950101614829e-06,0.7662666195346317,0.03445780067285744,0.7040056076128793,0.061518049113069385,1.9482803593179812,0.20362835257612488,1.5325320409476626,2.348399396515076,0.00025506001613208974
5243,0,5.341676545470452e-06,0.887981627407343,0.02156009673087749,0.5536935894174451,0.1518807270462188,1.4200017506836113,0.23123648117804918,1.1861223767887714,1.4066312327029122,0.00025506001613208974
5244,0,5.340403535643142e-06,0.8194647397152114,0.010956496741762597,0.2820768877260316,0.37171016153663283,0.6711819874811734,0.3780985225270933,0.7614908069813167,0.5796131891009247,0.00025506001613208974
5245,1,5.3391310717944585e-06,1.6699900126571512,6.5691993115438e-112,0.730016548423157,9.58756246271497e-30,1.9479885719470587,2.669583864316215e-14,0.2558628412071105,0.06521073349444297,0.00025506001613208974
5246,0,5.337859153586224e-06,1.1179922337856238,0.0016485331902161109,0.5416283463306076,0.11277169202293741,1.3687882379536402,0.17973046009032312,1.0202766292694083,1.0407093402172136,0.00025506001613208974
5247,0,5.336587780680543e-06,0.8996791737030957,0.014615240104408391,0.30234896486074403,0.3983328305482542,0.726506615474569,0.4064484724062516,0.8751407438430518,0.765616261518038,0.00025506001613208974
5248,1,5.335316952739791e-06,1.58672430997196,3.749364892973737e-45,0.6900545966352492,3.3990637270302974e-12,1.8029766955656195,6.654431716024262e-07,0.3626853689280358,0.13128561681833334,0.00025506001613208974
5249,0,5.3340466694266165e-06,0.8639288860156582,0.015152206398067225,0.6584960767395358,0.06930303194611966,1.764179056896087,0.18199327053607517,1.321836080097465,1.7469955626312992,0.00025506001613208974
5250,0,5.3327769304039415e-06,0.7794475060058432,0.01633273135237013,0.8949444883556079,0.010420796647336757,3.0469715022661643,0.34164526430708564,3.204237206779972,10.266881017296985,0.00025506001613208974
5251,1,5.331507735334959e-06,1.6735801325338868,2.3107702262706955e-66,0.7046596910658056,4.248362027688498e-17,1.8544976214511875,4.180821939708368e-09,0.3155584282795116,0.09932206164210357,0.00025506001613208974
5252,0,5.330239083883138e-06,0.6487916271512798,0.051543677194222,0.5416283463306076,0.11277169202293741,1.3687882379536402,0.17973046009032312,1.0202766292694083,1.0407093402172136,0.00025506001613208974
5253,0,5.328970975712217e-06,0.7970012230090452,0.03381469970367326,0.32374028218414713,0.38204477824567573,0.7818180221673705,0.39372547927589974,0.9166792552100665,0.8400457969163503,0.00025506001613208974
5254,1,5.327703410486207e-06,1.617595902682979,7.677102270561567e-86,0.7966962881385479,1.9074223024386508e-27,2.240464111068554,2.1138570132445573e-10,0.35267167383308545,0.12412224950809812,0.00025506001613208974
5255,1,5.326436387869393e-06,1.540821352970836,3.3252104307604983e-52,0.7719272787435059,3.9961250351456555e-17,2.131167966944552,2.0962031075585626e-07,0.41058239695780424,0.16832284467548386,0.00025506001613208974
5256,0,5.3251699075263264e-06,0.9473191212216923,0.009518972726215446,0.35500263662942705,0.31605785222306493,0.8582843330988928,0.33510796669706655,0.8904507430967341,0.7926474658653938,0.00025506001613208974
5257,0,5.323903969121834e-06,1.0779750000762558,0.002565842021482225,0.3811919534461396,0.26201048021492845,0.9230760316587431,0.2874597584679882,0.86778858066837,0.752801960722292,0.00025506001613208974
5258,0,5.322638572321012e-06,0.9406372591389637,0.014001901131098804,0.7564611439224462,0.0539493214855567,2.191846115634478,0.24226122873064893,1.874408448894109,3.513151973269488,0.00025506001613208974
5259,0,5.3213737167892275e-06,0.8759305020380471,0.010327415216753236,0.9131470993571135,0.012281708766373352,3.255290787691369,0.41627850753432827,4.00456701816749,16.036301942978735,0.00025506001613208974
5260,0,5.320109402192118e-06,0.6317369163529786,0.051304578213854375,0.7387735814631189,0.03132800117470775,2.0781342821994118,0.1690594560283043,1.5111151566991379,2.283213956789728,0.00025506001613208974
5261,0,5.31884562819559e-06,0.43594474539265543,0.19798290152418996,1.1244763233682982,0.00433812174093897,17.497912329726326,0.9999973054202944,5181258.533628837,26845439992301.645,0.00025506001613208974
5262,0,5.317582394465821e-06,1.34754290292412,0.00036630721775999283,0.3811919534461396,0.26201048021492845,0.9230760316587431,0.2874597584679882,0.86778858066837,0.752801960722292,0.00025506001613208974
5263,0,5.316319700669256e-06,1.3385971549490225,0.0008252425427645012,1.3542842200992415,0.002055831486874666,17.49298697197702,0.9999969710214539,4607950.837248491,21233210918499.066,0.00025506001613208974
5264,0,5.315057546472613e-06,0.7970012230090452,0.03381469970367326,1.0859803522544356,0.010010000211076118,17.325371761049187,0.9999971363614146,4827301.429968442,23302839095775.36,0.00025506001613208974
5265,0,5.313795931542877e-06,1.606878393407982,0.0002881943313772462,0.7564611439224462,0.0539493214855567,2.191846115634478,0.24226122873064893,1.874408448894109,3.513151973269488,0.00025506001613208974
5266,0,5.3125348555473e-06,1.156470413850679,0.001057535616880173,0.7002973616606273,0.04255481337249043,1.9168502797735774,0.16304669878621458,1.3741870218268466,1.8881349109412058,0.00025506001613208974
5267,0,5.311274318153405e-06,0.6892969520571074,0.05157125019865291,0.23087993525070513,0.510403877379096,0.5509423382935456,0.5087337069016324,0.833736985925223,0.6948623016835435,0.00025506001613208974
5268,0,5.31001431902898e-06,0.8162889384970616,0.022936465856142882,0.48199410224882633,0.17926501368122272,1.1992274130104636,0.23185640217437065,1.0030419422436965,1.005838077883875,0.00025506001613208974
5269,0,5.308754857842085e-06,1.0779750000762558,0.002565842021482225,0.8746708795546219,0.017069570479244164,2.894761916486872,0.32957682665927823,2.9690882838173485,8.815230177085315,0.00025506001613208974
5270,0,5.307495934261046e-06,0.3215138694712178,0.3416219084124372,0.8346556060650094,0.023656733495522643,2.6068309054892485,0.27247318157581346,2.375493740247873,5.642715449940696,0.00025506001613208974
5271,1,5.3062375479544546e-06,1.6641461725075883,6.313669334660153e-86,0.7161818245687224,1.701438215559709e-22,1.8962330352987027,2.0245467550451864e-11,0.28284078491115056,0.07974384959302366,0.00025506001613208974
5272,0,5.304979698591172e-06,1.2273628937950467,0.0014122403936978124,0.6130237640832003,0.09337426172510627,1.6047713221369027,0.18953357564895446,1.2231860123107763,1.4959289606966064,0.00025506001613208974
5273,0,5.303722385840325e-06,0.5274135169433077,0.10142144598664404,0.6233262549979208,0.06406209948546401,1.6289516114421745,0.15225000277671538,1.1378307653672404,1.294403790600068,0.00025506001613208974
5274,0,5.302465609371307e-06,0.7609659008878542,0.02385619503405987,0.6602820881710149,0.05750367693539741,1.764201891807268,0.16331946356549376,1.265573660311801,1.6014216296588777,0.00025506001613208974
5275,1,5.3012093688537764e-06,1.7480245896939353,1.1964682972128205e-148,0.7417531135717356,1.9964258657611158e-38,1.9926353069907397,1.2524007241128723e-17,0.23311129891060947,0.05408581766365942,0.00025506001613208974
5276,0,5.299953663957662e-06,0.6366413203254867,0.0753325706921751,0.30234896486074403,0.3983328305482542,0.726506615474569,0.4064484724062516,0.8751407438430518,0.765616261518038,0.00025506001613208974
5277,0,5.298698494353152e-06,-0.005757344822230556,0.986215698104018,0.20432210293633124,0.536758031713747,0.4852898047161088,0.5334485186965372,0.7792684824597101,0.6070043077389276,0.00025506001613208974
5278,0,5.297443859710707e-06,0.9473191212216923,0.009518972726215446,0.35500263662942705,0.31605785222306493,0.8582843330988928,0.33510796669706655,0.8904507430967341,0.7926474658653938,0.00025506001613208974
5279,0,5.296189759701047e-06,0.8861647407041098,0.00706004615425833,0.6618024748004124,0.047814174433065675,1.7642247274555123,0.14680217778689683,1.2159353382140108,1.4782436867014885,0.00025506001613208974
5280,0,5.2949361939951614e-06,0.9473191212216923,0.009518972726215446,0.48199410224882633,0.17926501368122272,1.1992274130104636,0.23185640217437065,1.0030419422436965,1.005838077883875,0.00025506001613208974
5281,0,5.2936831622643e-06,0.8996791737030957,0.014615240104408391,1.3542842200992415,0.002055831486874666,17.49298697197702,0.9999969710214539,4607950.837248491,21233210918499.066,0.00025506001613208974
5282,0,5.2924306641799816e-06,1.1519636049680826,0.0050693499840361545,0.8176764851973131,0.04666644886301623,2.542293432270685,0.31539765755969995,2.5322644219807433,6.412108042813337,0.00025506001613208974
5283,0,5.291178699413986e-06,0.9848738259910169,0.0196700647249096,0.47682659078081213,0.24720795616695423,1.1991820441398688,0.3004731257250447,1.158160774130529,1.3410813187184942,0.00025506001613208974
5284,0,5.289927267638358e-06,0.8461475069947417,0.010663842571157853,0.40345787649268455,0.21761598301236473,0.9787877311879907,0.24826046130251878,0.8477399523285184,0.7184079667578266,0.00025506001613208974
5285,0,5.288676368525406e-06,0.7794475060058432,0.01633273135237013,0.5518572253878821,0.09340841566769868,1.3962370914029574,0.15984664962835982,0.9933476857280289,0.9864845647250988,0.00025506001613208974
5286,0,5.2874260017477016e-06,1.1689554044745536,0.0015301579622545743,0.5751044023752205,0.10307260278000661,1.4759283153656226,0.1825643546544401,1.1073054328412089,1.2258702615835249,0.00025506001613208974
5287,0,5.28617616697808e-06,0.45073958268208597,0.2105361427464849,0.6563676201428209,0.08372879306675456,1.7641562227219265,0.20318573260163741,1.3863402694285958,1.9216842826232197,0.00025506001613208974
5288,1,5.284926863889639e-06,1.7742308733302852,7.45883616425344e-109,0.7083190767343261,4.334265485460518e-26,1.8648427965083436,1.8640540014881212e-13,0.25343733176551825,0.06397542111629329,0.00025506001613208974
5289,0,5.283678092155739e-06,1.0346019985795898,0.0027337679474869047,0.3599628258745911,0.27554001480752366,0.8669792089468321,0.296321345841255,0.8301578632276515,0.6889070178625681,0.00025506001613208974
5290,0,5.2824298514500045e-06,1.0331636822263222,0.0018795217753867512,0.6988536855542411,0.0354873787716785,1.9048595675403401,0.1463513745953633,1.3113985864078967,1.7195111924164974,0.00025506001613208974
5291,0,5.281182141446318e-06,1.3845960739833216,0.0002342348335005119,0.6602820881710149,0.05750367693539741,1.764201891807268,0.16331946356549376,1.265573660311801,1.6014216296588777,0.00025506001613208974
5292,1,5.279934961818826e-06,1.6494784638564863,1.918464942687473e-74,0.6393166806019221,1.7704241102766914e-16,1.6234798947492068,2.81223308077493e-10,0.2573361294733512,0.0659668235161933,0.00025506001613208974
5293,1,5.278688312241941e-06,1.596801592056234,8.600044740431273e-62,0.875844912732784,1.5616415143045487e-23,2.691636561233961,4.724894877124776e-06,0.5881242354112022,0.34563505626187907,0.00025506001613208974
5294,0,5.277442192390327e-06,1.463768923872372,0.00048294105176235533,0.9608071442803998,0.01701777797856164,4.123883776967092,0.6736378050571039,9.791712884350881,95.87738614954691,0.00025506001613208974
5295,0,5.27619660193892e-06,0.9223415711881737,0.030702164962992416,0.07061003048624563,0.8628102158964981,0.1715995412089105,0.8581954964226836,0.9604181690857169,0.9221479994938285,0.00025506001613208974
5296,0,5.274951540562909e-06,1.1100455949143662,0.011719187089918277,0.5880622910123717,0.1682817034296149,1.546360796486357,0.2684225128170974,1.3972685508013967,1.9521043430425031,0.00025506001613208974
5297,0,5.273707007937746e-06,0.8639288860156582,0.015152206398067225,0.40502299558611987,0.24790889042311892,0.9873023067288914,0.27912946962996343,0.9122454980224447,0.8319367886460861,0.00025506001613208974
5298,0,5.272463003739143e-06,0.7869592185381339,0.023449001437855235,0.33355396597608106,0.3310618333312808,0.8022262442290291,0.3458348532088843,0.8509886945082186,0.72392669816467,0.00025506001613208974
5299,0,5.271219527643075e-06,0.5579904001614924,0.047891206030852645,0.3036340451214094,0.28433340244456506,0.7202097391090586,0.29533272882732875,0.6882116039959235,0.47338015185850985,0.00025506001613208974
5300,0,5.2699765793257725e-06,0.7136109878030111,0.05130803668829756,0.6563676201428209,0.08372879306675456,1.7641562227219265,0.20318573260163741,1.3863402694285958,1.9216842826232197,0.00025506001613208974
5301,0,5.268734158463727e-06,1.2690474891496968,0.0008998129735471758,0.6584960767395358,0.06930303194611966,1.764179056896087,0.18199327053607517,1.321836080097465,1.7469955626312992,0.00025506001613208974
5302,0,5.26749226473369e-06,0.5511293606702533,0.10535316075889582,0.21683216679150405,0.5240332140638531,0.5161005056235686,0.5214131048248918,0.8049371913129796,0.6476688219426961,0.00025506001613208974
5303,0,5.266250897812672e-06,1.1383916102951335,0.0034792456073168662,0.9608071442803998,0.01701777797856164,4.123883776967092,0.6736378050571039,9.791712884350881,95.87738614954691,0.00025506001613208974
5304,0,5.265010057377941e-06,-0.07387115369324701,0.8165894382666564,0.3826100888585198,0.22963999875811625,0.9230985695025712,0.2554784362528616,0.8117698697374377,0.6587152613974046,0.00025506001613208974
5305,0,5.263769743107026e-06,1.3802817503036726,0.0005259688087521822,0.48199410224882633,0.17926501368122272,1.1992274130104636,0.23185640217437065,1.0030419422436965,1.005838077883875,0.00025506001613208974
5306,0,5.262529954677709e-06,0.5651737299275311,0.1071287146470586,0.6130237640832003,0.09337426172510627,1.6047713221369027,0.18953357564895446,1.2231860123107763,1.4959289606966064,0.00025506001613208974
5307,1,5.261290691768038e-06,1.7649849142531695,2.4457058389945068e-163,0.7175384946641391,1.8293650777449892e-39,1.8962386628928511,1.519500895979512e-19,0.20968333830498742,0.04371204234659171,0.00025506001613208974
5308,0,5.260051954056311e-06,0.5862626436053027,0.07327712509689607,0.4701593167205686,0.15919868158813666,1.1600152320359167,0.206358140694598,0.9179927399102883,0.8424556105118662,0.00025506001613208974
5309,0,5.258813741221088e-06,0.8323998781479002,0.03298658343840813,0.49811380007814177,0.20197208081107976,1.2541579908401472,0.2618888102745681,1.1178496601418926,1.2493328026632127,0.00025506001613208974
5310,0,5.257576052941185e-06,0.7414194737496024,0.05081972056203165,0.8676968441540058,0.03343562047384216,2.8946931159620717,0.38319773494830023,3.3195279317895627,11.019010629914959,0.00025506001613208974
5311,0,5.256338888895673e-06,0.7794475060058432,0.01633273135237013,0.23858183710793815,0.45417618192795783,0.5662170337546891,0.4544729016846488,0.7569960263296925,0.5727879238628124,0.00025506001613208974
5312,0,5.255102248763885e-06,1.4202719131201345,0.000756397852665283,0.7564611439224462,0.0539493214855567,2.191846115634478,0.24226122873064893,1.874408448894109,3.513151973269488,0.00025506001613208974
5313,1,5.253866132225406e-06,1.7809809002143635,1.4859889613205148e-148,0.8090702751232421,1.4432882742837142e-43,2.2939629698260617,2.7759712086907834e-15,0.2903535530337516,0.08405012574319151,0.00025506001613208974
5314,0,5.252630538960077e-06,0.0850751291749399,0.8617386180858497,-0.012781132560045545,0.9789798814734163,-0.029790942178245364,0.979642512761668,1.1674895476786356,1.362776783922733,0.00025506001613208974
5315,0,5.251395468647995e-06,0.7356152003456282,0.011730047023671294,0.2334099080048412,0.4175441497809036,0.5509865222086531,0.41835199468872086,0.6808323703842496,0.4632776565469039,0.00025506001613208974
5316,0,5.250160920969519e-06,0.7609659008878542,0.02385619503405987,1.0502918338905674,0.005260102932759438,17.522357684369027,0.9999974311564072,5442456.171464913,29620329178316.516,0.00025506001613208974
5317,0,5.248926895605252e-06,0.7841674374890047,0.0733230909428607,0.8563464075458064,0.06687897582850974,2.894624320724719,0.4501432594949013,3.8330448881855887,14.691978054829542,0.00025506001613208974
5318,0,5.247693392236065e-06,0.887981627407343,0.02156009673087749,0.12538844244448585,0.7362747943776079,0.3005207238662151,0.730114689368805,0.8711428065950443,0.7586347294661587,0.00025506001613208974
5319,0,5.246460410543072e-06,0.536644585754723,0.15808107781488323,0.2023595491071922,0.5945360371133996,0.48526786347028816,0.5896566330418418,0.8997544212011983,0.8093029584549714,0.00025506001613208974
5320,1,5.24522795020765e-06,1.9052180682857156,1.649231085398429e-138,0.7148219976513744,1.6523452480636648e-31,1.8879977840090643,7.806988599912134e-16,0.2343246692538269,0.05465299060478327,0.00025506001613208974
5321,0,5.2439960109114284e-06,0.43594474539265543,0.19798290152418996,0.9747644033342473,0.010338654168655259,4.394047134232851,0.712213953381674,11.911721182268499,141.88884646408792,0.00025506001613208974
5322,1,5.242764592336288e-06,1.5566033913293955,8.146531691105973e-80,0.7947319521064856,1.5172092863412325e-26,2.231469561432948,3.6451462244869845e-10,0.3559807454303278,0.12646723110099975,0.00025506001613208974
5323,0,5.241533694164367e-06,1.0362904047216057,0.0039848378411678235,0.8346556060650094,0.023656733495522643,2.6068309054892485,0.27247318157581346,2.375493740247873,5.642715449940696,0.00025506001613208974
5324,0,5.240303316078054e-06,1.93112341434772,0.00018441561698425026,1.1359809606874405,0.011619683476344426,17.239410313522406,0.9999969435629139,4500357.422388396,20253216929246.332,0.00025506001613208974
5325,0,5.239073457759995e-06,1.0779750000762558,0.002565842021482225,0.7436737625353304,0.037496616114442036,2.108583959467208,0.1898318049678701,1.608284043637704,2.5863225050035115,0.00025506001613208974
5326,0,5.2378441188930855e-06,1.3120074624359785,0.004287747174220919,0.2385628528427326,0.5620901324918205,0.5768080910834833,0.5590473060187512,0.9872503494860826,0.9744081925442603,0.00025506001613208974
5327,0,5.236615299160478e-06,1.040729343814107,0.008533363364535418,0.7064407849657535,0.07420139116238604,1.9694425928600838,0.22846124024519243,1.6352985816660346,2.6739463911828123,0.00025506001613208974
5328,1,5.235386998245572e-06,1.6729447621455065,9.087758133466593e-92,0.6246149174587061,5.189794422761325e-19,1.5744086197235578,3.783118527948264e-12,0.22669489739410953,0.051135516488393755,0.00025506001613208974
5329,0,5.234159215832025e-06,0.8324334912858098,0.01561502396278985,0.7436737625353304,0.037496616114442036,2.108583959467208,0.1898318049678701,1.608284043637704,2.5863225050035115,0.00025506001613208974
5330,1,5.232931951603744e-06,1.7352780189702883,1.2339361421554246e-84,0.702795035981476,1.0715131012272666e-20,1.8458954654716857,5.872731366110807e-11,0.2819477516879088,0.07923947466573461,0.00025506001613208974
5331,1,5.231705205244887e-06,1.5345465139269785,7.780247209379438e-68,0.580050350078838,7.24448575024551e-14,1.4362120187037477,9.670095416111553e-10,0.23487617889939166,0.054911759398246954,0.00025506001613208974
5332,0,5.230478976439866e-06,0.8162889384970616,0.022936465856142882,0.8930664946669339,0.02019525828026168,3.0831115974100283,0.3983306164667938,3.6503529682450373,13.324821732759224,0.00025506001613208974
5333,1,5.2292532648733426e-06,1.6279692422429106,9.368721729125713e-95,0.7366143823412271,2.0844566388903433e-26,1.975690775807515,1.6969108489772491e-12,0.2799474226820953,0.07811549945021565,0.00025506001613208974
5334,0,5.228028070230232e-06,0.43594474539265543,0.19798290152418996,-0.12721263837978314,0.707175313396599,-0.3107107675629714,0.7119996690332596,0.8416427312207168,0.7081074270005355,0.00025506001613208974
5335,0,5.226803392195698e-06,1.3845960739833216,0.0002342348335005119,0.9131470993571135,0.012281708766373352,3.255290787691369,0.41627850753432827,4.00456701816749,16.036301942978735,0.00025506001613208974
5336,0,5.225579230455156e-06,0.9945847648702217,0.004220943546725082,0.5416283463306076,0.11277169202293741,1.3687882379536402,0.17973046009032312,1.0202766292694083,1.0407093402172136,0.00025506001613208974
5337,0,5.2243555846942715e-06,0.7393192710195372,0.034934720299515824,0.28353360701938807,0.4135970394827547,0.6785443875571383,0.41897636934794447,0.8395764876005407,0.7046336185155287,0.00025506001613208974
5338,0,5.22313245459896e-06,0.7794475060058432,0.01633273135237013,0.3409274536808187,0.28852292925399414,0.8174863593678945,0.30548298243198624,0.7977452381120109,0.636142404914257,0.00025506001613208974
5339,0,5.221909839855389e-06,0.7071944989560266,0.11169123622120357,-0.2038566276950209,0.6419695145492701,-0.5190790260656304,0.6555216851219017,1.163581406542223,1.3536666296346456,0.00025506001613208974
5340,0,5.220687740149972e-06,0.4466561988954225,0.37264517793092267,0.6338961018112663,0.22849108804989116,1.7640420629049856,0.3682281919960432,1.9604885297543007,3.8432602152820476,0.00025506001613208974
5341,1,5.219466155169376e-06,1.8169847287875207,1.0621856770731111e-167,0.7185137854617741,1.4054786572500786e-39,1.899971256451824,1.5287355359428991e-19,0.21011146653413737,0.04389176835299384,0.00025506001613208974
5342,0,5.218245084600514e-06,1.0907516627765368,0.005454101394355396,1.0859803522544356,0.010010000211076118,17.325371761049187,0.9999971363614146,4827301.429968442,23302839095775.36,0.00025506001613208974
5343,0,5.217024528130552e-06,0.9406372591389637,0.014001901131098804,0.32374028218414713,0.38204477824567573,0.7818180221673705,0.39372547927589974,0.9166792552100665,0.8400457969163503,0.00025506001613208974
5344,0,5.215804485446898e-06,0.9880737120824863,0.013311966406330322,0.8176764851973131,0.04666644886301623,2.542293432270685,0.31539765755969995,2.5322644219807433,6.412108042813337,0.00025506001613208974
5345,0,5.214584956237215e-06,0.44289197967918986,0.20420404711304085,0.6130237640832003,0.09337426172510627,1.6047713221369027,0.18953357564895446,1.2231860123107763,1.4959289606966064,0.00025506001613208974
5346,0,5.2133659401894114e-06,1.4202989840130407,0.0003359890567605172,0.40502299558611987,0.24790889042311892,0.9873023067288914,0.27912946962996343,0.9122454980224447,0.8319367886460861,0.00025506001613208974
5347,0,5.212147436991645e-06,0.4124746469325533,0.3339018216467544,0.6465341865995362,0.15060843309361088,1.7640877246211564,0.2870289960700281,1.6569465541732322,2.7452168233704155,0.00025506001613208974
5348,0,5.2109294463323205e-06,0.7071944989560266,0.11169123622120357,0.3729210980271097,0.40159089551132865,0.9230084251922651,0.42133113776843467,1.147857668133666,1.317322166277125,0.00025506001613208974
5349,0,5.209711967900087e-06,0.9880737120824863,0.013311966406330322,0.3482815184398031,0.3646215014502542,0.846416130369274,0.3810082860084748,0.9661843356453349,0.9332571104302851,0.00025506001613208974
5350,0,5.2084950013838475e-06,1.2273628937950467,0.0014122403936978124,0.7494779202692151,0.044942168268782494,2.1456658724785145,0.21394630062511721,1.7264951395139023,2.9805304067489966,0.00025506001613208974
5351,1,5.207278546472747e-06,1.7359732612239653,8.927925272715667e-121,0.72307806626006,2.2479271922215563e-30,1.9203693390278893,6.574315458203727e-15,0.24644101291703843,0.06047811283144382,0.00025506001613208974
5352,0,5.206062602856179e-06,1.8941211130207525,5.295426443342998e-05,1.17115803805023,0.005011888537013587,17.426067090514938,0.9999971488334052,4876596.798003122,23781196330294.31,0.00025506001613208974
5353,1,5.204847170223783e-06,1.7282214669272102,1.2312863652271078e-122,0.643995598417485,1.672577917014663e-25,1.6365041440129546,1.76042823586969e-15,0.20566452883818662,0.04204283840610121,0.00025506001613208974
5354,0,5.203632248265445e-06,0.9473191212216923,0.009518972726215446,0.48199410224882633,0.17926501368122272,1.1992274130104636,0.23185640217437065,1.0030419422436965,1.005838077883875,0.00025506001613208974
5355,0,5.202417836671298e-06,1.1383916102951335,0.0034792456073168662,1.521348369579832,0.0012130886655748975,17.51272314487795,0.999996732193665,4275997.406973426,18284153824443.465,0.00025506001613208974
5356,0,5.2012039351317185e-06,0.6283339714306788,0.0352281839549893,0.47503024872401034,0.11781760224056126,1.1669849478963177,0.16211961018742616,0.8347661917367604,0.6965795348505618,0.00025506001613208974
5357,0,5.199990543337332e-06,1.1272708091199035,0.002392768690179231,0.16417849502282114,0.6335392224144866,0.3908164353903795,0.627967335755185,0.8064891556055258,0.650169698093182,0.00025506001613208974
5358,0,5.1987776609790066e-06,0.4797735694247111,0.14048075146883798,0.3599628258745911,0.27554001480752366,0.8669792089468321,0.296321345841255,0.8301578632276515,0.6889070178625681,0.00025506001613208974
5359,1,5.1975652877478555e-06,1.8736411158273818,3.2541163330876234e-100,0.7613119794973846,5.565149417828724e-26,2.079409434511431,2.538602603469426e-11,0.3117032440298781,0.09690385232261764,0.00025506001613208974
5360,0,5.19635342333524e-06,0.9324919628230434,0.020681389735670932,0.4392633619694823,0.26586617617580044,1.0892546394217022,0.30660777526717187,1.0654254882413197,1.134876410978122,0.00025506001613208974
5361,0,5.195142067432761e-06,1.099307973236462,0.00798237473136271,0.5982073238577671,0.13772732094838724,1.5700738953121898,0.23823162819077037,1.3312272810885255,1.771911013898216,0.00025506001613208974
5362,0,5.193931219732268e-06,0.6580292385435682,0.0756095328860014,0.7564611439224462,0.0539493214855567,2.191846115634478,0.24226122873064893,1.874408448894109,3.513151973269488,0.00025506001613208974
5363,0,5.192720879925852e-06,1.277135373891432,0.0029566860418045594,0.9428496931713484,0.02821784643440092,3.8516334957789597,0.6358236795406075,8.13359920055012,66.15518089517343,0.00025506001613208974
5364,0,5.191511047705851e-06,0.9754757374149858,0.04368271870681619,0.8852403428679426,0.0801338865695049,3.2551072293364425,0.5654440799211546,5.663280903026231,32.07249552656547,0.00025506001613208974
5365,1,5.190301722764843e-06,1.5589070002188208,9.978339077610975e-60,0.6573371510082384,7.246934813734618e-15,1.685079582198589,5.782875391521524e-09,0.28938745704534863,0.08349004027904143,0.00025506001613208974
5366,1,5.189092904795652e-06,1.589958883995259,6.103586980965095e-83,0.6981245921543071,7.76215906115235e-22,1.8280149067478064,1.1186020290129256e-11,0.2692076758903651,0.07221771274215977,0.00025506001613208974
5367,0,5.187884593491343e-06,0.8759305020380471,0.010327415216753236,0.31449051321825544,0.34530221409662054,0.75315963441183,0.3566656667640087,0.8171088535975106,0.6674118186113059,0.00025506001613208974
5368,0,5.186676788545226e-06,0.773547480161898,0.05007123191670461,0.76502281342863,0.0648731743528262,2.2510127594167653,0.27602740146893645,2.066501326258527,4.270172671412118,0.00025506001613208974
5369,0,5.185469489650854e-06,0.6443119531804301,0.11185083935071377,0.3100317546143158,0.44424328847054706,0.7531148598771061,0.4516790062764202,1.000659087893045,1.0010635501668088,0.00025506001613208974
5370,1,5.184262696502019e-06,1.6719483168303073,2.028044351894398e-118,0.6553539672468164,3.349482115034502e-26,1.674651232290821,1.7372587372889641e-15,0.210415231831295,0.04401950977048554,0.00025506001613208974
5371,0,5.183056408792761e-06,1.558364841339109,0.003612914817152019,1.5379461050687016,0.008967207207076234,17.072356107695146,0.999995908838319,3329560.2610808215,11085971532168.59,0.00025506001613208974
5372,0,5.181850626217357e-06,0.9529001695155717,0.006493663737756137,0.266852525748197,0.4279359817869616,0.6365120973048454,0.4311936527729664,0.8086280009229398,0.6536241838604979,0.00025506001613208974
5373,0,5.180645348470327e-06,1.5633813826557443,0.0004469599983095935,0.2648898440754877,0.4799579198889877,0.6364898584881088,0.48139321491341125,0.9040233407881976,0.8170031406737216,0.00025506001613208974
