feature,logOR_true,logOR_naive_noisy,logOR_lambda,se_wald_noisy,p_wald_noisy,neglog10p,alpha,gamma,prev,p,q,lam,table_noise_disabled
949,0.016392894219177452,0.00054683846882146,0.001402308420381798,0.006328819344767911,0.931144870111469,0.030982745017149274,1.2633222995620443,0.02,0.7791916666666666,0.8,0.7,0.05,0
950,0.028017932270534562,-0.0006520133804701764,-0.0016520708185498456,0.00855345361853574,0.9392376399274532,0.027224511406044722,2.1318693870814496,0.02,0.8947383333333333,0.8,0.7,0.05,0
951,0.0038830160114193216,0.0016254840856521166,0.004107912679804892,0.016176836392336604,0.919961514835853,0.036230340310987395,-3.5855345051001883,0.02,0.027073333333333335,0.8,0.7,0.05,0
952,0.028271712541687533,0.009353961879006709,0.02380016950068691,0.006195269455316422,0.13108029069601926,0.8824626041561778,-1.186817284414503,0.02,0.23421,0.8,0.7,0.05,0
953,0.016056888438050098,-0.006913511912851077,-0.017705540343649778,0.005263101692557372,0.18898714832224894,0.7235677281151282,-0.13030191701971683,0.02,0.46651166666666666,0.8,0.7,0.05,0
954,0.03478754673572818,0.005166150322780413,0.013244061609523768,0.00912712382799624,0.5713790159113419,0.24307571327293626,2.2930892786791555,0.02,0.9089233333333333,0.8,0.7,0.05,0
955,0.027677716201333483,0.003930369601876567,0.010030434790436435,0.0058781866518427825,0.5037274426573761,0.29780438849107854,0.9661461406642282,0.02,0.7248933333333333,0.8,0.7,0.05,0
956,0.013649497523328166,0.005518893306317688,0.014098621161808402,0.005731230212126936,0.33557216279538193,0.4742140730095594,0.8515241757462688,0.02,0.7004316666666667,0.8,0.7,0.05,0
957,0.019308737155123785,0.004825073639755726,0.012259197378532368,0.008517071117965968,0.5710417365971954,0.2433321486518071,-2.12590994205416,0.02,0.10617,0.8,0.7,0.05,0
958,0.0587275281022821,0.026436020034126595,0.06863687605701085,0.012120480019648704,0.029175770322183416,1.534977668538564,2.9562448230473564,0.02,0.950415,0.8,0.7,0.05,0
959,0.011770315971896688,0.0012982844632773978,0.0033081709645605877,0.0055798916379866115,0.8160161249783335,0.08830125923643428,0.7071713108053859,0.02,0.6696383333333333,0.8,0.7,0.05,0
960,-0.007181689219319239,-0.003780429087716619,-0.00977117666635851,0.02513445226417125,0.8804425293682197,0.05529898721838236,-4.498123674731309,0.02,0.011026666666666667,0.8,0.7,0.05,0
961,0.04283353753162567,0.050232216982158365,0.13260006623077167,0.02948168149118961,0.08841003970566987,1.0534984143851749,4.819774817577462,0.02,0.9919316666666667,0.8,0.7,0.05,0
962,0.007274243203806876,0.008489406672545262,0.021515012974010504,0.009979247326820222,0.3949326283373379,0.4034769844668341,-2.5252108668102986,0.02,0.07464833333333333,0.8,0.7,0.05,0
963,0.039004308841625576,0.06602761097529532,0.1620021358288424,0.07251296150412256,0.36252573701083335,0.44066115586536614,-6.675958280243088,0.02,0.0012966666666666667,0.8,0.7,0.05,0
964,0.007851164498309682,0.0032586490425276895,0.008345242412392515,0.005730653224743953,0.5696039804254978,0.24442698448568523,0.8456505875344493,0.02,0.70018,0.8,0.7,0.05,0
965,0.03309875951764651,0.012155854053658776,0.03087324172197804,0.007727352347008104,0.1156969809189054,0.9366779736961931,-1.873413638127448,0.02,0.13286833333333334,0.8,0.7,0.05,0
966,0.05668619366234853,0.026518419014325834,0.06621669297353386,0.024089225573654175,0.27096564997661143,0.5670857606796237,-4.409702603195992,0.02,0.011951666666666666,0.8,0.7,0.05,0
967,0.03213796089633729,0.011225499001383643,0.028798635483428307,0.008590055981736686,0.19128009767406473,0.7183302151268252,2.1568747111279185,0.02,0.8955783333333334,0.8,0.7,0.05,0
968,0.026763558943301263,-0.0013415707615071788,-0.0035162280746957263,0.01947204459179012,0.9450713896272731,0.02453538413607867,-3.973396976586236,0.02,0.018521666666666665,0.8,0.7,0.05,0
969,0.009519925783915981,0.0038603655339158028,0.009876824404684664,0.006711567216289704,0.5651689324916304,0.24782171946729817,-1.456500292240167,0.02,0.18855,0.8,0.7,0.05,0
970,0.035752705779186635,0.016153738199298107,0.04135653518656453,0.005926821251424315,0.00641980442917286,2.192478201935003,-1.0101034560469244,0.02,0.26786,0.8,0.7,0.05,0
971,-0.02523010878945625,-0.024620425330269646,-0.06372522444448339,0.013938685682131918,0.07733921844950063,1.111600220998203,-3.2691814768261436,0.02,0.036978333333333335,0.8,0.7,0.05,0
972,0.015359591118714726,0.004658170371658507,0.011939292077131142,0.005654158395951351,0.4100255997749499,0.3871890274414288,0.7813938225789956,0.02,0.6852366666666667,0.8,0.7,0.05,0
973,0.017318257431993816,0.004615188610225412,0.01170409755472355,0.008764194828578944,0.5984742757016492,0.2229545121931147,-2.20507817492052,0.02,0.09949833333333333,0.8,0.7,0.05,0
974,0.024880190813411942,-0.0018152446663704713,-0.004661207585641724,0.00994299436195452,0.855139198684016,0.0679631855059412,-2.511035855769599,0.02,0.07540833333333333,0.8,0.7,0.05,0
975,0.02225258820393911,0.006608582505906483,0.016968710515957143,0.0052532026609504595,0.20838806909198027,0.6811271494600566,-0.04506328337704146,0.02,0.49029666666666666,0.8,0.7,0.05,0
976,0.030212648035449863,-0.00047715626646707254,-0.0012222395546882783,0.007064946377635845,0.9461529699702143,0.024038643045048966,-1.6170886320119777,0.02,0.16531666666666667,0.8,0.7,0.05,0
977,0.03653063057497224,0.015112136383075436,0.038650637471624484,0.0054612077838820635,0.005654379810143478,2.247615022887629,0.5630518388147092,0.02,0.6371883333333334,0.8,0.7,0.05,0
978,0.013425138338902968,0.0014521750180843352,0.0037374027340570967,0.009915898131343203,0.8835668162818493,0.0537606030951949,2.494268927187732,0.02,0.9241283333333333,0.8,0.7,0.05,0
979,0.016636501341533584,-0.0031937571125248867,-0.008117387967719275,0.007548122661057146,0.6722081505894594,0.17249622597161957,1.8177990227491685,0.02,0.8593733333333333,0.8,0.7,0.05,0
980,0.014215522051598244,-0.008876755752769921,-0.02281838890738245,0.008447049397147707,0.2933180311905492,0.5326612387383048,-2.1039908507034064,0.02,0.10849333333333333,0.8,0.7,0.05,0
981,0.020132826893960575,0.010379494122289314,0.026318275855782666,0.00777287179693164,0.1817622517873817,0.7404963056170912,-1.8913830314547593,0.02,0.13102,0.8,0.7,0.05,0
982,0.0741902786778405,0.07361803511198478,0.1794835569793433,0.02740440556552003,0.0072235716488998885,2.1412480151910493,-4.683308274569134,0.02,0.009141666666666666,0.8,0.7,0.05,0
983,0.017261588723536597,0.012402408351575106,0.031835062983598894,0.005297120244869783,0.019214185307119613,1.7163780251534868,0.2586245881174516,0.02,0.5647666666666666,0.8,0.7,0.05,0
984,0.016557053595474366,0.004893692716780549,0.01244522996284414,0.005408536523551134,0.36556656391347453,0.4370335333209514,0.49511542737828473,0.02,0.6207116666666667,0.8,0.7,0.05,0
985,0.031319383450466906,0.02147470664170488,0.0541189276974986,0.011735169681561632,0.06725827111309796,1.172254300501782,-2.8905726374143956,0.02,0.052621666666666664,0.8,0.7,0.05,0
986,0.015348722501996334,0.07984758056524241,0.1948457085387232,0.05887290686519235,0.1750131518283684,0.756929313874454,-6.226198441718308,0.02,0.001965,0.8,0.7,0.05,0
987,0.036104498467807604,0.010571559873623933,0.02666113108313631,0.017425273566172645,0.5440634914996609,0.26435041574490364,-3.7318684050627766,0.02,0.023173333333333334,0.8,0.7,0.05,0
988,0.031118196875298473,0.009480913997655533,0.024339716381476507,0.007517870407358826,0.2072667050487399,0.6834704565889398,1.7963532322102147,0.02,0.85765,0.8,0.7,0.05,0
989,0.011954615574263819,0.00893456970724017,0.02277640328359868,0.0053153139467892845,0.09278020208883238,1.0325446858594107,0.31330671378976427,0.02,0.578365,0.8,0.7,0.05,0
990,0.012792111345027862,0.004755812726967113,0.012122814065392947,0.005940663555190415,0.42339079129149615,0.37325859207659845,-1.020915430800133,0.02,0.2658316666666667,0.8,0.7,0.05,0
991,0.014450177000592215,-0.006438367163334297,-0.016504064560232685,0.005587010177083577,0.2491643400701521,0.6035141129716716,0.7133839303201281,0.02,0.6707583333333333,0.8,0.7,0.05,0
992,0.02570075597285101,0.006048568826622004,0.015347384016705542,0.0065667858469478785,0.3570059806180724,0.44732450846015553,-1.3953858453648234,0.02,0.19931833333333332,0.8,0.7,0.05,0
993,-0.0001808667579665547,0.025183639271907626,0.06479756422408309,0.018699371345401703,0.17805626770163718,0.74944273425973,3.894264921624611,0.02,0.979825,0.8,0.7,0.05,0
994,0.00794800664692775,-0.0013808626379087543,-0.003522835360881945,0.005501077356514678,0.8018011480626349,0.09593332623851505,-0.6141254330477842,0.02,0.350515,0.8,0.7,0.05,0
995,0.0273101232132975,0.023917190509993715,0.06196008058007958,0.007963723529827894,0.0026709771770488796,2.5733298229198773,1.9468994965224315,0.02,0.875405,0.8,0.7,0.05,0
996,-0.035314673971414905,-0.046772146944310894,-0.12414543760659416,0.06147911935812932,0.4467878746409967,0.3498986216977942,-6.253178662637166,0.02,0.0018416666666666666,0.8,0.7,0.05,0
997,0.02504274238021027,0.008499246045712797,0.0219020795329663,0.010370384505076628,0.41246183063171515,0.3846162350243815,2.600420165409428,0.02,0.9310516666666667,0.8,0.7,0.05,0
998,-0.02137324976594942,0.014871057156701919,0.03719565979717566,0.03695948960194188,0.6874183684522144,0.16277886729501662,-5.293203813474577,0.02,0.005051666666666667,0.8,0.7,0.05,0
999,-0.006343406028875897,0.009967819755066661,0.02561108757614118,0.009160254115086098,0.2765245936147185,0.5582662372483275,2.307439565466175,0.02,0.9095733333333333,0.8,0.7,0.05,0
1000,0.019855709344623083,0.011336750512787274,0.028735203964210095,0.006063984763750174,0.061550281032660956,1.2107699597813204,-1.1036077359038223,0.02,0.24916666666666668,0.8,0.7,0.05,0
1001,0.021465732245101492,-0.005545243308097795,-0.014174682411326361,0.005434870631264189,0.3075822949033289,0.512038667073096,-0.529792804144219,0.02,0.37094166666666667,0.8,0.7,0.05,0
1002,0.012540067433465156,0.010872554302134465,0.02749259133916824,0.015719094878016038,0.4891394781353613,0.3105672841334547,-3.5130345373103458,0.02,0.028646666666666668,0.8,0.7,0.05,0
1003,0.004192538123177251,0.002518989914884921,0.006419881787705781,0.00552583944820094,0.6484931609840157,0.1880945996301173,-0.6469989357161615,0.02,0.34376666666666666,0.8,0.7,0.05,0
1004,0.018585299274655725,0.0035460239815385346,0.009048583857365702,0.005251346698686129,0.4995106397057121,0.3014552567547802,-0.052876055296670055,0.02,0.48745666666666665,0.8,0.7,0.05,0
1005,0.03446007968519405,0.01249033088651041,0.03185672557471337,0.00531084446825493,0.01868010461227307,1.7286206959642918,-0.30746129783480036,0.02,0.42397,0.8,0.7,0.05,0
1006,0.03498282399058923,0.016097940596092465,0.04154791033766683,0.017460704044089295,0.35655332730448963,0.44787550642343893,3.74046311289702,0.02,0.9767983333333333,0.8,0.7,0.05,0
1007,-0.10115202100630344,-0.04302832109942629,-0.11342819880661768,0.04166833633037261,0.3017731851664208,0.5203193532007148,-5.512873243317296,0.02,0.004016666666666667,0.8,0.7,0.05,0
1008,-0.00022641607793641062,0.004190651291195731,0.010750492205425479,0.013367625232513522,0.7539064588874835,0.1226825359725772,3.1690145349060534,0.02,0.959805,0.8,0.7,0.05,0
1009,0.03162749364007178,0.01789593933835977,0.04528977195439959,0.006529493041091368,0.006129252119941798,2.212592514061904,-1.3739468831031865,0.02,0.20208833333333334,0.8,0.7,0.05,0
1010,0.02127804610452951,0.006263964921673912,0.0159696367282126,0.009826614943619178,0.5238324826233249,0.2808075746647509,-2.481821626074031,0.02,0.07729333333333334,0.8,0.7,0.05,0
1011,0.02650180737166987,-0.010315820887949644,-0.026521138697791838,0.02236190953549052,0.6445746588334691,0.1907267725827989,-4.243787376927621,0.02,0.013991666666666666,0.8,0.7,0.05,0
1012,0.006316460745147538,-0.0032936289630496906,-0.00845189246064209,0.01040868460849103,0.7516755008059206,0.12396960438765407,-2.6157731617543747,0.02,0.068305,0.8,0.7,0.05,0
1013,0.09680291528637322,-0.03473905171434266,-0.09190733949915894,0.06691786771744451,0.6036703075165328,0.21920018508549682,-6.469221898530114,0.02,0.00155,0.8,0.7,0.05,0
1014,0.027653262733537458,0.012753113898511175,0.03259144866076529,0.005251609028451738,0.015164758355162962,1.8191645056207382,0.04025677865881261,0.02,0.5107633333333333,0.8,0.7,0.05,0
1015,-0.008131616254631067,0.0034451941606519184,0.008873830877631982,0.016382749770095767,0.8334382092991973,0.07912659302271516,3.610930613839625,0.02,0.9736166666666667,0.8,0.7,0.05,0
1016,0.016513053682602537,0.02315814771140436,0.059562860681688715,0.015301435194371844,0.1301622304563966,0.8855150179491514,3.4712321175540017,0.02,0.9695566666666666,0.8,0.7,0.05,0
1017,0.016178441562847527,0.0003549416158744917,0.0009123379479834958,0.005806591837459842,0.9512577816448002,0.02170177751537975,0.9125729313673105,0.02,0.7133933333333333,0.8,0.7,0.05,0
1018,0.019370799119223125,0.002434782884051958,0.006224858357198867,0.00785476631285312,0.7565798035274471,0.12114525613560084,-1.919506748096356,0.02,0.12813333333333332,0.8,0.7,0.05,0
1019,0.02211562850337873,0.017112416217507448,0.0436938555803415,0.0053581699927380206,0.0014045939590020889,2.852449203766592,0.40400993524877826,0.02,0.5996033333333334,0.8,0.7,0.05,0
1020,0.012402712387103087,0.00035528649947919386,0.0003837112358091629,0.04776640527512848,0.994065389741175,0.0025850467196688997,-5.758650134480982,0.02,0.0030283333333333334,0.8,0.7,0.05,0
1021,0.036532337957708126,0.009730504843324904,0.024506413865653463,0.017170124675784645,0.5709102960949153,0.24343212462883015,-3.7089866366528055,0.02,0.023881666666666666,0.8,0.7,0.05,0
1022,0.010658546802080553,0.002519074565748727,0.006443261843992741,0.010078843815110384,0.8026361782235746,0.09548126866303877,2.5396396142445843,0.02,0.926815,0.8,0.7,0.05,0
1023,0.008275342586651883,0.01523784273979667,0.03861579641082477,0.016607143282137492,0.3588558161047253,0.4450800106084266,-3.6552957274482774,0.02,0.025581666666666666,0.8,0.7,0.05,0
1024,-0.003854775520506859,0.026631433663501708,0.06922075200314927,0.01865251187121863,0.15335904616105342,0.8142906012794419,3.8877000115218268,0.02,0.979685,0.8,0.7,0.05,0
1025,0.018453552365528623,0.008182351169107331,0.02088891962468555,0.006727438443801893,0.22388380579103517,0.6499773191496317,-1.4680940598096555,0.02,0.18724,0.8,0.7,0.05,0
1026,0.0058079693661604575,0.016279304081136342,0.041992398595127906,0.009487451040250273,0.08618445967709197,1.0645710367846626,2.390367112667132,0.02,0.9162183333333334,0.8,0.7,0.05,0
1027,0.03646362945482123,-0.002747212845289243,-0.006954174677036826,0.012056145689371802,0.8197486646098595,0.08631928213409772,2.949191363411096,0.02,0.9501533333333333,0.8,0.7,0.05,0
1028,0.013702591034687281,0.001264370523968119,0.003239521602639744,0.005828712596631059,0.828269863631421,0.08182814003752287,0.9309249704151672,0.02,0.7170183333333333,0.8,0.7,0.05,0
1029,0.020634385871792695,0.010821968454781861,0.02760875419449226,0.005861347133451284,0.06484461621533394,1.1881260757870407,0.9569234822427177,0.02,0.72221,0.8,0.7,0.05,0
1030,0.0030512480282117596,-0.0036750462308427437,-0.00939899657524379,0.010606149365882557,0.7289658878386222,0.13729279413754847,-2.6558100006075946,0.02,0.06556166666666667,0.8,0.7,0.05,0
1031,0.02374775990773711,0.022093137482921174,0.055537929742447895,0.007195739955044566,0.0021383817223106063,2.669914766341666,-1.6692417117458644,0.02,0.15734,0.8,0.7,0.05,0
1032,0.022667307431391125,0.01042909249321405,0.026689083144222955,0.005257370279670539,0.04728829491503212,1.325246345158668,-0.09881657535339339,0.02,0.4749466666666667,0.8,0.7,0.05,0
1033,0.02034422547919619,-0.003734777300818075,-0.009545895120528291,0.006912022179355516,0.5889690382307837,0.22990753522809787,-1.55448932502151,0.02,0.17482666666666666,0.8,0.7,0.05,0
1034,0.022415961661456388,0.017771989659293354,0.04556405491752912,0.005310818723011594,0.0008187566021883237,3.086845184975859,0.298081593048952,0.02,0.5740383333333333,0.8,0.7,0.05,0
1035,-0.0002462860070152145,0.023239440911858356,0.058129492454533326,0.04797007881875059,0.6280615677088266,0.20199778109465027,-5.801249797377686,0.02,0.00299,0.8,0.7,0.05,0
1036,0.029011159743204673,0.007871847872810128,0.019918474945799815,0.018249568391248673,0.6662180209778303,0.1763836239633975,-3.8256453207503336,0.02,0.021101666666666668,0.8,0.7,0.05,0
1037,-0.034836422049612056,0.045075927209642576,0.11222073140874113,0.033367511823803014,0.17672981592883885,0.7526901748791556,-5.055346839840263,0.02,0.00618,0.8,0.7,0.05,0
1038,-0.00011024966040596297,-0.09160930173681955,-0.24818824453070298,0.047094719926392005,0.05174924489764067,1.2860959828600393,-5.783716813710323,0.02,0.003171666666666667,0.8,0.7,0.05,0
1039,0.022667364205003468,0.01117392948604589,0.028548243337339095,0.005271459887824286,0.03403109748898435,1.4681240448588144,0.17754678240654598,0.02,0.5446,0.8,0.7,0.05,0
1040,0.03899202732150229,0.011476793032345865,0.029704364782122947,0.026799344583472787,0.6684698312441522,0.1749181881325018,4.6279599826723485,0.02,0.9902916666666667,0.8,0.7,0.05,0
1041,0.023007309169030144,0.007805220130602487,0.020004204074355755,0.008268262620472163,0.34517087095783194,0.46196586161283715,2.0504177203761937,0.02,0.8861416666666667,0.8,0.7,0.05,0
1042,0.0036559367118849306,-0.012021343661777229,-0.031127920275412838,0.019780503657425015,0.5433619287974756,0.26491079413381063,-4.0076985000434,0.02,0.017981666666666667,0.8,0.7,0.05,0
1043,0.011038552601820814,0.004565843900932915,0.01160153304628472,0.006257356490194203,0.4655881523213292,0.33199807957581395,-1.2229877865058523,0.02,0.22764333333333334,0.8,0.7,0.05,0
1044,0.015289242930197755,0.001808035734227474,0.004598763734348794,0.005383185226180833,0.7369709583130588,0.1325496259711963,0.45021866496779794,0.02,0.611205,0.8,0.7,0.05,0
1045,0.013282999455196624,0.0022385750795229863,0.0056747502729741104,0.011399824038152796,0.8443211500585571,0.07349233160955022,-2.825957446435951,0.02,0.056141666666666666,0.8,0.7,0.05,0
1046,0.07188618712290411,0.08850929756045975,0.2140074412792411,0.0827320929603424,0.28469571334663646,0.5456190719605865,-8.102556566583992,0.02,0.0009916666666666667,0.8,0.7,0.05,0
1047,0.023057003770312914,0.0072948562990875635,0.018626768399152595,0.005384259392558349,0.17546579879851687,0.7558075221643746,0.4461397924148096,0.02,0.6108283333333333,0.8,0.7,0.05,0
1048,0.016851793805548392,0.0032454250615388427,0.008227408778271121,0.013318356564730634,0.8074782028018908,0.09286919225460248,-3.170141679446345,0.02,0.040455,0.8,0.7,0.05,0
1049,0.02213833300500297,0.017213877597046238,0.04419720850238164,0.005332303292201324,0.0012456072998762952,2.9046188552515098,0.3435604297676491,0.02,0.585945,0.8,0.7,0.05,0
1050,0.03204993952203474,0.01082941373538891,0.027798757023639386,0.012182083524070766,0.37402330839618503,0.42710133257913213,2.968898563061285,0.02,0.9511083333333333,0.8,0.7,0.05,0
1051,0.010734946924103154,0.018087294523847774,0.04572239115046524,0.006566966091555763,0.005882056833917594,2.230470783545789,-1.3980439913304992,0.02,0.19897333333333334,0.8,0.7,0.05,0
1052,0.019530899141741984,0.001013385679977771,0.0025892150589452555,0.005250226350584572,0.8469452455721652,0.07214466560142709,0.002231559317798837,0.02,0.5000233333333334,0.8,0.7,0.05,0
1053,0.02713435233387374,0.006947675733087543,0.017791336594318446,0.007357551713877584,0.3450205563644958,0.46215502884060405,1.7433846294968822,0.02,0.8501566666666667,0.8,0.7,0.05,0
1054,0.02173287903639499,0.007984571434309666,0.02006659488144503,0.025483213168061354,0.7540324566596361,0.12260995990634381,-4.563751093508982,0.02,0.010701666666666667,0.8,0.7,0.05,0
1055,0.044373391624235176,0.022824591404139335,0.057337564989420185,0.019842766630837044,0.25003159912849127,0.6020051014882847,-4.027788703046466,0.02,0.01774,0.8,0.7,0.05,0
1056,0.02541201617437473,0.013438442740307852,0.03429338358032519,0.005264483129842501,0.010690337426222702,1.9710085866496094,0.1487543213736211,0.02,0.5370966666666667,0.8,0.7,0.05,0
1057,-0.024396767980596198,-0.015160307888807695,-0.03957102463692937,0.03885075367115491,0.6963745057427957,0.1571571367762669,-5.354004342749385,0.02,0.0046,0.8,0.7,0.05,0
1058,0.01746266146160901,-0.003993569132576468,-0.010204066878767973,0.006278487185766474,0.5247295743213962,0.28006445780922384,-1.2301059746453846,0.02,0.22584666666666667,0.8,0.7,0.05,0
1059,0.019823400266772203,0.002227682613360959,0.0057226663839532324,0.006281949525533328,0.7228769539317228,0.14093562079159175,1.2325729555468385,0.02,0.7742866666666667,0.8,0.7,0.05,0
1060,-0.15574159696224474,-0.13562215075366202,-0.32258572503693433,0.07961962164296466,0.08849773053899146,1.0530678663307675,6.825937221972022,0.02,0.998935,0.8,0.7,0.05,0
1061,0.012654190342484536,0.007391351806028033,0.01884709757807455,0.007483166100710561,0.3232846260236111,0.4904149480078943,-1.7928024555902304,0.02,0.14359333333333332,0.8,0.7,0.05,0
1062,0.029187835879728938,0.014344436175355335,0.03664888826024985,0.005263116792497999,0.006421114772438246,2.192389567337651,0.14022354117672986,0.02,0.534655,0.8,0.7,0.05,0
1063,0.01418774606206952,0.009947218769165734,0.0254797971663669,0.006793995931952367,0.14316142712316887,0.8441739809398429,1.4978078894468496,0.02,0.8171233333333333,0.8,0.7,0.05,0
1064,-0.01566405392457093,0.006484141593897374,0.016721538597747162,0.015086955121486861,0.6673523062825019,0.1756448343286133,3.4270160427002496,0.02,0.9687,0.8,0.7,0.05,0
1065,0.016542341595125146,-0.010355510585262458,-0.026599749296528814,0.006352057635175559,0.10304638792847928,0.986967226885478,-1.2682193122925518,0.02,0.21896333333333334,0.8,0.7,0.05,0
1066,0.03465807518676602,0.014294868496407286,0.036726624759734726,0.0058072512468326795,0.01383361755244858,1.8590642351021207,0.9058212515965838,0.02,0.7130066666666667,0.8,0.7,0.05,0
1067,-0.10301803377237596,-0.004905155215457762,-0.013513014493938803,0.06424853869471851,0.9391433806572441,0.027268098176253534,-6.403872208491301,0.02,0.0016716666666666666,0.8,0.7,0.05,0
1068,0.017870093728026566,0.024235184367998323,0.06090854860299775,0.0149971890421813,0.10609825074703853,0.9742917762981987,-3.4338742013814745,0.02,0.031495,0.8,0.7,0.05,0
1069,0.022921849932865695,-0.0007270841168046147,-0.0018654566540773677,0.007094783270918139,0.9183744868792294,0.036980189799622545,-1.6308718298347316,0.02,0.16371,0.8,0.7,0.05,0
1070,0.021173469246995043,0.013280192554363576,0.03367524045099581,0.01583907080955674,0.4017807247963491,0.3960109021208202,-3.538023320296981,0.02,0.028206666666666668,0.8,0.7,0.05,0
1071,0.029490050495288165,0.002647613338682866,0.006766334815137619,0.005663206539684391,0.6401340730844259,0.19372905554329267,0.7878150638758423,0.02,0.6874,0.8,0.7,0.05,0
1072,0.02881142705674461,0.006841483457012633,0.01739807102766774,0.005394478326752445,0.20471290084533855,0.688854787579811,-0.4735288450876707,0.02,0.38426666666666665,0.8,0.7,0.05,0
1073,0.027836081045515552,0.019634800800772758,0.050965310881259836,0.036494353688618586,0.59056118610635,0.2287350998933966,5.256504818212394,0.02,0.9947833333333334,0.8,0.7,0.05,0
1074,0.022479387452351614,0.006398066325670581,0.016286528626952824,0.00749144530247515,0.39307747354139955,0.4055218439870509,-1.7896022136014476,0.02,0.14318,0.8,0.7,0.05,0
1075,0.02142032315554799,0.021111427875055946,0.05403808032177763,0.005359514315479985,8.180278251576838e-05,4.087231923581838,0.402647107534428,0.02,0.59965,0.8,0.7,0.05,0
1076,0.011129134433796189,0.00505282510859058,0.01285717563530844,0.00620958259792092,0.415808736859822,0.38110638963142207,-1.1938321385808273,0.02,0.23274,0.8,0.7,0.05,0
1077,0.02080203193868735,0.007619742760523489,0.019401737189515055,0.01005764997187802,0.4486864825565321,0.3480570141298115,-2.5312467593430608,0.02,0.07345333333333333,0.8,0.7,0.05,0
1078,-0.005330329198421152,-0.000642556000647794,-0.002598416837424847,0.06470539163256087,0.9920767485802682,0.0034547288583377674,-6.387439606716548,0.02,0.0016466666666666667,0.8,0.7,0.05,0
1079,0.05030414012560758,0.014703905324540313,0.037963038517430006,0.015759371448856894,0.35080647814335086,0.4549323953632001,3.5199566178404718,0.02,0.97136,0.8,0.7,0.05,0
1080,-0.0035980260886949813,-0.020468090316113522,-0.053155352921979857,0.018573309824273406,0.27045458192606864,0.5679056565278812,-3.868699892803126,0.02,0.020476666666666667,0.8,0.7,0.05,0
1081,0.044957256546915784,-0.005123736830412293,-0.012816002792173731,0.03010559059607767,0.8648589822158756,0.06305469974694201,4.863249945512641,0.02,0.99235,0.8,0.7,0.05,0
1082,0.011006105790216832,-0.0007622573345014732,-0.0019408947612908943,0.00625036449133932,0.9029354003649815,0.04434331975137889,-1.2208409138949499,0.02,0.22841,0.8,0.7,0.05,0
1083,0.036412652842014004,0.01100242042291529,0.028111589442567458,0.00537733950650538,0.04074934910868139,1.3898793238753075,-0.43802509879873497,0.02,0.391705,0.8,0.7,0.05,0
1084,0.023390802791518575,0.007329287697821748,0.01861195218391906,0.009179024039090086,0.4245906940178664,0.3720295287309697,-2.3176966709669236,0.02,0.08973,0.8,0.7,0.05,0
1085,0.05616965646343128,0.012613000224842148,0.03196916869697786,0.0148831881765232,0.3967352704769552,0.4014991882513176,-3.4063123975391214,0.02,0.032073333333333336,0.8,0.7,0.05,0
1086,0.014908639318146469,0.003673755381309438,0.009364086484497098,0.005257887464385532,0.48473128229579177,0.31449895203285366,-0.11704879160490811,0.02,0.47130333333333335,0.8,0.7,0.05,0
1087,0.030489825388217887,0.003501124803159984,0.008932535718262018,0.005841836834665675,0.5489600667509873,0.2604592464797124,0.9427335022655357,0.02,0.71932,0.8,0.7,0.05,0
1088,0.013076914302864218,0.011429249818625493,0.029156075415937094,0.010029768008554879,0.254480987594906,0.5943446584787119,-2.533828334291047,0.02,0.07389333333333334,0.8,0.7,0.05,0
1089,0.02472908957645777,0.010695765366363026,0.026720977486609607,0.0492536562777451,0.8280861660519574,0.0819244705896474,-5.915086000916399,0.02,0.002843333333333333,0.8,0.7,0.05,0
1090,0.028170824344670508,0.00719509588913408,0.018235277819444184,0.006576642087553689,0.2739383436009549,0.5623471745776424,-1.3959248086539973,0.02,0.19845833333333332,0.8,0.7,0.05,0
1091,-0.2478173179856418,-0.13248485767535684,-0.3150795193023273,0.08162707518249929,0.10457862961278123,0.9805570534176901,10.39169358772929,0.02,0.9989866666666667,0.8,0.7,0.05,0
1092,0.019950563553201715,0.0019507048068081237,0.004956448339973509,0.005347769705524638,0.7152832612152917,0.14552193802965274,-0.3872894190006835,0.02,0.4038583333333333,0.8,0.7,0.05,0
1093,7.353673410213202e-05,-0.012247048896264696,-0.03155417710133461,0.007990742473031998,0.12536095965931177,0.9018376919291571,-1.9596129036799386,0.02,0.12337,0.8,0.7,0.05,0
1094,0.016543231463746772,0.01093748767215986,0.02778163431078385,0.007081090887448997,0.12244186059304689,0.9120700796043184,-1.6318460282821459,0.02,0.16418,0.8,0.7,0.05,0
1095,0.010637338574794231,0.0008454408642922831,0.002132279226733089,0.010505057692101468,0.935855970094159,0.028790984815820497,-2.6295815916460015,0.02,0.06688666666666666,0.8,0.7,0.05,0
1096,0.15046689041414088,-0.0748555058077264,-0.20332188037899457,0.08355655918464237,0.3703241728826714,0.4314179384854873,-9.067732788824776,0.02,0.0010016666666666668,0.8,0.7,0.05,0
1097,0.12705053568718705,0.049366959053826244,0.12179935105336265,0.07923807900345184,0.5332709555343584,0.2730520694104232,-6.8028415761043455,0.02,0.0010883333333333333,0.8,0.7,0.05,0
1098,0.01519512379455344,0.027304180903385673,0.07127239865579366,0.02168888146607909,0.20806565394372423,0.6817996042371411,4.1809769281455775,0.02,0.9850466666666666,0.8,0.7,0.05,0
