feature,beta_true,a,b,c,d,logOR_hat,se_wald,p_wald,neglog10p
47,-0.015686873287800617,148840,151293,150548,149319,-0.024543381965344998,0.005164077593532454,2.007045242863336e-06,5.697442837525255
48,0.01839661115095406,150781,149633,149180,150406,0.015827444539953897,0.005164014582219675,0.002177066651549922,2.662128274699266
49,0.027611798181006755,151020,149148,148761,151071,0.02788201758545327,0.005164096857574602,6.69368514519841e-08,7.174334719662561
50,0.00994112112196149,151085,149088,149208,150619,0.022717944781907983,0.0051640557633478405,1.086283019064736e-05,4.9640570093652165
51,-0.025351936352369337,148807,151128,150599,149466,-0.023028651801954007,0.00516406503854002,8.21879111422347e-06,5.085192057281315
52,0.02266941688252508,151244,149054,149107,150595,0.024515633858886977,0.005164072186412273,2.0610391229263526e-06,5.685913764305325
53,-0.015536550725158665,149077,150634,150045,150244,-0.009064682190008092,0.0051640070263996776,0.07919805349227835,1.1012854922482702
54,0.027239795466166263,151294,149139,148988,150579,0.024968221122483477,0.005164077364977896,1.3315768156554173e-06,5.8756337750357766
55,-0.03320811852992806,149294,151101,151110,148495,-0.02948763365815023,0.005164118802336447,1.129099538108001e-08,7.947267770257916
56,0.028333729986965157,151182,149048,148661,151109,0.030548790157297688,0.005164122044803191,3.307030315693408e-09,8.480561823871295
57,-0.0006216434047451521,150121,149818,150198,149863,-0.00021246803275623156,0.0051639722216270416,0.9671808565746104,0.014492308059494316
58,-0.03869106924688147,148523,151458,151561,148458,-0.040254490415975674,0.0051642308959192725,6.447660853119612e-15,14.19059781448652
59,-0.009725819418487226,150143,150156,149894,149807,-0.0006671568091368906,0.00516397186443385,0.8972037410396118,0.04710892422251536
60,0.0016762977973924843,149931,150584,149303,150182,0.0015242089240602372,0.005163994022707202,0.7678709988056457,0.11471173467242124
61,0.008452130508588387,149832,149724,149681,150763,0.007923745345532094,0.005163991730944968,0.12492573420216455,0.9033480894818401
62,-0.03043198600591277,149505,151206,150505,148784,-0.022813948852794308,0.005164067691806392,9.96989562381103e-06,5.001309388352356
63,-0.03431069895767802,149195,150791,152055,147959,-0.03794755959464911,0.0051642463985775485,2.0099730434695782e-13,12.696809767032704
64,0.00618390057501865,150092,149940,149946,150022,0.0015199410040844163,0.0051639696318950155,0.768501338178702,0.11435537193376097
65,-0.014461707944193325,149034,150708,150986,149272,-0.022586618890159272,0.005164053432352841,1.2209336708641252e-05,4.913307929142883
66,0.007296874497356419,150825,149786,149067,150322,0.015296355216440651,0.005164018020643681,0.0030554517924465167,2.5149245639944326
67,0.02353285169342538,150769,149268,148880,151083,0.024694176158118517,0.005164071178323866,1.7362862952823709e-06,5.760378662679181
