feature,beta_true,a,b,c,d,logOR_hat,se_wald,p_wald,neglog10p
1075,0.020011345756446714,150208,149664,149547,150581,0.010518604321389798,0.005163989225588475,0.04165861488217012,1.3802951741153666
1076,-0.02460644121338021,149069,150431,150847,149653,-0.017041961710534917,0.005164023451595516,0.0009663918456593292,3.0148467432511903
1077,-0.015711293660334084,149459,150674,150960,148907,-0.021789333236798217,0.005164051384368869,2.449249784210888e-05,4.610966921542227
1078,0.048968656606340664,151709,147855,148587,151849,0.04744795097811575,0.005164340642076122,4.016638470745464e-20,19.396137256450096
1079,0.005523374614768584,150119,149547,149633,150701,0.01092966365340426,0.005163993404691983,0.03430112703157493,1.4646916101160432
1080,-0.008941747065375996,149567,150765,149803,149865,-0.007564063721756298,0.00516399292484438,0.14298358397771527,0.8447138212562098
1081,-0.035228123264285684,148119,151543,151227,149111,-0.03694430932515266,0.005164205233481249,8.433443858815511e-13,12.073995041809559
1082,-0.01919695415848655,149510,150759,150470,149261,-0.016386477841813914,0.005164014605012999,0.0015076594113457966,2.8216967569273588
1083,-0.007745850535184461,149700,150560,150329,149411,-0.011853672650226023,0.005163993829042896,0.02170753701825058,1.6633894496945152
1084,0.04242087493263579,151687,148275,148795,151243,0.039068694429754365,0.005164222234879235,3.870835075562118e-14,13.412195332245798
1085,-0.018915486392062128,149471,150815,150656,149058,-0.019615060901944814,0.005164034107222133,0.00014563387453592086,3.8367375960879566
1086,0.05559546035920267,152331,147780,148153,151736,0.054227567808493145,0.005164450731677936,8.623227820458257e-26,25.06433013995052
1087,-0.028774339591011285,149010,151545,150792,148653,-0.031155761812765106,0.005164135697312978,1.6084096886797994e-09,8.793603319473938
1088,-0.011079421919318615,149213,149784,150420,150583,-0.002736385992764379,0.005164003150836424,0.5961838544838831,0.22461978946323788
1089,0.0261362440012643,150740,148694,149771,150795,0.020479764788740897,0.0051640537253486,7.314064787740001e-05,4.135841197015016
1090,-0.007442167745036921,149357,150187,150798,149658,-0.013130229176747813,0.005164003637971631,0.01100168727991857,1.9585407039177876
1091,-0.025724728505645646,148609,151272,151195,148924,-0.03289502120745014,0.005164145340056409,1.8916777333043054e-10,9.72315284815022
1092,-0.004085018695805572,149747,150570,149643,150040,-0.002831411700327341,0.005163984024293362,0.583486025806204,0.23396954062619935
1093,0.013902848114283715,150735,149434,149685,150146,0.011743533295925306,0.005163997299838132,0.022958961581656695,1.6390477586762853
1094,-0.05316008032502902,148298,151904,151626,148172,-0.04706802390919027,0.005164328016544,7.935134902756707e-20,19.100445685541168
1095,-0.007700617024094791,149780,149838,150466,149916,-0.004049153979110475,0.005163977745738999,0.4329724563288362,0.36353973054011
1096,-0.0033876714050540668,150179,149816,149929,150076,0.0034000139270057112,0.005163971389228084,0.5102742729068783,0.2921963274471883
1097,-0.01250966680208524,149952,150238,150222,149588,-0.006134791554001017,0.005163977171820406,0.23483442639190555,0.6292382358057215
1098,0.022784174388947406,151161,148960,149145,150734,0.025265303110356793,0.0051640752793649354,9.955676587263947e-07,6.00192922000318
1099,-0.01761594467188063,148848,151047,150743,149362,-0.023868826489916707,0.005164066272156339,3.798763036632727e-06,5.420357796493326
1100,-0.011294079504161541,149282,150545,150554,149619,-0.014654620311277086,0.0051640054869537145,0.004541997228569227,2.3427531351135227
1101,0.0011663129117058051,149642,149994,150050,150314,-0.0005916489326135846,0.00516397576935898,0.9087840825258253,0.041539288292100664
1102,0.022582563233457087,151039,149198,149194,150569,0.02143770570594032,0.00516404648725602,3.305362708897888e-05,4.480780876925745
1103,-0.006852473079625769,149772,150036,150455,149737,-0.006544720048471526,0.005163978628235562,0.20501966804814786,0.6882044739927684
1104,0.046990047784848984,152047,147979,147915,152059,0.05474994822429984,0.005164452986146556,2.9384659840101917e-26,25.531879332358866
1105,-0.02812462287231686,148985,150912,151567,148536,-0.03305156387629253,0.005164154469415211,1.5518488444334257e-10,9.809150582836494
1106,0.039861189289973877,151629,148407,148877,151087,0.03621349580698945,0.00516418818416265,2.34218053695684e-12,11.630379632243052
1107,-0.02657862865175534,147939,151287,151335,149439,-0.03498619146009975,0.005164199597433735,1.2461651799814216e-11,10.904424387853522
1108,-0.005052430152137544,149483,150332,150124,150061,-0.006083228502684322,0.0051639805856085914,0.23879202260981902,0.6219801858944495
1109,0.011279558505430843,151080,149257,148884,150779,0.024787472203303372,0.005164071644272717,1.5867662915216942e-06,5.799487034037071
1110,0.06366688449425592,152418,147426,147610,152546,0.0661927002161167,0.005164676990194172,1.3267660829242796e-37,36.87720563919288
1111,0.02775615797667677,151107,148911,148775,151207,0.0308539416844296,0.0051641232223674175,2.3055377566348686e-09,8.637227761163546
1112,-0.01257520045742663,149701,150464,150258,149577,-0.009626355585684834,0.005163984969764567,0.06230300780205327,1.2054909864017862
1113,0.04025173359541156,151042,148884,149055,151019,0.027480664342422433,0.005164091489134184,1.029204272956317e-07,6.987498419393776
1114,-0.006621404301249322,149841,149775,150134,150250,0.001212904657808448,0.005163973673636734,0.8143032977568772,0.08921380640240496
1115,-0.024522052966987232,149037,151131,151060,148772,-0.029214491962127474,0.005164108013012775,1.5384506110237884e-08,7.812916441375656
1116,0.013901986711904233,150837,148969,150177,150017,0.011395537509683456,0.00516402078669289,0.027333768429478274,1.5633004892255464
1117,0.0029270721690804044,150542,149686,149701,150071,0.008170865130009804,0.005163983134593901,0.11358575737112701,0.9446761218196633
1118,0.029548271665989095,151266,149633,148472,150629,0.025277634325740542,0.005164097629934816,9.836610814145847e-07,6.00715451114757
1119,-0.017033020232910825,149422,150366,150525,149687,-0.011880501022108296,0.005163993339536509,0.021411863385415453,1.6693455362184346
1120,0.011820453543685145,149955,149390,149616,151039,0.01324093885674374,0.005164014962811257,0.010345019536088964,1.985268684852512
1121,0.019660791987328695,150598,149291,148919,151192,0.0238645524324203,0.005164068104214993,3.8139821797581284e-06,5.418621340459072
1122,0.008614926573013654,150280,149141,150532,150047,0.004380931008921959,0.00516400087806946,0.39623759573837447,0.4020443201980333
1123,-0.0008980218968327839,149462,150083,149724,150731,0.0025568890168600647,0.005163995164496932,0.6205028786722664,0.20725619935690243
1124,-0.021614914758901937,149526,150528,150336,149610,-0.011519665055249373,0.0051639912306732025,0.02569651778121099,1.5901257253406562
1125,0.02800172509619629,150921,149090,149047,150942,0.02484025247741095,0.005164068795694975,1.5077222792367777e-06,5.821678647658982
1126,0.00425174563521351,149517,150386,149917,150180,-0.004042442798856532,0.00516398129230181,0.433735668663767,0.3627748617643415
1127,0.015377416161467093,149952,149782,149801,150465,0.005557073097022418,0.0051639779414348885,0.2818724529832962,0.5499473650717023
1128,-0.010868466280520057,149368,150953,150283,149396,-0.016475100185695996,0.005164019387803249,0.001420938312043059,2.847424775922517
1129,0.000403152492402849,150292,149896,149439,150373,0.008868909909799065,0.005163984984449118,0.08589613774857958,1.0660263634352245
1130,-0.032137333904740314,148814,151360,151042,148784,-0.03202614865318946,0.00516413614716901,5.587534958849089e-10,9.252779746654145
1131,0.0026499043499234824,150271,149399,149728,150602,0.011639993473880632,0.005163994177024187,0.024191897152319647,1.6163300725030856
1132,0.02370917471887308,150626,149152,149080,151142,0.02357066213373073,0.005164062694099878,5.010107291867714e-06,5.300152973580426
1133,0.002881291586370334,150429,150319,148985,150267,0.00929956044170931,0.005164009164700517,0.07172791359220691,1.1443118016554295
1134,0.026627312343900384,151246,148825,149166,150763,0.02678572957172922,0.005164089963292306,2.1379872679458282e-07,6.669994885412243
1135,0.009695176688918736,150061,149430,149908,150601,0.008825975778194715,0.005163989215400118,0.08742519005280582,1.0583634149089651
1136,0.042257552117435114,152135,147519,148771,151575,0.04948347953295211,0.005164391779071572,9.54915393668298e-22,21.020035105579314
1137,-0.005888472482245206,150087,150028,149889,149996,0.0011067858416214927,0.005163969782032365,0.8302909030277901,0.0807697203406005
1138,-0.05077110062425205,148302,151968,151952,147778,-0.05227259672731052,0.005164414184466652,4.427069150005018e-24,23.353883694368328
1139,0.013400157669433211,151350,149128,149159,150363,0.022829481370045816,0.005164067124119607,9.832087467204593e-06,5.007354266578545
1140,-0.005118209084146653,149281,150175,150375,150169,-0.007341668082879196,0.005163989810851186,0.1551120233677655,0.809354536938863
